ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters	p.adjust
ENSG00000006534	aldehyde dehydrogenase 3 family, member B1 [Source:HGNC Symbol;Acc:410]	protein_coding	ALDH3B1	11	67776048	67796744	1	21324	1	1	0.505670666485915	1	35	1	1	1	0.514864678603841
ENSG00000006607	FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:16460]	protein_coding	FARP2	2	242295658	242434256	1	5627	1	1	0.16965855662507	0	35	1	1	0	0.274572831022201
ENSG00000007047	MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:13538]	protein_coding	MARK4	19	45582546	45808541	1	7186	1	1	0.211346530049125	0	35	1	1	0	0.295885142068775
ENSG00000007216	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:HGNC Symbol;Acc:10917]	protein_coding	SLC13A2	17	26800311	26824799	1	4772	1	1	0.145867333568327	0	35	1	1	0	0.26893444396178
ENSG00000007372	paired box 6 [Source:HGNC Symbol;Acc:8620]	protein_coding	PAX6	11	31806340	31839509	-1	3743	1	1	0.116328760807953	0	35	1	1	0	0.251290510113054
ENSG00000007376	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:14173]	protein_coding	RPUSD1	16	834974	838397	-1	3873	1	1	0.120116210688196	0	35	1	1	0	0.251290510113054
ENSG00000007384	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:20561]	protein_coding	RHBDF1	16	108058	126354	-1	6129	2	2	0.0168892498125023	0	35	2	1	1	0.173637416012378
ENSG00000007392	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]	protein_coding	LUC7L	16	238968	279462	-1	16614	3	3	0.0155621917077207	0	35	3	3	0	0.166718436381843
ENSG00000007541	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]	protein_coding	PIGQ	16	616995	634136	1	18336	2	2	0.117470795041915	0	35	2	2	0	0.251290510113054
ENSG00000007545	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]	protein_coding	CRAMP1L	16	1662326	1727909	1	14224	2	2	0.0768802090148426	0	35	2	2	0	0.248045718962738
ENSG00000008128	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	protein_coding	CDK11A	1	1634169	1655766	-1	9126	5	1	0.26031186180457	0	35	1	1	0	0.325141799757985
ENSG00000008130	NAD kinase [Source:HGNC Symbol;Acc:29831]	protein_coding	NADK	1	1682671	1711896	-1	9126	5	1	0.26031186180457	0	35	1	1	1	0.325141799757985
ENSG00000008323	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]	protein_coding	PLEKHG6	12	6419602	6437672	1	8471	1	1	0.244129459195847	0	35	1	1	1	0.31526990956948
ENSG00000008513	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	ST3GAL1	8	134467091	134584183	-1	7223	2	1	0.212310065500402	0	35	1	1	0	0.296560091492625
ENSG00000008516	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	MMP25	16	3096682	3110727	1	2401	1	1	0.0762649408271616	0	35	1	1	0	0.248045718962738
ENSG00000009724	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	MASP2	1	11086580	11107290	-1	4600	2	2	0.0098251102492678	0	35	2	1	1	0.147616290574365
ENSG00000010278	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	CD9	12	6308881	6347425	1	42362	3	3	0.145652390159464	1	35	1	1	0	0.26893444396178
ENSG00000010379	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	SLC6A13	12	329789	372039	-1	5661	1	1	0.170590816317005	0	35	1	1	0	0.274572831022201
ENSG00000010626	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	LRRC23	12	6982733	7023407	1	10737	2	2	0.0470758620204295	0	35	2	1	1	0.248045718962738
ENSG00000010803	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	SCMH1	1	41492872	41707826	-1	5025	1	1	0.152977456769366	0	35	1	1	0	0.269240323914084
ENSG00000011143	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	MKS1	17	56282803	56296966	-1	3952	1	1	0.122409880640491	0	35	1	1	0	0.253460458737958
ENSG00000011304	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	PTBP1	19	797075	812327	1	11661	1	1	0.319742591106898	0	35	1	1	0	0.35984806278268
ENSG00000011422	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	PLAUR	19	44150247	44174699	-1	12022	3	3	0.00654832868904565	0	35	2	1	2	0.126055327264129
ENSG00000012660	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	ELOVL5	6	53132196	53213947	-1	3247	1	1	0.101727812512889	0	35	1	1	0	0.251290510113054
ENSG00000012779	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	ALOX5	10	45869661	45941561	1	3520	1	1	0.109793819399381	0	35	1	1	0	0.251290510113054
ENSG00000013364	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	MVP	16	29831715	29859355	1	38433	2	2	0.347702595450678	1	35	2	2	1	0.381111741632772
ENSG00000013573	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]	protein_coding	DDX11	12	31226779	31257725	1	4254	2	2	0.00846429951336602	0	35	2	1	1	0.14341612572808
ENSG00000013588	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	GPRC5A	12	13043716	13070871	1	30343	4	3	0.0696466116034887	1	35	2	2	1	0.248045718962738
ENSG00000014164	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	ZC3H3	8	144519825	144623623	-1	15985	2	2	0.093655001986352	0	35	2	2	0	0.251290510113054
ENSG00000015520	NPC1-like 1 [Source:HGNC Symbol;Acc:7898]	protein_coding	NPC1L1	7	44552134	44580914	-1	5544	1	1	0.16737834252252	0	35	1	1	0	0.273578117702347
ENSG00000015532	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	XYLT2	17	48423453	48440499	1	54650	4	2	0.521004497908467	2	35	2	2	0	0.527859820249368
ENSG00000016391	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	CHDH	3	53846362	53880417	-1	7251	1	1	0.213038444880983	0	35	1	1	0	0.296904258024175
ENSG00000019144	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:23697]	protein_coding	PHLDB1	11	118477155	118528741	1	5342	2	2	0.0130446549413492	0	35	2	1	2	0.156153361930052
ENSG00000022567	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]	protein_coding	SLC45A4	8	142217265	142318404	-1	26899	1	1	0.588832046400059	1	35	1	1	0	0.592680621866726
ENSG00000026297	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]	protein_coding	RNASET2	6	167342992	167370679	-1	5546	1	1	0.167433360996404	0	35	1	1	0	0.273578117702347
ENSG00000026559	potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]	protein_coding	KCNG1	20	49620193	49639666	-1	2560	1	1	0.081104986663689	0	35	1	1	0	0.248045718962738
ENSG00000031823	RAN binding protein 3 [Source:HGNC Symbol;Acc:9850]	protein_coding	RANBP3	19	5916150	5978153	-1	19816	2	2	0.1331509173959	0	35	2	2	0	0.261629872777909
ENSG00000033627	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:865]	protein_coding	ATP6V0A1	17	40610862	40674629	1	2788	1	1	0.0880012072233369	0	35	1	1	0	0.248663961695301
ENSG00000034053	amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:HGNC Symbol;Acc:579]	protein_coding	APBA2	15	29129629	29410518	1	3097	1	1	0.0972648725854768	0	35	1	1	0	0.251290510113054
ENSG00000037042	tubulin, gamma 2 [Source:HGNC Symbol;Acc:12419]	protein_coding	TUBG2	17	40811323	40819024	1	10562	4	4	0.000330396573205993	0	35	4	4	0	0.0239440340111637
ENSG00000037757	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:28469]	protein_coding	MRI1	19	13875346	13885096	1	6684	3	2	0.0198536567052331	0	35	2	2	0	0.1820943999691
ENSG00000040531	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:2518]	protein_coding	CTNS	17	3539762	3564836	1	5521	1	1	0.16674536869043	0	35	1	1	0	0.273578117702347
ENSG00000041357	proteasome (prosome, macropain) subunit, alpha type, 4 [Source:HGNC Symbol;Acc:9533]	protein_coding	PSMA4	15	78832747	78841604	1	1950	1	1	0.062397097229512	0	35	1	1	0	0.248045718962738
ENSG00000043591	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:285]	protein_coding	ADRB1	10	115803806	115806667	1	6109	1	1	0.182777394367332	0	35	1	1	0	0.27800216032167
ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:22950]	protein_coding	PREX2	8	68864353	69149265	1	2551	1	1	0.0808317001707809	0	35	1	1	0	0.248045718962738
ENSG00000048471	sorting nexin 29 [Source:HGNC Symbol;Acc:30542]	protein_coding	SNX29	16	12070594	12668146	1	4146	2	2	0.00805834933394567	0	35	2	1	2	0.139829385625649
ENSG00000050393	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:21097]	protein_coding	MCUR1	6	13786789	13814800	-1	8739	3	3	0.00271255342824106	0	35	2	2	0	0.0954818806740853
ENSG00000052344	protease, serine, 8 [Source:HGNC Symbol;Acc:9491]	protein_coding	PRSS8	16	31142756	31147083	-1	27694	5	5	0.00147710035751247	1	35	3	3	0	0.0699918323252063
ENSG00000052723	suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:26119]	protein_coding	SIKE1	1	115312100	115323306	-1	6432	2	2	0.0184823764606247	0	35	2	1	1	0.180716569837219
ENSG00000052841	tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:25596]	protein_coding	TTC17	11	43380482	43516483	1	2112	1	1	0.0674022504411522	0	35	1	1	0	0.248045718962738
ENSG00000054148	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:30033]	protein_coding	PHPT1	9	139743176	139745488	1	25260	4	2	0.194016491185902	1	35	1	1	0	0.284930675056597
ENSG00000054179	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:3364]	protein_coding	ENTPD2	9	139942550	139948497	-1	25260	4	2	0.194016491185902	1	35	1	1	0	0.284930675056597
ENSG00000054392	hedgehog acyltransferase [Source:HGNC Symbol;Acc:18270]	protein_coding	HHAT	1	210501596	210849638	1	3398	2	2	0.00549932110688833	0	35	2	1	2	0.126055327264129
ENSG00000056736	interleukin 17 receptor B [Source:HGNC Symbol;Acc:18015]	protein_coding	IL17RB	3	53880607	53899827	1	7251	1	1	0.213038444880983	0	35	1	1	0	0.296904258024175
ENSG00000057294	plakophilin 2 [Source:HGNC Symbol;Acc:9024]	protein_coding	PKP2	12	32943679	33049774	-1	12561	1	1	0.339673165443843	0	35	1	1	0	0.373640481988227
ENSG00000057657	PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:9346]	protein_coding	PRDM1	6	106534195	106557814	1	4810	1	1	0.146939054001631	0	35	1	1	0	0.269033508946548
ENSG00000057704	transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:29199]	protein_coding	TMCC3	12	94960900	95044338	-1	6938	2	2	0.0212775451392656	0	35	2	1	1	0.184605180363206
ENSG00000058085	laminin, gamma 2 [Source:HGNC Symbol;Acc:6493]	protein_coding	LAMC2	1	183155373	183214035	1	17448	1	1	0.438132239219957	0	35	1	1	0	0.454359359191066
ENSG00000058668	ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:817]	protein_coding	ATP2B4	1	203595689	203713209	1	7946	1	1	0.230903595627866	0	35	1	1	0	0.306544428678374
ENSG00000059769	DnaJ (Hsp40) homolog, subfamily C , member 25 [Source:HGNC Symbol;Acc:34187]	protein_coding	DNAJC25	9	114393632	114432508	1	2849	1	1	0.089837456803468	0	35	1	1	1	0.250212700993033
ENSG00000060069	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 [Source:HGNC Symbol;Acc:2498]	protein_coding	CTDP1	18	77439801	77514510	1	5512	1	1	0.166497552310338	0	35	1	1	0	0.273578117702347
ENSG00000060982	branched chain amino-acid transaminase 1, cytosolic [Source:HGNC Symbol;Acc:976]	protein_coding	BCAT1	12	24964295	25102393	-1	17695	3	2	0.110834305144708	0	35	2	2	0	0.251290510113054
ENSG00000061273	histone deacetylase 7 [Source:HGNC Symbol;Acc:14067]	protein_coding	HDAC7	12	48176505	48226915	-1	16424	1	1	0.418797122638564	0	35	1	1	0	0.438447478388663
ENSG00000062725	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 [Source:HGNC Symbol;Acc:622]	protein_coding	APPBP2	17	58520520	58603580	-1	1119	1	1	0.0362970726717278	0	35	1	1	0	0.229370282391591
ENSG00000063244	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:23156]	protein_coding	U2AF2	19	56165512	56186081	1	10893	2	1	0.302260174799601	0	35	1	1	1	0.351359752396219
ENSG00000063245	epsin 1 [Source:HGNC Symbol;Acc:21604]	protein_coding	EPN1	19	56186592	56221224	1	3467	1	1	0.108233577359162	0	35	1	1	0	0.251290510113054
ENSG00000063587	zinc finger protein 275 [Source:HGNC Symbol;Acc:13069]	protein_coding	ZNF275	X	152599613	152625568	1	3075	1	1	0.096608446147299	0	35	1	1	0	0.251290510113054
ENSG00000064012	caspase 8, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1509]	protein_coding	CASP8	2	202098166	202152434	1	15327	2	2	0.0872697546488949	0	35	2	2	0	0.248663961695301
ENSG00000064225	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:18080]	protein_coding	ST3GAL6	3	98451080	98540045	1	5906	1	1	0.17727769610064	0	35	1	1	0	0.276335734667173
ENSG00000064652	sorting nexin 24 [Source:HGNC Symbol;Acc:21533]	protein_coding	SNX24	5	122179134	122365049	1	4038	1	1	0.124899990420897	0	35	1	1	1	0.256104190465553
ENSG00000064687	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	protein_coding	ABCA7	19	1040102	1065571	1	6191	1	1	0.184988508838285	0	35	1	1	0	0.27895452005969
ENSG00000064787	breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:974]	protein_coding	BCAS1	20	52553316	52687304	-1	6387	1	1	0.190249402515651	0	35	1	1	0	0.283156020232776
ENSG00000064932	strawberry notch homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:29158]	protein_coding	SBNO2	19	1107636	1174282	-1	53603	3	2	0.510756622879584	2	35	3	3	1	0.519613674143392
ENSG00000065268	WD repeat domain 18 [Source:HGNC Symbol;Acc:17956]	protein_coding	WDR18	19	983174	994569	1	10123	1	1	0.284281171811523	0	35	1	1	0	0.342360120891297
ENSG00000065320	netrin 1 [Source:HGNC Symbol;Acc:8029]	protein_coding	NTN1	17	8924859	9147317	1	3940	1	1	0.122061860595079	0	35	1	1	0	0.253165340493497
ENSG00000066136	nuclear transcription factor Y, gamma [Source:HGNC Symbol;Acc:7806]	protein_coding	NFYC	1	41157320	41237275	1	7916	2	2	0.0271373588943664	0	35	2	1	1	0.197695637502588
ENSG00000066468	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:3689]	protein_coding	FGFR2	10	123237848	123357972	-1	12377	1	1	0.335646525843789	0	35	1	1	0	0.371199748509469
ENSG00000066735	kinesin family member 26A [Source:HGNC Symbol;Acc:20226]	protein_coding	KIF26A	14	104605060	104647231	1	3831	1	1	0.118894351479945	0	35	1	1	0	0.251290510113054
ENSG00000066926	ferrochelatase [Source:HGNC Symbol;Acc:3647]	protein_coding	FECH	18	55215515	55254004	-1	8565	1	1	0.246473397749295	0	35	1	1	0	0.316403375096081
ENSG00000067082	Kruppel-like factor 6 [Source:HGNC Symbol;Acc:2235]	protein_coding	KLF6	10	3818188	3827473	-1	28744	3	2	0.234528170813276	1	35	3	3	0	0.310686781120383
ENSG00000067606	protein kinase C, zeta [Source:HGNC Symbol;Acc:9412]	protein_coding	PRKCZ	1	1981909	2116834	1	23705	3	1	0.543068819891662	1	35	2	2	0	0.549310990235244
ENSG00000067836	rogdi homolog (Drosophila) [Source:HGNC Symbol;Acc:29478]	protein_coding	ROGDI	16	4846969	4852951	-1	4298	1	1	0.132385341217824	0	35	1	1	0	0.261376186506986
ENSG00000067992	pyruvate dehydrogenase kinase, isozyme 3 [Source:HGNC Symbol;Acc:8811]	protein_coding	PDK3	X	24483338	24557954	1	2231	1	1	0.0710618453374779	0	35	1	1	1	0.248045718962738
ENSG00000068078	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:3690]	protein_coding	FGFR3	4	1795034	1810599	1	16051	1	1	0.411590020733414	0	35	1	1	0	0.431556515356226
ENSG00000068120	CoA synthase [Source:HGNC Symbol;Acc:29932]	protein_coding	COASY	17	40713485	40718295	1	2788	1	1	0.0880012072233369	0	35	1	1	0	0.248663961695301
ENSG00000068137	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:HGNC Symbol;Acc:26105]	protein_coding	PLEKHH3	17	40819932	40829048	-1	2105	1	1	0.0671865317301903	0	35	1	1	0	0.248045718962738
ENSG00000068650	ATPase, class VI, type 11A [Source:HGNC Symbol;Acc:13552]	protein_coding	ATP11A	13	113344643	113541482	1	14853	3	2	0.0827550610695577	0	35	3	2	2	0.248307695888444
ENSG00000068724	tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:19750]	protein_coding	TTC7A	2	47143296	47303276	1	9431	2	2	0.0373197239690397	0	35	1	1	0	0.234581122091107
ENSG00000068745	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:17313]	protein_coding	IP6K2	3	48725436	48777786	-1	4413	2	1	0.135675713894638	0	35	1	1	0	0.263647444035006
ENSG00000069011	paired-like homeodomain 1 [Source:HGNC Symbol;Acc:9004]	protein_coding	PITX1	5	134363425	134370503	-1	5813	1	1	0.174745782853235	0	35	1	1	1	0.275999372318247
ENSG00000069812	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:16005]	protein_coding	HES2	1	6472478	6484730	-1	13962	2	2	0.0744738914232986	0	35	1	1	0	0.248045718962738
ENSG00000070423	ring finger protein 126 [Source:HGNC Symbol;Acc:21151]	protein_coding	RNF126	19	647526	663277	-1	7200	1	1	0.211711249565384	0	35	1	1	0	0.29605931834796
ENSG00000070610	glucosidase, beta (bile acid) 2 [Source:HGNC Symbol;Acc:18986]	protein_coding	GBA2	9	35736863	35749983	-1	10331	1	1	0.289183015957536	0	35	1	1	0	0.343561693018018
ENSG00000070731	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:10867]	protein_coding	ST6GALNAC2	17	74559792	74583038	-1	9884	4	4	0.000257550805939921	0	35	3	1	2	0.0239440340111637
ENSG00000070882	oxysterol binding protein-like 3 [Source:HGNC Symbol;Acc:16370]	protein_coding	OSBPL3	7	24836158	25021253	-1	4904	1	1	0.149584377945118	0	35	1	1	0	0.269033508946548
ENSG00000072133	ribosomal protein S6 kinase, 90kDa, polypeptide 6 [Source:HGNC Symbol;Acc:10435]	protein_coding	RPS6KA6	X	83318984	83442933	-1	1933	1	1	0.0618703102537252	0	35	1	1	0	0.248045718962738
ENSG00000072195	SPEG complex locus [Source:HGNC Symbol;Acc:16901]	protein_coding	SPEG	2	220299568	220363009	1	2130	1	1	0.0679567266561626	0	35	1	1	0	0.248045718962738
ENSG00000073169	Selenoprotein O  [Source:UniProtKB/Swiss-Prot;Acc:Q9BVL4]	protein_coding		22	50639408	50656045	1	5790	3	1	0.174118409880669	0	35	1	1	0	0.275999372318247
ENSG00000073350	lethal giant larvae homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:6629]	protein_coding	LLGL2	17	73521161	73571289	1	17488	5	5	0.000189970458599364	0	35	2	2	0	0.0212766913631288
ENSG00000073792	insulin-like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:28867]	protein_coding	IGF2BP2	3	185361527	185542844	-1	5082	1	1	0.154571155126678	0	35	1	1	0	0.269998852039468
ENSG00000075240	GRAM domain containing 4 [Source:HGNC Symbol;Acc:29113]	protein_coding	GRAMD4	22	46971909	47075688	1	16428	1	1	0.418873930246312	0	35	1	1	0	0.438447478388663
ENSG00000075275	cadherin, EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:1850]	protein_coding	CELSR1	22	46756731	46933067	-1	23237	6	5	0.000684237415668698	1	35	4	3	1	0.0401419283858969
ENSG00000075399	VPS9 domain containing 1 [Source:HGNC Symbol;Acc:13526]	protein_coding	VPS9D1	16	89773542	89787394	-1	7142	2	2	0.0224509529666312	0	35	2	1	1	0.190235104333664
ENSG00000075702	WD repeat domain 62 [Source:HGNC Symbol;Acc:24502]	protein_coding	WDR62	19	36545783	36596008	1	3033	1	1	0.0953539426524743	0	35	1	1	0	0.251290510113054
ENSG00000075975	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:7113]	protein_coding	MKRN2	3	12598513	12625212	1	7626	1	1	0.222728857416238	0	35	1	1	0	0.301888235408141
ENSG00000076351	solute carrier family 46 (folate transporter), member 1 [Source:HGNC Symbol;Acc:30521]	protein_coding	SLC46A1	17	26721661	26734215	-1	5664	2	2	0.0145655234249721	0	35	2	2	0	0.163404808011235
ENSG00000076356	plexin A2 [Source:HGNC Symbol;Acc:9100]	protein_coding	PLXNA2	1	208195587	208417665	-1	9596	1	1	0.271709739431453	0	35	1	1	0	0.33508148046001
ENSG00000076382	sperm associated antigen 5 [Source:HGNC Symbol;Acc:13452]	protein_coding	SPAG5	17	26904588	26926297	-1	1749	1	1	0.0561496429098676	0	35	1	1	0	0.248045718962738
ENSG00000076604	TNF receptor-associated factor 4 [Source:HGNC Symbol;Acc:12034]	protein_coding	TRAF4	17	27071002	27077974	1	3644	1	1	0.113433540697284	0	35	1	1	0	0.251290510113054
ENSG00000077044	diacylglycerol kinase, delta 130kDa [Source:HGNC Symbol;Acc:2851]	protein_coding	DGKD	2	234263153	234380750	1	13934	2	2	0.0742181853593542	0	35	1	1	0	0.248045718962738
ENSG00000077238	interleukin 4 receptor [Source:HGNC Symbol;Acc:6015]	protein_coding	IL4R	16	27324989	27376099	1	22333	2	2	0.160775092902328	1	35	1	1	2	0.273578117702347
ENSG00000077254	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:20059]	protein_coding	USP33	1	78161672	78225537	-1	2829	1	1	0.0892358154983093	0	35	1	1	0	0.249860283395266
ENSG00000078018	microtubule-associated protein 2 [Source:HGNC Symbol;Acc:6839]	protein_coding	MAP2	2	210288782	210598842	1	2905	1	1	0.0915199389258894	0	35	1	1	1	0.251290510113054
ENSG00000078399	homeobox A9 [Source:HGNC Symbol;Acc:5109]	protein_coding	HOXA9	7	27202054	27210117	-1	33114	9	8	4.33019219359121e-06	1	35	7	7	0	0.00133369919562609
ENSG00000079385	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) [Source:HGNC Symbol;Acc:1814]	protein_coding	CEACAM1	19	43011456	43065386	-1	7972	3	3	0.00209596021771652	0	35	3	2	1	0.0893033593049218
ENSG00000079435	lipase, hormone-sensitive [Source:HGNC Symbol;Acc:6621]	protein_coding	LIPE	19	42905659	42931578	-1	6871	2	2	0.0208979282792562	0	35	2	2	0	0.184605180363206
ENSG00000079805	dynamin 2 [Source:HGNC Symbol;Acc:2974]	protein_coding	DNM2	19	10828755	10944164	1	17889	1	1	0.446259753159667	0	35	1	1	0	0.461622179590856
ENSG00000080031	protein tyrosine phosphatase, receptor type, H [Source:HGNC Symbol;Acc:9672]	protein_coding	PTPRH	19	55692616	55720874	-1	2623	1	1	0.0830157183724904	0	35	1	1	1	0.248307695888444
ENSG00000080293	secretin receptor [Source:HGNC Symbol;Acc:10608]	protein_coding	SCTR	2	120197419	120282070	-1	22882	2	2	0.166931986798189	1	35	2	2	0	0.273578117702347
ENSG00000081913	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:20610]	protein_coding	PHLPP1	18	60382672	60647666	1	6761	2	2	0.0202809186231834	0	35	2	1	1	0.183721262821779
ENSG00000081985	interleukin 12 receptor, beta 2 [Source:HGNC Symbol;Acc:5972]	protein_coding	IL12RB2	1	67773047	67862583	1	2638	1	1	0.0834700685743484	0	35	1	1	0	0.248307695888444
