ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters	p.adjust
ENSG00000008130	NAD kinase [Source:HGNC Symbol;Acc:29831]	protein_coding	NADK	1	1682671	1711896	-1	9790	7	3	0.0920945262043718	1	63	1	1	2	0.336934065819319
ENSG00000008283	cytochrome b561 [Source:HGNC Symbol;Acc:2571]	protein_coding	CYB561	17	61509665	61523739	-1	4783	3	3	0.0158847550513447	0	63	2	1	1	0.224994596005608
ENSG00000008294	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]	protein_coding	SPAG9	17	49039535	49198226	-1	8047	6	5	0.00163808915980435	1	63	5	1	4	0.126450566480428
ENSG00000008323	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]	protein_coding	PLEKHG6	12	6419602	6437672	1	10289	2	2	0.318151473795731	1	63	2	1	2	0.484423292458534
ENSG00000008405	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	protein_coding	CRY1	12	107385142	107487607	-1	5256	2	2	0.117340920175542	0	63	2	1	1	0.362765056650147
ENSG00000008441	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]	protein_coding	NFIX	19	13106422	13209610	1	59003	13	10	0.0420999183024454	6	63	3	3	1	0.285979182743842
ENSG00000008513	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	ST3GAL1	8	134467091	134584183	-1	8477	4	2	0.244058900198215	1	63	2	1	1	0.444345339428376
ENSG00000008516	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	MMP25	16	3096682	3110727	1	22543	4	4	0.216494727852492	2	63	3	3	0	0.433747490466372
ENSG00000008838	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]	protein_coding	MED24	17	38175350	38217468	-1	5806	1	1	0.485851107444035	0	63	1	1	0	0.581112047824993
ENSG00000009724	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	MASP2	1	11086580	11107290	-1	4600	3	3	0.0143373946851986	0	63	2	1	1	0.224149104887176
ENSG00000010278	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	CD9	12	6308881	6347425	1	57678	7	7	0.324140800527337	6	63	4	4	0	0.488784069431764
ENSG00000010379	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	SLC6A13	12	329789	372039	-1	7863	3	3	0.0553875419648604	1	63	3	1	2	0.300594218678315
ENSG00000010626	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	LRRC23	12	6982733	7023407	1	10737	2	2	0.336271855280851	1	63	2	1	1	0.49261330156606
ENSG00000010803	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	SCMH1	1	41492872	41707826	-1	11768	4	3	0.137533803997137	1	63	4	2	2	0.386125739437642
ENSG00000011132	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	APBA3	19	3750817	3761697	-1	12906	1	1	0.772077416699722	1	63	1	1	0	0.794707538648093
ENSG00000011143	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	MKS1	17	56282803	56296966	-1	3952	1	1	0.364163590630533	0	63	1	1	0	0.506842621735564
ENSG00000011260	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]	protein_coding	UTP18	17	49337889	49375297	1	2970	2	2	0.0441195386029787	0	63	1	1	0	0.285979182743842
ENSG00000011304	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	PTBP1	19	797075	812327	1	15622	2	2	0.51942000987522	2	63	2	2	0	0.602676948414392
ENSG00000011347	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	SYT7	11	61282785	61348620	-1	2583	1	1	0.256179913120496	0	63	1	1	0	0.4493236991795
ENSG00000011422	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	PLAUR	19	44150247	44174699	-1	12022	4	4	0.0401090820669529	1	63	2	1	2	0.285979182743842
ENSG00000012048	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	BRCA1	17	41196312	41277500	-1	5336	3	3	0.0211096167979182	0	63	2	1	1	0.235233859520056
ENSG00000012232	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	EXTL3	8	28457986	28613116	1	3451	1	1	0.326596228665212	0	63	1	1	1	0.489138373262283
ENSG00000012660	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	ELOVL5	6	53132196	53213947	-1	4348	2	2	0.0856466909576059	0	63	2	1	1	0.33094583385523
ENSG00000012779	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	ALOX5	10	45869661	45941561	1	4621	2	2	0.0948766216297402	0	63	2	1	1	0.339002972775638
ENSG00000013364	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	MVP	16	29831715	29859355	1	38433	5	5	0.358129091997734	4	63	2	2	2	0.502258496179175
ENSG00000013563	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:2957]	protein_coding	DNASE1L1	X	153629579	153640449	-1	13596	3	3	0.18481951062786	1	63	3	2	1	0.424644124261493
ENSG00000013573	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]	protein_coding	DDX11	12	31226779	31257725	1	5419	3	3	0.0219653098852802	0	63	3	1	2	0.235938383413375
ENSG00000013588	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	GPRC5A	12	13043716	13070871	1	30343	6	5	0.203525252506033	3	63	2	2	1	0.430463229058269
ENSG00000014138	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	POLA2	11	65029233	65073060	1	11334	3	3	0.126987984913835	1	63	2	2	2	0.373394270132047
ENSG00000014164	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	ZC3H3	8	144519825	144623623	-1	42383	8	7	0.121922311729902	4	63	6	5	1	0.364874198597541
ENSG00000014257	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	ACPP	3	132036211	132087142	1	5214	1	1	0.449766171833622	0	63	1	1	0	0.560996148284936
ENSG00000015171	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:16966]	protein_coding	ZMYND11	10	180405	300577	1	2993	1	1	0.290314418209293	0	63	1	1	0	0.466359259130596
ENSG00000015520	NPC1-like 1 [Source:HGNC Symbol;Acc:7898]	protein_coding	NPC1L1	7	44552134	44580914	-1	5544	1	1	0.470182585020922	0	63	1	1	0	0.570869619716772
ENSG00000015532	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	XYLT2	17	48423453	48440499	1	60638	10	5	0.738334066162305	6	63	3	3	0	0.766741837854938
ENSG00000016391	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	CHDH	3	53846362	53880417	-1	8352	3	3	0.0639005850239326	1	63	2	1	1	0.308299801393526
ENSG00000016402	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding	IL20RA	6	137321108	137366298	-1	8477	3	3	0.0661678840158557	1	63	3	1	2	0.312085726565667
ENSG00000019102	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:17149]	protein_coding	VSIG2	11	124617368	124622134	-1	9274	1	1	0.654443938304653	1	63	1	1	1	0.702261090003362
ENSG00000019144	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:23697]	protein_coding	PHLDB1	11	118477155	118528741	1	8973	6	6	0.000342038977335202	1	63	3	2	2	0.113426230847559
ENSG00000019505	synaptotagmin XIII [Source:HGNC Symbol;Acc:14962]	protein_coding	SYT13	11	45261852	45307870	-1	4515	3	3	0.0136491856329842	0	63	2	1	1	0.221313333266793
ENSG00000021355	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]	protein_coding	SERPINB1	6	2832566	2842240	-1	10672	5	4	0.0277909258675072	1	63	2	2	0	0.2491391595189
ENSG00000022556	NLR family, pyrin domain containing 2 [Source:HGNC Symbol;Acc:22948]	protein_coding	NLRP2	19	55464498	55512510	1	3467	1	1	0.327829618541673	0	63	1	1	0	0.489138373262283
ENSG00000022567	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]	protein_coding	SLC45A4	8	142217265	142318404	-1	33567	9	8	0.0161276476900962	3	63	6	4	3	0.224994596005608
ENSG00000023892	differentially expressed in FDCP 6 homolog (mouse) [Source:HGNC Symbol;Acc:2760]	protein_coding	DEF6	6	35265595	35289548	1	6150	3	3	0.0303069866659537	1	63	3	1	2	0.254143806626497
ENSG00000025708	thymidine phosphorylase [Source:HGNC Symbol;Acc:3148]	protein_coding	TYMP	22	50964181	50968485	-1	8148	1	1	0.606858260182302	1	63	1	1	0	0.662174478406394
ENSG00000026297	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]	protein_coding	RNASET2	6	167342992	167370679	-1	5546	1	1	0.470303982409099	0	63	1	1	0	0.570869619716772
ENSG00000026559	potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]	protein_coding	KCNG1	20	49620193	49639666	-1	2560	1	1	0.254217135981739	0	63	1	1	0	0.448683051229954
ENSG00000027075	protein kinase C, eta [Source:HGNC Symbol;Acc:9403]	protein_coding	PRKCH	14	61654277	62017694	1	4529	2	2	0.0917349693574973	0	63	1	1	0	0.336934065819319
ENSG00000029534	ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:492]	protein_coding	ANK1	8	41510739	41754280	-1	3030	1	1	0.293316692275686	0	63	1	1	0	0.468085919156884
ENSG00000029993	high mobility group box 3 [Source:HGNC Symbol;Acc:5004]	protein_coding	HMGB3	X	150148982	150159248	1	3631	2	2	0.0628746203364009	0	63	2	1	1	0.308299801393526
ENSG00000030419	IKAROS family zinc finger 2 (Helios) [Source:HGNC Symbol;Acc:13177]	protein_coding	IKZF2	2	213864429	214017151	-1	5721	2	2	0.134539695258464	0	63	1	1	0	0.381740430499999
ENSG00000031691	centromere protein Q [Source:HGNC Symbol;Acc:21347]	protein_coding	CENPQ	6	49431091	49460820	1	2695	1	1	0.265664210857841	0	63	1	1	0	0.455252770690154
ENSG00000031823	RAN binding protein 3 [Source:HGNC Symbol;Acc:9850]	protein_coding	RANBP3	19	5916150	5978153	-1	31687	7	6	0.100942629349491	3	63	4	4	0	0.343805788772493
ENSG00000032444	patatin-like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:16268]	protein_coding	PNPLA6	19	7598890	7626650	1	11026	2	2	0.347884050664003	1	63	2	2	0	0.497399434757478
ENSG00000033170	fucosyltransferase 8 (alpha (1,6) fucosyltransferase) [Source:HGNC Symbol;Acc:4019]	protein_coding	FUT8	14	65877310	66210839	1	35671	5	4	0.517164243881941	4	63	4	4	0	0.60169693485654
ENSG00000033627	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:865]	protein_coding	ATP6V0A1	17	40610862	40674629	1	4349	2	2	0.0856799802646907	0	63	2	1	1	0.33094583385523
ENSG00000034053	amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:HGNC Symbol;Acc:579]	protein_coding	APBA2	15	29129629	29410518	1	7025	4	3	0.042170692926461	1	63	3	3	1	0.285979182743842
ENSG00000036672	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:12618]	protein_coding	USP2	11	119225925	119252436	-1	6078	1	1	0.501627612325878	1	63	1	1	0	0.591085913865048
ENSG00000037042	tubulin, gamma 2 [Source:HGNC Symbol;Acc:12419]	protein_coding	TUBG2	17	40811323	40819024	1	23253	6	6	0.0312518856972783	2	63	6	6	0	0.258735407426174
ENSG00000037757	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:28469]	protein_coding	MRI1	19	13875346	13885096	1	14461	4	3	0.208496916707129	1	63	3	3	0	0.430463229058269
ENSG00000038532	C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:29013]	protein_coding	CLEC16A	16	11038345	11276046	1	6832	1	1	0.542875663220561	1	63	1	1	0	0.615847451417139
ENSG00000039650	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:9154]	protein_coding	PNKP	19	50364461	50371166	-1	15313	2	2	0.508838110635643	2	63	1	1	0	0.595722895064846
ENSG00000040531	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:2518]	protein_coding	CTNS	17	3539762	3564836	1	5521	1	1	0.468784513728979	0	63	1	1	0	0.569870057032558
ENSG00000041357	proteasome (prosome, macropain) subunit, alpha type, 4 [Source:HGNC Symbol;Acc:9533]	protein_coding	PSMA4	15	78832747	78841604	1	1950	1	1	0.200227481876616	0	63	1	1	0	0.429619927418653
ENSG00000043039	BARX homeobox 2 [Source:HGNC Symbol;Acc:956]	protein_coding	BARX2	11	129245835	129322171	1	4544	2	2	0.0922450786198925	0	63	1	1	0	0.337053856872941
ENSG00000043355	Zic family member 2 [Source:HGNC Symbol;Acc:12873]	protein_coding	ZIC2	13	100634026	100639018	1	11632	2	2	0.371998338537627	1	63	2	2	0	0.511528915285974
ENSG00000043591	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:285]	protein_coding	ADRB1	10	115803806	115806667	1	6109	1	1	0.503394656799823	1	63	1	1	0	0.592568680220092
ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:22950]	protein_coding	PREX2	8	68864353	69149265	1	5381	2	2	0.121907939823606	0	63	2	2	1	0.364874198597541
ENSG00000047597	X-linked Kx blood group (McLeod syndrome) [Source:HGNC Symbol;Acc:12811]	protein_coding	XK	X	37545012	37591383	1	4351	1	1	0.392577547071508	0	63	1	1	1	0.526812552613314
ENSG00000048471	sorting nexin 29 [Source:HGNC Symbol;Acc:30542]	protein_coding	SNX29	16	12070594	12668146	1	11556	3	3	0.132345567849526	1	63	3	2	2	0.38019863447898
ENSG00000049239	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]	protein_coding	H6PD	1	9294834	9331396	1	22479	1	1	0.923892509744742	2	63	1	1	0	0.926808019067218
ENSG00000049283	epsin 3 [Source:HGNC Symbol;Acc:18235]	protein_coding	EPN3	17	48609904	48621111	1	15567	1	1	0.831974993842789	2	63	1	1	0	0.844670141016401
ENSG00000049759	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7728]	protein_coding	NEDD4L	18	55711599	56068772	1	21096	6	3	0.400389560880885	2	63	6	2	4	0.530542443716515
ENSG00000050393	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:21097]	protein_coding	MCUR1	6	13786789	13814800	-1	8739	3	3	0.0710374932823841	1	63	2	2	0	0.313788871545599
ENSG00000050767	collagen, type XXIII, alpha 1 [Source:HGNC Symbol;Acc:22990]	protein_coding	COL23A1	5	177664619	178017556	-1	8550	5	4	0.0136201071218229	1	63	4	1	3	0.221313333266793
ENSG00000050820	breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:971]	protein_coding	BCAR1	16	75262928	75301951	-1	20041	3	2	0.653444922309791	2	63	2	2	0	0.701766487510628
ENSG00000052344	protease, serine, 8 [Source:HGNC Symbol;Acc:9491]	protein_coding	PRSS8	16	31142756	31147083	-1	27694	8	8	0.00561474441002985	3	63	3	3	0	0.187049745981069
ENSG00000052723	suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:26119]	protein_coding	SIKE1	1	115312100	115323306	-1	6432	2	2	0.161798064443208	1	63	2	1	1	0.411539700437818
ENSG00000052795	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:29280]	protein_coding	FNIP2	4	159690290	159829201	1	2527	1	1	0.251391927315889	0	63	1	1	0	0.447439365834515
ENSG00000052841	tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:25596]	protein_coding	TTC17	11	43380482	43516483	1	3213	2	2	0.0507359003651127	0	63	2	1	1	0.29324325443351
ENSG00000053747	laminin, alpha 3 [Source:HGNC Symbol;Acc:6483]	protein_coding	LAMA3	18	21269407	21535030	1	3539	2	2	0.0601251433157879	0	63	2	1	2	0.308276048434533
ENSG00000053918	potassium voltage-gated channel, KQT-like subfamily, member 1 [Source:HGNC Symbol;Acc:6294]	protein_coding	KCNQ1	11	2465914	2870339	1	24489	5	4	0.259992532605345	2	63	3	3	1	0.451899095516493
ENSG00000054148	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:30033]	protein_coding	PHPT1	9	139743176	139745488	1	29425	6	3	0.617335286788402	3	63	2	2	0	0.670484713223677
ENSG00000054179	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:3364]	protein_coding	ENTPD2	9	139942550	139948497	-1	67279	11	6	0.653345308670195	6	63	6	6	0	0.701766487510628
ENSG00000054219	lymphocyte antigen 75 [Source:HGNC Symbol;Acc:6729]	protein_coding	LY75	2	160628362	160761260	-1	4757	2	2	0.0995762724462318	0	63	1	1	1	0.343805788772493
ENSG00000054392	hedgehog acyltransferase [Source:HGNC Symbol;Acc:18270]	protein_coding	HHAT	1	210501596	210849638	1	3398	2	2	0.0559949425490596	0	63	2	1	2	0.301697797801995
ENSG00000054598	forkhead box C1 [Source:HGNC Symbol;Acc:3800]	protein_coding	FOXC1	6	1610681	1614127	1	12422	3	2	0.402869807146113	1	63	1	1	0	0.532220752782791
ENSG00000054793	ATPase, class II, type 9A [Source:HGNC Symbol;Acc:13540]	protein_coding	ATP9A	20	50213053	50385173	-1	7651	2	2	0.210391351189009	1	63	2	1	1	0.430463229058269
ENSG00000054965	family with sequence similarity 168, member A [Source:HGNC Symbol;Acc:28999]	protein_coding	FAM168A	11	73111532	73309234	-1	2606	1	1	0.258137524554486	0	63	1	1	0	0.450873905830516
ENSG00000054983	galactosylceramidase [Source:HGNC Symbol;Acc:4115]	protein_coding	GALC	14	88304164	88460009	-1	8882	3	3	0.0737612489456124	1	63	3	1	2	0.31974383823242
ENSG00000055118	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:6251]	protein_coding	KCNH2	7	150642049	150675403	-1	3811	1	1	0.353807872008536	0	63	1	1	0	0.499600664607296
ENSG00000056487	PHD finger protein 21B [Source:HGNC Symbol;Acc:25161]	protein_coding	PHF21B	22	45277042	45405880	-1	2143	2	2	0.024392077957458	0	63	2	1	1	0.237820348457683
ENSG00000056736	interleukin 17 receptor B [Source:HGNC Symbol;Acc:18015]	protein_coding	IL17RB	3	53880607	53899827	1	7251	2	2	0.194255131922795	1	63	1	1	1	0.427839824812253
