ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters	p.adjust
ENSG00000008128	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	protein_coding	CDK11A	1	1634169	1655766	-1	9126	1	1	0.523974265785124	1	28	1	1	0	0.585381689973862
ENSG00000008130	NAD kinase [Source:HGNC Symbol;Acc:29831]	protein_coding	NADK	1	1682671	1711896	-1	9790	2	2	0.175885304169187	1	28	1	1	1	0.406526731679756
ENSG00000008283	cytochrome b561 [Source:HGNC Symbol;Acc:2571]	protein_coding	CYB561	17	61509665	61523739	-1	4783	3	3	0.00557752583795246	0	28	2	1	1	0.15213152082497
ENSG00000008405	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	protein_coding	CRY1	12	107385142	107487607	-1	5256	2	2	0.0633354713153244	0	28	2	1	1	0.306899757424653
ENSG00000008441	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]	protein_coding	NFIX	19	13106422	13209610	1	59003	11	8	0.0177230981306704	4	28	3	3	1	0.216142587817059
ENSG00000008513	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	ST3GAL1	8	134467091	134584183	-1	8477	2	1	0.498170829274233	0	28	2	1	1	0.565302844445194
ENSG00000008516	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	MMP25	16	3096682	3110727	1	20142	3	3	0.185424857457844	1	28	2	2	0	0.411588732526981
ENSG00000008838	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]	protein_coding	MED24	17	38175350	38217468	-1	5806	1	1	0.376398559144012	0	28	1	1	0	0.492823755109623
ENSG00000010278	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	CD9	12	6308881	6347425	1	57678	4	4	0.561460775403795	4	28	4	4	0	0.611993054797978
ENSG00000010803	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	SCMH1	1	41492872	41707826	-1	6743	3	2	0.0968236048243415	0	28	3	1	2	0.360692712169859
ENSG00000011132	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	APBA3	19	3750817	3761697	-1	12906	1	1	0.64997055869508	1	28	1	1	0	0.682634161163024
ENSG00000011304	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	PTBP1	19	797075	812327	1	3961	1	1	0.275429839474283	0	28	1	1	0	0.442651733692624
ENSG00000011347	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	SYT7	11	61282785	61348620	-1	2583	1	1	0.189491952645735	0	28	1	1	0	0.411602918035462
ENSG00000011422	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	PLAUR	19	44150247	44174699	-1	10699	1	1	0.581143454568511	1	28	1	1	0	0.626796522392816
ENSG00000012048	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	BRCA1	17	41196312	41277500	-1	5336	3	3	0.00751454581994981	0	28	2	1	1	0.164042535249504
ENSG00000012232	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	EXTL3	8	28457986	28613116	1	3451	1	1	0.244741123531146	0	28	1	1	1	0.432419105441606
ENSG00000013364	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	MVP	16	29831715	29859355	1	28857	3	3	0.353962708685261	2	28	1	1	1	0.477594702474582
ENSG00000013563	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:2957]	protein_coding	DNASE1L1	X	153629579	153640449	-1	13596	3	3	0.0799441834835087	1	28	3	2	1	0.332807062085682
ENSG00000013588	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	GPRC5A	12	13043716	13070871	1	18587	2	2	0.420698480473644	1	28	1	1	1	0.517338584871588
ENSG00000014138	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	POLA2	11	65029233	65073060	1	11334	2	2	0.218905001703088	1	28	2	2	2	0.420578410806493
ENSG00000014164	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	ZC3H3	8	144519825	144623623	-1	38731	6	5	0.113729998408035	3	28	5	4	1	0.386762229887277
ENSG00000014257	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	ACPP	3	132036211	132087142	1	5214	1	1	0.345636455780243	0	28	1	1	0	0.473607071412008
ENSG00000015171	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:16966]	protein_coding	ZMYND11	10	180405	300577	1	2993	1	1	0.216075264888103	0	28	1	1	0	0.418907143119652
ENSG00000015532	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	XYLT2	17	48423453	48440499	1	60638	6	3	0.816999160802193	4	28	3	3	0	0.824934860328949
ENSG00000016391	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	CHDH	3	53846362	53880417	-1	8352	2	2	0.137263249984553	0	28	2	1	1	0.399333278908961
ENSG00000016402	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding	IL20RA	6	137321108	137366298	-1	8477	3	3	0.0254241533459452	0	28	3	1	2	0.249018572834054
ENSG00000019102	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:17149]	protein_coding	VSIG2	11	124617368	124622134	-1	9274	1	1	0.529670266472765	1	28	1	1	1	0.589627450329884
ENSG00000019144	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:23697]	protein_coding	PHLDB1	11	118477155	118528741	1	5342	2	2	0.0651449028127846	0	28	2	1	2	0.310147007508312
ENSG00000021355	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]	protein_coding	SERPINB1	6	2832566	2842240	-1	6278	4	3	0.0116278721227586	0	28	1	1	0	0.176274031936063
ENSG00000022567	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]	protein_coding	SLC45A4	8	142217265	142318404	-1	29173	5	4	0.147236125950946	2	28	3	1	3	0.40048242050298
ENSG00000023892	differentially expressed in FDCP 6 homolog (mouse) [Source:HGNC Symbol;Acc:2760]	protein_coding	DEF6	6	35265595	35289548	1	6150	3	3	0.0110071664974505	0	28	3	1	2	0.176274031936063
ENSG00000025708	thymidine phosphorylase [Source:HGNC Symbol;Acc:3148]	protein_coding	TYMP	22	50964181	50968485	-1	8148	1	1	0.484560617954901	0	28	1	1	0	0.558498325763225
ENSG00000027075	protein kinase C, eta [Source:HGNC Symbol;Acc:9403]	protein_coding	PRKCH	14	61654277	62017694	1	4529	2	2	0.0487686463663408	0	28	1	1	0	0.284657633737224
ENSG00000029993	high mobility group box 3 [Source:HGNC Symbol;Acc:5004]	protein_coding	HMGB3	X	150148982	150159248	1	3631	2	2	0.0327956973781773	0	28	2	1	1	0.271222782500926
ENSG00000030419	IKAROS family zinc finger 2 (Helios) [Source:HGNC Symbol;Acc:13177]	protein_coding	IKZF2	2	213864429	214017151	-1	5721	2	2	0.0733191292281812	0	28	1	1	0	0.325122907898314
ENSG00000031691	centromere protein Q [Source:HGNC Symbol;Acc:21347]	protein_coding	CENPQ	6	49431091	49460820	1	2695	1	1	0.196841963101191	0	28	1	1	0	0.413576521125986
ENSG00000031823	RAN binding protein 3 [Source:HGNC Symbol;Acc:9850]	protein_coding	RANBP3	19	5916150	5978153	-1	26439	4	3	0.30626907598242	2	28	3	3	0	0.460332754319327
ENSG00000032444	patatin-like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:16268]	protein_coding	PNPLA6	19	7598890	7626650	1	11026	2	2	0.210238823772254	1	28	2	2	0	0.41725340752914
ENSG00000033170	fucosyltransferase 8 (alpha (1,6) fucosyltransferase) [Source:HGNC Symbol;Acc:4019]	protein_coding	FUT8	14	65877310	66210839	1	30269	4	3	0.381634519357027	2	28	3	3	0	0.495552232715426
ENSG00000034053	amyloid beta (A4) precursor protein-binding, family A, member 2 [Source:HGNC Symbol;Acc:579]	protein_coding	APBA2	15	29129629	29410518	1	3119	1	1	0.224068280197749	0	28	1	1	1	0.423865732817752
ENSG00000036672	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:12618]	protein_coding	USP2	11	119225925	119252436	-1	6078	1	1	0.390043448808996	0	28	1	1	0	0.498642528007412
ENSG00000037042	tubulin, gamma 2 [Source:HGNC Symbol;Acc:12419]	protein_coding	TUBG2	17	40811323	40819024	1	12691	2	2	0.257347967882118	1	28	2	2	0	0.432817282206402
ENSG00000037757	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:28469]	protein_coding	MRI1	19	13875346	13885096	1	7777	1	1	0.468769608089626	0	28	1	1	0	0.545481905362289
ENSG00000038532	C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:29013]	protein_coding	CLEC16A	16	11038345	11276046	1	6832	1	1	0.426327043336093	0	28	1	1	0	0.52080130699647
ENSG00000039650	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:9154]	protein_coding	PNKP	19	50364461	50371166	-1	15313	2	2	0.331494191494648	1	28	1	1	0	0.469903779242089
ENSG00000043039	BARX homeobox 2 [Source:HGNC Symbol;Acc:956]	protein_coding	BARX2	11	129245835	129322171	1	4544	1	1	0.308986745937327	0	28	1	1	0	0.462800711825272
ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:22950]	protein_coding	PREX2	8	68864353	69149265	1	2830	1	1	0.205612816088931	0	28	1	1	1	0.415357567953792
ENSG00000047597	X-linked Kx blood group (McLeod syndrome) [Source:HGNC Symbol;Acc:12811]	protein_coding	XK	X	37545012	37591383	1	4351	1	1	0.298053573371859	0	28	1	1	1	0.453175895737427
ENSG00000048471	sorting nexin 29 [Source:HGNC Symbol;Acc:30542]	protein_coding	SNX29	16	12070594	12668146	1	7410	1	1	0.452672925767581	0	28	1	1	0	0.537349101115078
ENSG00000049239	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]	protein_coding	H6PD	1	9294834	9331396	1	22479	1	1	0.839326207810776	2	28	1	1	0	0.846304439561628
ENSG00000049283	epsin 3 [Source:HGNC Symbol;Acc:18235]	protein_coding	EPN3	17	48609904	48621111	1	15567	1	1	0.718092512745171	1	28	1	1	0	0.73665223464413
ENSG00000049759	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7728]	protein_coding	NEDD4L	18	55711599	56068772	1	21096	6	3	0.20299493347471	1	28	6	2	4	0.415000389357252
ENSG00000050767	collagen, type XXIII, alpha 1 [Source:HGNC Symbol;Acc:22990]	protein_coding	COL23A1	5	177664619	178017556	-1	8550	5	4	0.00328087425393431	1	28	4	1	3	0.137479458690025
ENSG00000050820	breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:971]	protein_coding	BCAR1	16	75262928	75301951	-1	20041	3	2	0.458336743629051	1	28	2	2	0	0.54083735748228
ENSG00000052344	protease, serine, 8 [Source:HGNC Symbol;Acc:9491]	protein_coding	PRSS8	16	31142756	31147083	-1	18444	3	3	0.155244450348033	1	28	1	1	0	0.401146059243344
ENSG00000052795	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:29280]	protein_coding	FNIP2	4	159690290	159829201	1	2527	1	1	0.185791762210523	0	28	1	1	0	0.411588732526981
ENSG00000053747	laminin, alpha 3 [Source:HGNC Symbol;Acc:6483]	protein_coding	LAMA3	18	21269407	21535030	1	3539	2	2	0.0312999315432427	0	28	2	1	2	0.271222782500926
ENSG00000053918	potassium voltage-gated channel, KQT-like subfamily, member 1 [Source:HGNC Symbol;Acc:6294]	protein_coding	KCNQ1	11	2465914	2870339	1	24489	5	4	0.0933278949257922	2	28	3	3	1	0.353286011594884
ENSG00000054148	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:30033]	protein_coding	PHPT1	9	139743176	139745488	1	29425	2	1	0.908676520297317	2	28	2	2	0	0.912018778762778
ENSG00000054179	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:3364]	protein_coding	ENTPD2	9	139942550	139948497	-1	67279	7	4	0.678289087152062	4	28	6	6	0	0.704426773193602
ENSG00000054219	lymphocyte antigen 75 [Source:HGNC Symbol;Acc:6729]	protein_coding	LY75	2	160628362	160761260	-1	4228	1	1	0.29099572056585	0	28	1	1	0	0.450208120478562
ENSG00000054598	forkhead box C1 [Source:HGNC Symbol;Acc:3800]	protein_coding	FOXC1	6	1610681	1614127	1	12422	3	2	0.249707130375796	1	28	1	1	0	0.432484491450309
ENSG00000054793	ATPase, class II, type 9A [Source:HGNC Symbol;Acc:13540]	protein_coding	ATP9A	20	50213053	50385173	-1	6550	1	1	0.413016585485904	0	28	1	1	0	0.511990463438801
ENSG00000054965	family with sequence similarity 168, member A [Source:HGNC Symbol;Acc:28999]	protein_coding	FAM168A	11	73111532	73309234	-1	2606	1	1	0.191006797873927	0	28	1	1	0	0.412427972585458
ENSG00000054983	galactosylceramidase [Source:HGNC Symbol;Acc:4115]	protein_coding	GALC	14	88304164	88460009	-1	8882	3	3	0.0286166330749302	1	28	3	1	2	0.257785692749293
ENSG00000055118	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:6251]	protein_coding	KCNH2	7	150642049	150675403	-1	3811	1	1	0.266535514729284	0	28	1	1	0	0.439351128506512
ENSG00000056487	PHD finger protein 21B [Source:HGNC Symbol;Acc:25161]	protein_coding	PHF21B	22	45277042	45405880	-1	2143	2	2	0.0123198040674727	0	28	2	1	1	0.18061595418142
ENSG00000056736	interleukin 17 receptor B [Source:HGNC Symbol;Acc:18015]	protein_coding	IL17RB	3	53880607	53899827	1	7251	1	1	0.445548585947362	0	28	1	1	1	0.533204707086133
ENSG00000057294	plakophilin 2 [Source:HGNC Symbol;Acc:9024]	protein_coding	PKP2	12	32943679	33049774	-1	12561	1	1	0.640009153112171	1	28	1	1	0	0.674696186129108
ENSG00000057704	transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:29199]	protein_coding	TMCC3	12	94960900	95044338	-1	5837	2	2	0.0758835619736192	0	28	1	1	0	0.329256060405159
ENSG00000058085	laminin, gamma 2 [Source:HGNC Symbol;Acc:6493]	protein_coding	LAMC2	1	183155373	183214035	1	21723	2	2	0.500032861686421	2	28	2	2	0	0.566167913413619
ENSG00000058668	ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:817]	protein_coding	ATP2B4	1	203595689	203713209	1	24568	2	2	0.565641855396506	2	28	2	2	1	0.614938331837935
ENSG00000059122	FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:25404]	protein_coding	FLYWCH1	16	2961938	3001209	1	6185	1	1	0.395328916963558	0	28	1	1	0	0.502037827650638
ENSG00000059915	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:9507]	protein_coding	PSD	10	104162376	104181296	-1	7776	1	1	0.468726397535307	0	28	1	1	1	0.545481905362289
ENSG00000060140	serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:18889]	protein_coding	STYK1	12	10771538	10826917	-1	7241	4	3	0.0169359919726372	0	28	4	1	3	0.214015749357342
ENSG00000060982	branched chain amino-acid transaminase 1, cytosolic [Source:HGNC Symbol;Acc:976]	protein_coding	BCAT1	12	24964295	25102393	-1	15037	3	3	0.100308248678153	1	28	3	1	2	0.365564118304521
ENSG00000061273	histone deacetylase 7 [Source:HGNC Symbol;Acc:14067]	protein_coding	HDAC7	12	48176505	48226915	-1	48687	3	3	0.689075253147991	3	28	2	2	0	0.71122991849743
ENSG00000062282	diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:16940]	protein_coding	DGAT2	11	75470557	75512579	1	8783	1	1	0.510506795820783	1	28	1	1	0	0.575638602932215
ENSG00000062822	polymerase (DNA directed), delta 1, catalytic subunit [Source:HGNC Symbol;Acc:9175]	protein_coding	POLD1	19	50887461	50921273	1	4294	3	3	0.00414498352340631	0	28	2	1	1	0.145109261172346
ENSG00000063169	glioma tumor suppressor candidate region gene 1 [Source:HGNC Symbol;Acc:4332]	protein_coding	GLTSCR1	19	48111453	48206533	1	22274	3	2	0.513233385216673	2	28	3	3	0	0.578115830716201
ENSG00000063244	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:23156]	protein_coding	U2AF2	19	56165512	56186081	1	10893	1	1	0.587700894892697	1	28	1	1	1	0.632307074199486
ENSG00000063660	glypican 1 [Source:HGNC Symbol;Acc:4449]	protein_coding	GPC1	2	241375088	241407493	1	13004	4	4	0.0137392195912752	1	28	3	2	1	0.193162703651779
ENSG00000063854	hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:4805]	protein_coding	HAGH	16	1845621	1877195	-1	6963	2	2	0.102130060432911	0	28	1	1	0	0.366693950534613
ENSG00000064012	caspase 8, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1509]	protein_coding	CASP8	2	202098166	202152434	1	9422	2	2	0.165834709222462	1	28	1	1	0	0.402439049235018
ENSG00000064201	tetraspanin 32 [Source:HGNC Symbol;Acc:13410]	protein_coding	TSPAN32	11	2323227	2339430	1	8061	1	1	0.48090025943135	0	28	1	1	1	0.556335594244111
ENSG00000064270	ATPase, Ca++ transporting, type 2C, member 2 [Source:HGNC Symbol;Acc:29103]	protein_coding	ATP2C2	16	84402133	84497793	1	6553	2	2	0.0923065797146394	0	28	2	1	2	0.35289888531884
ENSG00000064490	regulatory factor X-associated ankyrin-containing protein [Source:HGNC Symbol;Acc:9987]	protein_coding	RFXANK	19	19303008	19312678	1	6237	2	2	0.0849371456269089	0	28	2	1	2	0.345284523097844
ENSG00000064655	eyes absent homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3520]	protein_coding	EYA2	20	45523263	45817492	1	20489	3	3	0.191770140597839	1	28	3	2	1	0.412427972585458
ENSG00000064687	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	protein_coding	ABCA7	19	1040102	1065571	1	15013	2	2	0.323085217485187	1	28	2	1	1	0.467422654109035
ENSG00000064787	breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:974]	protein_coding	BCAS1	20	52553316	52687304	-1	6387	3	3	0.0121719978503072	0	28	1	1	0	0.18061595418142
ENSG00000064932	strawberry notch homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:29158]	protein_coding	SBNO2	19	1107636	1174282	-1	45651	4	3	0.647410692611612	3	28	3	3	1	0.680779162799205
ENSG00000065054	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 [Source:HGNC Symbol;Acc:11076]	protein_coding	SLC9A3R2	16	2075357	2089027	1	9867	1	1	0.551817262741951	1	28	1	1	0	0.605335218374713
ENSG00000065320	netrin 1 [Source:HGNC Symbol;Acc:8029]	protein_coding	NTN1	17	8924859	9147317	1	10241	3	2	0.188326336717121	1	28	3	3	0	0.411588732526981
ENSG00000065457	adenosine deaminase, tRNA-specific 1 [Source:HGNC Symbol;Acc:228]	protein_coding	ADAT1	16	75630879	75657198	-1	3039	1	1	0.219002848154359	0	28	1	1	0	0.420578410806493
ENSG00000065526	spen family transcriptional repressor [Source:HGNC Symbol;Acc:17575]	protein_coding	SPEN	1	16174359	16266955	1	17332	4	3	0.13639269370687	1	28	3	2	1	0.399333278908961
ENSG00000065675	protein kinase C, theta [Source:HGNC Symbol;Acc:9410]	protein_coding	PRKCQ	10	6469105	6622263	-1	3963	1	1	0.275547698915781	0	28	1	1	0	0.442651733692624
ENSG00000066032	catenin (cadherin-associated protein), alpha 2 [Source:HGNC Symbol;Acc:2510]	protein_coding	CTNNA2	2	79412357	80875905	1	9949	3	3	0.037988534362844	1	28	3	1	2	0.280093756467827
ENSG00000066382	metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:1180]	protein_coding	MPPED2	11	30406040	30608419	-1	18720	4	4	0.043294361147231	1	28	4	3	1	0.280093756467827
ENSG00000066468	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:3689]	protein_coding	FGFR2	10	123237848	123357972	-1	23397	9	7	0.000571455386248476	2	28	5	2	3	0.0693048393433568
ENSG00000066697	Myb/SANT-like DNA-binding domain containing 3 [Source:HGNC Symbol;Acc:23370]	protein_coding	MSANTD3	9	103189438	103213511	1	5236	1	1	0.34680633904812	0	28	1	1	0	0.473607071412008
ENSG00000067057	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:8878]	protein_coding	PFKP	10	3108525	3179904	1	8088	4	4	0.00269535919739849	0	28	2	2	2	0.131076039952002
ENSG00000067082	Kruppel-like factor 6 [Source:HGNC Symbol;Acc:2235]	protein_coding	KLF6	10	3818188	3827473	-1	14448	3	3	0.0917518680199101	1	28	1	1	0	0.35289888531884
ENSG00000067225	pyruvate kinase, muscle [Source:HGNC Symbol;Acc:9021]	protein_coding	PKM	15	72491370	72524164	-1	3110	1	1	0.223500063166662	0	28	1	1	0	0.423157535032804
ENSG00000067606	protein kinase C, zeta [Source:HGNC Symbol;Acc:9412]	protein_coding	PRKCZ	1	1981909	2116834	1	51393	8	6	0.101636248420503	3	28	6	5	1	0.366693950534613
ENSG00000067836	rogdi homolog (Drosophila) [Source:HGNC Symbol;Acc:29478]	protein_coding	ROGDI	16	4846969	4852951	-1	4382	1	1	0.299821269097825	0	28	1	1	1	0.453575766071069
ENSG00000068078	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:3690]	protein_coding	FGFR3	4	1795034	1810599	1	16051	1	1	0.728974815328537	1	28	1	1	1	0.745363944666134
