ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters	p.adjust
ENSG00000010626	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	LRRC23	12	6982733	7023407	1	14754	5	5	0.474446535559017	4	169	2	2	2	0.717201466981815
ENSG00000010803	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	SCMH1	1	41492872	41707826	-1	12129	5	5	0.318173206350356	4	169	3	2	1	0.623582487562238
ENSG00000011143	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	MKS1	17	56282803	56296966	-1	5053	2	2	0.466550728559409	1	169	2	1	1	0.711970351278301
ENSG00000011304	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	PTBP1	19	797075	812327	1	17012	5	5	0.598635087872025	5	169	3	2	2	0.775556833672789
ENSG00000011422	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	PLAUR	19	44150247	44174699	-1	12109	5	5	0.316984283393114	4	169	2	1	2	0.622792801315809
ENSG00000012048	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	BRCA1	17	41196312	41277500	-1	7981	6	6	0.0382791817058077	2	169	4	2	2	0.327187248704097
ENSG00000012211	prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]	protein_coding	PRICKLE3	X	49031151	49042845	-1	9200	6	4	0.317023547985054	3	169	5	2	3	0.622792801315809
ENSG00000012232	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	EXTL3	8	28457986	28613116	1	6789	4	4	0.160590566532029	2	169	4	1	4	0.497565073326718
ENSG00000012660	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	ELOVL5	6	53132196	53213947	-1	5449	4	4	0.090554727842344	2	169	3	1	2	0.429943644445833
ENSG00000013016	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	protein_coding	EHD3	2	31456880	31492313	1	3738	2	2	0.324398762151286	1	169	1	1	1	0.627034533951826
ENSG00000013306	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	protein_coding	SLC25A39	17	42396993	42402238	-1	3556	2	2	0.303724016954931	1	169	2	1	1	0.613086024643756
ENSG00000013364	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	MVP	16	29831715	29859355	1	49261	12	11	0.867795192173808	14	169	4	4	0	0.907362776928631
ENSG00000013374	negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]	protein_coding	NUB1	7	151038785	151075535	1	6361	5	5	0.0487017108869415	2	169	4	1	4	0.363625945283028
ENSG00000013563	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:2957]	protein_coding	DNASE1L1	X	153629579	153640449	-1	20431	14	13	0.00951665155492032	6	169	5	4	1	0.210015157161943
ENSG00000013588	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	GPRC5A	12	13043716	13070871	1	35211	15	15	0.102633047153273	10	169	3	3	1	0.445876512827162
ENSG00000013725	CD6 molecule [Source:HGNC Symbol;Acc:1691]	protein_coding	CD6	11	60739115	60787849	1	8705	5	5	0.133485142895243	3	169	4	2	2	0.481368119633232
ENSG00000014138	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	POLA2	11	65029233	65073060	1	12913	5	5	0.365074284499826	4	169	3	2	1	0.651189840380251
ENSG00000014164	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	ZC3H3	8	144519825	144623623	-1	53747	29	22	0.0619904408910037	16	169	9	9	0	0.38262769000507
ENSG00000014257	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	ACPP	3	132036211	132087142	1	8238	2	2	0.725922244215469	2	169	2	2	0	0.837744100243578
ENSG00000015520	NPC1-like 1 [Source:HGNC Symbol;Acc:7898]	protein_coding	NPC1L1	7	44552134	44580914	-1	7471	5	4	0.201971485766196	2	169	2	1	1	0.535905531180899
ENSG00000015532	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	XYLT2	17	48423453	48440499	1	55751	14	12	0.899744506729705	16	169	3	2	1	0.925444378285527
ENSG00000016391	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	CHDH	3	53846362	53880417	-1	8352	3	3	0.479008460668776	2	169	2	1	1	0.717866664573185
ENSG00000016402	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding	IL20RA	6	137321108	137366298	-1	6958	3	3	0.365888006463384	2	169	3	1	2	0.651804756836034
ENSG00000018280	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:10907]	protein_coding	SLC11A1	2	219246752	219261617	1	25361	10	10	0.237723124593436	8	169	3	2	4	0.563547575952512
ENSG00000019102	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:17149]	protein_coding	VSIG2	11	124617368	124622134	-1	9274	2	2	0.783544447892366	3	169	1	1	1	0.862670516466896
ENSG00000019485	PR domain containing 11 [Source:HGNC Symbol;Acc:13996]	protein_coding	PRDM11	11	45115564	45247734	1	8960	4	4	0.300538021857114	3	169	3	2	2	0.610309440771284
ENSG00000020922	MRE11 meiotic recombination 11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:7230]	protein_coding	MRE11A	11	94152895	94227074	-1	5779	9	9	8.72492600041408e-05	2	169	3	1	2	0.0376748026727024
ENSG00000021355	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]	protein_coding	SERPINB1	6	2832566	2842240	-1	28939	11	11	0.254290468326602	9	169	6	5	1	0.579482498777118
ENSG00000022567	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]	protein_coding	SLC45A4	8	142217265	142318404	-1	29173	15	14	0.0559262090207171	9	169	3	1	3	0.375552292049477
ENSG00000023228	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7707]	protein_coding	NDUFS1	2	206979541	207024327	-1	10049	7	6	0.0916769957545009	3	169	2	2	0	0.431624514927964
ENSG00000023697	deoxyribose-phosphate aldolase (putative) [Source:HGNC Symbol;Acc:24269]	protein_coding	DERA	12	16064106	16190220	1	5270	4	4	0.0825794599619731	1	169	4	1	4	0.417226168699629
ENSG00000023892	differentially expressed in FDCP 6 homolog (mouse) [Source:HGNC Symbol;Acc:2760]	protein_coding	DEF6	6	35265595	35289548	1	5049	3	3	0.207799676243485	1	169	2	1	1	0.542512961314442
ENSG00000026297	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]	protein_coding	RNASET2	6	167342992	167370679	-1	5546	3	3	0.247997224893172	2	169	1	1	0	0.570409567430341
ENSG00000027075	protein kinase C, eta [Source:HGNC Symbol;Acc:9403]	protein_coding	PRKCH	14	61654277	62017694	1	9597	6	6	0.0776799660875539	3	169	5	1	5	0.40979525145719
ENSG00000027869	SH2 domain containing 2A [Source:HGNC Symbol;Acc:10821]	protein_coding	SH2D2A	1	156776035	156786654	-1	7110	2	2	0.64892621081065	2	169	2	1	1	0.802174644900147
ENSG00000029534	ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:492]	protein_coding	ANK1	8	41510739	41754280	-1	5832	5	5	0.0358748860070695	2	169	4	1	4	0.32642451211645
ENSG00000030419	IKAROS family zinc finger 2 (Helios) [Source:HGNC Symbol;Acc:13177]	protein_coding	IKZF2	2	213864429	214017151	-1	5721	2	2	0.531727305085737	2	169	1	1	0	0.741110885643033
ENSG00000031081	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:29216]	protein_coding	ARHGAP31	3	119013220	119139561	1	3863	4	4	0.0331337768615422	1	169	1	1	1	0.320965918394758
ENSG00000031691	centromere protein Q [Source:HGNC Symbol;Acc:21347]	protein_coding	CENPQ	6	49431091	49460820	1	2695	2	2	0.205422074359201	1	169	1	1	1	0.540575966170856
ENSG00000031823	RAN binding protein 3 [Source:HGNC Symbol;Acc:9850]	protein_coding	RANBP3	19	5916150	5978153	-1	29915	8	7	0.803150352842003	9	169	5	4	1	0.871790056153916
ENSG00000032444	patatin-like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:16268]	protein_coding	PNPLA6	19	7598890	7626650	1	11733	8	8	0.0290704672537855	3	169	4	2	2	0.31110014321432
ENSG00000033170	fucosyltransferase 8 (alpha (1,6) fucosyltransferase) [Source:HGNC Symbol;Acc:4019]	protein_coding	FUT8	14	65877310	66210839	1	38727	9	9	0.823433191446924	11	169	4	4	1	0.8809142406609
ENSG00000033327	GRB2-associated binding protein 2 [Source:HGNC Symbol;Acc:14458]	protein_coding	GAB2	11	77926343	78129394	-1	35566	13	13	0.262515976524729	10	169	6	6	1	0.585611794258568
ENSG00000033627	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:865]	protein_coding	ATP6V0A1	17	40610862	40674629	1	10326	7	7	0.0414097125389166	3	169	5	2	3	0.334529629376744
ENSG00000034677	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:13432]	protein_coding	RNF19A	8	101269288	101348446	-1	4966	3	3	0.201232686777045	1	169	1	1	0	0.535905531180899
ENSG00000035499	DEP domain containing 1B [Source:HGNC Symbol;Acc:24902]	protein_coding	DEPDC1B	5	59892739	59996017	-1	4732	2	2	0.433362360517245	1	169	2	1	1	0.693258848245619
ENSG00000035664	death-associated protein kinase 2 [Source:HGNC Symbol;Acc:2675]	protein_coding	DAPK2	15	64199235	64364232	-1	13716	9	9	0.0258865651331136	4	169	5	3	2	0.295663563165225
ENSG00000036672	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:12618]	protein_coding	USP2	11	119225925	119252436	-1	8660	4	4	0.280080090283029	3	169	2	2	0	0.59567822356094
ENSG00000037042	tubulin, gamma 2 [Source:HGNC Symbol;Acc:12419]	protein_coding	TUBG2	17	40811323	40819024	1	21920	8	8	0.348895356596242	7	169	5	5	0	0.640591637846368
ENSG00000037757	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:28469]	protein_coding	MRI1	19	13875346	13885096	1	37059	25	19	0.0136251545356957	11	169	6	6	0	0.256977464479777
ENSG00000038427	versican [Source:HGNC Symbol;Acc:2464]	protein_coding	VCAN	5	82767284	82878122	1	7191	4	4	0.184602704419057	2	169	2	1	1	0.52222701207644
ENSG00000038532	C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:29013]	protein_coding	CLEC16A	16	11038345	11276046	1	9806	4	4	0.35888254245197	3	169	3	1	2	0.648334968170199
ENSG00000039650	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:9154]	protein_coding	PNKP	19	50364461	50371166	-1	15313	3	3	0.852465859672549	5	169	1	1	0	0.896835721261233
ENSG00000040531	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:2518]	protein_coding	CTNS	17	3539762	3564836	1	6622	2	2	0.610624597974535	2	169	2	1	1	0.781506954438639
ENSG00000041357	proteasome (prosome, macropain) subunit, alpha type, 4 [Source:HGNC Symbol;Acc:9533]	protein_coding	PSMA4	15	78832747	78841604	1	8830	7	6	0.0569011784593573	3	169	4	3	2	0.376824084324383
ENSG00000041988	THAP domain containing, apoptosis associated protein 3 [Source:HGNC Symbol;Acc:20855]	protein_coding	THAP3	1	6684926	6695646	1	4735	3	3	0.183231036989784	1	169	2	2	0	0.521682285213312
ENSG00000042493	capping protein (actin filament), gelsolin-like [Source:HGNC Symbol;Acc:1474]	protein_coding	CAPG	2	85621871	85645555	-1	8183	5	5	0.110860260842111	2	169	2	1	1	0.460233915392557
ENSG00000043514	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:20286]	protein_coding	TRIT1	1	40306723	40349183	-1	4673	2	2	0.427141002957699	1	169	2	1	1	0.691194819289521
ENSG00000046604	desmoglein 2 [Source:HGNC Symbol;Acc:3049]	protein_coding	DSG2	18	29078006	29128971	1	3715	2	2	0.32179409601147	1	169	1	1	1	0.626247779382249
ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:22950]	protein_coding	PREX2	8	68864353	69149265	1	2520	1	1	0.545383704799007	1	169	1	1	0	0.747751395876534
ENSG00000047597	X-linked Kx blood group (McLeod syndrome) [Source:HGNC Symbol;Acc:12811]	protein_coding	XK	X	37545012	37591383	1	4351	1	1	0.743614062029021	1	169	1	1	0	0.847438472988448
ENSG00000047849	microtubule-associated protein 4 [Source:HGNC Symbol;Acc:6862]	protein_coding	MAP4	3	47892182	48130769	-1	6635	5	5	0.0562793862259897	2	169	2	2	0	0.376824084324383
ENSG00000048028	ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:12625]	protein_coding	USP28	11	113668596	113746292	-1	7411	4	4	0.198208962759089	2	169	4	1	3	0.533955996123793
ENSG00000049239	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]	protein_coding	H6PD	1	9294834	9331396	1	32995	11	10	0.531337785865138	10	169	2	2	0	0.741110885643033
ENSG00000049283	epsin 3 [Source:HGNC Symbol;Acc:18235]	protein_coding	EPN3	17	48609904	48621111	1	15567	9	6	0.342585288139244	5	169	1	1	1	0.635766223836736
ENSG00000049759	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7728]	protein_coding	NEDD4L	18	55711599	56068772	1	27004	10	9	0.42863634872274	8	169	6	3	4	0.691194819289521
ENSG00000050393	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:21097]	protein_coding	MCUR1	6	13786789	13814800	-1	7791	3	3	0.434428922134815	2	169	3	2	1	0.693258848245619
ENSG00000050767	collagen, type XXIII, alpha 1 [Source:HGNC Symbol;Acc:22990]	protein_coding	COL23A1	5	177664619	178017556	-1	5811	3	3	0.269891220725798	2	169	3	1	2	0.588934112057549
ENSG00000050820	breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:971]	protein_coding	BCAR1	16	75262928	75301951	-1	30472	12	10	0.433266658269123	9	169	5	3	3	0.693258848245619
ENSG00000051180	RAD51 recombinase [Source:HGNC Symbol;Acc:9817]	protein_coding	RAD51	15	40986972	41024354	1	6567	4	4	0.147855661928319	2	169	2	2	1	0.488941505807367
