ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters	p.adjust
ENSG00000006453	BAI1-associated protein 2-like 1 [Source:HGNC Symbol;Acc:21649]	protein_coding	BAIAP2L1	7	97920963	98030380	-1	10804	8	7	0.175823678993859	4	232	4	2	3	0.527806578353703
ENSG00000006459	lysine (K)-specific demethylase 7A [Source:HGNC Symbol;Acc:22224]	protein_coding	KDM7A	7	139784546	139876835	-1	18702	10	10	0.256573511495795	8	232	4	4	0	0.597594108012228
ENSG00000006534	aldehyde dehydrogenase 3 family, member B1 [Source:HGNC Symbol;Acc:410]	protein_coding	ALDH3B1	11	67776048	67796744	1	21324	11	11	0.274447596716498	9	232	1	1	2	0.608836657994704
ENSG00000006555	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:26067]	protein_coding	TTC22	1	55245385	55266940	-1	28288	19	18	0.0420504787660488	11	232	6	4	2	0.332052874497453
ENSG00000006607	FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:16460]	protein_coding	FARP2	2	242295658	242434256	1	15132	9	8	0.305378976109564	6	232	6	2	4	0.624587825404898
ENSG00000006634	DBF4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17364]	protein_coding	DBF4	7	87505531	87538856	1	6045	3	3	0.479337237328815	2	232	2	1	2	0.71923447470737
ENSG00000006740	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:29096]	protein_coding	ARHGAP44	17	12692856	12894960	1	7575	4	4	0.404858728015955	3	232	3	1	2	0.68054168828306
ENSG00000006747	scinderin [Source:HGNC Symbol;Acc:21695]	protein_coding	SCIN	7	12610203	12693228	1	4632	4	4	0.138773760087631	2	232	1	1	1	0.494655029487154
ENSG00000007001	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:23061]	protein_coding	UPP2	2	158733214	158992666	1	1758	1	1	0.532315792701957	1	232	1	1	0	0.748955940894614
ENSG00000007038	protease, serine, 21 (testisin) [Source:HGNC Symbol;Acc:9485]	protein_coding	PRSS21	16	2867164	2876305	1	4200	2	2	0.53951896319694	2	232	2	2	1	0.751217616004566
ENSG00000007047	MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:13538]	protein_coding	MARK4	19	45582546	45808541	1	9388	5	5	0.369211628304574	4	232	3	1	2	0.659810038698821
ENSG00000007062	prominin 1 [Source:HGNC Symbol;Acc:9454]	protein_coding	PROM1	4	15964699	16086001	-1	8157	6	6	0.136155108912261	3	232	3	1	2	0.492049821886598
ENSG00000007171	nitric oxide synthase 2, inducible [Source:HGNC Symbol;Acc:7873]	protein_coding	NOS2	17	26083792	26127525	-1	5827	2	2	0.714395115838261	2	232	2	1	1	0.843018392508315
ENSG00000007174	dynein, axonemal, heavy chain 9 [Source:HGNC Symbol;Acc:2953]	protein_coding	DNAH9	17	11501748	11873065	1	7835	7	6	0.119068605381419	3	232	6	1	6	0.464751653262958
ENSG00000007216	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:HGNC Symbol;Acc:10917]	protein_coding	SLC13A2	17	26800311	26824799	1	4772	3	3	0.335632971033185	2	232	1	1	0	0.643058055341291
ENSG00000007312	CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:1699]	protein_coding	CD79B	17	62006100	62009714	-1	3019	1	1	0.728848322274054	1	232	1	1	1	0.850580721175966
ENSG00000007314	sodium channel, voltage-gated, type IV, alpha subunit [Source:HGNC Symbol;Acc:10591]	protein_coding	SCN4A	17	62015914	62050278	-1	3265	3	3	0.16639153396338	1	232	2	1	1	0.518246857140964
ENSG00000007341	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:18441]	protein_coding	ST7L	1	113066140	113163447	-1	10428	9	8	0.076756435490472	4	232	5	1	4	0.408815386301228
ENSG00000007372	paired box 6 [Source:HGNC Symbol;Acc:8620]	protein_coding	PAX6	11	31806340	31839509	-1	7164	6	6	0.0871951304352024	3	232	4	1	3	0.414675909234384
ENSG00000007376	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:14173]	protein_coding	RPUSD1	16	834974	838397	-1	7328	6	6	0.0945017746499307	3	232	3	2	1	0.423507953060801
ENSG00000007384	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:20561]	protein_coding	RHBDF1	16	108058	126354	-1	11648	7	6	0.371663544588407	5	232	3	2	1	0.662342126664024
ENSG00000007392	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]	protein_coding	LUC7L	16	238968	279462	-1	39899	18	17	0.443776245029381	16	232	10	7	3	0.700134931410338
ENSG00000007516	BAI1-associated protein 3 [Source:HGNC Symbol;Acc:948]	protein_coding	BAIAP3	16	1383602	1399439	1	36655	19	19	0.157976022452843	15	232	7	6	2	0.510608801339018
ENSG00000007541	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]	protein_coding	PIGQ	16	616995	634136	1	79726	24	20	0.989135359745493	30	232	11	9	3	0.993250184715546
ENSG00000007545	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]	protein_coding	CRAMP1L	16	1662326	1727909	1	42663	22	19	0.351024909622429	17	232	8	6	3	0.646511946609626
ENSG00000007866	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]	protein_coding	TEAD3	6	35441374	35464853	-1	26666	11	11	0.545285574232045	11	232	5	4	1	0.75491403852622
ENSG00000008128	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	protein_coding	CDK11A	1	1634169	1655766	-1	24707	16	12	0.325043326478031	10	232	4	3	1	0.638474906438619
ENSG00000008130	NAD kinase [Source:HGNC Symbol;Acc:29831]	protein_coding	NADK	1	1682671	1711896	-1	21343	15	11	0.275361728808534	9	232	3	2	3	0.60914150405408
ENSG00000008283	cytochrome b561 [Source:HGNC Symbol;Acc:2571]	protein_coding	CYB561	17	61509665	61523739	-1	4783	3	3	0.336908420341894	2	232	2	1	1	0.64367240307425
ENSG00000008294	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]	protein_coding	SPAG9	17	49039535	49198226	-1	12747	10	9	0.0915287484278833	5	232	8	2	6	0.4181260056449
ENSG00000008300	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]	protein_coding	CELSR3	3	48673902	48700348	-1	3580	2	2	0.455819141462558	1	232	1	1	1	0.703864701754519
ENSG00000008323	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]	protein_coding	PLEKHG6	12	6419602	6437672	1	10289	5	5	0.443607423415824	4	232	2	1	2	0.700134931410338
ENSG00000008394	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]	protein_coding	MGST1	12	16500076	16762193	1	5657	6	6	0.0353372776112204	2	232	3	1	3	0.30666630780561
ENSG00000008405	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	protein_coding	CRY1	12	107385142	107487607	-1	6357	5	5	0.137384997531129	3	232	3	1	2	0.49339406647595
ENSG00000008441	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]	protein_coding	NFIX	19	13106422	13209610	1	63678	54	36	0.0109248595370884	25	232	5	4	3	0.220318000664616
ENSG00000008513	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	ST3GAL1	8	134467091	134584183	-1	9905	9	7	0.129628811224578	4	232	3	1	3	0.482247487202866
ENSG00000008516	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	MMP25	16	3096682	3110727	1	32284	16	15	0.33950300480081	13	232	6	5	1	0.644773629761327
ENSG00000008517	interleukin 32 [Source:HGNC Symbol;Acc:16830]	protein_coding	IL32	16	3115298	3131908	1	5960	2	2	0.725885194665301	2	232	1	1	1	0.848934878221947
ENSG00000008710	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]	protein_coding	PKD1	16	2138711	2185899	-1	33713	6	5	0.998576475835283	14	232	2	2	1	0.998788128331221
ENSG00000008735	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]	protein_coding	MAPK8IP2	22	51039114	51052409	1	7983	3	3	0.664435603568806	3	232	2	2	0	0.81945349727017
ENSG00000008838	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]	protein_coding	MED24	17	38175350	38217468	-1	9131	4	4	0.546197155909528	4	232	3	2	1	0.755335094931748
ENSG00000008853	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]	protein_coding	RHOBTB2	8	22844930	22877712	1	12228	9	8	0.147462329426317	5	232	4	3	2	0.502436630009235
ENSG00000009724	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	MASP2	1	11086580	11107290	-1	4600	3	3	0.315680908208744	2	232	2	1	1	0.630124979134674
ENSG00000009950	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]	protein_coding	MLXIPL	7	73007524	73038873	-1	4708	1	1	0.869347093457729	2	232	1	1	0	0.918235018690654
ENSG00000010030	ets variant 7 [Source:HGNC Symbol;Acc:18160]	protein_coding	ETV7	6	36322419	36356164	-1	4112	6	6	0.0089105780853429	2	232	2	1	1	0.210245089923666
ENSG00000010278	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	CD9	12	6308881	6347425	1	90677	40	35	0.436655157702262	34	232	8	8	1	0.697247725970235
ENSG00000010292	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]	protein_coding	NCAPD2	12	6602522	6641121	1	12384	6	6	0.426218669708555	5	232	5	2	4	0.69022851830977
ENSG00000010310	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]	protein_coding	GIPR	19	46171502	46186982	1	4587	2	2	0.587052376569048	2	232	1	1	0	0.779707336062296
ENSG00000010322	nischarin [Source:HGNC Symbol;Acc:18006]	protein_coding	NISCH	3	52489134	52527087	1	5140	3	3	0.378148842490748	2	232	3	1	2	0.665097730712868
ENSG00000010379	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	SLC6A13	12	329789	372039	-1	12922	11	11	0.0213561311116778	5	232	7	2	5	0.268030805095765
ENSG00000010626	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	LRRC23	12	6982733	7023407	1	16756	7	7	0.559235553180102	7	232	3	2	3	0.765158763542158
ENSG00000010803	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	SCMH1	1	41492872	41707826	-1	19683	10	9	0.438560137098179	8	232	6	4	2	0.698917774977133
ENSG00000011132	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	APBA3	19	3750817	3761697	-1	14068	4	4	0.849146405710932	6	232	2	1	1	0.907794347272538
ENSG00000011143	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	MKS1	17	56282803	56296966	-1	5053	3	3	0.368136506140031	2	232	2	1	1	0.659411387987776
ENSG00000011260	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]	protein_coding	UTP18	17	49337889	49375297	1	5172	6	6	0.0243973054331962	2	232	3	1	2	0.276557598572379
ENSG00000011304	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	PTBP1	19	797075	812327	1	17012	7	7	0.575026722657309	7	232	3	2	2	0.774271189992542
ENSG00000011347	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	SYT7	11	61282785	61348620	-1	4785	8	8	0.00112639343821108	2	232	3	1	2	0.110738554894127
ENSG00000011422	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	PLAUR	19	44150247	44174699	-1	13210	9	9	0.107367261819169	5	232	3	1	3	0.446568918687756
ENSG00000012048	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	BRCA1	17	41196312	41277500	-1	13317	9	9	0.111233339368323	5	232	6	3	3	0.452118973711556
ENSG00000012211	prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]	protein_coding	PRICKLE3	X	49031151	49042845	-1	9200	6	4	0.552073569521269	4	232	5	2	3	0.759986923737126
ENSG00000012232	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	EXTL3	8	28457986	28613116	1	7636	7	6	0.109076251916276	3	232	4	2	4	0.449447798072397
ENSG00000012660	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	ELOVL5	6	53132196	53213947	-1	6550	6	6	0.0627232376561278	3	232	4	1	3	0.382877975683213
ENSG00000012779	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	ALOX5	10	45869661	45941561	1	4621	5	5	0.0494781978057286	2	232	2	1	1	0.35376911431096
ENSG00000013016	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	protein_coding	EHD3	2	31456880	31492313	1	3738	2	2	0.477991799979149	1	232	1	1	1	0.717443799014505
ENSG00000013306	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	protein_coding	SLC25A39	17	42396993	42402238	-1	3556	2	2	0.452403527027906	1	232	2	1	1	0.703864701754519
ENSG00000013364	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	MVP	16	29831715	29859355	1	51912	21	19	0.679292031419749	20	232	5	5	2	0.823454402352834
ENSG00000013374	negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]	protein_coding	NUB1	7	151038785	151075535	1	6361	5	5	0.13763831706012	3	232	4	1	4	0.493552597421509
ENSG00000013563	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:2957]	protein_coding	DNASE1L1	X	153629579	153640449	-1	21532	17	16	0.0173293667249594	9	232	6	4	2	0.256355114655434
ENSG00000013573	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]	protein_coding	DDX11	12	31226779	31257725	1	8776	10	10	0.00444368531684602	4	232	6	1	5	0.169834521726846
ENSG00000013588	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	GPRC5A	12	13043716	13070871	1	35211	21	20	0.0779257376720133	14	232	3	3	1	0.408968436788825
ENSG00000013725	CD6 molecule [Source:HGNC Symbol;Acc:1691]	protein_coding	CD6	11	60739115	60787849	1	9806	8	8	0.0583065797202247	4	232	5	2	3	0.373329775949349
ENSG00000014138	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	POLA2	11	65029233	65073060	1	16704	8	8	0.402593305892585	7	232	4	3	3	0.680457668519738
ENSG00000014164	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	ZC3H3	8	144519825	144623623	-1	54848	37	29	0.0568260797482911	21	232	10	9	1	0.370902171967062
ENSG00000014257	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	ACPP	3	132036211	132087142	1	8238	3	3	0.684854737277274	3	232	2	2	0	0.826477136505863
ENSG00000015171	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:16966]	protein_coding	ZMYND11	10	180405	300577	1	4117	2	2	0.528841905993785	2	232	2	1	1	0.747916917549998
ENSG00000015520	NPC1-like 1 [Source:HGNC Symbol;Acc:7898]	protein_coding	NPC1L1	7	44552134	44580914	-1	7471	6	5	0.215017840245736	3	232	2	1	1	0.563798612094284
ENSG00000015532	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	XYLT2	17	48423453	48440499	1	63796	25	18	0.951611004593908	25	232	5	4	1	0.966979399370941
ENSG00000016391	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	CHDH	3	53846362	53880417	-1	8352	6	6	0.147030359792807	3	232	2	1	1	0.501749493703705
ENSG00000016402	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding	IL20RA	6	137321108	137366298	-1	16330	9	9	0.24816363362279	7	232	7	3	4	0.591953891513364
ENSG00000018280	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:10907]	protein_coding	SLC11A1	2	219246752	219261617	1	25361	10	10	0.60850713742621	10	232	3	2	4	0.785863487004457
ENSG00000019102	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:17149]	protein_coding	VSIG2	11	124617368	124622134	-1	9274	3	3	0.758217933422827	4	232	1	1	1	0.864852631947535
ENSG00000019144	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:23697]	protein_coding	PHLDB1	11	118477155	118528741	1	11226	10	10	0.0214295760362251	5	232	5	2	4	0.268239175901714
ENSG00000019485	PR domain containing 11 [Source:HGNC Symbol;Acc:13996]	protein_coding	PRDM11	11	45115564	45247734	1	8960	4	4	0.531463156740783	4	232	3	2	2	0.748649145271569
ENSG00000019505	synaptotagmin XIII [Source:HGNC Symbol;Acc:14962]	protein_coding	SYT13	11	45261852	45307870	-1	5616	6	6	0.0343088876543112	2	232	3	1	2	0.30476770018337
ENSG00000020922	MRE11 meiotic recombination 11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:7230]	protein_coding	MRE11A	11	94152895	94227074	-1	5779	9	9	0.000901399976522721	2	232	3	1	2	0.10929671241269
ENSG00000021355	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]	protein_coding	SERPINB1	6	2832566	2842240	-1	33333	20	19	0.0843821948090338	13	232	7	6	1	0.413550422390873
ENSG00000021488	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9 [Source:HGNC Symbol;Acc:11067]	protein_coding	SLC7A9	19	33321415	33360672	-1	4305	4	4	0.114818611098192	2	232	3	1	2	0.457442562928583
ENSG00000022556	NLR family, pyrin domain containing 2 [Source:HGNC Symbol;Acc:22948]	protein_coding	NLRP2	19	55464498	55512510	1	7957	10	10	0.00225153173578463	3	232	5	1	4	0.13621767001497
ENSG00000022567	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]	protein_coding	SLC45A4	8	142217265	142318404	-1	43941	33	30	0.00228447087943984	17	232	8	7	4	0.1364609883554
ENSG00000023228	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7707]	protein_coding	NDUFS1	2	206979541	207024327	-1	10049	7	6	0.255543891582871	4	232	2	2	0	0.597577613666783
ENSG00000023697	deoxyribose-phosphate aldolase (putative) [Source:HGNC Symbol;Acc:24269]	protein_coding	DERA	12	16064106	16190220	1	5270	4	4	0.190453766536034	2	232	4	1	4	0.541457758520593
ENSG00000023892	differentially expressed in FDCP 6 homolog (mouse) [Source:HGNC Symbol;Acc:2760]	protein_coding	DEF6	6	35265595	35289548	1	6150	6	6	0.0492619196737667	2	232	3	1	2	0.353115585442121
ENSG00000025708	thymidine phosphorylase [Source:HGNC Symbol;Acc:3148]	protein_coding	TYMP	22	50964181	50968485	-1	12052	7	7	0.249449540992417	5	232	3	2	1	0.592725268853583
ENSG00000026297	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]	protein_coding	RNASET2	6	167342992	167370679	-1	5546	4	4	0.21445667322516	2	232	1	1	0	0.563798612094284
ENSG00000026559	potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]	protein_coding	KCNG1	20	49620193	49639666	-1	4763	4	4	0.148887891676208	2	232	3	1	2	0.504307776475691
ENSG00000027075	protein kinase C, eta [Source:HGNC Symbol;Acc:9403]	protein_coding	PRKCH	14	61654277	62017694	1	9597	8	8	0.0528036449236371	4	232	5	1	5	0.362789523356442
ENSG00000027869	SH2 domain containing 2A [Source:HGNC Symbol;Acc:10821]	protein_coding	SH2D2A	1	156776035	156786654	-1	7110	2	2	0.809710997432223	3	232	2	1	1	0.885963720204412
ENSG00000029534	ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:492]	protein_coding	ANK1	8	41510739	41754280	-1	12717	8	8	0.170808537400807	5	232	5	3	4	0.522184162666947
ENSG00000029993	high mobility group box 3 [Source:HGNC Symbol;Acc:5004]	protein_coding	HMGB3	X	150148982	150159248	1	3631	3	3	0.205443605426985	1	232	2	1	1	0.554887297377504
