ensembl_gene_id	hgnc_symbol	gene_biotype	x1	x2	sd1	sd2	FC	deltaGE	deltaGEZ	geneMeanGE	geneMedianGE	ks.pvalue	wilcox.pvalue	fligner.pvalue	nMutated	description	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters	p.adjust	log2FC	negLog10WilcoxPValue	pass
ENSG00000005961	ITGA2B	protein_coding	0.35224026863	0.634824398682	0.2344773392256	1.04074110098505	0.554862524756939	-0.282584130052	-0.273469694445674	0.961089175220452	0.634053347792	0.253319713993873	0.18854796163029	0.293503895232544	2	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:6138]	17	42449548	42466873	-1	4192	2	2	0.375160677196516	1	169	2	2	0	0.658232433095722	-0.849797727784167	0.724578158339254	FALSE
ENSG00000006007	GDE1	protein_coding	14.1168377338	19.52485722325	5.15033189985465	8.78653504439228	0.723018743358072	-5.40801948945	-0.61861843752488	21.3800111092551	19.4846299487	0.243527878553063	0.130596425259961	0.518804987860105	3	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:29644]	16	19513015	19533467	-1	17985	6	4	0.804116097545467	5	169	2	2	0	0.872441379087792	-0.467895047158776	0.884068710588668	FALSE
ENSG00000006015	C19orf60	protein_coding	18.98823407015	10.6310674342	45.1707410917891	28.4211815896496	1.78610795084086	8.35716663595	0.278803218050262	20.9918145606073	11.1445314168	0.194584120196468	0.138653632362621	0.0554190158380717	6	chromosome 19 open reading frame 60 [Source:HGNC Symbol;Acc:26098]	19	18699495	18703146	1	15642	7	7	0.204338939908698	5	169	2	2	0	0.539409997206124	0.836819278351786	0.858068748557241	FALSE
ENSG00000006047	YBX2	protein_coding	2.4532056744065	1.66766723958	3.03013048840814	2.11206791347064	1.47104027481186	0.7855384348265	0.371802677437306	2.50685733079553	1.66766723958	0.611593462717058	0.688135597472868	0.484794843034967	2	Y box binding protein 2 [Source:HGNC Symbol;Acc:17948]	17	7191571	7197934	-1	7550	2	2	0.680834529020967	2	169	1	1	2	0.817137152734174	0.556836745896573	0.162325975381104	FALSE
ENSG00000006210	CX3CL1	protein_coding	14.473288182005	5.26286632077	8.09538278474638	10.2103169578372	2.75007710625024	9.210421861235	0.904889888662406	7.99448402304292	5.78647078167	0.153217568947907	0.0995439291062048	0.240326744014259	2	chemokine (C-X3-C motif) ligand 1 [Source:HGNC Symbol;Acc:10647]	16	57406370	57418960	1	5943	4	4	0.114359293925013	2	169	1	1	1	0.462302720946965	1.45947206927197	1.00198522118224	FALSE
ENSG00000006282	SPATA20	protein_coding	16.164205349	12.5300211478	9.82799553457015	5.6188443974107	1.29003815383329	3.6341842012	0.596544315430193	13.2568496708392	12.6640475862	0.454082023553377	0.231533329511219	0.202777778126505	7	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:26125]	17	48620419	48633213	1	26998	10	9	0.428384021801542	8	169	4	3	1	0.691194819289521	0.367413735053244	0.635386482914181	FALSE
ENSG00000006327	TNFRSF12A	protein_coding	49.10735127965	34.4152062707	45.1247586907699	28.1754634575736	1.42690852681184	14.69214500895	0.519467573487752	42.6177442123548	34.4152062707	0.785240040858019	0.878989722697811	0.155865982414718	2	tumor necrosis factor receptor superfamily, member 12A [Source:HGNC Symbol;Acc:18152]	16	3068446	3072384	1	3438	3	3	0.0928509682647281	1	169	2	1	1	0.434120130402772	0.512892852581861	0.0560162027438876	FALSE
ENSG00000006453	BAIAP2L1	protein_coding	26.2053964606	14.5349649686	7.88286830208285	6.20953742839081	1.80292119844882	11.670431492	1.83248417838145	16.1067582095518	14.5617050876	0.145345355922652	0.078099932466655	0.889740496611635	3	BAI1-associated protein 2-like 1 [Source:HGNC Symbol;Acc:21649]	7	97920963	98030380	-1	7777	6	5	0.0946693463345407	2	169	3	1	2	0.437658087189916	0.850336341256358	1.10734934165883	FALSE
ENSG00000006459	KDM7A	protein_coding	3.91069262745	2.76415862745	1.847947399618	2.464374553491	1.41478589130672	1.146534	0.471705789351141	3.44764205764376	2.87399161548	0.513444777229215	0.236073527615141	0.713157732134548	5	lysine (K)-specific demethylase 7A [Source:HGNC Symbol;Acc:22224]	7	139784546	139876835	-1	15451	5	5	0.514375017024606	5	169	3	3	0	0.732681704303356	0.50058373721104	0.626952710317492	FALSE
ENSG00000006534	ALDH3B1	protein_coding	5.33298125055	6.16787309592	4.43807731302382	6.61334586027008	0.864638614902392	-0.83489184537	-0.128868724253646	8.33324656118415	6.15676049274	0.770677517648437	0.837936520445806	0.455487086636781	6	aldehyde dehydrogenase 3 family, member B1 [Source:HGNC Symbol;Acc:410]	11	67776048	67796744	1	21324	7	7	0.472760547153907	6	169	1	1	1	0.716498022874565	-0.209830826217542	0.0767888809691737	FALSE
ENSG00000006555	TTC22	protein_coding	4.58190483423	3.51530429117	1.76911320389177	2.3785643037764	1.30341627771433	1.06660054306	0.454180445287305	4.01710511631098	3.51530429117	0.769628927608078	0.559094472966153	0.708461070219361	4	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:26067]	1	55245385	55266940	-1	23191	17	16	0.00177792343203698	7	169	5	3	2	0.112705711647913	0.382297917276632	0.252514801020107	FALSE
ENSG00000006607	FARP2	protein_coding	2.52378380918	2.25401760218	0.352435845401053	1.05416643471955	1.11968238701379	0.269766207	0.260039251564178	2.35779079586428	2.27337620265	0.504772639216654	0.793760027446314	0.0834084327676328	3	FERM, RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:16460]	2	242295658	242434256	1	8930	4	4	0.298483861148386	3	169	4	1	3	0.60958493636344	0.163089550440083	0.10031077529103	FALSE
ENSG00000006634	DBF4	protein_coding	5.618342975405	4.64700436714	0.723922728397585	2.18159045751248	1.2090246816064	0.971338608265	0.449571352046145	4.92999060145539	4.76906495287	0.359039836567927	0.368301554334314	0.180856751509164	2	DBF4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17364]	7	87505531	87538856	1	6045	3	3	0.289392533920187	2	169	2	1	2	0.605175081789671	0.273843696752208	0.433796448298519	FALSE
ENSG00000007174	DNAH9	protein_coding	0.1408587062348	0.0462687685522	0.131967784068498	0.315787227604737	3.04435822785913	0.0945899376826	0.305600442412178	0.142401437937823	0.0483576020533	0.144043354715259	0.168727199349811	0.158000574745294	4	dynein, axonemal, heavy chain 9 [Source:HGNC Symbol;Acc:2953]	17	11501748	11873065	1	7835	6	5	0.0969038426396142	2	169	6	1	6	0.439463040293476	1.60613812991508	0.77281490214487	FALSE
ENSG00000007216	SLC13A2	protein_coding	0	0.0289651295634	0	0.669058304574101	0	-0.0289651295634	-0.0436969833928566	0.287552870580717	0.026078875337	0.101181560427808	0.0363292305054435	0.0605385460054948	2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:HGNC Symbol;Acc:10917]	17	26800311	26824799	1	4772	2	2	0.437559433209957	1	169	1	1	0	0.694450494044616	-Inf	1.43974380089256	TRUE
ENSG00000007376	RPUSD1	protein_coding	20.19743491485	15.4540049708	2.64575841785972	11.6839149478986	1.30693855431085	4.74342994405	0.410494478026678	18.9434749173925	15.6097245715	0.253319713993873	0.33956605663415	0.169614905581106	2	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:14173]	16	834974	838397	-1	2314	3	3	0.0363119986923268	1	169	1	1	0	0.32642451211645	0.386191314450205	0.469075728773329	FALSE
ENSG00000007384	RHBDF1	protein_coding	4.4195894942	4.77734163521	0.392245732213997	3.33964189299524	0.925114808961266	-0.35775214101	-0.108244178425396	5.38933059874618	4.72710085443	0.48314606741573	0.81397936719763	0.105722167751873	2	rhomboid 5 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:20561]	16	108058	126354	-1	10544	3	3	0.634404872175319	3	169	2	2	0	0.797322400797546	-0.112295676241293	0.0893866034962814	FALSE
ENSG00000007392	LUC7L	protein_coding	7.19091813424	6.73286939279	3.59545477971934	6.34340987507328	1.06803172833569	0.45804874145	0.0737473755432991	8.36062590434326	6.81211666672	0.961650146254996	0.978678176480244	0.449155202960043	5	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]	16	238968	279462	-1	24112	8	7	0.600242976854551	7	169	7	4	3	0.776148475249978	0.0949545062320523	0.0093600958947738	FALSE
ENSG00000007516	BAIAP3	protein_coding	2.44732182336	1.1894768971	1.99093641157944	2.19567964588978	2.05747739138665	1.25784492626	0.57615704397511	2.05218072707857	1.26615753204	0.0507230897432702	0.0447314913887647	0.506402953680549	10	BAI1-associated protein 3 [Source:HGNC Symbol;Acc:948]	16	1383602	1399439	1	30956	15	15	0.0446482470694425	9	169	6	5	2	0.346795485878089	1.04087657766339	1.3493866218114	TRUE
ENSG00000007541	PIGQ	protein_coding	9.06434443119	7.83645079302	5.13927163242898	5.10993499729188	1.15669002085277	1.22789363817	0.240788677458952	9.29435833980157	7.84905921252	0.40109287285597	0.305069148485117	0.953734517967822	8	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]	16	616995	634136	1	46764	16	14	0.513711468366728	14	169	6	5	2	0.732681704303356	0.210002291155867	0.515601710155524	FALSE
ENSG00000007545	CRAMP1L	protein_coding	2.71981874775	2.46934429287	1.09065399045177	1.19843416619249	1.10143358931487	0.25047445488	0.210970919117933	2.74829033551515	2.55209147538	0.243814302278004	0.305069148485117	0.365366774880737	8	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]	16	1662326	1727909	1	40224	12	12	0.535690573859906	12	169	6	6	1	0.742917503070417	0.139382510695198	0.515601710155524	FALSE
ENSG00000007866	TEAD3	protein_coding	12.5655284414	21.6300042244	9.71843373834096	10.7437874280007	0.580930466357713	-9.064475783	-0.844209829325115	22.4243732050307	21.4932847636	0.316455919129302	0.241696486769701	0.584688318371826	3	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]	6	35441374	35464853	-1	15173	7	7	0.184926220442364	4	169	3	3	0	0.522536345825895	-0.783562602245929	0.616729662325579	FALSE
ENSG00000008128	CDK11A	protein_coding	1.94450303389	1.9358249966	1.66497268154641	1.42640336816045	1.00448286250319	0.00867803728999994	0.00601579915382391	2.19023933321664	1.9358249966	0.670861781619502	0.651378446476393	0.966608809883051	8	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	1	1634169	1655766	-1	24707	10	10	0.215140524880236	7	169	4	3	1	0.544564455249287	0.00645295043997586	0.186166615944976	FALSE
ENSG00000008130	NADK	protein_coding	14.3327854745	14.99565088575	8.8891166658082	4.98092887117421	0.955796156078833	-0.662865411249999	-0.126751513828564	15.6075304283472	14.9642771764	0.49055935290181	0.768767557405975	0.189582599901262	5	NAD kinase [Source:HGNC Symbol;Acc:29831]	1	1682671	1711896	-1	20679	8	8	0.294114792346577	6	169	3	2	2	0.607247489007017	-0.0652251293715716	0.114204952520646	FALSE
ENSG00000008323	PLEKHG6	protein_coding	4.533065685375	2.56705874315	1.2793968364678	2.7153457684164	1.76585974024597	1.966006942225	0.729519485569696	3.24561594857154	2.60735579759	0.222165474974464	0.218008378096837	0.347427041459313	2	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]	12	6419602	6437672	1	9572	3	3	0.569622206314048	3	169	2	1	2	0.76134636433514	0.820370756300291	0.66152681606829	FALSE
ENSG00000008394	MGST1	protein_coding	3.75544652094	5.4576540712	18.7011466523212	7.26804977550672	0.688106368037773	-1.70220755026	-0.214309363692394	8.08386347818524	4.98935067044	0.631386625142426	0.758884674210966	0.959433114286349	4	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]	12	16500076	16762193	1	5657	6	6	0.008694393607944	2	169	3	1	3	0.202129661050891	-0.539296499757566	0.119824217726757	FALSE
ENSG00000008405	CRY1	protein_coding	5.41821885463	4.67643455766	6.28216930128463	2.81288002869023	1.15862176361582	0.74178429697	0.249030193489238	5.43200943456209	4.68263346654	0.598420274030502	0.311717418048716	0.512971940222747	3	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	12	107385142	107487607	-1	6357	3	3	0.315532681456161	2	169	3	1	2	0.622792801315809	0.212409670040983	0.506238929673453	FALSE
ENSG00000008441	NFIX	protein_coding	23.2090783205	17.4893142292	29.2492620321411	20.6489225822384	1.32704336009644	5.7197640913	0.261093744716277	25.8654327037039	17.5267504058	0.690056199633533	0.560158413280243	0.201799908108229	12	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]	19	13106422	13209610	1	63678	41	26	0.0392476820092091	18	169	5	4	2	0.32908735210692	0.408215510402244	0.251689136771507	FALSE
ENSG00000008513	ST3GAL1	protein_coding	13.1261252646	11.0782015144	9.06769655129525	15.0608955216029	1.18486066962566	2.0479237502	0.138765737652916	15.78139987202	11.0890019739	0.961650146254996	0.823755223491389	0.818720505090888	5	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	8	134467091	134584183	-1	8651	5	5	0.131054651386164	3	169	2	1	2	0.480093182865222	0.244717419411873	0.0842018184965146	FALSE
ENSG00000008516	MMP25	protein_coding	0.423483744382	0.3158116043265	0.190823158781678	0.375356112428202	1.34093788379031	0.1076721400555	0.296063376886975	0.406307875646488	0.322513792994	0.294818907096732	0.231533329511219	0.958344200939718	7	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	16	3096682	3110727	1	24933	10	10	0.222845347558536	7	169	4	3	1	0.548721368969404	0.423242408887982	0.635386482914181	FALSE
ENSG00000008710	PKD1	protein_coding	5.06614719627	3.689062608335	2.1374682585462	2.16707161222993	1.37328848386136	1.377084587935	0.636380674263107	4.28649639931865	3.75581647363	0.598420274030502	0.345463303613299	0.909897440667398	3	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]	16	2138711	2185899	-1	33713	6	5	0.976857573975196	10	169	2	2	1	0.980055619604282	0.457634721274212	0.461598078201984	FALSE
ENSG00000008853	RHOBTB2	protein_coding	3.154103988065	2.8591938522	0.777716385881598	1.5465282489213	1.10314450544795	0.294910135864999	0.194149765783941	3.18584221558251	2.86976491442	0.733463683627222	0.92899188437113	0.35354631982817	4	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]	8	22844930	22877712	1	6393	5	4	0.138160756232694	2	169	2	1	1	0.484490945967669	0.141621787881147	0.0319880799657023	FALSE
ENSG00000010030	ETV7	protein_coding	5.7212108573475	2.39271268253	7.8972527221165	3.28077449705525	2.39109814526415	3.3284981748175	0.988601820074488	3.56319057039617	2.39271268253	0.650408580183861	0.988956901553848	0.05462547855926	2	ets variant 7 [Source:HGNC Symbol;Acc:18160]	6	36322419	36356164	-1	4112	6	6	0.00190013811481393	1	169	2	1	1	0.112978389791178	1.25767334827618	0.00482263441413125	FALSE
ENSG00000010278	CD9	protein_coding	224.087014628	206.396631092	99.6002381565323	130.790331518411	1.0857106215465	17.690383536	0.14273299702282	228.506846986043	211.872987524	0.952395204177146	0.82496556883499	0.666421414665941	20	CD9 molecule [Source:HGNC Symbol;Acc:1709]	12	6308881	6347425	1	88858	32	27	0.342786250265407	25	169	7	7	1	0.635766223836736	0.118639627551343	0.0835641769979699	FALSE
ENSG00000010292	NCAPD2	protein_coding	27.2385320864	21.0804777577	8.24176706129109	16.4413957796498	1.29212119381169	6.1580543287	0.381640402437413	25.4434610246552	21.1769068152	0.439383427273465	0.519837507716868	0.235063068472101	4	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]	12	6602522	6641121	1	11283	5	5	0.26851037948639	3	169	4	2	3	0.588934112057549	0.369741393182825	0.284132388153998	FALSE
ENSG00000010379	SLC6A13	protein_coding	0.3123335033498	0.578468369459	6.11726041876774	6.60685320007668	0.539931861169701	-0.2661348661092	-0.0406723773638578	2.33301429503649	0.578468369459	0.164004269382491	0.262354164674629	0.668161743815913	6	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	12	329789	372039	-1	10065	7	7	0.0369690639610497	3	169	5	1	4	0.32642451211645	-0.889150742713489	0.581112037313348	FALSE
ENSG00000010626	LRRC23	protein_coding	3.5369745839	4.75410704248	2.23434812418124	5.74264985151013	0.743982950382817	-1.21713245858	-0.213620123785464	6.3034966106291	4.75410704248	0.669050051072523	0.368301554334314	0.553067061922966	2	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	12	6982733	7023407	1	14754	5	5	0.474446535559017	4	169	2	2	2	0.717201466981815	-0.426658534951908	0.433796448298519	FALSE
ENSG00000010803	SCMH1	protein_coding	13.740415052	9.310333082085	3.21166270467836	10.9198668704149	1.47582421926874	4.430081969915	0.41224002802273	12.3865952768015	9.42924989323	0.139744989609384	0.148864279438724	0.354249483771222	3	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	1	41492872	41707826	-1	12129	5	5	0.318173206350356	4	169	3	2	1	0.623582487562238	0.561520896810709	0.827209500392452	FALSE
ENSG00000011143	MKS1	protein_coding	3.964288445825	4.86312411819	0.152776046941204	2.66191502603696	0.815173199260327	-0.898835672365	-0.340330237807368	5.43413440047146	4.85872396157	0.237487231869255	0.33956605663415	0.0916363294719817	2	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	17	56282803	56296966	-1	5053	2	2	0.466550728559409	1	169	2	1	1	0.711970351278301	-0.294821474602745	0.469075728773329	FALSE
ENSG00000011304	PTBP1	protein_coding	38.1104484126	39.6022112853	7.65063418818485	12.2008198914112	0.962331323825502	-1.4917628727	-0.12437286852126	41.7496472022701	39.4740153004	0.441000093428579	0.574628070589583	0.187308544733615	5	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	19	797075	812327	1	17012	5	5	0.598635087872025	5	169	3	2	2	0.775556833672789	-0.0553944057312687	0.240613162534131	FALSE
ENSG00000011422	PLAUR	protein_coding	14.8560453218	8.00341146443	1.64553524003334	8.6795257756314	1.85621411417188	6.85263385737	0.800947357517168	10.6803690584047	8.08565929256	0.0515128033531764	0.0993212813559013	0.0761360322431083	3	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	19	44150247	44174699	-1	12109	5	5	0.316984283393114	4	169	2	1	2	0.622792801315809	0.892363134839078	1.00295768619553	FALSE
ENSG00000012048	BRCA1	protein_coding	0.438264057609	1.724626688745	0.142723568154393	1.29247057162827	0.254121115293607	-1.286362631136	-0.990339918076514	1.86546060288156	1.66905743662	0.00387446726075247	0.0145329551570414	0.0456377449782542	3	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	17	41196312	41277500	-1	7981	6	6	0.0382791817058077	2	169	4	2	2	0.327187248704097	-1.97641183888321	1.83764606650706	TRUE
ENSG00000012211	PRICKLE3	protein_coding	9.02899807364	5.15409089509	10.7337983101479	4.90539769907852	1.7518119601347	3.87490717855	0.734209351601282	7.07619896281652	5.15409089509	0.449147821984202	0.586041623007637	0.00855952541447843	4	prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]	X	49031151	49042845	-1	9200	6	4	0.317023547985054	3	169	5	2	3	0.622792801315809	0.808847924059813	0.23207153756453	FALSE
ENSG00000013016	EHD3	protein_coding	2.67281602657	3.67301576618	0.353758654202479	3.76652965338747	0.727689777751696	-1.00019973961	-0.26795599079958	4.37442625345853	3.66725461352	0.222165474974464	0.286536521830092	0.130136364580924	2	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	2	31456880	31492313	1	3738	2	2	0.324398762151286	1	169	1	1	1	0.627034533951826	-0.458604550348995	0.542820015168137	FALSE
ENSG00000013306	SLC25A39	protein_coding	70.4810231645	59.0912737563	7.98509599063002	38.4421582779789	1.19274841586886	11.3897494082	0.299581202526304	65.8462763241764	59.3316993847	0.286516853932585	0.312310071026673	0.218163561312693	2	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	17	42396993	42402238	-1	3556	2	2	0.303724016954931	1	169	2	1	1	0.613086024643756	0.254289770229443	0.505414010900157	FALSE
ENSG00000013364	MVP	protein_coding	25.284507777	28.0103284379	28.7777887899013	15.1722721724693	0.902685158906892	-2.7258206609	-0.163177076483255	29.9869178063621	28.0103284379	0.876551035351158	0.880278624203056	0.272156448466273	8	major vault protein [Source:HGNC Symbol;Acc:7531]	16	29831715	29859355	1	49261	12	11	0.867795192173808	14	169	4	4	0	0.907362776928631	-0.147705206723314	0.0553798439841993	FALSE
