#Endometrioid_291_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Endometrioid_291_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Endometrioid_291_IP.nodup.bam
#Using cutoff of 7841.5832 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_291_IP.nodup.bam	Endometrioid_291_Input.nodup.bam	enhancerRank	isSuper
17_Peak_165_lociStitched	chr14	74190266	74263984	17	33809	41606.4392	8108.98	55	1
Peak_40	chr12	122229358	122245095	1	15738	34364.8869	1767.2651	56	1
11_Peak_5717_lociStitched	chr1	43389217	43433601	11	33728	36896.4192	4655.8816	57	1
1_Peak_21_lociStitched	chr2	201980014	201997043	1	17030	33688.4707	2091.1612	58	1
7_Peak_7402_lociStitched	chr8	55348033	55391055	7	21763	36306.2658	4960.4366	59	1
9_Peak_24057_lociStitched	chr8	98768944	98811984	9	21434	39687.184	8818.896	60	1
8_Peak_28739_lociStitched	chr1	28184794	28220099	8	25244	34334.1125	3752.9215	61	1
27_Peak_28000_lociStitched	chr9	139413652	139525073	27	31111	44122.716	13682.4988	62	1
14_Peak_59517_lociStitched	chr14	50396632	50471363	14	27211	38875.0662	8444.603	63	1
1_Peak_36_lociStitched	chr2	43444534	43456640	1	12107	31630.5568	1429.7186	64	1
10_Peak_37633_lociStitched	chr1	205242823	205294684	10	26146	35752.9734	5585.4297	65	1
4_Peak_23509_lociStitched	chr11	118777657	118801617	4	22982	32458.612	2532.572	66	1
16_Peak_8409_lociStitched	chr19	2027267	2096673	16	29404	34737.703	4851.4794	67	1
17_Peak_49241_lociStitched	chr9	91989927	92060826	17	39284	36059.2314	6175.3029	68	1
22_Peak_42854_lociStitched	chr3	14442508	14515115	22	36696	37334.5194	7536.6066	69	1
7_Peak_87705_lociStitched	chr1	16148930	16179258	7	16303	33506.3744	3836.492	70	1
10_Peak_4424_lociStitched	chr14	50315590	50379377	10	18404	36282.0456	6844.3451	71	1
11_Peak_3982_lociStitched	chr18	3579073	3625656	11	24000	34122.0475	4853.9486	72	1
20_Peak_7599_lociStitched	chr17	75091322	75185754	20	27941	40105.2704	10859.68	73	1
21_Peak_30309_lociStitched	chr5	138896446	138972018	21	25993	37045.3944	7874.6024	74	1
22_Peak_110501_lociStitched	chr7	137617217	137693639	22	35097	37171.6608	8192.4384	75	1
18_Peak_40591_lociStitched	chr10	82212988	82266024	18	26674	36430.4284	7499.2904	76	1
Peak_420	chr22	46460731	46478997	1	18267	30725.2386	1906.9704	77	1
10_Peak_31100_lociStitched	chr18	24090348	24134482	10	20988	33855.1914	5093.0636	78	1
24_Peak_59497_lociStitched	chr14	103557465	103640895	24	33490	37259.838	8568.261	79	1
7_Peak_98784_lociStitched	chr7	134831691	134863897	7	20854	32070.7348	3516.8952	80	1
5_Peak_12352_lociStitched	chr3	5007600	5037329	5	16039	31265.9893	2800.4718	81	1
24_Peak_55760_lociStitched	chr21	44723476	44803791	24	33766	35940.9625	7485.358	82	1
4_Peak_21542_lociStitched	chr7	104643454	104659108	4	12666	29955.4944	1557.573	83	1
13_Peak_4740_lociStitched	chr9	132310416	132374414	13	24853	36613.2558	8332.5396	84	1
17_Peak_46168_lociStitched	chr21	29594483	29658601	17	35293	35598.3136	7354.3346	85	1
14_Peak_42063_lociStitched	chr11	67006203	67058095	14	27360	33428.8264	5251.4704	86	1
27_Peak_63750_lociStitched	chr10	126365505	126438273	27	38228	35954.6688	8106.3552	87	1
5_Peak_5735_lociStitched	chr8	103117556	103142992	5	9863	32387.6588	4949.8456	88	1
11_Peak_15988_lociStitched	chr10	125821512	125867200	11	30907	32443.0488	5039.3864	89	1
14_Peak_44574_lociStitched	chr1	12492780	12557069	14	28959	35481.0991	8389.7145	90	1
21_Peak_19123_lociStitched	chr1	201400098	201482175	21	30321	35859.4413	8856.1083	91	1
3_Peak_1382_lociStitched	chr9	131927816	131942254	3	12593	28966.9594	1993.8878	92	1
16_Peak_57028_lociStitched	chrX	12958832	13032638	16	31564	32297.5056	5350.935	93	1
10_Peak_19203_lociStitched	chr17	72957974	72993647	10	23552	30111.5793	3296.1852	94	1
15_Peak_63303_lociStitched	chr2	28579006	28672254	15	19549	36972.832	10313.2288	95	1
10_Peak_17204_lociStitched	chr2	20379185	20433929	10	29298	32682.168	6060.1608	96	1
14_Peak_5348_lociStitched	chr10	80997117	81053542	14	26287	34227.405	7741.51	97	1
8_Peak_6219_lociStitched	chr17	75435267	75473826	8	27504	30646.6932	4276.1931	98	1
11_Peak_27744_lociStitched	chr18	46448932	46482742	11	24421	29668.275	3408.048	99	1
17_Peak_31748_lociStitched	chr21	45557500	45640624	17	24242	34064.2152	7946.6544	100	1
8_Peak_63686_lociStitched	chr1	32379198	32427711	8	26460	30994.9557	5069.6085	101	1
10_Peak_51736_lociStitched	chr3	53181045	53230777	10	32608	30097.8064	4247.1128	102	1
21_Peak_31614_lociStitched	chr17	62133406	62204971	21	36301	33342.1335	7621.6725	103	1
16_Peak_22548_lociStitched	chr21	44817466	44877251	16	26076	31022.4365	5560.005	104	1
5_Peak_36696_lociStitched	chr18	3446548	3466939	5	12348	27778.6593	2332.7304	105	1
8_Peak_38938_lociStitched	chr11	32433906	32465044	8	19299	28478.8148	3079.5482	106	1
21_Peak_25995_lociStitched	chr1	9351559	9444956	21	32578	36322.0933	10955.4681	107	1
10_Peak_3918_lociStitched	chr10	134189888	134243879	10	19153	30904.4484	5577.2703	108	1
5_Peak_7834_lociStitched	chr17	80163147	80200783	5	18256	29273.2808	4109.8512	109	1
10_Peak_3076_lociStitched	chr3	176996764	177024125	10	18277	31049.2628	6019.42	110	1
13_Peak_41275_lociStitched	chr1	8907748	8964794	13	19140	32219.5808	7347.5248	111	1
10_Peak_5307_lociStitched	chr18	24028734	24074637	10	27095	29901.2142	5044.7397	112	1
3_Peak_250_lociStitched	chr15	90632902	90651053	3	13836	26562.1734	1876.8134	113	1
24_Peak_12724_lociStitched	chr2	99065195	99135571	24	36740	32379.9976	7776.548	114	1
7_Peak_65033_lociStitched	chr1	156446658	156478911	7	20688	27682.7499	3109.1892	115	1
7_Peak_90_lociStitched	chr15	45002047	45023753	7	18031	26676.674	2177.1118	116	1
8_Peak_35284_lociStitched	chr3	66518078	66551658	8	25534	27995.646	3650.146	117	1
Peak_68	chr15	93442822	93453151	1	10330	25582.8672	1245.6774	118	1
10_Peak_70717_lociStitched	chr3	177298056	177343264	10	20085	34864.4096	10678.1296	119	1
15_Peak_58738_lociStitched	chr1	206272897	206311341	15	24957	28141.008	3955.8876	120	1
19_Peak_15569_lociStitched	chr3	183203094	183282249	19	28794	38667.2175	14485.365	121	1
17_Peak_7818_lociStitched	chr1	198566207	198654359	17	31271	34202.976	10111.0344	122	1
11_Peak_51178_lociStitched	chr7	73223371	73267896	11	16514	27997.32	3922.6525	123	1
4_Peak_16178_lociStitched	chr3	187442386	187469907	4	16112	29161.2516	5118.906	124	1
21_Peak_93145_lociStitched	chr12	113631360	113699042	21	28381	31255.5476	7275.815	125	1
16_Peak_43321_lociStitched	chr9	130280030	130346915	16	23618	30425.9865	6521.2875	126	1
14_Peak_41565_lociStitched	chr6	7127519	7174767	14	27207	29841.8368	5962.6976	127	1
12_Peak_18677_lociStitched	chr3	13024443	13064869	12	23698	27420.9558	3909.1942	128	1
14_Peak_9588_lociStitched	chr17	80792614	80851966	14	23887	31308.18	7870.0752	129	1
10_Peak_19155_lociStitched	chr13	73629615	73665511	10	22487	27280.96	3876.768	130	1
13_Peak_45322_lociStitched	chr10	95173166	95232138	13	28170	29556.7664	6203.8544	131	1
25_Peak_68231_lociStitched	chr8	27197632	27266493	25	33195	28219.2378	4868.4727	132	1
13_Peak_13251_lociStitched	chr22	50318859	50364823	13	22829	26420.1072	3125.552	133	1
17_Peak_19777_lociStitched	chr17	73287404	73357478	17	30751	30096.783	6818.2002	134	1
13_Peak_41096_lociStitched	chr19	45243595	45300330	13	22555	28072.478	4890.557	135	1
18_Peak_31718_lociStitched	chr20	35437197	35495566	18	24213	28635.8314	5597.5871	136	1
13_Peak_19874_lociStitched	chr9	135987708	136028993	13	18974	28329.767	5375.307	137	1
14_Peak_22378_lociStitched	chr10	73472730	73542785	14	26998	30151.672	7299.731	138	1
16_Peak_21801_lociStitched	chr11	95918415	96012774	16	26401	33874.881	11077.7466	139	1
9_Peak_83698_lociStitched	chr2	197007642	197049253	9	20276	26980.5724	4335.8662	140	1
8_Peak_15836_lociStitched	chr1	8454001	8499759	8	21825	28539.2646	5998.8738	141	1
10_Peak_42188_lociStitched	chr14	77411303	77447068	10	22262	26323.04	3787.5135	142	1
8_Peak_28615_lociStitched	chr1	27003828	27033316	8	14877	25831.488	3420.608	143	1
10_Peak_73701_lociStitched	chr1	156054280	156100707	10	24088	26760.5228	4443.0639	144	1
10_Peak_55172_lociStitched	chr17	37892880	37957409	10	27047	27411.9192	5110.6968	145	1
15_Peak_20074_lociStitched	chr18	12837520	12885632	15	23198	27712.512	5451.0896	146	1
19_Peak_11143_lociStitched	chr6	52355516	52420996	19	33128	29073.12	6829.564	147	1
5_Peak_67164_lociStitched	chr3	5222643	5247024	5	18539	24944.2011	2825.7579	148	1
3_Peak_15255_lociStitched	chr19	39888024	39904825	3	14993	23714.6115	1633.0572	149	1
3_Peak_1060_lociStitched	chr2	157188545	157200726	3	10140	23857.7066	1821.0595	150	1
8_Peak_88743_lociStitched	chr15	75063608	75092665	8	19312	24965.7744	2975.4368	151	1
4_Peak_4845_lociStitched	chr17	74242024	74269203	4	17562	24738.3258	2954.3573	152	1
24_Peak_5394_lociStitched	chr17	17579253	17657012	24	25604	27215.65	5435.3541	153	1
2_Peak_23315_lociStitched	chr12	26266386	26289165	2	16195	24469.2018	2710.701	154	1
9_Peak_1293_lociStitched	chr2	114021926	114049159	9	18284	24528.7631	2829.5087	155	1
15_Peak_62175_lociStitched	chr14	105116285	105174937	15	22276	27443.2708	5783.0872	156	1
9_Peak_36782_lociStitched	chr1	235089641	235134581	9	25312	26209.008	4655.784	157	1
9_Peak_16134_lociStitched	chr15	81576413	81620015	9	18923	26627.7414	5079.633	158	1
11_Peak_11003_lociStitched	chr7	44634860	44681577	11	19962	26684.7504	5222.9606	159	1
11_Peak_16193_lociStitched	chr12	109010405	109061657	11	21871	26748.4188	5294.3316	160	1
13_Peak_43811_lociStitched	chr10	24737952	24795774	13	26071	27586.8762	6314.1624	161	1
9_Peak_14341_lociStitched	chr17	74476258	74512529	9	18937	24689.6697	3442.1179	162	1
8_Peak_487_lociStitched	chr19	16180962	16209531	8	15294	24200.7999	3002.6019	163	1
22_Peak_63242_lociStitched	chr11	128317928	128396533	22	28572	29673.3875	8489.34	164	1
12_Peak_35446_lociStitched	chr9	134236749	134299402	12	21382	29215.0939	8069.7064	165	1
2_Peak_27451_lociStitched	chr2	151323358	151344505	2	12715	23932.0599	2833.698	166	1
10_Peak_32222_lociStitched	chr1	154358600	154405785	10	22809	25843.2245	4760.9665	167	1
12_Peak_56646_lociStitched	chr6	43634748	43694026	12	23283	26390.5656	5340.9478	168	1
14_Peak_12929_lociStitched	chr12	31868037	31940692	14	20728	29003.876	7992.05	169	1
7_Peak_949_lociStitched	chr11	61721843	61746679	7	16879	23365.7088	2364.3872	170	1
9_Peak_49027_lociStitched	chr7	129586601	129625796	9	14255	24818.274	3946.9365	171	1
15_Peak_62306_lociStitched	chr14	102274498	102326329	15	20703	26900.289	6053.8608	172	1
5_Peak_85916_lociStitched	chr2	39345440	39369391	5	14219	23524.6722	2708.8581	173	1
5_Peak_25_lociStitched	chr8	101318203	101350840	5	11382	27127.8744	6452.3349	174	1
17_Peak_20542_lociStitched	chr3	172298273	172385338	17	21702	39483.9775	18849.5725	175	1
10_Peak_40875_lociStitched	chr7	75911942	75949262	10	16611	24082.596	3470.76	176	1
28_Peak_45042_lociStitched	chr12	125160091	125260076	28	31107	30655.401	10078.488	177	1
11_Peak_39103_lociStitched	chr8	103794421	103843595	11	18081	29779.7744	9254.5468	178	1
10_Peak_52237_lociStitched	chr17	57903110	57931124	10	22537	22402.7958	1913.3562	179	1
10_Peak_100338_lociStitched	chr10	81946604	81968577	10	14707	23421.0207	2955.3685	180	1
14_Peak_10706_lociStitched	chr1	230238413	230290499	14	27728	25975.2882	5552.3676	181	1
8_Peak_39189_lociStitched	chr1	33206441	33249607	8	17889	24574.4038	4221.6348	182	1
2_Peak_58139_lociStitched	chr5	90671430	90680821	2	8639	21092.186	757.8537	183	1
11_Peak_49481_lociStitched	chr11	128583345	128629276	11	26901	25491.705	5300.4374	184	1
11_Peak_1001_lociStitched	chr2	85115646	85200832	11	16101	28852.4982	8688.972	185	1
14_Peak_4148_lociStitched	chr1	27789846	27856654	14	15593	26796.6888	6634.0344	186	1
6_Peak_52629_lociStitched	chr9	124039529	124068650	6	15289	24240.3204	4085.6763	187	1
2_Peak_5456_lociStitched	chr6	106531258	106551916	2	19626	21659.913	1567.9422	188	1
9_Peak_3836_lociStitched	chr1	204435814	204491957	9	15608	26022.2805	5934.3151	189	1
15_Peak_106592_lociStitched	chr15	96864718	96903629	15	22897	23646.2147	3634.2874	190	1
8_Peak_40937_lociStitched	chr9	134127603	134153886	8	17683	23567.9661	3561.3465	191	1
28_Peak_75753_lociStitched	chr14	22975177	23039966	28	29237	28584.9068	8694.6838	192	1
25_Peak_35202_lociStitched	chr1	206826217	206913546	25	25016	29272.6808	9431.532	193	1
19_Peak_37254_lociStitched	chr3	186685347	186745968	19	23096	30534.7977	10735.9791	194	1
22_Peak_44818_lociStitched	chr5	14146376	14229829	22	29017	29116.7517	9413.4984	195	1
Peak_86	chr2	70309608	70318085	1	8478	20499.0814	809.5535	196	1
8_Peak_48018_lociStitched	chr19	10973361	11012921	8	17452	23443.256	3762.156	197	1
9_Peak_34799_lociStitched	chr4	185185537	185211367	9	19612	21702.366	2022.489	198	1
8_Peak_12113_lociStitched	chr15	63765587	63798819	8	18623	24236.0976	4562.7536	199	1
7_Peak_21426_lociStitched	chr6	42738205	42757351	7	15472	21522.0186	1880.1372	200	1
19_Peak_84433_lociStitched	chr1	22217442	22284896	19	27839	27291.8884	7662.7744	201	1
4_Peak_70777_lociStitched	chr8	101937812	101966831	4	7014	25307.4699	5708.0373	202	1
6_Peak_439_lociStitched	chr8	95612669	95655674	6	10790	28563.921	8983.7445	203	1
2_Peak_263_lociStitched	chr12	46119469	46131621	2	8780	20895.364	1330.644	204	1
13_Peak_67335_lociStitched	chr4	185291556	185348880	13	20821	23737.8684	4178.9196	205	1
2_Peak_5552_lociStitched	chr9	131900766	131911790	2	10803	20692.048	1420.9936	206	1
11_Peak_34341_lociStitched	chr15	89164174	89200936	11	18227	23292.4032	4021.7628	207	1
3_Peak_13_lociStitched	chr19	47596618	47618061	3	13169	21475.1645	2277.2466	208	1
8_Peak_7678_lociStitched	chr11	73662085	73695751	8	18559	22556.22	3413.7324	209	1
6_Peak_21823_lociStitched	chr17	43221027	43254199	6	9545	21385.9884	2295.5024	210	1
7_Peak_33989_lociStitched	chr14	25501408	25521939	7	17822	22120.0994	3044.7473	211	1
8_Peak_25828_lociStitched	chr11	72837993	72869907	8	16722	22735.5336	3666.9186	212	1
10_Peak_52585_lociStitched	chr6	2839394	2899060	10	14769	26121.7748	7136.0536	213	1
8_Peak_38835_lociStitched	chr9	114653257	114702497	8	17731	26151.364	7218.584	214	1
5_Peak_86821_lociStitched	chr2	66782590	66810616	5	13809	21835.0566	2939.9274	215	1
14_Peak_17900_lociStitched	chr20	52515874	52566336	14	22940	24383.2384	5500.358	216	1
9_Peak_12084_lociStitched	chr3	195599443	195648304	9	13504	26878.4361	8003.4318	217	1
13_Peak_16255_lociStitched	chr15	90686019	90736764	13	15380	24519.984	5647.9185	218	1
12_Peak_30675_lociStitched	chr9	127011437	127059813	12	18224	26026.288	7183.836	219	1
8_Peak_37697_lociStitched	chr10	3783647	3829063	8	15982	23071.328	4278.1872	220	1
2_Peak_41405_lociStitched	chr8	125534975	125545880	2	10322	20937.6	2145.0135	221	1
17_Peak_36375_lociStitched	chr1	160593632	160653517	17	26143	25684.6765	6910.729	222	1
2_Peak_50753_lociStitched	chr2	206943840	206952471	2	7217	20611.6911	1922.9868	223	1
12_Peak_21449_lociStitched	chr7	74019963	74078645	12	14593	24517.3396	5862.3318	224	1
16_Peak_41225_lociStitched	chr7	47573548	47650575	16	21133	26435.6664	7787.4297	225	1
10_Peak_1739_lociStitched	chr11	1967903	2008467	10	21996	22143.8876	3541.2372	226	1
6_Peak_31295_lociStitched	chr8	145007654	145031550	6	18077	21633.0488	3080.1944	227	1
3_Peak_4680_lociStitched	chr7	5458603	5478335	3	11098	19806.9816	1349.6688	228	1
12_Peak_18991_lociStitched	chr5	141222474	141258939	12	17584	21532.5825	3095.8785	229	1
8_Peak_50546_lociStitched	chr11	96036755	96076506	8	19132	23067.5053	4662.7923	230	1
8_Peak_58518_lociStitched	chr1	1057730	1102509	8	14521	22519.3591	4119.668	231	1
13_Peak_17939_lociStitched	chr14	61937574	62005158	13	18208	26229.3504	7873.536	232	1
15_Peak_37751_lociStitched	chr11	35127962	35204748	15	26842	27090.1008	8738.2468	233	1
10_Peak_618_lociStitched	chr2	64835990	64894170	10	16585	24348.33	6004.176	234	1
3_Peak_14057_lociStitched	chr7	50343130	50370626	3	16857	21268.156	2983.316	235	1
6_Peak_33492_lociStitched	chr7	104563605	104598329	6	12778	21671.2484	3402.952	236	1
6_Peak_61789_lociStitched	chr1	180530312	180558215	6	20082	21331.8435	3102.8136	237	1
4_Peak_4152_lociStitched	chr13	27998008	28030440	4	12515	21690.5216	3502.656	238	1
24_Peak_26617_lociStitched	chr15	58731612	58821789	24	25463	30921.6933	12760.0455	239	1
18_Peak_39493_lociStitched	chr22	38609858	38686664	18	18168	22995.7164	5038.4736	240	1
12_Peak_17991_lociStitched	chr11	117821424	117883623	12	22080	24724.1025	6773.4711	241	1
18_Peak_40792_lociStitched	chr3	129294867	129354271	18	20937	24100.2028	6166.1352	242	1
22_Peak_10355_lociStitched	chr15	90563246	90619997	22	24113	23602.7409	5669.4249	243	1
3_Peak_1181_lociStitched	chr17	79476206	79490679	3	11700	19473.4215	1554.4002	244	1
6_Peak_14064_lociStitched	chr1	155936973	155959548	6	15291	19861.485	1988.8575	245	1
5_Peak_54143_lociStitched	chr4	40192587	40211270	5	17766	19867.5022	1997.2127	246	1
3_Peak_96_lociStitched	chr14	64967253	64989699	3	9435	20342.8098	2543.1318	247	1
11_Peak_629_lociStitched	chr20	49327159	49380024	11	18918	23588.363	5794.004	248	1
9_Peak_43890_lociStitched	chr12	53738409	53782835	9	9481	22404.0318	4655.8448	249	1
4_Peak_10172_lociStitched	chr1	36614015	36653900	4	10492	21757.2675	4048.3275	250	1
9_Peak_24047_lociStitched	chrX	40000506	40036958	9	19411	20044.9548	2376.6704	251	1
4_Peak_28025_lociStitched	chr1	59238930	59256935	4	9479	19751.485	2093.9815	252	1
2_Peak_736_lociStitched	chr4	38664116	38677621	2	13339	19000.1845	1347.799	253	1
Peak_760	chr22	50963105	50974045	1	10941	18460.156	836.91	254	1
4_Peak_17544_lociStitched	chr10	30707277	30728006	4	10519	20115.4216	2495.7716	255	1
7_Peak_973_lociStitched	chr15	70381311	70404380	7	13287	20180.7612	2588.3418	256	1
11_Peak_7884_lociStitched	chr17	72422871	72475693	11	15923	22729.3066	5181.8382	257	1
16_Peak_20272_lociStitched	chr19	1136263	1214519	16	20553	21958.6336	4452.7664	258	1
2_Peak_23815_lociStitched	chr2	232566379	232577560	2	8843	18274.2264	848.6379	259	1
6_Peak_435_lociStitched	chr19	40909152	40942082	6	9478	20419.893	2999.923	260	1
9_Peak_20031_lociStitched	chr5	179243658	179280963	9	11880	21879.3825	4469.139	261	1
5_Peak_2947_lociStitched	chr12	98884373	98915511	5	12384	20809.5254	3415.8386	262	1
6_Peak_12402_lociStitched	chr12	25032720	25063296	6	21720	20810.0256	3430.6272	263	1
4_Peak_36512_lociStitched	chr9	127621609	127642919	4	12324	20672.831	3324.36	264	1
9_Peak_52103_lociStitched	chr3	159523170	159573139	9	16234	28957.0355	11617.7925	265	1
14_Peak_57971_lociStitched	chr22	50719997	50773659	14	16610	20799.3912	3482.6638	266	1
8_Peak_37094_lociStitched	chr1	234845036	234887460	8	12354	21704.1184	4395.1264	267	1
6_Peak_3331_lociStitched	chr10	11187083	11222824	6	19638	21058.5972	3759.9532	268	1
14_Peak_21168_lociStitched	chr15	75317276	75366181	14	19425	22750.606	5457.798	269	1
6_Peak_53896_lociStitched	chr11	62305910	62326981	6	16756	19766.7051	2499.0206	270	1
24_Peak_35666_lociStitched	chr15	78316350	78381027	24	28258	23975.7639	6797.5527	271	1
7_Peak_29021_lociStitched	chr2	232522284	232552442	7	14041	19177.4722	2062.8072	272	1
7_Peak_60624_lociStitched	chr1	12653661	12683020	7	12019	20392.7614	3285.2721	273	1
8_Peak_11698_lociStitched	chr11	30472829	30512535	8	21856	21600.064	4558.2488	274	1
8_Peak_19087_lociStitched	chr1	22088081	22118996	8	12828	20747.0565	3719.0745	275	1
13_Peak_17813_lociStitched	chr10	106057625	106110838	13	19962	22466.5286	5449.0112	276	1
7_Peak_3904_lociStitched	chr17	42268544	42313176	7	13986	20106.716	3142.0928	277	1
8_Peak_18904_lociStitched	chr1	145427615	145457373	8	15028	20083.6742	3175.1786	278	1
9_Peak_3500_lociStitched	chr4	124317439	124341468	9	15348	18531.1648	1629.1662	279	1
6_Peak_49816_lociStitched	chr11	122926934	122942406	6	11333	18546.2864	1675.6176	280	1
19_Peak_79228_lociStitched	chr15	31621643	31660388	19	23215	19655.3385	2785.7655	281	1
16_Peak_37670_lociStitched	chr1	43995849	44048561	16	20903	21559.208	4701.9104	282	1
3_Peak_168_lociStitched	chr8	126439221	126448712	3	8102	18441.013	1659.0268	283	1
7_Peak_56665_lociStitched	chr6	74220854	74234361	7	9142	18157.4601	1388.5196	284	1
4_Peak_3349_lociStitched	chr8	145638567	145656772	4	11613	19186.2495	2417.624	285	1
9_Peak_28399_lociStitched	chr8	103065103	103101477	9	14259	23824.97	7096.5674	286	1
