REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_291_IP.nodup.bam	Endometrioid_291_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
12_Peak_9611_lociStitched	chr3	141079886	141133702	12	40356	51496.5304	6086.5896	15	ZBTB38		ZBTB38	15	1	ENSG00000177311	ZBTB38	66.2808329749733	1
33_Peak_7973_lociStitched	chr14	70077148	70194337	33	53891	56672.6004	12703.2876	16	KIAA0247	SRSF5,C14orf162,LOC100289511	KIAA0247	16	1	ENSG00000100647	SUSD6	30.3260341625216	1
13_Peak_10023_lociStitched	chr17	80548926	80613853	13	31876	52792.1437	9297.5464	17	WDR45L,FOXK2	RAB40B	WDR45L	17	1	ENSG00000141580	WDR45B	68.9022115495261	1
22_Peak_34329_lociStitched	chr15	40336916	40408873	22	47253	51060.6872	7577.0721	18	BMF	SRP14,BUB1B,BMF	BMF	18	1	ENSG00000104081	BMF	13.573751795881	1
3_Peak_29775_lociStitched	chr2	66652900	66678504	3	17279	45132.1708	2634.6516	19	MEIS1		MEIS1	19	1	ENSG00000143995	MEIS1	60.6970443984811	1
32_Peak_13487_lociStitched	chr17	76305149	76418511	32	48579	54504.4496	12073.053	20	SOCS3,PGS1		SOCS3	20	1	ENSG00000184557	SOCS3	54.9015144409157	1
13_Peak_3084_lociStitched	chr1	203236548	203298325	13	38506	48785.2969	6486.585	21	BTG2,LOC730227	CHIT1,LOC730227,FMOD	LOC730227	21	1	ENSG00000159388	BTG2	65.1473953359288	1
Peak_44	chr11	65183307	65199296	1	15990	43093.5528	2059.3832	22	NEAT1	FRMD8,SLC25A45,MIR612	NEAT1	22	1	ENSG00000245532	NEAT1	2115.87873530667	1
1_Peak_303_lociStitched	chr1	150531243	150553182	1	21940	43022.379	2652.4251	23	MCL1,ADAMTSL4	MIR4257,MCL1,ENSA	MCL1	23	1	ENSG00000143384	MCL1	147.30744040547	1
28_Peak_8105_lociStitched	chr14	91783041	91885664	28	48370	49823.4665	10559.9067	24	CCDC88C		CCDC88C	24	1	ENSG00000015133	CCDC88C	34.4256178967733	1
14_Peak_1411_lociStitched	chr1	201976670	202057203	14	38316	46387.008	7803.6477	25	ELF3	GPR37L1,RNPEP,ELF3	ELF3	25	1	ENSG00000163435	ELF3	243.043030111608	1
25_Peak_71465_lociStitched	chr14	65748407	65840106	25	49221	48114.4653	9610.0552	26		FUT8,LOC645431	FUT8	26	1	ENSG00000033170	FUT8	25.226486378484	1
14_Peak_45809_lociStitched	chr8	95953437	96003750	14	26674	49789.7448	11431.1136	27	TP53INP1	C8orf38,CCNE2	TP53INP1	27	1	ENSG00000164938	TP53INP1	34.0624337519278	1
4_Peak_544_lociStitched	chr19	12876731	12907922	4	19389	41452.839	3225.1494	28	JUNB,HOOK2,PRDX2	ASNA1,RNASEH2A,RTBDN,TNPO2,C19orf43,MAST1,BEST2	HOOK2	28	1	ENSG00000095066	HOOK2	74.3572531134399	1
10_Peak_53_lociStitched	chr3	176887949	176934209	10	22998	48198.294	10149.444	29	TBL1XR1		TBL1XR1	29	1	ENSG00000177565	TBL1XR1	161.066095814278	1
Peak_65	chr12	12866255	12879961	1	13707	39565.1102	1646.0906	30	APOLD1,CDKN1B	MIR613,GPR19	CDKN1B	30	1	ENSG00000111276	CDKN1B	17.401773377278	1
23_Peak_15510_lociStitched	chr9	132745760	132817229	23	37676	48527.451	10613.1465	31	GPR107,FNBP1	GPR107	FNBP1	31	1	ENSG00000187239	FNBP1	77.3044406432175	1
26_Peak_64481_lociStitched	chr22	23198196	23298007	26	46846	44056.5754	6467.7528	32	IGLL5	MIR650	IGLL5	32	1	ENSG00000254709	IGLL5	1.77801271736296	1
8_Peak_18076_lociStitched	chr15	93344542	93393242	8	23989	42919.31	5581.02	33		LOC100507217,ASB9P1	ASB9P1	33	1	ENSG00000258527	ASB9P1	0.602950772170342	1
21_Peak_37495_lociStitched	chr10	61595187	61671671	21	38700	46226.9296	8918.0344	34	CCDC6	C10orf40	CCDC6	34	1	ENSG00000108091	CCDC6	72.1463518677346	1
13_Peak_5334_lociStitched	chr20	52194650	52241648	13	30955	41353.5402	4102.9254	35	ZNF217		ZNF217	35	1	ENSG00000171940	ZNF217	50.7263595660835	1
19_Peak_28374_lociStitched	chr8	123785617	123876662	19	27298	54390.283	17325.8635	36	ZHX2		ZHX2	36	1	ENSG00000178764	ZHX2	25.3227303550516	1
26_Peak_44062_lociStitched	chr19	39125401	39228362	26	45571	47485.6132	10780.0167	37	ACTN4,CAPN12,EIF3K	LGALS7,MAP4K1	ACTN4	37	1	ENSG00000130402	ACTN4	381.617471962806	1
15_Peak_275_lociStitched	chr10	104359450	104455803	15	28736	45680.9573	9192.0762	38	SUFU,ARL3,TRIM8	C10orf26,SFXN2	TRIM8	38	1	ENSG00000171206	TRIM8	51.1955553646589	1
27_Peak_24614_lociStitched	chr17	76692065	76782321	27	42241	46671.3776	10216.9792	39	CYTH1		CYTH1	39	1	ENSG00000108669	CYTH1	23.7731337087892	1
27_Peak_35624_lociStitched	chr12	6304383	6404281	27	43595	46622.3966	10269.5144	40	CD9	PLEKHG6,TNFRSF1A	CD9	40	1	ENSG00000010278	CD9	57.4919348287287	1
18_Peak_24076_lociStitched	chr20	30249256	30316110	18	40709	43742.5722	7420.794	41	BCL2L1	COX4I2,TPX2	BCL2L1	41	1	ENSG00000171552	BCL2L1	52.8689294767238	1
3_Peak_16281_lociStitched	chr10	119296998	119314206	3	16477	38120.8824	1949.6664	42	EMX2,EMX2OS	EMX2	EMX2OS	42	1	ENSG00000229847	EMX2OS	24.7107481739628	1
31_Peak_61322_lociStitched	chr7	55566505	55641537	31	48191	44118.816	7998.4112	43	VOPP1		VOPP1	43	1	ENSG00000154978	VOPP1	20.3724258321962	1
Peak_220	chr11	65256931	65276556	1	19626	37931.2	2131.275	44	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	44	1	ENSG00000251562	MALAT1	20699.8595193961	1
27_Peak_50000_lociStitched	chr16	81812408	81876845	27	44628	40401.999	4639.464	45	PLCG2		PLCG2	45	1	ENSG00000197943	PLCG2	9.24212488972803	1
15_Peak_51268_lociStitched	chr12	48191854	48232035	15	33222	39646.5927	4126.5887	46	HDAC7	RAPGEF3,SLC48A1,HDAC7	HDAC7	46	1	ENSG00000061273	HDAC7	84.4115852748388	1
34_Peak_55843_lociStitched	chr22	36747385	36864176	34	46118	43130.9163	7813.3179	47	MYH9,TXN2	FOXRED2	MYH9	47	1	ENSG00000100345	MYH9	465.858773555724	1
17_Peak_18757_lociStitched	chr22	29181150	29226091	17	38124	38613.3072	3415.516	48	CCDC117,XBP1	XBP1,HSCB,CHEK2	XBP1	48	1	ENSG00000100219	XBP1	100.319523712532	1
7_Peak_13532_lociStitched	chr12	125391159	125445241	7	17752	40615.582	5527.1804	49	UBC,DHX37	BRI3BP,SCARB1	UBC	49	1	ENSG00000150991	UBC	333.878972987389	1
2_Peak_323_lociStitched	chr3	156874803	156895192	2	9349	40017.4903	5278.7121	50	CCNL1	LOC339894	CCNL1	50	1	ENSG00000163660	CCNL1	151.663985050595	1
27_Peak_13911_lociStitched	chr5	156906282	157039446	27	49591	48418.4304	13822.4232	51	ADAM19	SOX30,NIPAL4	ADAM19	51	1	ENSG00000135074	ADAM19	5.72506278752426	1
21_Peak_2551_lociStitched	chr10	74004170	74097132	21	34034	43738.621	9519.3088	52	DDIT4,DNAJB12	ANAPC16,ASCC1,DNAJB12	DDIT4	52	1	ENSG00000168209	DDIT4	40.8140812876661	1
12_Peak_39398_lociStitched	chr19	13259446	13299067	12	23981	37739.0025	4084.9251	53	STX10,IER2	TRMT1,NACC1,LYL1	IER2	53	1	ENSG00000160888	IER2	73.6196528020863	1
10_Peak_16067_lociStitched	chr14	69245838	69286642	10	21573	37886.514	4345.626	54	C14orf181,ZFP36L1		C14orf181	54	1	ENSG00000185650	ZFP36L1	374.570349120322	1
17_Peak_165_lociStitched	chr14	74190266	74263984	17	33809	41606.4392	8108.98	55	C14orf43	PNMA1	C14orf43	55	1	ENSG00000156030	ELMSAN1	45.0838907166489	2
Peak_40	chr12	122229358	122245095	1	15738	34364.8869	1767.2651	56	LOC338799,RHOF,SETD1B		LOC338799	56	1	ENSG00000212694	LINC01089	12.6544911209054	1
11_Peak_5717_lociStitched	chr1	43389217	43433601	11	33728	36896.4192	4655.8816	57	FLJ32224,SLC2A1		FLJ32224	57	1	ENSG00000117394	SLC2A1	46.5211395741482	1
1_Peak_21_lociStitched	chr2	201980014	201997043	1	17030	33688.4707	2091.1612	58	CFLAR	FAM126B,NDUFB3	CFLAR	58	1	ENSG00000003402	CFLAR	169.444852423572	1
7_Peak_7402_lociStitched	chr8	55348033	55391055	7	21763	36306.2658	4960.4366	59	SOX17		SOX17	59	1	ENSG00000164736	SOX17	42.9704456391019	1
9_Peak_24057_lociStitched	chr8	98768944	98811984	9	21434	39687.184	8818.896	60	LAPTM4B		LAPTM4B	60	1	ENSG00000104341	LAPTM4B	101.768613371361	1
8_Peak_28739_lociStitched	chr1	28184794	28220099	8	25244	34334.1125	3752.9215	61	RPA2,C1orf38	PPP1R8,SCARNA1,SMPDL3B	C1orf38	61	1	ENSG00000130775	THEMIS2	9.2081429449691	1
27_Peak_28000_lociStitched	chr9	139413652	139525073	27	31111	44122.716	13682.4988	62	NOTCH1	EGFL7,SEC16A,C9orf163,MIR126	NOTCH1	62	1	ENSG00000148400	NOTCH1	22.730962994806	1
14_Peak_59517_lociStitched	chr14	50396632	50471363	14	27211	38875.0662	8444.603	63	C14orf182	ARF6	C14orf182	63	1	ENSG00000214900	LINC01588	2.85427200763036	2
1_Peak_36_lociStitched	chr2	43444534	43456640	1	12107	31630.5568	1429.7186	64	ZFP36L2,LOC100129726		ZFP36L2	64	1	ENSG00000152518	ZFP36L2	193.662045632807	1
10_Peak_37633_lociStitched	chr1	205242823	205294684	10	26146	35752.9734	5585.4297	65	NUAK2	TMCC2,KLHDC8A	NUAK2	65	1	ENSG00000163545	NUAK2	22.16122419795	1
4_Peak_23509_lociStitched	chr11	118777657	118801617	4	22982	32458.612	2532.572	66	BCL9L	CXCR5,UPK2,FOXR1	BCL9L	66	1	ENSG00000186174	BCL9L	51.5099097810062	1
16_Peak_8409_lociStitched	chr19	2027267	2096673	16	29404	34737.703	4851.4794	67	MKNK2,MOBKL2A	BTBD2,IZUMO4	MKNK2	67	1	ENSG00000099875	MKNK2	64.5326538904264	1
17_Peak_49241_lociStitched	chr9	91989927	92060826	17	39284	36059.2314	6175.3029	68	SEMA4D		SEMA4D	68	1	ENSG00000187764	SEMA4D	28.8270357899464	1
22_Peak_42854_lociStitched	chr3	14442508	14515115	22	36696	37334.5194	7536.6066	69	SLC6A6		SLC6A6	69	1	ENSG00000131389	SLC6A6	40.2334745792865	1
7_Peak_87705_lociStitched	chr1	16148930	16179258	7	16303	33506.3744	3836.492	70	SPEN,FLJ37453	UQCRHL	SPEN	70	1	ENSG00000065526	SPEN	91.1029904807855	1
10_Peak_4424_lociStitched	chr14	50315590	50379377	10	18404	36282.0456	6844.3451	71	ARF6,SDCCAG1		ARF6	71	1	ENSG00000165527	ARF6	102.653019947343	1
11_Peak_3982_lociStitched	chr18	3579073	3625656	11	24000	34122.0475	4853.9486	72	FLJ35776,DLGAP1		FLJ35776	72	1	ENSG00000177337	DLGAP1-AS1	11.4284340034271	1
20_Peak_7599_lociStitched	chr17	75091322	75185754	20	27941	40105.2704	10859.68	73	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	73	1	ENSG00000129657	SEC14L1	51.8505837874944	1
21_Peak_30309_lociStitched	chr5	138896446	138972018	21	25993	37045.3944	7874.6024	74	UBE2D2	TMEM173	UBE2D2	74	1	ENSG00000131508	UBE2D2	47.1979422565184	1
22_Peak_110501_lociStitched	chr7	137617217	137693639	22	35097	37171.6608	8192.4384	75	CREB3L2		CREB3L2	75	1	ENSG00000182158	CREB3L2	48.3329171332136	1
18_Peak_40591_lociStitched	chr10	82212988	82266024	18	26674	36430.4284	7499.2904	76	TSPAN14	C10orf58,SH2D4B	TSPAN14	76	1	ENSG00000108219	TSPAN14	118.962602892749	1
Peak_420	chr22	46460731	46478997	1	18267	30725.2386	1906.9704	77		LOC400931,C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	77	1	ENSG00000235159		1.2776811134273	1
10_Peak_31100_lociStitched	chr18	24090348	24134482	10	20988	33855.1914	5093.0636	78	KCTD1		KCTD1	78	1	ENSG00000134504	KCTD1	14.183699116769	1
24_Peak_59497_lociStitched	chr14	103557465	103640895	24	33490	37259.838	8568.261	79	C14orf73,TNFAIP2	LOC100131366,CDC42BPB	TNFAIP2	79	1	ENSG00000185215	TNFAIP2	235.685495577713	1
7_Peak_98784_lociStitched	chr7	134831691	134863897	7	20854	32070.7348	3516.8952	80	TMEM140,C7orf49	C7orf49,WDR91	C7orf49	80	1	ENSG00000146859	TMEM140	18.6621748692441	1
5_Peak_12352_lociStitched	chr3	5007600	5037329	5	16039	31265.9893	2800.4718	81	BHLHE40		BHLHE40	81	1	ENSG00000134107	BHLHE40	70.0664591312744	1
24_Peak_55760_lociStitched	chr21	44723476	44803791	24	33766	35940.9625	7485.358	82		SIK1	SIK1	82	1	ENSG00000160209	PDXK	130.866202849101	3
4_Peak_21542_lociStitched	chr7	104643454	104659108	4	12666	29955.4944	1557.573	83	MLL5,LOC100216545		LOC100216545	83	1	ENSG00000239569	KMT2E-AS1	5.34858190186374	1
13_Peak_4740_lociStitched	chr9	132310416	132374414	13	24853	36613.2558	8332.5396	84		ASB6,METTL11A,C9orf50	C9orf50	84	1	ENSG00000179058	C9orf50	0.889035543360276	1
17_Peak_46168_lociStitched	chr21	29594483	29658601	17	35293	35598.3136	7354.3346	85			C21orf94	85	1	ENSG00000236532	LINC01695	1.37886700530189	2
14_Peak_42063_lociStitched	chr11	67006203	67058095	14	27360	33428.8264	5251.4704	86	KDM2A,ANKRD13D,ADRBK1	SSH3,LOC100130987	ADRBK1	86	1	ENSG00000173020	GRK2	54.55268891065	1
27_Peak_63750_lociStitched	chr10	126365505	126438273	27	38228	35954.6688	8106.3552	87	FAM53B	METTL10	FAM53B	87	1	ENSG00000189319	FAM53B	26.527093593062	1
5_Peak_5735_lociStitched	chr8	103117556	103142992	5	9863	32387.6588	4949.8456	88	NCALD	NCALD	NCALD	88	1	ENSG00000104490	NCALD	49.9497218416312	1
11_Peak_15988_lociStitched	chr10	125821512	125867200	11	30907	32443.0488	5039.3864	89	CHST15		CHST15	89	1	ENSG00000182022	CHST15	27.0639331773874	1
14_Peak_44574_lociStitched	chr1	12492780	12557069	14	28959	35481.0991	8389.7145	90	VPS13D	SNORA59A	SNORA59A	90	1	ENSG00000048707	VPS13D	68.4472025050338	2
21_Peak_19123_lociStitched	chr1	201400098	201482175	21	30321	35859.4413	8856.1083	91	PHLDA3,CSRP1	CSRP1,RPS10P7,TNNI1,LAD1	PHLDA3	91	1	ENSG00000159176	CSRP1	65.6861876089153	1
3_Peak_1382_lociStitched	chr9	131927816	131942254	3	12593	28966.9594	1993.8878	92	IER5L		IER5L	92	1	ENSG00000188483	IER5L	14.0197059306297	1
16_Peak_57028_lociStitched	chrX	12958832	13032638	16	31564	32297.5056	5350.935	93	TMSL3,TMSB4X,LOC349408	TLR8,FAM9C	TMSB4X	93	1	ENSG00000205542	TMSB4X	677.934169551908	1
10_Peak_19203_lociStitched	chr17	72957974	72993647	10	23552	30111.5793	3296.1852	94	CDR2L,C17orf28	OTOP2,ATP5H,KCTD2,USH1G,OTOP3,ICT1	C17orf28	94	1	ENSG00000167861	HID1	53.2250956103103	2
15_Peak_63303_lociStitched	chr2	28579006	28672254	15	19549	36972.832	10313.2288	95	FOSL2	PLB1	FOSL2	95	1	ENSG00000075426	FOSL2	164.758793831088	1
10_Peak_17204_lociStitched	chr2	20379185	20433929	10	29298	32682.168	6060.1608	96	SDC1		SDC1	96	1	ENSG00000115884	SDC1	36.6268585849158	1
14_Peak_5348_lociStitched	chr10	80997117	81053542	14	26287	34227.405	7741.51	97	ZMIZ1		PPIF	97	1	ENSG00000108179	PPIF	20.6817742192233	1
8_Peak_6219_lociStitched	chr17	75435267	75473826	8	27504	30646.6932	4276.1931	98	SEPT9	MIR4316	SEPT9	98	1	ENSG00000184640	SEPT9	174.507218347983	1
11_Peak_27744_lociStitched	chr18	46448932	46482742	11	24421	29668.275	3408.048	99	SMAD7		SMAD7	99	1	ENSG00000101665	SMAD7	5.30333445315953	1
17_Peak_31748_lociStitched	chr21	45557500	45640624	17	24242	34064.2152	7946.6544	100	C21orf33	ICOSLG,PWP2,DNMT3L	C21orf33	100	1	ENSG00000160221	GATD3A	0.258407473787289	2
8_Peak_63686_lociStitched	chr1	32379198	32427711	8	26460	30994.9557	5069.6085	101	PTP4A2	PTP4A2	PTP4A2	101	1	ENSG00000184007	PTP4A2	139.396476137477	1
10_Peak_51736_lociStitched	chr3	53181045	53230777	10	32608	30097.8064	4247.1128	102	PRKCD	RFT1	PRKCD	102	1	ENSG00000163932	PRKCD	33.076156644773	1
21_Peak_31614_lociStitched	chr17	62133406	62204971	21	36301	33342.1335	7621.6725	103	ERN1	SNORA76,SNORD104,ICAM2	ERN1	103	1	ENSG00000178607	ERN1	18.2281708025175	1
16_Peak_22548_lociStitched	chr21	44817466	44877251	16	26076	31022.4365	5560.005	104	C21orf125,SIK1	C21orf84	SIK1	104	1	ENSG00000160209	PDXK	130.866202849101	3
5_Peak_36696_lociStitched	chr18	3446548	3466939	5	12348	27778.6593	2332.7304	105	TGIF1		TGIF1	105	1	ENSG00000177426	TGIF1	35.7594897018116	1
8_Peak_38938_lociStitched	chr11	32433906	32465044	8	19299	28478.8148	3079.5482	106	WT1-AS,WT1		WT1	106	1	ENSG00000184937	WT1	5.96266121917938	1
21_Peak_25995_lociStitched	chr1	9351559	9444956	21	32578	36322.0933	10955.4681	107	SPSB1		SPSB1	107	1	ENSG00000171621	SPSB1	10.578849126461	1
10_Peak_3918_lociStitched	chr10	134189888	134243879	10	19153	30904.4484	5577.2703	108	PWWP2B,LRRC27	LRRC27,C10orf91	PWWP2B	108	1	ENSG00000171813	PWWP2B	11.7718960280876	1
5_Peak_7834_lociStitched	chr17	80163147	80200783	5	18256	29273.2808	4109.8512	109	SLC16A3,CCDC57	CSNK1D	SLC16A3	109	1	ENSG00000141526	SLC16A3	37.9078154374608	1
10_Peak_3076_lociStitched	chr3	176996764	177024125	10	18277	31049.2628	6019.42	110			TBL1XR1	110	1	ENSG00000177565	TBL1XR1	161.066095814278	1
13_Peak_41275_lociStitched	chr1	8907748	8964794	13	19140	32219.5808	7347.5248	111	ENO1	CA6,RERE	ENO1	111	1	ENSG00000074800	ENO1	380.896834688852	1
10_Peak_5307_lociStitched	chr18	24028734	24074637	10	27095	29901.2142	5044.7397	112	KCTD1		KCTD1	112	1	ENSG00000134504	KCTD1	14.183699116769	1
3_Peak_250_lociStitched	chr15	90632902	90651053	3	13836	26562.1734	1876.8134	113	IDH2		IDH2	113	1	ENSG00000182054	IDH2	38.2285283644919	1
24_Peak_12724_lociStitched	chr2	99065195	99135571	24	36740	32379.9976	7776.548	114	INPP4A		INPP4A	114	1	ENSG00000040933	INPP4A	19.9006312648264	1
7_Peak_65033_lociStitched	chr1	156446658	156478911	7	20688	27682.7499	3109.1892	115	MEF2D	C1orf61	MEF2D	115	1	ENSG00000116604	MEF2D	33.8224326184765	1
7_Peak_90_lociStitched	chr15	45002047	45023753	7	18031	26676.674	2177.1118	116	B2M	SPG11,PATL2,TRIM69	B2M	116	1	ENSG00000166710	B2M	245.497299651388	1
8_Peak_35284_lociStitched	chr3	66518078	66551658	8	25534	27995.646	3650.146	117	LRIG1		LRIG1	117	1	ENSG00000144749	LRIG1	42.9096892897944	1
Peak_68	chr15	93442822	93453151	1	10330	25582.8672	1245.6774	118	CHD2,MIR3175	LOC100507217	MIR3175	118	1	ENSG00000173575	CHD2	247.649195969917	2
10_Peak_70717_lociStitched	chr3	177298056	177343264	10	20085	34864.4096	10678.1296	119			TBL1XR1	119	1	ENSG00000177565	TBL1XR1	161.066095814278	1
15_Peak_58738_lociStitched	chr1	206272897	206311341	15	24957	28141.008	3955.8876	120	C1orf186	AVPR1B,CTSE	C1orf186	120	1	ENSG00000117280	RAB29	15.0979582221979	3
19_Peak_15569_lociStitched	chr3	183203094	183282249	19	28794	38667.2175	14485.365	121	KLHL6		KLHL6	121	1	ENSG00000172578	KLHL6	3.69756442800596	1
17_Peak_7818_lociStitched	chr1	198566207	198654359	17	31271	34202.976	10111.0344	122	PTPRC		PTPRC	122	1	ENSG00000081237	PTPRC	7.62005450298412	1
11_Peak_51178_lociStitched	chr7	73223371	73267896	11	16514	27997.32	3922.6525	123	CLDN4,WBSCR27	WBSCR28,CLDN3	CLDN4	123	1	ENSG00000189143	CLDN4	95.3607598614864	1
4_Peak_16178_lociStitched	chr3	187442386	187469907	4	16112	29161.2516	5118.906	124	BCL6,LOC100131635	RTP2	BCL6	124	1	ENSG00000113916	BCL6	31.4646162650405	1
21_Peak_93145_lociStitched	chr12	113631360	113699042	21	28381	31255.5476	7275.815	125	TPCN1,IQCD	DDX54,CCDC42B,C12orf52	TPCN1	125	1	ENSG00000186815	TPCN1	59.2554234450036	1
16_Peak_43321_lociStitched	chr9	130280030	130346915	16	23618	30425.9865	6521.2875	126	FAM129B	STXBP1	FAM129B	126	1	ENSG00000136830	FAM129B	92.1813888476543	1
14_Peak_41565_lociStitched	chr6	7127519	7174767	14	27207	29841.8368	5962.6976	127	RREB1	RREB1	RREB1	127	1	ENSG00000124782	RREB1	80.6283453785879	1
12_Peak_18677_lociStitched	chr3	13024443	13064869	12	23698	27420.9558	3909.1942	128	IQSEC1	IQSEC1	IQSEC1	128	1	ENSG00000144711	IQSEC1	38.3542743316867	1
14_Peak_9588_lociStitched	chr17	80792614	80851966	14	23887	31308.18	7870.0752	129	ZNF750,TBCD		ZNF750	129	1	ENSG00000141579	ZNF750	2.58912244930984	1
10_Peak_19155_lociStitched	chr13	73629615	73665511	10	22487	27280.96	3876.768	130	KLF5		KLF5	130	1	ENSG00000102554	KLF5	84.8446865126115	1
13_Peak_45322_lociStitched	chr10	95173166	95232138	13	28170	29556.7664	6203.8544	131	MYOF	CEP55,MYOF	MYOF	131	1	ENSG00000138119	MYOF	112.315172230775	1
25_Peak_68231_lociStitched	chr8	27197632	27266493	25	33195	28219.2378	4868.4727	132	PTK2B	TRIM35	PTK2B	132	1	ENSG00000120899	PTK2B	16.7302732540777	1
13_Peak_13251_lociStitched	chr22	50318859	50364823	13	22829	26420.1072	3125.552	133	CRELD2,PIM3	CRELD2,ALG12	PIM3	133	1	ENSG00000198355	PIM3	31.4552921734244	1
17_Peak_19777_lociStitched	chr17	73287404	73357478	17	30751	30096.783	6818.2002	134	GRB2	LOC100287042,MRPS7,MIR3678,MIF4GD,SLC25A19,GGA3	SLC25A19	134	1	ENSG00000125454	SLC25A19	7.76686839706089	1
13_Peak_41096_lociStitched	chr19	45243595	45300330	13	22555	28072.478	4890.557	135	CBLC,BCL3	CEACAM16,PVRL2,CBLC,BCAM	CBLC	135	1	ENSG00000142273	CBLC	19.1376598544396	1
18_Peak_31718_lociStitched	chr20	35437197	35495566	18	24213	28635.8314	5597.5871	136	C20orf117	DSN1,C20orf118	C20orf117	136	1	ENSG00000149639	SOGA1	71.0550461952209	2
13_Peak_19874_lociStitched	chr9	135987708	136028993	13	18974	28329.767	5375.307	137	GBGT1,RALGDS	CELP	RALGDS	137	1	ENSG00000160271	RALGDS	47.0538754055554	1
14_Peak_22378_lociStitched	chr10	73472730	73542785	14	26998	30151.672	7299.731	138	CDH23,C10orf54,C10orf105	CDH23	C10orf105	138	1	ENSG00000107738	VSIR	12.2107982531112	1
16_Peak_21801_lociStitched	chr11	95918415	96012774	16	26401	33874.881	11077.7466	139	MAML2		MIR1260B	139	1	ENSG00000266192	MIR1260B	0.479313907334105	1
9_Peak_83698_lociStitched	chr2	197007642	197049253	9	20276	26980.5724	4335.8662	140	STK17B		STK17B	140	1	ENSG00000081320	STK17B	20.4718035191825	1
8_Peak_15836_lociStitched	chr1	8454001	8499759	8	21825	28539.2646	5998.8738	141	RERE		RERE	141	1	ENSG00000142599	RERE	130.594642185186	1
10_Peak_42188_lociStitched	chr14	77411303	77447068	10	22262	26323.04	3787.5135	142		C14orf4	C14orf4	142	1	ENSG00000100603	SNW1	45.139751436725	3
8_Peak_28615_lociStitched	chr1	27003828	27033316	8	14877	25831.488	3420.608	143	ARID1A		ARID1A	143	1	ENSG00000117713	ARID1A	99.8805664486368	1
