#Endometrioid_703_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Endometrioid_703_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Endometrioid_703_IP.nodup.bam
#Using cutoff of 15472.1808 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_703_IP.nodup.bam	Endometrioid_703_Input.nodup.bam	enhancerRank	isSuper
17_Peak_12564_lociStitched	chr19	17177629	17268954	17	38140	53753.895	8283.1775	152	1
14_Peak_32422_lociStitched	chr7	134835049	134903479	14	27364	52526.868	7089.348	153	1
27_Peak_53241_lociStitched	chr1	33390400	33516776	27	35978	57640.0936	13155.7416	154	1
13_Peak_63538_lociStitched	chr1	32387690	32429877	13	24723	49122.5428	4661.6635	155	1
7_Peak_18309_lociStitched	chr11	62305498	62347566	7	24172	48411.8544	4072.1824	156	1
14_Peak_17425_lociStitched	chr15	93340701	93400085	14	26519	50725.8128	6508.4864	157	1
27_Peak_45017_lociStitched	chr6	159181817	159241227	27	38875	49803.403	5685.537	158	1
Peak_267	chr19	13943187	13956410	1	13224	45438.1949	1328.9115	159	1
11_Peak_55486_lociStitched	chr1	159852264	159912137	11	24302	49688.6027	5747.808	160	1
1_Peak_1918_lociStitched	chr17	73628556	73644983	1	16428	45561.9272	1749.4755	161	1
20_Peak_73942_lociStitched	chr12	113631366	113711241	20	35390	52110.45	8299.0125	162	1
15_Peak_68046_lociStitched	chr7	75910954	75976967	15	26804	50453.7359	6759.7312	163	1
16_Peak_27248_lociStitched	chr8	28196538	28270669	16	29895	53263.1235	9651.8562	164	1
Peak_275	chr1	1092771	1108055	1	15285	44745.4384	1199.794	165	1
Peak_726	chr2	219144635	219157611	1	12977	44873.6032	1400.1104	166	1
35_Peak_22123_lociStitched	chr11	126180524	126305139	35	58765	54369.5245	11028.4275	167	1
Peak_2905	chr6	10409619	10422598	1	12980	44398.5632	1127.8751	168	1
33_Peak_90634_lociStitched	chr5	79467908	79566081	33	42497	52905.4297	9709.3097	169	1
15_Peak_22710_lociStitched	chr15	96864525	96911805	15	28583	47492.76	4297.752	170	1
15_Peak_57638_lociStitched	chr19	56592099	56665907	15	33694	49658.0224	6539.3888	171	1
24_Peak_27292_lociStitched	chr2	47181738	47313675	24	48345	56033.6439	13180.5063	172	1
10_Peak_15116_lociStitched	chr1	156425817	156479535	10	23120	47927.1996	5108.5818	173	1
26_Peak_42201_lociStitched	chr17	57856326	57934004	26	34298	50848.0188	8140.6544	174	1
20_Peak_85015_lociStitched	chr14	65129203	65231684	20	40655	52583.0011	9909.9127	175	1
8_Peak_51528_lociStitched	chr17	38251115	38288317	8	25674	46186.283	3541.6304	176	1
24_Peak_14724_lociStitched	chr10	5576585	5703312	24	37975	55290.9901	12672.7	177	1
21_Peak_20286_lociStitched	chr21	34720902	34791780	21	35637	49494.1074	6967.3074	178	1
14_Peak_68637_lociStitched	chr3	129295175	129353480	14	35857	47629.3545	5264.9415	179	1
Peak_302	chr12	122223836	122240256	1	16421	43925.142	1664.988	180	1
6_Peak_3225_lociStitched	chr1	26826279	26874296	6	19957	46504.4645	4350.3402	181	1
10_Peak_60144_lociStitched	chr9	131925945	131972477	10	23733	46057.3736	4183.2268	182	1
5_Peak_4883_lociStitched	chr2	66652772	66674458	5	14985	43916.3186	2042.8212	183	1
10_Peak_43588_lociStitched	chr1	19233600	19285303	10	31829	46734.3417	5051.3831	184	1
11_Peak_8101_lociStitched	chr17	73069341	73125168	11	27022	46972.8378	5325.8958	185	1
12_Peak_12690_lociStitched	chr19	16180699	16231334	12	24967	46366.4695	4810.325	186	1
5_Peak_38270_lociStitched	chr17	43297295	43334613	5	18295	44882.3586	3593.7234	187	1
13_Peak_26459_lociStitched	chr6	159049446	159112417	13	28268	47480.134	6278.2087	188	1
19_Peak_54168_lociStitched	chr12	122458992	122529840	19	34593	47539.008	6340.896	189	1
13_Peak_15036_lociStitched	chr2	238558807	238624654	13	32242	48331.698	7236.5853	190	1
17_Peak_69401_lociStitched	chr9	33123721	33188159	17	29514	47658.3448	6650.0016	191	1
6_Peak_58268_lociStitched	chr15	75063461	75093222	6	23699	43855.8096	3026.6937	192	1
8_Peak_6118_lociStitched	chr11	61721644	61749310	8	20281	43499.2518	2780.433	193	1
9_Peak_33441_lociStitched	chr1	43995915	44050003	9	32508	45109.392	4408.172	194	1
9_Peak_15069_lociStitched	chr7	73223032	73267517	9	22858	44485	3861.298	195	1
21_Peak_62826_lociStitched	chr1	204034207	204100554	21	36915	47232.4293	6614.7959	196	1
5_Peak_823_lociStitched	chr17	74246407	74275730	5	23534	43362.8524	2820.8726	197	1
22_Peak_27633_lociStitched	chr9	37984642	38075712	22	38757	49787.969	9434.852	198	1
5_Peak_24768_lociStitched	chr10	119296523	119315442	5	17957	41816.6657	1596.7636	199	1
19_Peak_13803_lociStitched	chr9	132393339	132500625	19	34412	49533.9462	9355.3392	200	1
7_Peak_5648_lociStitched	chr11	47376379	47423104	7	21112	44603.685	4429.53	201	1
10_Peak_13792_lociStitched	chr21	46825031	46872034	10	29906	44290.9269	4192.6676	202	1
14_Peak_40654_lociStitched	chr19	36610307	36661768	14	30470	44426.2813	4374.185	203	1
26_Peak_38196_lociStitched	chr14	69378523	69447274	26	40906	46922.5575	6916.3506	204	1
19_Peak_14397_lociStitched	chr16	85626555	85708162	19	29003	47462.6312	7507.844	205	1
Peak_402	chr1	154971159	154986223	1	15065	41186.4824	1245.7928	206	1
3_Peak_17705_lociStitched	chr8	145637969	145657716	3	15623	42266.4788	2424.9316	207	1
22_Peak_61540_lociStitched	chr20	52180270	52277754	22	27892	49307.4072	9533.9352	208	1
12_Peak_54535_lociStitched	chr19	19545093	19601814	12	28649	45779.5191	6012.426	209	1
8_Peak_31795_lociStitched	chr16	1727150	1773730	8	26708	44176.472	4467.022	210	1
10_Peak_17939_lociStitched	chr22	47126610	47173786	10	19793	44378.4632	4698.7296	211	1
22_Peak_27612_lociStitched	chr3	32416319	32482881	22	30313	46500.2132	6829.2612	212	1
17_Peak_23182_lociStitched	chr11	61451812	61555713	17	34755	48480.2066	9216.0187	213	1
16_Peak_8433_lociStitched	chr14	55537847	55598865	16	33287	45250.9488	6040.782	214	1
28_Peak_92439_lociStitched	chr19	38411292	38571028	28	42006	54677.6328	15638.1544	215	1
2_Peak_623_lociStitched	chr1	37936514	37953281	2	16212	40676.742	1638.1359	216	1
24_Peak_17262_lociStitched	chr3	57011011	57118239	24	30561	49453.5536	10454.73	217	1
7_Peak_117869_lociStitched	chr19	46004527	46032809	7	18661	41435.9582	2463.3622	218	1
14_Peak_10389_lociStitched	chr8	37724682	37774261	14	24882	45315.206	6360.9857	219	1
15_Peak_25344_lociStitched	chr11	121287181	121354176	15	33787	45697.2895	6820.091	220	1
9_Peak_119705_lociStitched	chr17	21178288	21201366	9	17334	41545.0156	2746.282	221	1
8_Peak_106014_lociStitched	chr5	141222631	141262666	8	23046	42016.7325	3234.828	222	1
16_Peak_4899_lociStitched	chr3	193774461	193861042	16	25113	47697.4729	9021.7402	223	1
10_Peak_41989_lociStitched	chr1	6530629	6584844	10	24116	43485.8515	4819.7135	224	1
17_Peak_41806_lociStitched	chr20	49326797	49384908	17	29606	44646.6813	5997.0552	225	1
28_Peak_69367_lociStitched	chr8	134498283	134585523	28	28879	48985.26	10730.52	226	1
10_Peak_52715_lociStitched	chr3	50627374	50674978	10	26704	42986.412	4731.8376	227	1
5_Peak_28540_lociStitched	chr18	3439481	3467318	5	11603	41048.4402	2847.7251	228	1
13_Peak_63376_lociStitched	chr9	132076891	132125252	13	24956	42654.402	4560.4423	229	1
13_Peak_46431_lociStitched	chr20	62441772	62507308	13	24998	43863.2448	5786.8288	230	1
18_Peak_17824_lociStitched	chr8	130961783	131059161	18	34519	49682.2556	11617.1954	231	1
Peak_488	chr22	50962511	50973942	1	11432	39234.6213	1231.1187	232	1
28_Peak_75733_lociStitched	chr1	28430470	28524932	28	41416	47297.1234	9351.738	233	1
18_Peak_16221_lociStitched	chr1	27424811	27489627	18	33674	44353.5888	6449.192	234	1
16_Peak_37584_lociStitched	chr8	103740094	103823298	16	28531	48424.728	10525.306	235	1
9_Peak_994_lociStitched	chr17	71274857	71314108	9	21476	41535.4082	3669.9685	236	1
13_Peak_66651_lociStitched	chr17	79337641	79405072	13	21795	43863.8655	6014.8452	237	1
26_Peak_23113_lociStitched	chr8	23334083	23429628	26	40281	49798.054	11971.7885	238	1
18_Peak_8541_lociStitched	chr3	193490312	193571936	18	29952	46068.5856	8358.2976	239	1
Peak_3815	chr19	10994724	11011175	1	16452	39178.0565	1615.4882	240	1
8_Peak_108654_lociStitched	chr19	4360871	4403711	8	25852	41559.084	4001.256	241	1
35_Peak_54728_lociStitched	chr20	50293951	50385019	35	43730	46380.9324	8906.4504	242	1
10_Peak_30891_lociStitched	chr18	3580525	3625568	10	22111	41646.7578	4459.257	243	1
5_Peak_11377_lociStitched	chr8	144946960	144981049	5	18350	40974.978	3913.4172	244	1
7_Peak_9639_lociStitched	chr11	73661812	73711305	7	24660	42197.7318	5162.1199	245	1
10_Peak_12897_lociStitched	chr14	105498024	105561080	10	23715	43029.4144	6110.1264	246	1
20_Peak_77167_lociStitched	chr9	138971343	139041060	20	26838	43287.2853	6469.7376	247	1
Peak_3316	chr19	1852533	1866026	1	13494	37985.4936	1238.6574	248	1
9_Peak_27310_lociStitched	chr1	205242938	205291684	9	30511	41663.2062	5006.2142	249	1
21_Peak_59017_lociStitched	chr12	123310253	123389846	21	27938	44197.9929	7664.8059	250	1
11_Peak_4438_lociStitched	chr7	73842987	73900825	11	24373	42054.0098	5535.0966	251	1
13_Peak_8069_lociStitched	chr19	46873520	46934189	13	24593	42425.8317	5915.2275	252	1
15_Peak_15830_lociStitched	chr2	20366571	20436247	15	29550	42690.4852	6375.354	253	1
13_Peak_27128_lociStitched	chr16	73048447	73106019	13	28984	41618.7988	5359.9532	254	1
Peak_1362	chr8	144813806	144823725	1	9920	37303.3752	1141.6769	255	1
18_Peak_59303_lociStitched	chr17	36058528	36128171	18	24823	42530.9801	6441.9775	256	1
7_Peak_8083_lociStitched	chr20	31032600	31073261	7	23649	39843.7139	3846.5306	257	1
20_Peak_58735_lociStitched	chr1	19332276	19427121	20	37517	45307.4565	9399.1395	258	1
3_Peak_684_lociStitched	chr19	54958753	54983200	3	13708	38291.3361	2420.253	259	1
10_Peak_49615_lociStitched	chr12	48195348	48240319	10	25088	40069.161	4303.7247	260	1
39_Peak_67356_lociStitched	chr1	8402972	8524654	39	35217	47589.8302	12192.5364	261	1
1_Peak_1419_lociStitched	chr19	55756972	55771920	1	14949	36815.4292	1430.5236	262	1
19_Peak_52930_lociStitched	chr17	75092064	75157591	19	24463	42205.9407	6821.3607	263	1
8_Peak_78960_lociStitched	chr17	1457084	1494832	8	24886	38793.6196	3438.8428	264	1
4_Peak_2979_lociStitched	chr16	85583810	85609135	4	21618	37713.99	2398.2775	265	1
9_Peak_70871_lociStitched	chr14	105116394	105165383	9	22036	39357.7626	4154.2672	266	1
9_Peak_11405_lociStitched	chr6	159255602	159292459	9	22655	38858.3351	3726.2427	267	1
10_Peak_49780_lociStitched	chr17	39790887	39836184	10	20202	38901.0636	3986.136	268	1
5_Peak_1639_lociStitched	chr1	226288160	226324719	5	19441	38163.9401	3268.3746	269	1
20_Peak_12419_lociStitched	chr17	81005739	81069132	20	28502	40527.1449	5686.3521	270	1
27_Peak_71817_lociStitched	chr21	46711366	46807563	27	38569	43471.4243	8705.8285	271	1
Peak_355	chr11	65252536	65266693	1	14158	36173.9664	1494.9792	272	1
17_Peak_28903_lociStitched	chr22	35694905	35774374	17	28451	41959.632	7311.148	273	1
13_Peak_56935_lociStitched	chr16	57626473	57683604	13	23225	39900.2904	5284.6175	274	1
10_Peak_26531_lociStitched	chr1	28184384	28219194	10	24893	37984.672	3376.57	275	1
6_Peak_82357_lociStitched	chr8	126439145	126479476	6	13058	39879.2928	5275.2948	276	1
Peak_709	chr7	73148864	73161776	1	12913	35912.1456	1358.3424	277	1
12_Peak_34104_lociStitched	chr21	45118092	45161049	12	25692	38717.1441	4222.6731	278	1
3_Peak_15203_lociStitched	chr19	17345559	17372637	3	18619	36693.3978	2266.4286	279	1
28_Peak_37280_lociStitched	chr6	11350805	11435091	28	31402	43053.2888	8639.315	280	1
3_Peak_12409_lociStitched	chr10	77154820	77170745	3	15192	36066.94	1692.8275	281	1
12_Peak_28508_lociStitched	chr10	106056543	106111062	12	27285	39727.9953	5435.5443	282	1
7_Peak_50405_lociStitched	chr1	155931303	155977342	7	23533	38235.3895	4033.0164	283	1
4_Peak_68062_lociStitched	chr11	65537558	65561997	4	17967	37039.7484	2905.7971	284	1
17_Peak_10972_lociStitched	chr5	150420728	150488215	17	32021	41072.5882	6957.9097	285	1
12_Peak_85100_lociStitched	chr16	57816309	57881069	12	27942	40300.148	6216.96	286	1
12_Peak_9253_lociStitched	chr19	2567395	2636795	12	32501	40224.24	6169.66	287	1
4_Peak_94302_lociStitched	chr6	32934889	32949020	4	10001	35532.3995	1490.8205	288	1
14_Peak_66865_lociStitched	chr9	117125843	117177247	14	23941	38486.1748	4693.1852	289	1
