REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_703_IP.nodup.bam	Endometrioid_703_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
Peak_448	chr22	46464749	46478150	1	13402	54601.0344	1372.2624	104		LOC400931,C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	104	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
17_Peak_58678_lociStitched	chr9	127001942	127087797	17	45862	61661.061	8508.2305	105	NEK6	LOC100129034	NEK6	105	1	ENSG00000119408	NEK6	23.8387509082617	1
31_Peak_112502_lociStitched	chr11	72847748	72970199	31	46791	64433.7162	11534.8842	106	P2RY2,FCHSD2	P2RY6,ARHGEF17	P2RY2	106	1	ENSG00000175591	P2RY2	2.10874134067076	1
13_Peak_8803_lociStitched	chr17	80793126	80858675	13	32059	58967.8804	6436.9118	107	ZNF750,TBCD		ZNF750	107	1	ENSG00000141579	ZNF750	2.58912244930984	1
8_Peak_26159_lociStitched	chr3	13024576	13067682	8	33649	56774.9126	4289.047	108	IQSEC1	IQSEC1	IQSEC1	108	1	ENSG00000144711	IQSEC1	38.3542743316867	1
11_Peak_72171_lociStitched	chr5	180212134	180259469	11	22604	56849.335	4553.627	109	LOC729678,MGAT1	OR2Y1,MGAT1,ZFP62	MGAT1	109	1	ENSG00000131446	MGAT1	47.7404473399267	1
18_Peak_8382_lociStitched	chr17	29813412	29924623	18	41441	62700.7618	10843.0725	110	RAB11FIP4,MIR193A,MIR365-2		MIR193A	110	1	ENSG00000266459	NA	0.37474140713695	1
14_Peak_7421_lociStitched	chr17	73519983	73568420	14	35553	56012.5468	4330.2678	111	LLGL2,TSEN54	MYO15B,CASKIN2	LLGL2	111	1	ENSG00000073350	LLGL2	106.749390493659	1
14_Peak_3125_lociStitched	chr16	3173540	3239920	14	31249	57690.858	6306.1	112	ZNF213	ZNF200,ZNF205,OR1F1,OR1F2P,ZSCAN10,MGC3771	ZNF213	112	1	ENSG00000085644	ZNF213	10.4684359369177	1
15_Peak_14195_lociStitched	chr19	9107181	9190994	15	41875	58778.0569	7450.9757	113		OR1M1,MUC16,OR7G2,OR7G3,OR7G1	OR1M1	113	1	ENSG00000181143	MUC16	357.528755362012	3
28_Peak_11943_lociStitched	chr5	167695535	167793295	28	52593	60493.888	9287.2	114	WWC1		WWC1	114	1	ENSG00000113645	WWC1	56.1964046092469	1
25_Peak_8323_lociStitched	chr1	27809712	27927500	25	44984	61720.912	10553.8048	115	WASF2,AHDC1	FGR	WASF2	115	1	ENSG00000158195	WASF2	119.250237253214	1
17_Peak_11636_lociStitched	chr3	53143524	53231073	17	37532	60268.7316	9105.096	116	RFT1,PRKCD		PRKCD	116	1	ENSG00000163932	PRKCD	33.076156644773	1
16_Peak_54476_lociStitched	chr17	76857510	76948782	16	44247	59600.616	8451.7872	117	TIMP2	USP36,LGALS3BP	TIMP2	117	1	ENSG00000035862	TIMP2	121.978302625558	1
Peak_938	chr17	80182916	80201592	1	18677	52770.9056	1807.8368	118	SLC16A3	CCDC57,CSNK1D	SLC16A3	118	1	ENSG00000141526	SLC16A3	37.9078154374608	1
44_Peak_55218_lociStitched	chr14	70072646	70194236	44	49029	64041.453	13143.879	119	KIAA0247	SRSF5,C14orf162,LOC100289511	KIAA0247	119	1	ENSG00000100647	SUSD6	30.3260341625216	1
19_Peak_13278_lociStitched	chr3	46966647	47052364	19	44455	58184.6996	7894.5357	120	CCDC12,NBEAL2	PTH1R,NRADDP	CCDC12	120	1	ENSG00000160796	NBEAL2	58.7124892598734	1
19_Peak_34214_lociStitched	chr10	95173039	95249497	19	36470	58100.4342	7829.2992	121	MYOF	CEP55,MYOF	MYOF	121	1	ENSG00000138119	MYOF	112.315172230775	1
12_Peak_32070_lociStitched	chr19	33512617	33576605	12	38452	56149.47	5957.2828	122	RHPN2,GPATCH1	WDR88,C19orf40,CCDC123	RHPN2	122	1	ENSG00000131941	RHPN2	41.143642633416	1
18_Peak_39156_lociStitched	chr15	31611975	31664559	18	31718	55570.7712	5416.152	123	KLF13		KLF13	123	1	ENSG00000169926	KLF13	40.9962538071668	1
14_Peak_1805_lociStitched	chr10	102488423	102543385	14	32528	55005.9696	5007.0382	124	PAX2	PAX2	PAX2	124	1	ENSG00000075891	PAX2	0.172271649191526	1
22_Peak_34891_lociStitched	chr12	124843408	124951425	22	46591	59020.4888	9321.8671	125	NCOR2		FAM101A	125	1	ENSG00000196498	NCOR2	120.453952827208	2
9_Peak_101_lociStitched	chr17	42267774	42325148	9	19946	54591.361	4997.2754	126	TMUB2,UBTF,ATXN7L3	TMUB2,C17orf65,ASB16,C17orf53,SLC4A1	UBTF	126	1	ENSG00000108312	UBTF	84.59480888139	1
21_Peak_19139_lociStitched	chr20	48363984	48478300	21	40251	60678.9328	11202.968	127	SLC9A8	B4GALT5	SLC9A8	127	1	ENSG00000197818	SLC9A8	22.6172845754295	1
24_Peak_17377_lociStitched	chr1	10783570	10876704	24	43022	57370.544	8018.8374	128	CASZ1		CASZ1	128	1	ENSG00000130940	CASZ1	22.4240263364303	1
14_Peak_105843_lociStitched	chr2	239143005	239218581	14	27076	56364.5808	7217.508	129	HES6,PER2	TRAF3IP1,ILKAP,LOC643387,HES6,LOC151174	PER2	129	1	ENSG00000132326	PER2	29.2567884526247	1
35_Peak_76967_lociStitched	chr12	125137406	125260325	35	56224	61533.2514	12463.9866	130			NCOR2	130	1	ENSG00000196498	NCOR2	120.453952827208	1
15_Peak_63963_lociStitched	chr1	16465468	16516822	15	34976	53403.0246	4770.7866	131	EPHA2	ARHGEF19,C1orf89	EPHA2	131	1	ENSG00000142627	EPHA2	30.9695541992627	1
15_Peak_43821_lociStitched	chr1	201404444	201487747	15	30615	56246.1856	7913.785	132	PHLDA3,CSRP1	CSRP1,RPS10P7,TNNI1,LAD1	PHLDA3	132	1	ENSG00000159176	CSRP1	65.6861876089153	1
20_Peak_26594_lociStitched	chr15	99942207	100050135	20	41558	58669.6608	10350.2952	133			MEF2A	133	1	ENSG00000068305	MEF2A	40.16882036304	1
7_Peak_1494_lociStitched	chr1	205407258	205451700	7	22717	52139.3544	4066.443	134	MIR135B	LEMD1,CDK18	MIR135B	134	1	ENSG00000224717		0.217002033363303	1
Peak_183	chr11	65183336	65193647	1	10312	49119.5418	1131.1167	135	NEAT1	FRMD8,SLC25A45,MIR612	NEAT1	135	1	ENSG00000245532	NEAT1	2115.87873530667	1
