#HGSerous_561_IP Enhancers
#Created from /media/Data01/Marcos/MTF/histologies/RoseRes/HGSerous_561_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HGSerous_561_IP.nodup.bam
#Using cutoff of 11876.6455 for Super-Enhancers
#Created on Oct 24 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HGSerous_561_IP.nodup.bam	HGSerous_561_Input.nodup.bam	enhancerRank	isSuper
28_Peak_5010_lociStitched	chr22	36715916	36815871	28	59684	90499.257	9345.7925	26	1
26_Peak_27842_lociStitched	chr3	188985136	189122773	26	58828	99580.3695	20480.3856	27	1
26_Peak_17066_lociStitched	chr2	161061265	161208968	26	56259	101250.4065	22790.5729	28	1
29_Peak_36376_lociStitched	chr17	76309558	76418199	29	53868	91247.5759	12841.3662	29	1
17_Peak_3951_lociStitched	chr6	16216905	16280156	17	42507	89854.3706	12371.8956	30	1
15_Peak_69570_lociStitched	chr14	55536616	55601308	15	44256	83937.87	7239.0348	31	1
25_Peak_77169_lociStitched	chr8	120967858	121097517	25	54657	97905.5109	21212.2124	32	1
14_Peak_39047_lociStitched	chr2	66649006	66737168	14	42393	88329.5078	11893.0538	33	1
33_Peak_53698_lociStitched	chr18	55843114	56016112	33	70471	95079.7008	19358.4762	34	1
8_Peak_13028_lociStitched	chr9	135978432	136025446	8	37768	80530.2806	5712.201	35	1
15_Peak_58020_lociStitched	chr20	30249233	30316236	15	42129	81924.5681	7397.1312	36	1
16_Peak_9225_lociStitched	chr6	1028080	1137869	16	40551	97031.5182	22945.901	37	1
17_Peak_4475_lociStitched	chr2	232461766	232552541	17	41461	83948.72	9985.25	38	1
20_Peak_108729_lociStitched	chr19	39125591	39227507	20	56832	84600.4716	10650.222	39	1
17_Peak_421_lociStitched	chr2	43426585	43505435	17	35321	84598.165	11472.675	40	1
14_Peak_617_lociStitched	chr11	114011885	114070564	14	42616	78846.9723	6624.8591	41	1
19_Peak_89146_lociStitched	chr2	218753228	218861595	19	59558	83670.1607	11768.6562	42	1
12_Peak_11197_lociStitched	chr10	95179609	95242557	12	44864	78187.7108	6773.2048	43	1
13_Peak_29025_lociStitched	chr22	25505996	25572800	13	54819	77165.3004	6626.9568	44	1
10_Peak_964_lociStitched	chr15	52120984	52183902	10	43631	76212.5734	6732.226	45	1
6_Peak_24598_lociStitched	chr6	31145198	31184821	6	27218	75996.914	7112.3285	46	1
5_Peak_22147_lociStitched	chr1	156065945	156101178	5	29442	72731.4819	4072.9348	47	1
9_Peak_39634_lociStitched	chr1	235090071	235148698	9	37641	74913.5806	6853.4963	48	1
40_Peak_48429_lociStitched	chr12	27663898	27805764	40	71719	81615.5098	13874.4948	49	1
14_Peak_19072_lociStitched	chr17	78991592	79072300	14	43896	76769.4496	9467.0484	50	1
29_Peak_18299_lociStitched	chr9	137210134	137349034	29	61354	82645.5	15640.14	51	1
12_Peak_18096_lociStitched	chr14	35798747	35879172	12	36289	75848.8175	8927.175	52	1
1_Peak_34_lociStitched	chr1	150531685	150553356	1	21672	69126.1558	2511.6689	53	1
Peak_169	chr7	130577176	130601961	1	24786	69281.5105	2706.522	54	1
46_Peak_85443_lociStitched	chr5	172141337	172338558	46	71430	78020.6276	12188.2578	55	1
23_Peak_41155_lociStitched	chr10	82207345	82291259	23	55991	74842.8966	9045.9292	56	1
13_Peak_2727_lociStitched	chr14	50405889	50487952	13	38534	74332.6654	8953.0733	57	1
25_Peak_4904_lociStitched	chr10	73978095	74098635	25	56108	77663.922	12692.862	58	1
16_Peak_472_lociStitched	chr9	130280306	130352178	16	36686	72921.3312	8358.7136	59	1
30_Peak_38161_lociStitched	chr15	58726578	58867077	30	59822	79859.6316	15539.1894	60	1
10_Peak_28308_lociStitched	chr5	141212354	141261619	10	33305	73360.5115	9232.261	61	1
17_Peak_4428_lociStitched	chr11	12694785	12785269	17	50010	73961.6216	10088.966	62	1
22_Peak_64828_lociStitched	chr21	33775638	33865939	22	50490	72809.6963	9228.7622	63	1
3_Peak_6914_lociStitched	chr11	62304060	62330159	3	25435	66181.8442	2816.0821	64	1
9_Peak_18093_lociStitched	chr1	33206331	33255486	9	35555	68310.7035	5431.6275	65	1
12_Peak_32424_lociStitched	chr8	55330497	55390174	12	31147	69434.1895	6671.8886	66	1
14_Peak_90153_lociStitched	chr1	16459799	16514378	14	35755	68633.0925	6271.1271	67	1
8_Peak_7901_lociStitched	chr7	20365934	20407837	8	36389	66717.9566	4697.3263	68	1
8_Peak_10331_lociStitched	chr6	20198222	20280507	8	35016	77175.1015	15987.9755	69	1
21_Peak_1941_lociStitched	chr11	102381213	102484651	21	47696	72634.1636	11564.3684	70	1
12_Peak_36455_lociStitched	chr7	20222879	20309155	12	48585	70073.3672	9119.3732	71	1
12_Peak_20774_lociStitched	chr1	10815650	10896531	12	34703	73771.5601	12851.9909	72	1
20_Peak_46574_lociStitched	chr5	36415206	36539713	20	50381	79559.973	19423.092	73	1
26_Peak_43083_lociStitched	chr22	31602973	31694053	26	48676	69803.712	9672.696	74	1
10_Peak_1015_lociStitched	chr11	57527928	57569355	10	35614	64414.8423	4436.8317	75	1
7_Peak_15552_lociStitched	chr17	73670813	73720879	7	31190	65891.8626	5942.8342	76	1
Peak_14	chr11	65253897	65276633	1	22737	62251.168	2425.9312	77	1
19_Peak_87978_lociStitched	chr12	26386551	26452874	19	40387	66840.3194	7076.6641	78	1
18_Peak_61054_lociStitched	chr14	75688509	75778587	18	41791	65342.5812	6044.2338	79	1
Peak_212	chr22	46458591	46484695	1	26105	61487.972	2448.5552	80	1
7_Peak_2176_lociStitched	chr2	27924614	27961382	7	32695	63660.1152	5224.7328	81	1
20_Peak_1194_lociStitched	chr6	11194217	11274122	20	39853	75765.921	17363.3565	82	1
25_Peak_16519_lociStitched	chr2	113955694	114059770	25	56015	68783.8284	10688.6052	83	1
30_Peak_46009_lociStitched	chr19	9107018	9190583	30	47208	66860.3565	9108.585	84	1
14_Peak_29975_lociStitched	chr3	50264316	50311168	14	26693	62955.0324	5387.98	85	1
5_Peak_72225_lociStitched	chr5	124053618	124085994	5	16260	63207.6648	6151.44	86	1
2_Peak_2991_lociStitched	chr11	118777928	118801521	2	23176	58520.0772	2486.7022	87	1
3_Peak_2156_lociStitched	chr19	12887918	12907490	3	18146	57878.3184	1918.056	88	1
Peak_58	chr11	65182990	65204580	1	21591	57897.903	2230.247	89	1
9_Peak_917_lociStitched	chr18	3578822	3627461	9	30925	59694.6447	4596.3855	90	1
6_Peak_95472_lociStitched	chr22	50323514	50364780	6	32263	58688.5052	3895.5104	91	1
8_Peak_47374_lociStitched	chr20	60921346	60967181	8	32286	59718.4215	5161.021	92	1
10_Peak_1581_lociStitched	chr3	149057284	149120454	10	31648	61590.75	7163.478	93	1
3_Peak_148_lociStitched	chr6	30842649	30859056	3	15206	57608.2584	3478.284	94	1
11_Peak_26416_lociStitched	chr16	19387220	19450856	11	35543	59932.3848	5943.6024	95	1
16_Peak_2165_lociStitched	chr9	132309363	132376781	16	35711	61127.9006	7389.0128	96	1
10_Peak_29559_lociStitched	chr20	52194827	52242457	10	30681	57832.346	4253.359	97	1
11_Peak_22958_lociStitched	chr20	52351116	52408252	11	33142	59490.0032	5970.712	98	1
23_Peak_39686_lociStitched	chr10	63771503	63871722	23	53698	63699.1964	10903.8272	99	1
7_Peak_22700_lociStitched	chr12	6432038	6488725	7	33117	56499.9329	3781.0229	100	1
14_Peak_32679_lociStitched	chr5	139014694	139091500	14	39549	67243.653	14708.349	101	1
10_Peak_20895_lociStitched	chr10	61611817	61672083	10	44462	58644.8446	6189.3182	102	1
18_Peak_35762_lociStitched	chr5	10507724	10608236	18	37644	68569.2864	16333.2	103	1
21_Peak_22310_lociStitched	chr1	234622931	234702069	21	39992	60706.7598	9187.9218	104	1
11_Peak_2221_lociStitched	chr19	16177453	16226715	11	36126	56675.931	5389.2628	105	1
10_Peak_331_lociStitched	chr15	60661488	60719627	10	30854	58859.9236	8406.8994	106	1
10_Peak_47008_lociStitched	chr11	63288247	63343520	10	24602	55925.2214	5715.2282	107	1
16_Peak_65837_lociStitched	chr6	13378774	13456428	16	37443	66200.035	16284.0438	108	1
8_Peak_49905_lociStitched	chr5	149852143	149903441	8	31289	59895.5448	10213.4318	109	1
15_Peak_57867_lociStitched	chr12	6275447	6351635	15	44923	54802.0284	5135.0712	110	1
7_Peak_10548_lociStitched	chr19	13259746	13293287	7	20805	53085.3407	3572.1165	111	1
7_Peak_89288_lociStitched	chr7	73223326	73267342	7	18592	53831.568	4604.0736	112	1
14_Peak_46097_lociStitched	chr1	22217212	22290356	14	46667	57147.4072	8279.9008	113	1
8_Peak_24323_lociStitched	chr5	149992136	150036844	8	27692	57718.028	8865.5964	114	1
21_Peak_47782_lociStitched	chr6	45889829	45984602	21	40921	60000.7863	11202.1686	115	1
20_Peak_968_lociStitched	chr8	119036798	119139682	20	42310	65856.0484	17294.8004	116	1
10_Peak_58729_lociStitched	chr9	124023389	124083114	10	32600	55484.525	7161.0275	117	1
4_Peak_53175_lociStitched	chr6	30556118	30587661	4	16877	54913.2087	6794.3622	118	1
6_Peak_10483_lociStitched	chr10	126805788	126851009	6	25352	52646.2882	4888.3901	119	1
5_Peak_49142_lociStitched	chr7	5452366	5479649	5	17967	50094.3163	2801.9641	120	1
12_Peak_21545_lociStitched	chr9	33127927	33188309	12	31796	53546.7576	6303.8808	121	1
2_Peak_1272_lociStitched	chr19	1239485	1268066	2	28386	49030.7055	1872.0555	122	1
11_Peak_41639_lociStitched	chr7	158582643	158628367	11	24511	52381.4144	5230.8256	123	1
6_Peak_276_lociStitched	chr6	2838044	2869614	6	19643	52860.808	6001.457	124	1
6_Peak_1050_lociStitched	chr3	39166610	39196668	6	23640	50305.0688	3582.9136	125	1
21_Peak_19472_lociStitched	chr9	97626681	97719768	21	45425	57499.8399	10872.5616	126	1
29_Peak_26294_lociStitched	chr14	65105782	65232084	29	44820	60170.2728	13779.5482	127	1
11_Peak_57932_lociStitched	chr15	92462226	92519145	11	32182	52109.3445	6175.7115	128	1
14_Peak_12833_lociStitched	chrX	106915749	106992196	14	36898	53918.0691	8493.2617	129	1
17_Peak_61214_lociStitched	chr17	17579264	17657316	17	38003	51030.3976	5627.5492	130	1
8_Peak_54897_lociStitched	chr10	3784213	3830504	8	23818	50480.3355	5152.1883	131	1
13_Peak_29583_lociStitched	chr2	27974253	28033401	13	32392	53629.4916	8535.0564	132	1
4_Peak_65450_lociStitched	chr10	81946567	81969399	4	22140	47463.1616	2422.4752	133	1
13_Peak_35759_lociStitched	chr3	188806822	188886067	13	33017	57397.1535	12552.408	134	1
10_Peak_59727_lociStitched	chr15	31616558	31659096	10	28503	49054.8216	4700.449	135	1
Peak_398	chr15	93441485	93455726	1	14242	45783.3909	1439.7651	136	1
9_Peak_46181_lociStitched	chr15	75444042	75497599	9	31951	50263.2445	6041.2296	137	1
17_Peak_12098_lociStitched	chr18	74765728	74846042	17	38716	53280.3076	9083.5134	138	1
27_Peak_48601_lociStitched	chr14	70078297	70194304	27	58521	51971.136	7807.2711	139	1
10_Peak_23801_lociStitched	chr7	76897954	76961206	10	30943	50949.486	6995.6712	140	1
11_Peak_32258_lociStitched	chr17	72957894	73006059	11	28876	49094.5845	5197.0035	141	1
1_Peak_20_lociStitched	chr5	149784252	149794730	1	10479	46034.0452	2251.7222	142	1
8_Peak_13530_lociStitched	chr15	93344405	93389690	8	22599	48147.012	4773.039	143	1
6_Peak_270_lociStitched	chr17	72422479	72459134	6	20628	47255.626	3955.0745	144	1
18_Peak_16295_lociStitched	chr1	8423333	8525112	18	37799	59795.1625	16864.7803	145	1
9_Peak_5194_lociStitched	chr3	172224009	172283334	9	31199	51998.3625	9112.32	146	1
7_Peak_25442_lociStitched	chr12	12857047	12903415	7	19493	48055.7952	5466.7872	147	1
3_Peak_548_lociStitched	chr10	77154435	77171042	3	15815	43955.4076	1511.237	148	1
21_Peak_12902_lociStitched	chr17	48929058	49034157	21	34831	49312.4508	6968.0637	149	1
4_Peak_59058_lociStitched	chr7	104642356	104669093	4	22890	44805.8646	2759.2584	150	1
10_Peak_33114_lociStitched	chr1	43995047	44048801	10	36004	48163.584	6170.9592	151	1
14_Peak_10248_lociStitched	chr6	39136277	39199861	14	34304	49035.9808	7045.1072	152	1
6_Peak_7334_lociStitched	chr6	7199729	7244560	6	18117	51327.0119	9616.2495	153	1
11_Peak_54872_lociStitched	chr7	47590943	47651426	11	38729	48670.6701	6997.8831	154	1
27_Peak_38946_lociStitched	chr8	98762563	98849311	27	45246	51016.4988	9412.158	155	1
15_Peak_16453_lociStitched	chr4	22459185	22518920	15	43236	48230.039	6714.214	156	1
19_Peak_25409_lociStitched	chr10	104371418	104439537	19	28726	49120.6109	7813.2493	157	1
2_Peak_1631_lociStitched	chr18	19744710	19775510	2	30690	43018.36	1783.32	158	1
13_Peak_84176_lociStitched	chr14	50327894	50387234	13	23495	46943.874	5773.782	159	1
20_Peak_89319_lociStitched	chrX	12957594	13032952	20	35856	48628.5174	7656.3728	160	1
11_Peak_41494_lociStitched	chr11	57042886	57095015	11	29655	47046.4225	6088.6672	161	1
13_Peak_38294_lociStitched	chr8	103737165	103823725	13	30367	50966.528	10014.992	162	1
17_Peak_2297_lociStitched	chr15	71667341	71763770	17	38369	51107.37	10221.474	163	1
8_Peak_1706_lociStitched	chr1	8129604	8183914	8	19468	49726.236	8977.443	164	1
7_Peak_11065_lociStitched	chr6	30778811	30826116	7	31071	50479.1655	9815.7875	165	1
13_Peak_20166_lociStitched	chr5	149098321	149170311	13	24442	54467.634	13872.473	166	1
Peak_32	chr6	31785321	31795862	1	10542	42554.017	2038.6294	167	1
2_Peak_53_lociStitched	chr2	201979470	201996902	2	17013	43517.2448	3320.796	168	1
8_Peak_369_lociStitched	chr17	71273704	71314284	8	22732	44954.524	4780.324	169	1
8_Peak_1427_lociStitched	chr1	39568141	39609369	8	25303	44728.2572	4584.5536	170	1
2_Peak_163_lociStitched	chr4	38664101	38689267	2	13960	42628.6874	2629.847	171	1
3_Peak_1833_lociStitched	chr1	154971198	154991119	3	18156	41662.7794	2039.9104	172	1
20_Peak_30864_lociStitched	chr13	42117420	42227368	20	42891	49278.6936	9741.3928	173	1
10_Peak_64339_lociStitched	chr1	43389040	43433545	10	30889	44509.4505	5149.2285	174	1
Peak_220	chr1	1364035	1373547	1	9513	40814.0896	1495.2864	175	1
13_Peak_97950_lociStitched	chr19	13116783	13172932	13	28179	45295.3983	6142.7006	176	1
13_Peak_37099_lociStitched	chr6	36927874	36993351	13	24993	46318.4298	7254.8516	177	1
34_Peak_59474_lociStitched	chr14	61936943	62088454	34	47418	56134.8255	17090.4408	178	1
14_Peak_21794_lociStitched	chr2	206565743	206634725	14	26078	55337.3604	16328.0394	179	1
14_Peak_61037_lociStitched	chr14	69216201	69291685	14	27602	44075.1076	5102.7184	180	1
7_Peak_18432_lociStitched	chr8	142273510	142328826	7	23912	48268.7416	9525.4152	181	1
2_Peak_48772_lociStitched	chr18	3445816	3459584	2	12690	40063.5032	1357.5248	182	1
10_Peak_54553_lociStitched	chr11	95823477	95850959	10	21705	41739.6616	3045.0056	183	1
3_Peak_3746_lociStitched	chr10	75331672	75362442	3	24066	41788.737	3144.694	184	1
3_Peak_78_lociStitched	chr1	11844335	11868180	3	17845	41397.3045	2780.327	185	1
14_Peak_27664_lociStitched	chr15	96864706	96904178	14	27569	42554.7632	4112.9824	186	1
9_Peak_9626_lociStitched	chr13	73628476	73685911	9	31877	43489.782	5094.4845	187	1
17_Peak_57984_lociStitched	chr19	45220412	45281695	17	30903	44485.3297	6097.6585	188	1
12_Peak_70815_lociStitched	chr5	125738329	125819268	12	26029	53330.7071	15151.7808	189	1
13_Peak_54457_lociStitched	chr3	190037433	190108319	13	32951	48641.9732	10654.1658	190	1
7_Peak_74604_lociStitched	chr17	57903993	57934304	7	26863	39777.1253	1815.6289	191	1
10_Peak_13254_lociStitched	chr20	52508923	52566304	10	27824	44206.3224	6306.1719	192	1
3_Peak_27595_lociStitched	chr2	157185767	157203573	3	15175	39613.0082	1730.7432	193	1
3_Peak_65797_lociStitched	chr3	48463269	48477558	3	13117	39641.9727	1824.7053	194	1
10_Peak_9528_lociStitched	chr3	185025738	185084152	10	24760	46626.0548	8843.8796	195	1
8_Peak_897_lociStitched	chr8	48411004	48455445	8	20100	42276.7233	4537.4261	196	1
10_Peak_23474_lociStitched	chr11	120171133	120218445	10	23490	42722.736	5095.5024	197	1
Peak_443	chr7	130668524	130687016	1	18493	39866.9028	2298.5556	198	1
Peak_2	chr7	73148879	73162799	1	13921	38935.632	1444.896	199	1
11_Peak_50430_lociStitched	chr9	130797214	130867429	11	22587	45408.0405	7983.4455	200	1
4_Peak_898_lociStitched	chr6	1310278	1337141	4	14065	42319.9702	4902.4975	201	1
10_Peak_13984_lociStitched	chr3	190411634	190471081	10	31280	46035.7568	8679.262	202	1
13_Peak_44628_lociStitched	chr2	191492387	191552089	13	27939	48764.5936	11504.5754	203	1
18_Peak_81356_lociStitched	chr2	68025166	68127688	18	31203	51917.1408	14660.646	204	1
16_Peak_19365_lociStitched	chr19	3327284	3410050	16	34055	42732.0858	5553.5986	205	1
18_Peak_40255_lociStitched	chr10	97006579	97072690	18	29265	44373.7032	7219.3212	206	1
17_Peak_55598_lociStitched	chr9	97733970	97818825	17	32727	46593.8805	9597.1005	207	1
8_Peak_77728_lociStitched	chr3	190582802	190612179	8	16823	40308.1817	3431.2336	208	1
8_Peak_59493_lociStitched	chr2	159979675	160015840	8	23102	42417.9285	5591.109	209	1
9_Peak_4845_lociStitched	chr21	43018793	43074572	9	26650	42933.0963	6169.1574	210	1
8_Peak_33258_lociStitched	chr12	48195219	48230999	8	27154	39046.714	2332.856	211	1
15_Peak_14902_lociStitched	chr3	57982982	58049961	15	33650	44186.0463	7642.3039	212	1
11_Peak_37163_lociStitched	chr1	164526196	164589262	11	32529	43395.7146	6861.5808	213	1
1_Peak_533_lociStitched	chr3	187455589	187469388	1	13800	38674.4573	2192.6611	214	1
14_Peak_51905_lociStitched	chr16	10946088	10990683	14	24804	40461.0435	4044.7665	215	1
8_Peak_17641_lociStitched	chr15	74927752	74958356	8	25484	39855.5892	3498.0372	216	1
10_Peak_9841_lociStitched	chr10	73471038	73534166	10	30612	43634.0736	7341.7864	217	1
12_Peak_51901_lociStitched	chr15	74243826	74304534	12	24215	42768.786	6520.0392	218	1
14_Peak_19088_lociStitched	chr1	100092705	100158633	14	27240	43730.0424	7542.1632	219	1
12_Peak_8376_lociStitched	chr2	36579571	36644224	12	35509	45334.6836	9271.2402	220	1
9_Peak_62810_lociStitched	chr11	102138222	102193805	9	24597	42126.3557	6125.2466	221	1
2_Peak_18519_lociStitched	chr19	39887749	39905275	2	17120	37375.9476	1515.999	222	1
2_Peak_1006_lociStitched	chr3	169939356	169964237	2	24355	39401.5516	3553.0068	223	1
3_Peak_4557_lociStitched	chr6	12007588	12035083	3	11589	41135.2695	5323.032	224	1
15_Peak_78154_lociStitched	chr1	92189176	92242944	15	30036	41853.0112	6048.9	225	1
21_Peak_37431_lociStitched	chr2	161221822	161290047	21	36575	45376.4475	9592.435	226	1
18_Peak_82036_lociStitched	chr2	177311510	177428423	18	37350	53885.2017	18109.8237	227	1
17_Peak_16005_lociStitched	chr20	35436714	35495660	17	32272	42264.282	6531.2168	228	1
10_Peak_4509_lociStitched	chr19	33513177	33570160	10	28034	41517.8138	5971.8184	229	1
7_Peak_16706_lociStitched	chr8	124673535	124733360	7	27805	46023.3725	10481.34	230	1
6_Peak_142_lociStitched	chr3	156871794	156895380	6	12531	38940.486	3405.8184	231	1
17_Peak_82436_lociStitched	chr10	104511824	104579476	17	31469	43622.0096	8152.066	232	1
8_Peak_59242_lociStitched	chr11	311684	364506	8	17201	40451.0876	5012.8078	233	1
7_Peak_35681_lociStitched	chr6	7137261	7170234	7	17570	41994.4128	6657.2487	234	1
8_Peak_80891_lociStitched	chr3	193533829	193576226	8	19172	42303.7266	6974.3065	235	1
9_Peak_33779_lociStitched	chr1	145424170	145457889	9	23515	38834.1723	3810.247	236	1
17_Peak_64392_lociStitched	chrX	45606367	45670174	17	36534	41755.3008	6744.3999	237	1
6_Peak_26128_lociStitched	chr5	148926256	148968570	6	17090	42868.3134	7887.3296	238	1
10_Peak_57320_lociStitched	chr11	78047609	78092954	10	29660	40094.049	5133.054	239	1
7_Peak_39035_lociStitched	chr1	180529208	180557578	7	22964	38203.042	3341.986	240	1
11_Peak_30544_lociStitched	chr21	45120750	45161043	11	25147	38979.4482	4121.9739	241	1
4_Peak_144_lociStitched	chr11	61721982	61754019	4	19846	38091.993	3504.8478	242	1
8_Peak_41498_lociStitched	chr12	26250303	26290393	8	23265	38630.724	4065.126	243	1
23_Peak_42139_lociStitched	chr15	90562510	90650547	23	33718	44555.5257	10009.8069	244	1
19_Peak_16723_lociStitched	chr11	12820057	12887757	19	37316	42258.34	7717.8	245	1
14_Peak_7067_lociStitched	chr10	24738406	24806799	14	32070	42588.3211	8077.2133	246	1
10_Peak_20357_lociStitched	chr6	42055285	42111885	10	27374	40746.34	6282.6	247	1
8_Peak_3525_lociStitched	chr10	134201254	134245071	8	20777	37073.5637	2611.4932	248	1
12_Peak_35939_lociStitched	chr1	94508760	94584268	12	30705	43545.4636	9098.714	249	1
18_Peak_63910_lociStitched	chr1	92256604	92320989	18	35834	41528.325	7153.1735	250	1
9_Peak_27232_lociStitched	chr10	3493765	3543729	9	21584	39661.4232	5331.1588	251	1
5_Peak_20539_lociStitched	chr1	234842682	234880501	5	14647	38942.2243	4681.9922	252	1
6_Peak_45016_lociStitched	chr9	136111987	136135702	6	19835	36893.4255	2705.8815	253	1
8_Peak_1293_lociStitched	chr1	10553839	10601097	8	19179	42295.91	8180.3598	254	1
9_Peak_5229_lociStitched	chr2	54772654	54831388	9	23763	42746.6052	8663.265	255	1
7_Peak_34782_lociStitched	chr17	43220960	43261975	7	15047	36671.5115	2620.8585	256	1
5_Peak_12204_lociStitched	chr1	59035755	59063047	5	15276	36879.6796	3032.1412	257	1
9_Peak_26059_lociStitched	chr10	76969273	77024038	9	23449	39759.39	5958.432	258	1
11_Peak_41710_lociStitched	chr1	59314741	59370398	11	23585	40351.325	6606.4859	259	1
11_Peak_78493_lociStitched	chr1	32378450	32429830	11	24086	38935.764	5328.106	260	1
4_Peak_18831_lociStitched	chr8	101317852	101352036	4	18355	37653.676	4187.54	261	1
4_Peak_115_lociStitched	chr19	47596444	47628567	4	14196	36739.0751	3302.2444	262	1
7_Peak_1286_lociStitched	chr2	219732788	219774714	7	19176	37888.5262	4456.7338	263	1
3_Peak_127_lociStitched	chr3	185254248	185277498	3	17862	36895.425	3487.5	264	1
5_Peak_47959_lociStitched	chr2	202082051	202105039	5	14638	37479.6352	4075.7724	265	1
15_Peak_46890_lociStitched	chr1	33413432	33492714	15	26903	42645.7878	9252.2094	266	1
15_Peak_38845_lociStitched	chr18	45818842	45902225	15	35456	43542.6026	10231.0941	267	1
11_Peak_15699_lociStitched	chr11	67005412	67060699	11	23168	39989.0871	6767.1288	268	1
18_Peak_9255_lociStitched	chr5	32224355	32309767	18	27235	47207.2124	14024.6504	269	1
9_Peak_18507_lociStitched	chr1	27003486	27050925	9	20135	38648.5533	5469.7167	270	1
Peak_812	chr20	30788406	30798295	1	9890	34412.7311	1281.6144	271	1
25_Peak_21278_lociStitched	chr3	112050822	112145582	25	40364	42793.616	9722.376	272	1
9_Peak_23702_lociStitched	chr11	67112509	67153399	9	22564	37696.491	4665.549	273	1
9_Peak_40453_lociStitched	chr1	153696005	153725502	9	23257	36260.6621	3232.8712	274	1
4_Peak_9915_lociStitched	chr2	38662350	38696366	4	19989	38128.5344	5170.432	275	1
5_Peak_53105_lociStitched	chr5	10350862	10374555	5	12992	36510.913	3670.0457	276	1
15_Peak_13369_lociStitched	chr2	12798763	12870961	15	28620	42892.8318	10208.7972	277	1
5_Peak_9229_lociStitched	chr14	59799329	59835343	5	25363	36799.1052	4217.2394	278	1
7_Peak_155_lociStitched	chr7	129586081	129629880	7	14237	37759.1179	5203.3212	279	1
16_Peak_2093_lociStitched	chr17	75317873	75406140	16	24129	42368.16	9921.2108	280	1
11_Peak_57499_lociStitched	chr10	72974908	73030989	11	34562	38639.809	6236.2072	281	1
1_Peak_1107_lociStitched	chr3	107842962	107859205	1	16244	34084.3112	1775.3599	282	1
6_Peak_757_lociStitched	chr17	39804315	39836013	6	18313	34544.4804	2237.8788	283	1
14_Peak_57535_lociStitched	chr18	29926353	29973659	14	30779	37348.087	5071.2032	284	1
25_Peak_75339_lociStitched	chr5	167695856	167793528	25	42152	38346.0272	6075.1984	285	1
15_Peak_17669_lociStitched	chr2	85621706	85699359	15	25130	40131.0704	7881.7795	286	1
