REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HGSerous_561_IP.nodup.bam	HGSerous_561_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
19_Peak_89146_lociStitched	chr2	218753228	218861595	19	59558	83670.1607	11768.6562	42	TNS1	RUFY4	TNS1	42	1	ENSG00000079308	TNS1	87.6988310502487	1
12_Peak_11197_lociStitched	chr10	95179609	95242557	12	44864	78187.7108	6773.2048	43	MYOF	CEP55,MYOF	MYOF	43	1	ENSG00000138119	MYOF	112.315172230775	1
13_Peak_29025_lociStitched	chr22	25505996	25572800	13	54819	77165.3004	6626.9568	44	KIAA1671	CRYBB3,CRYBB2	CRYBB3	44	1	ENSG00000100053	CRYBB3	0.589677129027168	1
10_Peak_964_lociStitched	chr15	52120984	52183902	10	43631	76212.5734	6732.226	45	TMOD3		TMOD3	45	1	ENSG00000138594	TMOD3	67.6998683475771	1
6_Peak_24598_lociStitched	chr6	31145198	31184821	6	27218	75996.914	7112.3285	46	HCG27,PSORS1C3	POU5F1,CCHCR1,PSORS1C2,TCF19	HCG27	46	1	ENSG00000206344	HCG27	2.05996708952038	1
5_Peak_22147_lociStitched	chr1	156065945	156101178	5	29442	72731.4819	4072.9348	47	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	47	1	ENSG00000160789	LMNA	177.908779312497	1
9_Peak_39634_lociStitched	chr1	235090071	235148698	9	37641	74913.5806	6853.4963	48			SNORA14B	48	1	ENSG00000238005		0.488103006042658	1
40_Peak_48429_lociStitched	chr12	27663898	27805764	40	71719	81615.5098	13874.4948	49	PPFIBP1	PPFIBP1,C12orf70,REP15	PPFIBP1	49	1	ENSG00000110841	PPFIBP1	127.309876224617	1
14_Peak_19072_lociStitched	chr17	78991592	79072300	14	43896	76769.4496	9467.0484	50	BAIAP2,FLJ90757	MIR1250,MIR657,CHMP6,MIR3065,MIR338	BAIAP2	50	1	ENSG00000175866	BAIAP2	28.0539533631079	1
29_Peak_18299_lociStitched	chr9	137210134	137349034	29	61354	82645.5	15640.14	51	RXRA		RXRA	51	1	ENSG00000186350	RXRA	39.5523194205565	1
12_Peak_18096_lociStitched	chr14	35798747	35879172	12	36289	75848.8175	8927.175	52	NFKBIA	PSMA6	NFKBIA	52	1	ENSG00000100906	NFKBIA	91.0282754423195	1
1_Peak_34_lociStitched	chr1	150531685	150553356	1	21672	69126.1558	2511.6689	53	MCL1,ADAMTSL4	MIR4257,MCL1,ENSA	MCL1	53	1	ENSG00000143384	MCL1	147.30744040547	1
Peak_169	chr7	130577176	130601961	1	24786	69281.5105	2706.522	54	LOC646329	MIR29A,MIR29B1	LOC646329	54	1	ENSG00000226380		14.9589215381309	2
46_Peak_85443_lociStitched	chr5	172141337	172338558	46	71430	78020.6276	12188.2578	55	ERGIC1,DUSP1	RPL26L1,LOC100268168	ERGIC1	55	1	ENSG00000113719	ERGIC1	182.15930024593	1
23_Peak_41155_lociStitched	chr10	82207345	82291259	23	55991	74842.8966	9045.9292	56	TSPAN14	C10orf58,SH2D4B	TSPAN14	56	1	ENSG00000108219	TSPAN14	118.962602892749	1
13_Peak_2727_lociStitched	chr14	50405889	50487952	13	38534	74332.6654	8953.0733	57	C14orf182	ARF6	C14orf182	57	1	ENSG00000214900	LINC01588	2.85427200763036	1
25_Peak_4904_lociStitched	chr10	73978095	74098635	25	56108	77663.922	12692.862	58	DDIT4,DNAJB12,ANAPC16	ASCC1,DNAJB12	DDIT4	58	1	ENSG00000168209	DDIT4	40.8140812876661	1
16_Peak_472_lociStitched	chr9	130280306	130352178	16	36686	72921.3312	8358.7136	59	FAM129B	STXBP1	FAM129B	59	1	ENSG00000136830	FAM129B	92.1813888476543	1
30_Peak_38161_lociStitched	chr15	58726578	58867077	30	59822	79859.6316	15539.1894	60	LIPC		LIPC	60	1	ENSG00000166035	LIPC	0.765177544145568	1
10_Peak_28308_lociStitched	chr5	141212354	141261619	10	33305	73360.5115	9232.261	61	PCDH1	KIAA0141,LOC729080	PCDH1	61	1	ENSG00000156453	PCDH1	32.9476448420327	1
17_Peak_4428_lociStitched	chr11	12694785	12785269	17	50010	73961.6216	10088.966	62	TEAD1		TEAD1	62	1	ENSG00000187079	TEAD1	67.4333818676464	1
22_Peak_64828_lociStitched	chr21	33775638	33865939	22	50490	72809.6963	9228.7622	63	C21orf63	URB1,C21orf119,SNORA80	C21orf63	63	1	ENSG00000166979	EVA1C	8.84461414178274	2
3_Peak_6914_lociStitched	chr11	62304060	62330159	3	25435	66181.8442	2816.0821	64	AHNAK,EEF1G	TUT1,MTA2	AHNAK	64	1	ENSG00000124942	AHNAK	562.993455668991	1
9_Peak_18093_lociStitched	chr1	33206331	33255486	9	35555	68310.7035	5431.6275	65	YARS,KIAA1522	KIAA1522,SYNC,S100PBP	KIAA1522	65	1	ENSG00000162522	KIAA1522	76.3843674173869	1
12_Peak_32424_lociStitched	chr8	55330497	55390174	12	31147	69434.1895	6671.8886	66	SOX17		SOX17	66	1	ENSG00000164736	SOX17	42.9704456391019	1
14_Peak_90153_lociStitched	chr1	16459799	16514378	14	35755	68633.0925	6271.1271	67	EPHA2	ARHGEF19,C1orf89	EPHA2	67	1	ENSG00000142627	EPHA2	30.9695541992627	1
8_Peak_7901_lociStitched	chr7	20365934	20407837	8	36389	66717.9566	4697.3263	68	ITGB8		ITGB8	68	1	ENSG00000105855	ITGB8	89.8683769949129	1
8_Peak_10331_lociStitched	chr6	20198222	20280507	8	35016	77175.1015	15987.9755	69	MBOAT1		MBOAT1	69	1	ENSG00000172197	MBOAT1	14.3690980640309	1
21_Peak_1941_lociStitched	chr11	102381213	102484651	21	47696	72634.1636	11564.3684	70	MMP7,MMP20		MMP7	70	1	ENSG00000137673	MMP7	18.8851003127263	1
12_Peak_36455_lociStitched	chr7	20222879	20309155	12	48585	70073.3672	9119.3732	71	MACC1		MACC1	71	1	ENSG00000183742	MACC1	26.5725725060746	1
12_Peak_20774_lociStitched	chr1	10815650	10896531	12	34703	73771.5601	12851.9909	72	CASZ1		CASZ1	72	1	ENSG00000130940	CASZ1	22.4240263364303	1
20_Peak_46574_lociStitched	chr5	36415206	36539713	20	50381	79559.973	19423.092	73			SLC1A3	73	1	ENSG00000079215	SLC1A3	8.21336001144985	1
26_Peak_43083_lociStitched	chr22	31602973	31694053	26	48676	69803.712	9672.696	74	PIK3IP1,LIMK2,RNF185	PATZ1,MIR3928	LIMK2	74	1	ENSG00000182541	LIMK2	57.1705570670255	1
10_Peak_1015_lociStitched	chr11	57527928	57569355	10	35614	64414.8423	4436.8317	75	CTNND1	C11orf31,MED19,CTNND1,TMX2,BTBD18	CTNND1	75	1	ENSG00000198561	CTNND1	205.828343177359	1
7_Peak_15552_lociStitched	chr17	73670813	73720879	7	31190	65891.8626	5942.8342	76	SAP30BP,ITGB4	GALK1,RECQL5,LOC643008,LOC100130933	ITGB4	76	1	ENSG00000132470	ITGB4	67.877673663752	1
Peak_14	chr11	65253897	65276633	1	22737	62251.168	2425.9312	77	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	77	1	ENSG00000251562	MALAT1	20699.8595193961	1
19_Peak_87978_lociStitched	chr12	26386551	26452874	19	40387	66840.3194	7076.6641	78	SSPN		SSPN	78	1	ENSG00000123096	SSPN	25.9248519770314	1
18_Peak_61054_lociStitched	chr14	75688509	75778587	18	41791	65342.5812	6044.2338	79	FOS	TMED10	FOS	79	1	ENSG00000170345	FOS	208.009800545971	1
Peak_212	chr22	46458591	46484695	1	26105	61487.972	2448.5552	80	LOC400931	C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	80	1	ENSG00000235159		1.2776811134273	1
7_Peak_2176_lociStitched	chr2	27924614	27961382	7	32695	63660.1152	5224.7328	81		SLC4A1AP,SUPT7L,MRPL33	MRPL33	81	1	ENSG00000243147	MRPL33	24.3314990814391	1
20_Peak_1194_lociStitched	chr6	11194217	11274122	20	39853	75765.921	17363.3565	82	NEDD9		NEDD9	82	1	ENSG00000111859	NEDD9	28.5702450359121	1
25_Peak_16519_lociStitched	chr2	113955694	114059770	25	56015	68783.8284	10688.6052	83	LOC654433,LOC440839,PSD4,PAX8		LOC654433	83	1	ENSG00000125618	PAX8	255.079159125164	1
30_Peak_46009_lociStitched	chr19	9107018	9190583	30	47208	66860.3565	9108.585	84		OR1M1,MUC16,OR7G2,OR7G3,OR7G1	OR1M1	84	1	ENSG00000181143	MUC16	357.528755362012	3
14_Peak_29975_lociStitched	chr3	50264316	50311168	14	26693	62955.0324	5387.98	85	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	85	1	ENSG00000114353	GNAI2	127.917817203965	1
5_Peak_72225_lociStitched	chr5	124053618	124085994	5	16260	63207.6648	6151.44	86	ZNF608		ZNF608	86	1	ENSG00000168916	ZNF608	42.2639779349878	1
2_Peak_2991_lociStitched	chr11	118777928	118801521	2	23176	58520.0772	2486.7022	87	BCL9L	CXCR5,UPK2,FOXR1	BCL9L	87	1	ENSG00000186174	BCL9L	51.5099097810062	1
3_Peak_2156_lociStitched	chr19	12887918	12907490	3	18146	57878.3184	1918.056	88	JUNB	ASNA1,HOOK2,RNASEH2A,PRDX2,RTBDN,C19orf43,MAST1,BEST2	JUNB	88	1	ENSG00000171223	JUNB	39.8365072396161	1
Peak_58	chr11	65182990	65204580	1	21591	57897.903	2230.247	89	NEAT1	FRMD8,SLC25A45,MIR612	NEAT1	89	1	ENSG00000245532	NEAT1	2115.87873530667	1
9_Peak_917_lociStitched	chr18	3578822	3627461	9	30925	59694.6447	4596.3855	90	FLJ35776,DLGAP1		FLJ35776	90	1	ENSG00000177337	DLGAP1-AS1	11.4284340034271	1
6_Peak_95472_lociStitched	chr22	50323514	50364780	6	32263	58688.5052	3895.5104	91	PIM3	CRELD2,ALG12	PIM3	91	1	ENSG00000198355	PIM3	31.4552921734244	1
8_Peak_47374_lociStitched	chr20	60921346	60967181	8	32286	59718.4215	5161.021	92	RPS21,LAMA5,CABLES2	C20orf151,ADRM1	LAMA5	92	1	ENSG00000171858	RPS21	182.46987652021	1
10_Peak_1581_lociStitched	chr3	149057284	149120454	10	31648	61590.75	7163.478	93	TM4SF1	TM4SF18	TM4SF1	93	1	ENSG00000169908	TM4SF1	105.961672539366	1
3_Peak_148_lociStitched	chr6	30842649	30859056	3	15206	57608.2584	3478.284	94	DDR1	GTF2H4,DPCR1,SFTA2,VARS2	DDR1	94	1	ENSG00000204580	DDR1	113.226883432771	1
11_Peak_26416_lociStitched	chr16	19387220	19450856	11	35543	59932.3848	5943.6024	95	TMC5	TMC5	TMC5	95	1	ENSG00000103534	TMC5	39.1525906753832	1
16_Peak_2165_lociStitched	chr9	132309363	132376781	16	35711	61127.9006	7389.0128	96	C9orf50	ASB6,METTL11A	C9orf50	96	1	ENSG00000179058	C9orf50	0.889035543360276	1
10_Peak_29559_lociStitched	chr20	52194827	52242457	10	30681	57832.346	4253.359	97	ZNF217		ZNF217	97	1	ENSG00000171940	ZNF217	50.7263595660835	1
11_Peak_22958_lociStitched	chr20	52351116	52408252	11	33142	59490.0032	5970.712	98			SUMO1P1	98	1	ENSG00000171940	ZNF217	50.7263595660835	3
23_Peak_39686_lociStitched	chr10	63771503	63871722	23	53698	63699.1964	10903.8272	99	ARID5B		ARID5B	99	1	ENSG00000150347	ARID5B	105.688656779001	1
7_Peak_22700_lociStitched	chr12	6432038	6488725	7	33117	56499.9329	3781.0229	100	PLEKHG6,SCNN1A,TNFRSF1A	LTBR	TNFRSF1A	100	1	ENSG00000111319	SCNN1A	105.093359494062	1
14_Peak_32679_lociStitched	chr5	139014694	139091500	14	39549	67243.653	14708.349	101	CXXC5		CXXC5	101	1	ENSG00000171604	CXXC5	44.7229510821834	1
10_Peak_20895_lociStitched	chr10	61611817	61672083	10	44462	58644.8446	6189.3182	102	CCDC6	C10orf40	CCDC6	102	1	ENSG00000108091	CCDC6	72.1463518677346	1
18_Peak_35762_lociStitched	chr5	10507724	10608236	18	37644	68569.2864	16333.2	103	ANKRD33B		ANKRD33B	103	1	ENSG00000164236	ANKRD33B	9.44400183911531	1
21_Peak_22310_lociStitched	chr1	234622931	234702069	21	39992	60706.7598	9187.9218	104		TARBP1,IRF2BP2	TARBP1	104	1	ENSG00000059588	TARBP1	36.9421360104877	1
11_Peak_2221_lociStitched	chr19	16177453	16226715	11	36126	56675.931	5389.2628	105	TPM4,RAB8A	HSH2D,FLJ25328	TPM4	105	1	ENSG00000167460	TPM4	334.742670341799	1
10_Peak_331_lociStitched	chr15	60661488	60719627	10	30854	58859.9236	8406.8994	106	ANXA2,NARG2	ANXA2	ANXA2	106	1	ENSG00000182718	ANXA2	217.99673473381	1
10_Peak_47008_lociStitched	chr11	63288247	63343520	10	24602	55925.2214	5715.2282	107	HRASLS2,PLA2G16,RARRES3	LGALS12,HRASLS5	RARRES3	107	1	ENSG00000133321	RARRES3	14.3727100749735	1
16_Peak_65837_lociStitched	chr6	13378774	13456428	16	37443	66200.035	16284.0438	108	GFOD1	TBC1D7,C6orf114	C6orf114	108	1	ENSG00000145990	GFOD1	18.0867390315108	2
8_Peak_49905_lociStitched	chr5	149852143	149903441	8	31289	59895.5448	10213.4318	109	NDST1	RPS14	NDST1	109	1	ENSG00000070614	NDST1	51.3446529605835	1
15_Peak_57867_lociStitched	chr12	6275447	6351635	15	44923	54802.0284	5135.0712	110	CD9	VWF	CD9	110	1	ENSG00000010278	CD9	57.4919348287287	1
7_Peak_10548_lociStitched	chr19	13259746	13293287	7	20805	53085.3407	3572.1165	111	STX10,IER2	TRMT1,NACC1,LYL1	IER2	111	1	ENSG00000160888	IER2	73.6196528020863	1
7_Peak_89288_lociStitched	chr7	73223326	73267342	7	18592	53831.568	4604.0736	112	CLDN4,WBSCR27	WBSCR28,CLDN3	CLDN4	112	1	ENSG00000189143	CLDN4	95.3607598614864	1
14_Peak_46097_lociStitched	chr1	22217212	22290356	14	46667	57147.4072	8279.9008	113	HSPG2	CELA3A,CELA3B	HSPG2	113	1	ENSG00000142798	HSPG2	182.954321741821	1
8_Peak_24323_lociStitched	chr5	149992136	150036844	8	27692	57718.028	8865.5964	114	SYNPO	RBM22,MYOZ3	SYNPO	114	1	ENSG00000171992	SYNPO	62.0116766794655	1
21_Peak_47782_lociStitched	chr6	45889829	45984602	21	40921	60000.7863	11202.1686	115	CLIC5		CLIC5	115	1	ENSG00000112782	CLIC5	4.79489423583081	1
20_Peak_968_lociStitched	chr8	119036798	119139682	20	42310	65856.0484	17294.8004	116	EXT1		EXT1	116	1	ENSG00000182197	EXT1	52.9745590723957	1
10_Peak_58729_lociStitched	chr9	124023389	124083114	10	32600	55484.525	7161.0275	117	GSN	STOM,GSN	GSN	117	1	ENSG00000148180	GSN	98.1535919956866	1
4_Peak_53175_lociStitched	chr6	30556118	30587661	4	16877	54913.2087	6794.3622	118	PPP1R10,MRPS18B,ABCF1	ATAT1,PRR3,MIR877,GNL1,C6orf136	PPP1R10	118	1	ENSG00000204569	PPP1R10	71.0139742528433	1
6_Peak_10483_lociStitched	chr10	126805788	126851009	6	25352	52646.2882	4888.3901	119	CTBP2		CTBP2	119	1	ENSG00000175029	CTBP2	116.261976266353	1
5_Peak_49142_lociStitched	chr7	5452366	5479649	5	17967	50094.3163	2801.9641	120	TNRC18		TNRC18	120	1	ENSG00000182095	TNRC18	116.868664254118	1
12_Peak_21545_lociStitched	chr9	33127927	33188309	12	31796	53546.7576	6303.8808	121	B4GALT1		B4GALT1	121	1	ENSG00000086062	B4GALT1	114.550872613194	1
2_Peak_1272_lociStitched	chr19	1239485	1268066	2	28386	49030.7055	1872.0555	122	C19orf23,ATP5D,MIDN	CIRBP,ATP5D,STK11,C19orf26,EFNA2,C19orf24	MIDN	122	1	ENSG00000167470	MIDN	95.6445804153529	1
11_Peak_41639_lociStitched	chr7	158582643	158628367	11	24511	52381.4144	5230.8256	123	ESYT2	WDR60	ESYT2	123	1	ENSG00000117868	ESYT2	71.5194117920094	1
6_Peak_276_lociStitched	chr6	2838044	2869614	6	19643	52860.808	6001.457	124	MGC39372,SERPINB1	SERPINB9	SERPINB1	124	1	ENSG00000021355	SERPINB1	60.6338622594594	1
6_Peak_1050_lociStitched	chr3	39166610	39196668	6	23640	50305.0688	3582.9136	125	TTC21A,CSRNP1	GORASP1,XIRP1,TTC21A	CSRNP1	125	1	ENSG00000144655	CSRNP1	27.4618209802221	1
21_Peak_19472_lociStitched	chr9	97626681	97719768	21	45425	57499.8399	10872.5616	126	C9orf3		MIR2278	126	1	ENSG00000236095		0.861358245957631	1
29_Peak_26294_lociStitched	chr14	65105782	65232084	29	44820	60170.2728	13779.5482	127	SPTB,PLEKHG3		PLEKHG3	127	1	ENSG00000126822	PLEKHG3	63.2724556045271	1
11_Peak_57932_lociStitched	chr15	92462226	92519145	11	32182	52109.3445	6175.7115	128	SLCO3A1		SLCO3A1	128	1	ENSG00000176463	SLCO3A1	21.9835061145867	1
14_Peak_12833_lociStitched	chrX	106915749	106992196	14	36898	53918.0691	8493.2617	129	TSC22D3	PRPS1	TSC22D3	129	1	ENSG00000157514	TSC22D3	28.9642546860467	1
17_Peak_61214_lociStitched	chr17	17579264	17657316	17	38003	51030.3976	5627.5492	130	RAI1	SMCR5	RAI1	130	1	ENSG00000108557	RAI1	35.3256518459643	1
8_Peak_54897_lociStitched	chr10	3784213	3830504	8	23818	50480.3355	5152.1883	131	KLF6	KLF6	KLF6	131	1	ENSG00000067082	KLF6	220.962320472183	1
13_Peak_29583_lociStitched	chr2	27974253	28033401	13	32392	53629.4916	8535.0564	132	RBKS,MRPL33	MRPL33	MRPL33	132	1	ENSG00000243147	MRPL33	24.3314990814391	1
4_Peak_65450_lociStitched	chr10	81946567	81969399	4	22140	47463.1616	2422.4752	133	ANXA11	ANXA11	ANXA11	133	1	ENSG00000122359	ANXA11	189.687744666363	1
13_Peak_35759_lociStitched	chr3	188806822	188886067	13	33017	57397.1535	12552.408	134		TPRG1	TPRG1	134	1	ENSG00000188001	TPRG1	2.90763808329202	1
10_Peak_59727_lociStitched	chr15	31616558	31659096	10	28503	49054.8216	4700.449	135	KLF13		KLF13	135	1	ENSG00000169926	KLF13	40.9962538071668	1
Peak_398	chr15	93441485	93455726	1	14242	45783.3909	1439.7651	136	LOC100507217,CHD2,MIR3175		MIR3175	136	1	ENSG00000173575	CHD2	247.649195969917	2
9_Peak_46181_lociStitched	chr15	75444042	75497599	9	31951	50263.2445	6041.2296	137	C15orf39		C15orf39	137	1	ENSG00000167173	C15orf39	20.9261831752078	1
17_Peak_12098_lociStitched	chr18	74765728	74846042	17	38716	53280.3076	9083.5134	138	MBP	MBP	MBP	138	1	ENSG00000197971	MBP	25.2763529362771	1
27_Peak_48601_lociStitched	chr14	70078297	70194304	27	58521	51971.136	7807.2711	139	KIAA0247	SRSF5,C14orf162,LOC100289511	KIAA0247	139	1	ENSG00000100647	SUSD6	30.3260341625216	1
10_Peak_23801_lociStitched	chr7	76897954	76961206	10	30943	50949.486	6995.6712	140	PION,CCDC146		FGL2	140	1	ENSG00000127951	FGL2	5.08449632178728	1
11_Peak_32258_lociStitched	chr17	72957894	73006059	11	28876	49094.5845	5197.0035	141	CDR2L,C17orf28	OTOP2,ATP5H,KCTD2,USH1G,OTOP3,ICT1	CDR2L	141	1	ENSG00000109089	CDR2L	23.8555351998324	1
