#Endometrioid_381_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Endometrioid_381_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Endometrioid_381_IP.nodup.bam
#Using cutoff of 10895.88 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_381_IP.nodup.bam	Endometrioid_381_Input.nodup.bam	enhancerRank	isSuper
17_Peak_68737_lociStitched	chr1	43382563	43440840	17	41905	70637.5517	5250.7577	55	1
72_Peak_42821_lociStitched	chr18	74058490	74237619	72	60270	82524.7303	17644.2065	56	1
70_Peak_52695_lociStitched	chr9	124359866	124555190	70	72753	83129.8944	18399.5208	57	1
35_Peak_55448_lociStitched	chr14	75686818	75782303	35	35838	73618.935	9004.2355	58	1
27_Peak_133966_lociStitched	chrX	39941419	40036704	27	40515	71911.5895	8137.339	59	1
26_Peak_58278_lociStitched	chr14	69197837	69291795	26	30143	73005.366	9254.863	60	1
Peak_1035	chr10	134206469	134228487	1	22019	65827.2146	2168.773	61	1
44_Peak_142139_lociStitched	chr1	205198755	205350934	44	47172	84504.9987	21061.5736	62	1
63_Peak_75839_lociStitched	chr1	17835975	18028325	63	61981	78748.09	16465.16	63	1
3_Peak_19744_lociStitched	chr1	155095843	155109888	3	13626	63678.6255	1957.873	64	1
68_Peak_57867_lociStitched	chr7	57063	232454	68	69223	76382.7805	14890.6959	65	1
34_Peak_4616_lociStitched	chr17	48961130	49034900	34	47235	68119.218	6757.332	66	1
26_Peak_6080_lociStitched	chr22	39823738	39895010	26	51856	67658.5096	6464.3704	67	1
33_Peak_111249_lociStitched	chr1	156425691	156526564	33	35882	75150.385	13980.9978	68	1
48_Peak_158374_lociStitched	chr2	20290841	20436311	48	59697	74597.016	13586.898	69	1
11_Peak_16959_lociStitched	chr9	140160439	140215821	11	39614	65965.5002	4995.4564	70	1
52_Peak_33773_lociStitched	chr11	976018	1162329	52	59156	76331.6167	15743.2795	71	1
42_Peak_40641_lociStitched	chr3	195474319	195659783	42	53587	75168.5592	14633.1096	72	1
35_Peak_47882_lociStitched	chr21	46698342	46810730	35	58586	69860.3808	10283.502	73	1
44_Peak_26918_lociStitched	chr1	12509930	12682953	44	53785	75662.9579	16298.7666	74	1
59_Peak_44257_lociStitched	chr17	76851615	77003213	59	67464	72539.643	13249.6652	75	1
54_Peak_136355_lociStitched	chr2	47181654	47316579	54	62948	70903.0875	12952.8	76	1
11_Peak_36157_lociStitched	chr1	234720642	234757876	11	12410	62966.4174	5514.3554	77	1
70_Peak_72320_lociStitched	chr17	1795	239873	70	58375	75732.6118	18308.1982	78	1
26_Peak_63204_lociStitched	chr17	1315468	1418085	26	27820	66034.0395	8742.9684	79	1
48_Peak_56768_lociStitched	chr17	80787945	80900343	48	51976	66944.2488	9913.5036	80	1
49_Peak_124360_lociStitched	chr14	74966971	75115056	49	63358	70473.6515	13609.0115	81	1
66_Peak_102669_lociStitched	chr16	88442728	88621049	66	73164	71649.3778	15228.6134	82	1
42_Peak_124076_lociStitched	chr14	99977927	100097278	42	57642	67409.4448	11171.2536	83	1
38_Peak_205122_lociStitched	chr5	131751190	131838625	38	35503	64780.5915	8918.37	84	1
54_Peak_60985_lociStitched	chr6	7112984	7283735	54	53821	72671.6256	16853.1237	85	1
31_Peak_101425_lociStitched	chr12	6251184	6359197	31	43099	65088.6338	9353.9258	86	1
18_Peak_172350_lociStitched	chr4	2788182	2839941	18	36010	60175.0134	4570.3197	87	1
48_Peak_40307_lociStitched	chr11	72985816	73105357	48	55863	66703.878	11177.0835	88	1
43_Peak_36817_lociStitched	chr17	29774399	29926506	43	54249	68676.3105	13978.6333	89	1
33_Peak_145532_lociStitched	chr13	113585064	113720834	33	41802	66825.994	12219.3	90	1
23_Peak_40284_lociStitched	chr1	33177505	33241180	23	30920	59625.27	5132.205	91	1
78_Peak_17509_lociStitched	chr1	7401130	7648887	78	67494	76408.2588	22149.4758	92	1
10_Peak_44915_lociStitched	chr8	55349803	55391255	10	12876	58045.2356	3954.5208	93	1
28_Peak_156410_lociStitched	chr17	73670813	73753933	28	39321	61458.928	7530.672	94	1
28_Peak_132637_lociStitched	chr7	75864226	75980125	28	38674	63964.6581	10071.6231	95	1
Peak_36	chr1	156712555	156722502	1	9948	55408.7688	1521.891	96	1
36_Peak_58353_lociStitched	chr1	17213304	17332018	36	40611	67334.5808	13604.6244	97	1
37_Peak_34804_lociStitched	chr10	5572096	5703455	37	51057	65955.3539	12321.4742	98	1
11_Peak_7186_lociStitched	chr1	150504185	150547574	11	26054	59442.93	5961.6486	99	1
Peak_87	chr11	65182605	65193088	1	10484	54328.1475	875.3305	100	1
33_Peak_7171_lociStitched	chr19	56591078	56684172	33	43885	61004.4982	7912.99	101	1
31_Peak_16813_lociStitched	chr17	80988386	81070654	31	45415	60072.0936	7132.6356	102	1
63_Peak_49653_lociStitched	chr11	126182726	126361410	63	66022	69490.2076	16617.612	103	1
38_Peak_94758_lociStitched	chr10	82170613	82290791	38	45557	64066.8918	11248.6608	104	1
62_Peak_59294_lociStitched	chr3	127371427	127539367	62	49812	68637.078	16038.27	105	1
28_Peak_24866_lociStitched	chr1	207978144	208082135	28	29107	68332.4861	15858.6275	106	1
14_Peak_6363_lociStitched	chr19	45922202	45989382	14	24629	58500.344	6046.2	107	1
55_Peak_66057_lociStitched	chr10	126727661	126846389	55	55769	63638.208	11243.5416	108	1
27_Peak_131873_lociStitched	chr6	42054100	42113855	27	36311	57561.9915	5276.3665	109	1
31_Peak_6832_lociStitched	chr20	31021310	31128125	31	44378	61653.618	9399.72	110	1
32_Peak_11046_lociStitched	chr14	35799800	35880332	32	35831	59988.2868	7900.1892	111	1
58_Peak_20085_lociStitched	chr13	111024014	111229980	58	52156	72314.6626	20514.2136	112	1
57_Peak_122066_lociStitched	chr10	126277246	126430300	57	72345	66853.9872	15060.5136	113	1
17_Peak_60575_lociStitched	chr8	11695468	11760514	17	31615	57962.4906	6394.0218	114	1
27_Peak_107309_lociStitched	chr6	30691392	30762266	27	27981	58031.6312	6484.971	115	1
27_Peak_34814_lociStitched	chr10	81896550	81968557	27	32699	58815.3176	7416.721	116	1
Peak_965	chr19	12896271	12905203	1	8933	52167.346	868.1904	117	1
8_Peak_144852_lociStitched	chr10	119293823	119321185	8	16970	53900.4038	2648.6416	118	1
24_Peak_101115_lociStitched	chr12	120635812	120731047	24	33054	59693.298	8723.526	119	1
17_Peak_1119_lociStitched	chr17	71256977	71320803	17	32194	56594.5142	5693.2792	120	1
45_Peak_41747_lociStitched	chr6	158374279	158517326	45	48084	63956.3137	13074.4958	121	1
45_Peak_73848_lociStitched	chr22	39600312	39707060	45	54145	59874.9532	9052.2304	122	1
45_Peak_32166_lociStitched	chr18	74743133	74842389	45	43954	59900.996	9270.5104	123	1
59_Peak_38759_lociStitched	chr11	2729583	2888266	59	57471	65488.4741	15011.4118	124	1
37_Peak_37860_lociStitched	chr3	46965222	47052413	37	47428	57999.4532	7550.7406	125	1
Peak_311	chr19	13943243	13956443	1	13201	51648.96	1227.6	126	1
24_Peak_97603_lociStitched	chr16	75258868	75354652	24	30806	58878.4248	8821.7064	127	1
50_Peak_152643_lociStitched	chr11	75150953	75316101	50	42129	65002.2528	15375.2788	128	1
53_Peak_55815_lociStitched	chr10	105362983	105565187	53	53572	68061.8664	18441.0048	129	1
Peak_782	chr19	4056151	4068914	1	12764	50481.4939	1115.4862	130	1
31_Peak_33709_lociStitched	chr6	43957586	44061311	31	50371	58303.8225	9355.995	131	1
72_Peak_172768_lociStitched	chr8	128810197	129012927	72	57547	67874.004	19157.985	132	1
47_Peak_158651_lociStitched	chr2	240120735	240271509	47	48501	62495.823	13916.4402	133	1
40_Peak_29156_lociStitched	chr17	4329742	4454726	40	53645	59092.4352	10573.6464	134	1
52_Peak_73356_lociStitched	chr2	25427077	25603805	52	51368	64275.9736	15993.884	135	1
37_Peak_113043_lociStitched	chr2	241888385	242028324	37	54136	60761.5138	12720.4551	136	1
41_Peak_73313_lociStitched	chr2	238558948	238661467	41	40018	57810.4641	9821.3202	137	1
21_Peak_111453_lociStitched	chr15	31617073	31666273	21	27906	52732.56	4811.76	138	1
20_Peak_98381_lociStitched	chr22	41789532	41850322	20	19584	53130.46	5221.861	139	1
40_Peak_135423_lociStitched	chr7	73380925	73549308	40	44319	62099.6504	14245.2018	140	1
34_Peak_26120_lociStitched	chr16	73017172	73116465	34	30219	56726.0909	9065.4509	141	1
Peak_1632	chr17	80184329	80202077	1	17749	49451.2524	1799.6472	142	1
58_Peak_46914_lociStitched	chr1	54684685	54823191	58	60771	59779.1896	12160.8268	143	1
7_Peak_923_lociStitched	chr7	73150788	73188397	7	18567	50617.9531	3136.5906	144	1
Peak_849	chr16	2084624	2098824	1	14201	48751.44	1363.2	145	1
33_Peak_31473_lociStitched	chr6	6660719	6760199	33	40862	56842.872	9599.82	146	1
27_Peak_31644_lociStitched	chr15	99942640	100052371	27	41929	57477.0978	10468.3374	147	1
57_Peak_39033_lociStitched	chr17	78793725	78978188	57	52365	63399.9331	16490.9922	148	1
73_Peak_107271_lociStitched	chr6	170333725	170606502	73	59705	70976.5754	24358.9861	149	1
44_Peak_11634_lociStitched	chr14	65091945	65251169	44	42034	61396.7744	14807.832	150	1
55_Peak_54210_lociStitched	chr9	116233850	116398902	55	49914	62703.2548	16125.5804	151	1
53_Peak_43138_lociStitched	chr1	21817443	21967925	53	50978	58943.7994	12399.7168	152	1
52_Peak_50980_lociStitched	chr10	72968470	73104284	52	47407	58644.4852	12155.353	153	1
26_Peak_93410_lociStitched	chr1	154359221	154429273	26	29020	55992.5636	9513.0616	154	1
53_Peak_6143_lociStitched	chr17	25815641	25960995	53	49103	60103.879	13706.8822	155	1
13_Peak_12168_lociStitched	chr17	38214212	38271494	13	33065	51238.749	4857.5136	156	1
53_Peak_118440_lociStitched	chr16	87812156	87965956	53	54611	59089.96	12734.64	157	1
37_Peak_181370_lociStitched	chr3	13023222	13163424	37	41078	59543.7894	13221.0486	158	1
54_Peak_38495_lociStitched	chr12	132969793	133102202	54	55676	57134.4835	11188.5605	159	1
Peak_1889	chr17	46678414	46692904	1	14491	46962.09	1153.404	160	1
Peak_714	chr1	201976306	201985530	1	9225	46600.5704	1269.2224	161	1
37_Peak_93815_lociStitched	chr16	57755358	57865413	37	37470	55379.676	10323.159	162	1
44_Peak_139739_lociStitched	chr14	69341432	69447487	44	46574	54427.426	9767.6655	163	1
24_Peak_44079_lociStitched	chr15	72445187	72530688	24	28570	52523.2643	8054.1942	164	1
31_Peak_113351_lociStitched	chr17	17394326	17474459	31	42604	51838.0377	7420.3158	165	1
20_Peak_55454_lociStitched	chr17	21178469	21227313	20	26926	51979.7848	7570.82	166	1
33_Peak_53542_lociStitched	chr2	20763171	20845663	33	43209	52613.3976	8579.168	167	1
32_Peak_100551_lociStitched	chr11	1213176	1325876	32	47207	53239.48	9252.67	168	1
43_Peak_31846_lociStitched	chr20	49240772	49361450	43	38373	54582.6594	10607.5962	169	1
35_Peak_88201_lociStitched	chr9	138969904	139085004	35	47081	53613.58	9668.4	170	1
27_Peak_38258_lociStitched	chr8	103740408	103828473	27	34057	52389.8685	8498.2725	171	1
45_Peak_19465_lociStitched	chr19	18755296	18924321	45	47161	58330.5275	14586.8575	172	1
6_Peak_178664_lociStitched	chr10	77144375	77170658	6	15508	45921.6576	2381.2398	173	1
59_Peak_20362_lociStitched	chr11	1417728	1590549	59	52056	57359.2899	13912.0905	174	1
15_Peak_56938_lociStitched	chr19	47569716	47621757	15	18124	48007.8225	4662.8736	175	1
49_Peak_123082_lociStitched	chr11	68064261	68223691	49	48794	56932.453	13790.695	176	1
26_Peak_43032_lociStitched	chr3	129273218	129352182	26	44117	50813.334	7691.0936	177	1
37_Peak_27299_lociStitched	chr21	47390281	47513139	37	53964	53725.8034	10651.7886	178	1
43_Peak_54823_lociStitched	chr2	102637183	102778480	43	39529	58242.6234	15175.2978	179	1
Peak_133	chr19	13258951	13267794	1	8844	43829.4452	828.5891	180	1
50_Peak_60846_lociStitched	chr2	129119217	129295256	50	53970	60610.2277	17656.7117	181	1
Peak_212	chr17	79477631	79487789	1	10159	43544.2986	833.9718	182	1
30_Peak_10527_lociStitched	chr21	33778454	33898617	30	29224	53532.6165	11175.159	183	1
34_Peak_49907_lociStitched	chr19	9102421	9190697	34	39670	49558.1464	7300.4252	184	1
Peak_2957	chr1	1364910	1374699	1	9790	43125.4395	871.221	185	1
19_Peak_57278_lociStitched	chr21	36206510	36263933	19	18648	48045.8241	5834.1768	186	1
Peak_1001	chr7	1568819	1586128	1	17310	43578.8693	1672.0494	187	1
15_Peak_49571_lociStitched	chr1	159878290	159912363	15	20508	46683.4173	4879.2536	188	1
43_Peak_99145_lociStitched	chr9	138812183	138923990	43	44365	51878.448	10107.3528	189	1
49_Peak_75853_lociStitched	chr1	25223225	25394692	49	47684	55966.8288	14266.0544	190	1
30_Peak_70725_lociStitched	chr1	43991755	44088976	30	42987	50068.815	8419.3386	191	1
37_Peak_22563_lociStitched	chr6	43662731	43778288	37	35209	51792.6474	10157.4603	192	1
Peak_1638	chr22	50734789	50750265	1	15477	43128.5168	1504.2672	193	1
33_Peak_57562_lociStitched	chr4	1278491	1379640	33	28172	50564.3851	9012.3759	194	1
23_Peak_14931_lociStitched	chr2	129018022	129083781	23	43416	48102.7085	6595.6277	195	1
Peak_1540	chr1	1092811	1108022	1	15212	43042.5667	1591.0706	196	1
11_Peak_14301_lociStitched	chr4	4839932	4879775	11	19182	44675.9559	3279.0789	197	1
44_Peak_60239_lociStitched	chr4	1746349	1864636	44	44579	52022.6226	10752.2883	198	1
5_Peak_109253_lociStitched	chr19	54959250	54977098	5	14453	42881.6048	1617.0288	199	1
46_Peak_52325_lociStitched	chr4	8179452	8355551	46	49823	57478.7136	16218.7179	200	1
45_Peak_55916_lociStitched	chr10	79567566	79679009	45	46609	51141.1927	10107.8801	201	1
30_Peak_56737_lociStitched	chr17	77757847	77845827	30	37436	48661.738	7724.644	202	1
72_Peak_20893_lociStitched	chr2	23700959	23927368	72	53726	62149.2705	21350.3687	203	1
36_Peak_167684_lociStitched	chr3	126645702	126772101	36	45446	52013.1885	11325.3504	204	1
22_Peak_81057_lociStitched	chr7	2636479	2711072	22	32484	47530.6596	6855.0967	205	1
36_Peak_57330_lociStitched	chr22	20858070	20985488	36	32291	52432.507	11760.6814	206	1
30_Peak_16758_lociStitched	chr1	234834258	234921440	30	25102	54924.66	14280.4116	207	1
64_Peak_32047_lociStitched	chr9	91972968	92180189	64	50440	59617.4817	19022.8878	208	1
47_Peak_16241_lociStitched	chr1	230209448	230351216	47	42603	62292.8592	21704.6808	209	1
25_Peak_17499_lociStitched	chr1	19192046	19286094	25	34240	49046.032	8483.1296	210	1
3_Peak_51695_lociStitched	chr18	3447344	3457741	3	7351	41220.9859	1081.288	211	1
29_Peak_159287_lociStitched	chr20	30249275	30318910	29	30758	46599.742	6531.763	212	1
8_Peak_17905_lociStitched	chr3	5007755	5037684	8	11706	42487.2084	2558.9295	213	1
37_Peak_115635_lociStitched	chr15	90546903	90649791	37	35610	49375.9512	9465.696	214	1
29_Peak_6528_lociStitched	chr1	153697744	153783646	29	26869	52030.8414	12215.2644	215	1
43_Peak_35808_lociStitched	chr10	3087926	3195105	43	33241	50031.1572	10224.8766	216	1
2_Peak_7030_lociStitched	chr1	37936247	37953289	2	16467	41470.0028	1668.4118	217	1
13_Peak_23414_lociStitched	chr10	3788893	3854699	13	18563	46426.133	6626.6642	218	1
Peak_957	chr19	39891399	39899852	1	8454	40516.0743	873.1949	219	1
Peak_473	chr1	201428378	201439429	1	11052	41189.2872	1652.1245	220	1
19_Peak_28560_lociStitched	chr3	39162587	39197758	19	20563	42831.2438	3309.5911	221	1
10_Peak_303_lociStitched	chr12	6632056	6662955	10	21488	42430.5068	2994.1131	222	1
25_Peak_77909_lociStitched	chr6	41640958	41737745	25	28800	47444.9874	8623.7217	223	1
13_Peak_6065_lociStitched	chr10	102484149	102550658	13	26738	44733.9534	6012.4136	224	1
18_Peak_29896_lociStitched	chr17	74115458	74173154	18	26423	43722.0288	5111.8656	225	1
38_Peak_53032_lociStitched	chr13	113311138	113448350	38	28223	51029.1428	12527.4556	226	1
39_Peak_100941_lociStitched	chr11	72858831	72971479	39	42171	48697.7304	10217.1736	227	1
31_Peak_145647_lociStitched	chr14	105602716	105694092	31	41976	46620.0352	8159.8768	228	1
Peak_2206	chr14	105431885	105446185	1	14301	39862.68	1405.69	229	1
33_Peak_66461_lociStitched	chr12	109187678	109255516	33	25597	44698.4582	6397.1234	230	1
Peak_573	chr10	104401402	104412208	1	10807	39147.9768	931.4772	231	1
Peak_2232	chr1	45264751	45280855	1	16105	39483.7872	1297.9824	232	1
33_Peak_82003_lociStitched	chr1	41870095	41991912	33	41870	49701.336	11572.615	233	1
7_Peak_17611_lociStitched	chr2	66652618	66674307	7	12915	39842.693	2045.2727	234	1
Peak_978	chr1	154971127	154979458	1	8332	38793.3015	1032.2109	235	1
Peak_960	chr2	219260158	219268320	1	8163	38290.3906	623.5768	236	1
38_Peak_129326_lociStitched	chr21	45274132	45435883	38	21879	51776.4951	14153.2125	237	1
40_Peak_25773_lociStitched	chr9	132866217	133007367	40	45428	49727.145	12195.36	238	1
Peak_920	chr3	50295307	50310258	1	14952	38901.0069	1373.9969	239	1
30_Peak_39335_lociStitched	chr5	149954579	150036887	30	39370	45450.4776	8008.5684	240	1
58_Peak_62527_lociStitched	chr11	70302885	70492039	58	49563	53814.313	16532.0596	241	1
11_Peak_54074_lociStitched	chr12	52624268	52681420	11	25103	42566.8096	5326.5664	242	1
35_Peak_43285_lociStitched	chr2	20643358	20742364	35	32981	46631.826	9425.3712	243	1
47_Peak_22787_lociStitched	chr14	69013724	69172967	47	43249	52884.6003	15828.7542	244	1
25_Peak_13047_lociStitched	chr17	43441646	43525515	25	28124	44031.225	6977.9008	245	1
24_Peak_71982_lociStitched	chr15	75464666	75526533	24	32616	42168.5472	5128.7743	246	1
29_Peak_192222_lociStitched	chr2	85616285	85707367	29	34770	45276.8622	8379.544	247	1
31_Peak_130865_lociStitched	chr4	7951113	8054709	31	34883	46307.412	9416.8764	248	1
35_Peak_10529_lociStitched	chr3	13834218	13919042	35	39120	44736.1776	7846.22	249	1
25_Peak_29406_lociStitched	chr9	124023448	124097591	25	26647	43900.0703	7095.4851	250	1
61_Peak_80192_lociStitched	chr11	63764509	63925752	61	54513	50646.4263	13866.898	251	1
35_Peak_136916_lociStitched	chr1	226776524	226927106	35	35643	59976.8106	23204.6862	252	1
51_Peak_154815_lociStitched	chr16	1130977	1272315	51	53912	48252.7932	11519.047	253	1
34_Peak_41576_lociStitched	chr22	31603898	31689246	34	26910	44457.7732	7766.668	254	1
34_Peak_60661_lociStitched	chr8	141543972	141641691	34	39819	46191.7713	9508.0587	255	1
20_Peak_75182_lociStitched	chr9	132076445	132125000	20	29250	41257.1835	4627.2915	256	1
14_Peak_51108_lociStitched	chr11	69037639	69089366	14	28848	41397.1181	4872.6834	257	1
16_Peak_135180_lociStitched	chr19	39325379	39364644	16	22061	39634.091	3129.4205	258	1
35_Peak_114681_lociStitched	chr19	19444717	19540757	35	28338	45177.216	8806.868	259	1
34_Peak_114390_lociStitched	chr14	102939124	103056713	34	32092	46400.6194	10053.8595	260	1
Peak_2727	chr22	38613471	38625761	1	12291	37523.828	1188.443	261	1
63_Peak_33657_lociStitched	chr17	695021	876626	63	48604	50994.684	14673.684	262	1
12_Peak_96035_lociStitched	chr1	200856833	200886586	12	15608	40273.6608	4159.4694	263	1
26_Peak_172025_lociStitched	chr20	56230185	56294039	26	31843	42035.0882	5944.8074	264	1
54_Peak_67097_lociStitched	chr7	151374944	151569391	54	43245	53686.8167	17753.0111	265	1
63_Peak_121237_lociStitched	chr1	19655739	19806228	63	48375	50383.7172	14522.1885	266	1
28_Peak_114717_lociStitched	chr19	4793859	4897435	28	23312	43968.012	8337.868	267	1
16_Peak_97660_lociStitched	chr17	18134271	18181542	16	19756	39858.9072	4448.2011	268	1
42_Peak_30534_lociStitched	chr5	149837477	149934928	42	37264	44262.2442	8907.0214	269	1
32_Peak_64182_lociStitched	chr21	44142980	44241286	32	35435	43480.7438	8129.9062	270	1
15_Peak_57997_lociStitched	chr8	141455362	141530129	15	15155	41966.7171	6721.5533	271	1
40_Peak_67903_lociStitched	chr1	234945368	235069534	40	30490	52596.7176	17358.4068	272	1
22_Peak_125418_lociStitched	chr16	75486190	75566566	22	20220	42390.3024	7274.028	273	1
Peak_1023	chr7	73235441	73249454	1	14014	36331.5051	1244.3544	274	1
35_Peak_239588_lociStitched	chr9	134204124	134319566	35	32495	44191.1976	9108.3738	275	1
32_Peak_33757_lociStitched	chr14	100569690	100689848	32	36122	46248.8142	11282.8362	276	1
19_Peak_134502_lociStitched	chr17	36035820	36106451	19	15944	41608.7221	6667.5664	277	1
22_Peak_66896_lociStitched	chr22	37556779	37638259	22	26942	41970.348	7088.76	278	1
Peak_46	chr12	122226128	122240073	1	13946	36135.6785	1351.2705	279	1
41_Peak_49697_lociStitched	chr2	121904824	122029760	41	38893	46751.0512	12043.8304	280	1
28_Peak_24314_lociStitched	chr7	75550349	75642597	28	41851	42212.6848	7573.5608	281	1
25_Peak_69592_lociStitched	chr15	91361426	91436900	25	23274	41993.7336	7381.3572	282	1
Peak_4216	chr16	2197275	2214374	1	17100	36234.4909	1624.405	283	1
21_Peak_16953_lociStitched	chr5	141215791	141261915	21	26313	38531.9896	3957.4392	284	1
10_Peak_139532_lociStitched	chr11	61713242	61751635	10	15681	37567.5505	3010.0112	285	1
7_Peak_85946_lociStitched	chr20	62309309	62336072	7	23249	36967.7319	2451.4908	286	1
38_Peak_27861_lociStitched	chr1	31200869	31298003	38	37164	43040.0754	8528.3652	287	1
25_Peak_26756_lociStitched	chr3	134027266	134101402	25	29108	42131.4888	7739.7984	288	1
27_Peak_138180_lociStitched	chr1	228070813	228138413	27	31035	44196.88	9869.6	289	1
Peak_185	chr2	239191443	239201185	1	9743	35168.62	888.4704	290	1
