REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ClearCell_3547_IP.nodup.bam	ClearCell_3547_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
25_Peak_25268_lociStitched	chr10	81895829	81968852	25	43826	97653.6579	8930.7129	27	PLAC9,ANXA11	ANXA11	ANXA11	27	1	ENSG00000122359	ANXA11	189.687744666363	1
44_Peak_52412_lociStitched	chr19	2461506	2637581	44	59198	107053.6	18347.015	28	GADD45B,GNG7	LMNB2,TIMM13	GADD45B	28	1	ENSG00000099860	GADD45B	22.3457907797221	1
15_Peak_6975_lociStitched	chr3	50263753	50313316	15	43938	94025.9673	6225.1128	29	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	29	1	ENSG00000114353	GNAI2	127.917817203965	1
23_Peak_41516_lociStitched	chr2	28599873	28675680	23	39757	96001.9848	9157.4856	30	FOSL2	PLB1	FOSL2	30	1	ENSG00000075426	FOSL2	164.758793831088	1
15_Peak_8071_lociStitched	chr17	39803694	39848486	15	26431	92423.8128	6638.1744	31	EIF1	HAP1,KRT42P,GAST,KRT16,KRT17	EIF1	31	1	ENSG00000173812	EIF1	209.608497077199	1
36_Peak_28846_lociStitched	chr2	113943233	114047435	36	54927	97793.577	12545.9208	32	LOC654433,LOC440839,PSD4,PAX8		LOC654433	32	1	ENSG00000125618	PAX8	255.079159125164	1
12_Peak_64503_lociStitched	chr11	118739805	118801516	12	29061	89888.2426	4949.2222	33	CXCR5,BCL9L	UPK2,FOXR1	CXCR5	33	1	ENSG00000186174	BCL9L	51.5099097810062	1
29_Peak_22954_lociStitched	chr20	45936298	46021074	29	46284	93168.824	8418.2568	34	ZMYND8,LOC100131496	ZMYND8	ZMYND8	34	1	ENSG00000101040	ZMYND8	90.8370429689026	1
24_Peak_132615_lociStitched	chr10	43800074	43916839	24	33400	97230.2155	13392.9455	35	HNRNPF,FXYD4	ZNF487P,RASGEF1A	FXYD4	35	1	ENSG00000169813	HNRNPF	81.5708691557538	1
7_Peak_53745_lociStitched	chr17	39919315	39958213	7	26067	89403.1632	5865.8184	36	JUP,LEPREL4	FKBP10,HAP1,JUP,NT5C3L,KLHL10	JUP	36	1	ENSG00000173801	JUP	148.354601895436	1
76_Peak_95809_lociStitched	chr14	68967441	69173586	76	80565	102454.065	21274.164	37	RAD51L1		ZFP36L1	37	1	ENSG00000185650	ZFP36L1	374.570349120322	1
45_Peak_2631_lociStitched	chr14	75647134	75777869	45	49205	94181.494	13426.4845	38	FOS	TMED10	FOS	38	1	ENSG00000170345	FOS	208.009800545971	1
Peak_198	chr17	80183560	80202175	1	18616	82272.7155	2533.5015	39	SLC16A3	CCDC57,CSNK1D	SLC16A3	39	1	ENSG00000141526	SLC16A3	37.9078154374608	1
13_Peak_9920_lociStitched	chr11	65236336	65278413	13	31916	83497.5988	3854.2532	40	MALAT1	NEAT1,MIR612,SCYL1,LTBP3	MALAT1	40	1	ENSG00000251562	MALAT1	20699.8595193961	1
5_Peak_4381_lociStitched	chr19	12868306	12908001	5	21291	83863.6265	4231.487	41	HOOK2,PRDX2,JUNB,BEST2	ASNA1,RNASEH2A,RTBDN,TNPO2,C19orf43,MAST1	HOOK2	41	1	ENSG00000095066	HOOK2	74.3572531134399	1
14_Peak_138148_lociStitched	chr17	72957918	73005991	14	28061	86416.0248	7268.6376	42	CDR2L,C17orf28	OTOP2,ATP5H,KCTD2,USH1G,OTOP3,ICT1	CDR2L	42	1	ENSG00000109089	CDR2L	23.8555351998324	1
37_Peak_47234_lociStitched	chr6	43958227	44090126	37	54970	91894.0333	13466.8879	43	MRPL14,C6orf223	TMEM63B,CAPN11	C6orf223	43	1	ENSG00000181577	C6orf223	1.83756425804295	1
14_Peak_1104_lociStitched	chr15	96860481	96904123	14	29541	81588.719	4255.095	44	NR2F2,MIR1469		NR2F2	44	1	ENSG00000185551	NR2F2	109.550421333738	1
30_Peak_106073_lociStitched	chr9	130247946	130348870	30	47589	85078.932	8820.7576	45	LRSAM1,FAM129B	LRSAM1,RPL12,SNORA65,STXBP1	FAM129B	45	1	ENSG00000136830	FAM129B	92.1813888476543	1
15_Peak_29627_lociStitched	chr3	5014600	5069469	15	23605	82330.9345	7357.9329	46	BHLHE40		BHLHE40	46	1	ENSG00000134107	BHLHE40	70.0664591312744	1
5_Peak_63857_lociStitched	chr17	73628548	73649403	5	18388	78360.577	3499.469	47	RECQL5,LOC100130933,LOC643008	SAP30BP,MYO15B	LOC100130933	47	1	ENSG00000204323	SMIM5	4.04589526652351	1
19_Peak_5714_lociStitched	chr9	132310161	132380354	19	39146	80539.4482	5833.0383	48	C9orf50	ASB6,METTL11A,PRRX2	C9orf50	48	1	ENSG00000179058	C9orf50	0.889035543360276	1
13_Peak_50481_lociStitched	chr1	201417106	201482738	13	25856	84520.8896	10218.9024	49	PHLDA3,CSRP1	CSRP1,RPS10P7,TNNI1,LAD1	PHLDA3	49	1	ENSG00000159176	CSRP1	65.6861876089153	1
17_Peak_15729_lociStitched	chr17	43220701	43279350	17	25265	81897.4636	7835.5064	50	HEXIM1,ACBD4,HEXIM2	FMNL1,PLCD3,ACBD4,LOC100133991	HEXIM2	50	1	ENSG00000186834	HEXIM1	61.3371930721337	1
47_Peak_41522_lociStitched	chr8	8637184	8751886	47	42489	88332.0102	15175.0746	51	MFHAS1		MFHAS1	51	1	ENSG00000147324	MFHAS1	46.1830569103469	1
26_Peak_13974_lociStitched	chr8	127543688	127602151	26	29823	83023.3063	10517.4937	52	FAM84B		FAM84B	52	1	ENSG00000168672	FAM84B	41.5439804930966	1
20_Peak_15580_lociStitched	chr12	6431765	6487211	20	31467	77585.5878	5117.6658	53	PLEKHG6,SCNN1A,TNFRSF1A	LTBR	TNFRSF1A	53	1	ENSG00000111319	SCNN1A	105.093359494062	1
24_Peak_473_lociStitched	chr10	104356437	104439036	24	37926	81723.4506	9341.9469	54	SUFU,ARL3,TRIM8	SFXN2	TRIM8	54	1	ENSG00000171206	TRIM8	51.1955553646589	1
9_Peak_46846_lociStitched	chr17	2278400	2316365	9	26417	75770.547	3872.43	55	SGSM2,LOC284009,MNT	SNORD91A,TSR1,SNORD91B	MNT	55	1	ENSG00000070444	MNT	29.0657033828155	1
23_Peak_61192_lociStitched	chr2	20687627	20738784	23	37110	77487.5079	6225.8069	56		RHOB	RHOB	56	1	ENSG00000143878	RHOB	90.4709919842701	1
12_Peak_93761_lociStitched	chr1	156046359	156117103	12	28883	79155.4616	8149.7088	57	MEX3A,LMNA	SLC25A44,ROBLD3,RAB25,SEMA4A,UBQLN4	LMNA	57	1	ENSG00000160789	LMNA	177.908779312497	1
29_Peak_34214_lociStitched	chr20	30248870	30318715	29	51977	78421.966	7480.3995	58	BCL2L1	COX4I2,TPX2	BCL2L1	58	1	ENSG00000171552	BCL2L1	52.8689294767238	1
40_Peak_70723_lociStitched	chr2	161005153	161135279	40	45362	86013.286	15406.9184	59	RBMS1,ITGB6		ITGB6	59	1	ENSG00000115221	ITGB6	11.3426318308637	1
17_Peak_49161_lociStitched	chr1	234720687	234760093	17	19699	75017.2022	4559.2742	60	IRF2BP2	NCRNA00184	IRF2BP2	60	1	ENSG00000168264	IRF2BP2	93.3315632379749	1
Peak_17	chr17	79475466	79487783	1	12318	72385.7773	1928.8422	61	ACTG1	FSCN2,C17orf70	ACTG1	61	1	ENSG00000184009	ACTG1	1197.638504459	1
25_Peak_39101_lociStitched	chr8	134246678	134335856	25	33484	86556.1668	16212.5604	62	NDRG1	WISP1	NDRG1	62	1	ENSG00000104419	NDRG1	215.319684111787	1
35_Peak_62400_lociStitched	chr2	121952187	122043470	35	49629	80356.4249	10032.0017	63	TFCP2L1		TFCP2L1	63	1	ENSG00000115112	TFCP2L1	30.3198102577086	1
Peak_261	chr19	1166166	1186247	1	20082	72147.0168	2220.9586	64	SBNO2	STK11,SBNO2	SBNO2	64	1	ENSG00000064932	SBNO2	57.0415508509097	1
14_Peak_31087_lociStitched	chr22	50705824	50752933	14	38414	73612.5234	4145.592	65	MAPK11,PLXNB2,FAM116B	TUBGCP6,MAPK12,HDAC10,PPP6R2	PLXNB2	65	1	ENSG00000196576	PLXNB2	224.035339681892	1
26_Peak_60611_lociStitched	chr3	14434771	14516034	26	49540	79304.5617	10214.7591	66	SLC6A6		SLC6A6	66	1	ENSG00000131389	SLC6A6	40.2334745792865	1
35_Peak_9020_lociStitched	chr3	13850176	13937737	35	46342	80065.7784	11514.2715	67	WNT7A	LOC100132526,TPRXL	WNT7A	67	1	ENSG00000154764	WNT7A	13.8217038520678	1
40_Peak_8060_lociStitched	chr13	113311153	113446393	40	47614	81455.052	13077.708	68	C13orf35,ATP11A	ATP11A	ATP11A	68	1	ENSG00000068650	ATP11A	42.2691508395389	1
35_Peak_34268_lociStitched	chr10	5576515	5705660	35	48367	82988.577	14916.2475	69	ASB13	C10orf18,CALML5,ASB13,CALML3	ASB13	69	1	ENSG00000196372	ASB13	11.9081863943761	1
16_Peak_68014_lociStitched	chr1	17510838	17572883	16	42155	73765.3005	6347.2035	70	PADI1	PADI3	PADI1	70	1	ENSG00000142623	PADI1	0.630099142949647	1
21_Peak_17300_lociStitched	chr12	120105273	120157892	21	44753	72703.6723	5325.0428	71	CIT,PRKAB1,MIR1178		MIR1178	71	1	ENSG00000111725	PRKAB1	39.4045195619458	1
29_Peak_39570_lociStitched	chr21	45121919	45205843	29	42213	75263.0432	8132.2356	72	CSTB,PDXK	LOC284837,RRP1B,RRP1,HSF2BP	PDXK	72	1	ENSG00000160209	PDXK	130.866202849101	1
14_Peak_4044_lociStitched	chr1	201976358	202026838	14	31893	72469.088	5598.232	73	ELF3	RNPEP,ELF3	ELF3	73	1	ENSG00000163435	ELF3	243.043030111608	1
68_Peak_25229_lociStitched	chr1	19699616	19841738	68	62737	80384.2032	14126.9268	74	CAPZB		CAPZB	74	1	ENSG00000077549	CAPZB	98.7623344479686	1
38_Peak_76832_lociStitched	chr7	130564586	130651154	38	48110	75374.7576	9228.1488	75	FLJ43663,LOC646329	MIR29A,MIR29B1	LOC646329	75	1	ENSG00000273319		36.5934907876675	1
51_Peak_21775_lociStitched	chr14	61929384	62069849	51	49605	80978.0725	15465.1965	76	PRKCH		HIF1A	76	1	ENSG00000100644	HIF1A	92.9118427972965	1
25_Peak_4563_lociStitched	chr17	45278033	45372177	25	34346	79626.9952	14771.1936	77	MYL4,ITGB3	CDC27,C17orf57	ITGB3	77	1	ENSG00000259207	ITGB3	10.8555918978728	1
29_Peak_53697_lociStitched	chr1	16437843	16516643	29	43822	71558.28	6784.68	78	EPHA2	ARHGEF19,FAM131C,C1orf89	EPHA2	78	1	ENSG00000142627	EPHA2	30.9695541992627	1
46_Peak_64950_lociStitched	chr14	50364792	50491389	46	43740	77793.8565	13115.4492	79	C14orf182	ARF6,SDCCAG1	C14orf182	79	1	ENSG00000214900	LINC01588	2.85427200763036	1
78_Peak_26371_lociStitched	chr13	110950958	111125132	78	67152	82959.0762	18375.357	80	COL4A2,COL4A1		COL4A2	80	1	ENSG00000134871	COL4A2	116.569854066526	1
9_Peak_38866_lociStitched	chr17	42267850	42336794	9	17705	73328.8384	8928.248	81	TMUB2,UBTF,SLC4A1,ATXN7L3	TMUB2,C17orf65,RUNDC3A,ASB16,C17orf53	UBTF	81	1	ENSG00000108312	UBTF	84.59480888139	1
15_Peak_23493_lociStitched	chr2	105458818	105491189	15	23513	68257.4906	4279.4462	82	POU3F3		POU3F3	82	1	ENSG00000198914	POU3F3	0.0574238830638421	1
Peak_23	chr12	122222667	122240323	1	17657	65883.364	1996.8936	83	LOC338799,RHOF	SETD1B	RHOF	83	1	ENSG00000139725	RHOF	29.457134932896	1
22_Peak_413_lociStitched	chr14	74184555	74269676	22	39475	72114.5112	8665.3178	84	C14orf43	PNMA1,PTGR2	C14orf43	84	1	ENSG00000156030	ELMSAN1	45.0838907166489	2
20_Peak_55053_lociStitched	chr2	85115368	85203605	20	26164	72998.4701	10111.9602	85	TMSB10,KCMF1	C2orf89	TMSB10	85	1	ENSG00000034510	TMSB10	682.722232981462	1
50_Peak_65240_lociStitched	chr17	16912256	17060172	50	53783	77507.984	14643.684	86	MPRIP	TNFRSF13B,PLD6	MPRIP	86	1	ENSG00000133030	MPRIP	96.4782298584931	1
33_Peak_6091_lociStitched	chr10	95166876	95239483	33	38958	70777.3036	8407.8906	87	MYOF	CEP55,MYOF	MYOF	87	1	ENSG00000138119	MYOF	112.315172230775	1
15_Peak_17245_lociStitched	chr19	4037623	4115554	15	27536	70145.6931	8174.9619	88	PIAS4,MAP2K2,ZBTB7A	CREB3L3	ZBTB7A	88	1	ENSG00000178951	ZBTB7A	62.7471928234805	1
22_Peak_13509_lociStitched	chr14	35799964	35875393	22	33127	69470.109	7701.3009	89	NFKBIA	PSMA6	NFKBIA	89	1	ENSG00000100906	NFKBIA	91.0282754423195	1
23_Peak_25852_lociStitched	chr3	134027442	134101297	23	39750	71897.8425	10228.9175	90	AMOTL2		AMOTL2	90	1	ENSG00000114019	AMOTL2	49.6888434931615	1
23_Peak_98755_lociStitched	chr5	141201775	141262909	23	30660	68146.0698	6938.709	91	PCDH1	KIAA0141,LOC729080	PCDH1	91	1	ENSG00000156453	PCDH1	32.9476448420327	1
Peak_254	chr22	50962035	50974927	1	12893	62350.8688	1246.6564	92	ODF3B,SCO2,TYMP,NCAPH2	C22orf41,CPT1B,LMF2,SBF1,LOC100144603,ADM2,MIOX,KLHDC7B,CHKB,TYMP	TYMP	92	1	ENSG00000025708	TYMP	28.4131942843118	1
16_Peak_54894_lociStitched	chr19	53397349	53450906	16	29645	66126.8279	5291.4316	93	ZNF321	ZNF702P,ZNF468,ZNF816,ZNF320	ZNF321	93	1	ENSG00000213801	ZNF321P	12.0303035018749	1
13_Peak_19857_lociStitched	chr16	66512607	66591412	13	31349	68103.281	7644.085	94	CKLF,TK2,BEAN1	CMTM3,CMTM2,CMTM1,CKLF,TK2	TK2	94	1	ENSG00000166548	TK2	23.4661925458363	1
23_Peak_63784_lociStitched	chr2	10195946	10265884	23	31347	68462.3082	8035.8762	95	RRM2,CYS1	KLF11,C2orf48	CYS1	95	1	ENSG00000205795	CYS1	2.77990646541379	1
3_Peak_76939_lociStitched	chr7	5451337	5469675	3	12995	62048.4568	1954.8308	96	TNRC18		TNRC18	96	1	ENSG00000182095	TNRC18	116.868664254118	1
19_Peak_35582_lociStitched	chr8	103740015	103823286	19	29128	74327.6946	14722.3128	97			AZIN1	97	1	ENSG00000155096	AZIN1	66.8908767842382	1
11_Peak_25495_lociStitched	chr20	60921375	60966602	11	27561	63688.6614	4635.7675	98	RPS21,LAMA5,CABLES2	C20orf151,ADRM1	LAMA5	98	1	ENSG00000171858	RPS21	182.46987652021	1
Peak_43	chr22	46464719	46478169	1	13451	59680.34	1055.825	99		LOC400931,C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	99	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
30_Peak_36650_lociStitched	chr3	129267682	129347395	30	41537	68624.9217	10075.7232	100	H1FOO,PLXND1	RHO	PLXND1	100	1	ENSG00000004399	PLXND1	40.5793802389377	1
15_Peak_95904_lociStitched	chr17	38460954	38514645	15	29041	65690.9385	7361.0361	101	RARA	RARA,CDC6,GJD3	RARA	101	1	ENSG00000131759	RARA	12.4457086969	1
30_Peak_11260_lociStitched	chr15	99942242	100052664	30	41412	69764.6196	11550.1412	102			MEF2A	102	1	ENSG00000068305	MEF2A	40.16882036304	1
34_Peak_82464_lociStitched	chr10	82204345	82290325	34	38874	65576.946	10214.424	103	TSPAN14	C10orf58,SH2D4B	TSPAN14	103	1	ENSG00000108219	TSPAN14	118.962602892749	1
17_Peak_31065_lociStitched	chr20	56236255	56294202	17	37170	61499.1511	6211.9184	104	PMEPA1	ZBP1	PMEPA1	104	1	ENSG00000124225	PMEPA1	30.2666404190392	1
50_Peak_52927_lociStitched	chr1	182966981	183086851	50	33027	69320.821	14096.712	105	LAMC1	C1orf14	LAMC1	105	1	ENSG00000135862	LAMC1	179.535020701164	1
39_Peak_91940_lociStitched	chr16	11646580	11771706	39	39128	67630.603	12437.5244	106	LITAF,SNN		LITAF	106	1	ENSG00000189067	LITAF	76.4848049274565	1
32_Peak_12272_lociStitched	chr2	46503089	46590512	32	36676	65873.2305	10718.0598	107	EPAS1		EPAS1	107	1	ENSG00000116016	EPAS1	53.7080032574175	1
17_Peak_28630_lociStitched	chr1	235089735	235149087	17	32941	62557.008	7496.1576	108			SNORA14B	108	1	ENSG00000238005		0.488103006042658	1
14_Peak_76_lociStitched	chr2	201980111	202023444	14	24299	60072.5379	5420.9583	109	CFLAR	CASP10,FAM126B,NDUFB3	CFLAR	109	1	ENSG00000003402	CFLAR	169.444852423572	1
Peak_1212	chr17	39674523	39687717	1	13195	56403.0306	1950.0732	110	KRT15,KRT19	KRT35,KRT36,KRT9,KRT13	KRT19	110	1	ENSG00000171345	KRT19	258.288221018354	1
26_Peak_70681_lociStitched	chr7	134835059	134902997	26	26399	60811.3038	6922.8822	111	WDR91,TMEM140,C7orf49	C7orf49,STRA8	C7orf49	111	1	ENSG00000105875	WDR91	41.2621915317526	1
19_Peak_7509_lociStitched	chr17	78226181	78282462	19	23915	61942.8686	8110.0921	112	RNF213,SLC26A11	SLC26A11,SGSH	RNF213	112	1	ENSG00000173821	RNF213	267.64648989583	1
8_Peak_82950_lociStitched	chr17	74244247	74275753	8	23385	58402.6722	4637.6832	113	FAM100B,QRICH2	RNF157	FAM100B	113	1	ENSG00000185262	UBALD2	27.2260656890071	1
21_Peak_41514_lociStitched	chr19	11240794	11315192	21	34346	61847.0574	8265.6178	114	KANK2,SPC24,LDLR,DOCK6	LOC55908,LDLR	SPC24	114	1	ENSG00000197256	KANK2	57.9284411361968	1
24_Peak_8938_lociStitched	chr21	46711624	46808781	24	40262	62695.4121	9171.6208	115	LOC642852	COL18A1,NCRNA00175,POFUT2	LOC642852	115	1	ENSG00000223768	LINC00205	3.55806237776003	1
8_Peak_672_lociStitched	chr17	71281517	71308961	8	17852	57517.1352	4267.542	116	CDC42EP4	CPSF4L	CDC42EP4	116	1	ENSG00000179604	CDC42EP4	44.1146933366132	1
19_Peak_26639_lociStitched	chr10	99276462	99340919	19	37656	59977.2385	6800.2135	117	ANKRD2,UBTD1	C10orf62,MMS19,DHDPSL	ANKRD2	117	1	ENSG00000165887	ANKRD2	0.305851824022425	1
Peak_420	chr15	90741864	90758405	1	16542	54955.8184	1814.5477	118	SEMA4B	C15orf58,TTLL13,CIB1	SEMA4B	118	1	ENSG00000185033	SEMA4B	52.8235414544374	1
34_Peak_13832_lociStitched	chr1	27814546	27944669	34	40954	65516.9305	12504.8203	119	FGR,AHDC1,WASF2		AHDC1	119	1	ENSG00000126705	AHDC1	29.9950851866503	1
15_Peak_100515_lociStitched	chr14	105116394	105181074	15	28713	58981.692	6151.068	120	INF2	SIVA1,TMEM179,ADSSL1	INF2	120	1	ENSG00000203485	INF2	88.4515693540752	1
23_Peak_31618_lociStitched	chr5	1088919	1168507	23	28753	61282.76	8603.4628	121	SLC12A7	SLC6A19	SLC12A7	121	1	ENSG00000113504	SLC12A7	69.7925001998584	1
27_Peak_49727_lociStitched	chr2	20765371	20842742	27	35097	62059.2791	9454.7362	122	HS1BP3	GDF7	HS1BP3	122	1	ENSG00000118960	HS1BP3	14.8533866828827	1
54_Peak_12464_lociStitched	chr12	125093207	125252356	54	58565	68879.6872	16408.2619	123		NCOR2	NCOR2	123	1	ENSG00000196498	NCOR2	120.453952827208	1
12_Peak_67486_lociStitched	chr9	131925908	131992563	12	22491	58116.4945	5659.0095	124	IER5L		IER5L	124	1	ENSG00000188483	IER5L	14.0197059306297	1
39_Peak_40557_lociStitched	chr18	46351456	46486994	39	40798	64394.1038	12239.0814	125	SMAD7,KIAA0427		SMAD7	125	1	ENSG00000101665	SMAD7	5.30333445315953	1
9_Peak_478_lociStitched	chr7	75910723	75949738	9	21983	55869.48	3815.667	126	HSPB1,SRRM3	YWHAG	HSPB1	126	1	ENSG00000106211	HSPB1	204.112526233261	1
17_Peak_23327_lociStitched	chr2	20366074	20442639	17	28664	61198.4045	9394.5255	127	SDC1		SDC1	127	1	ENSG00000115884	SDC1	36.6268585849158	1
8_Peak_40867_lociStitched	chr18	3439488	3467249	8	12879	54114.5173	2470.729	128	TGIF1		TGIF1	128	1	ENSG00000177426	TGIF1	35.7594897018116	1
30_Peak_35798_lociStitched	chr17	40506379	40594632	30	29648	64221.7081	12752.5585	129	STAT3,PTRF	ATP6V0A1	STAT3	129	1	ENSG00000168610	STAT3	168.495976715064	1
Peak_1215	chr6	10409580	10420957	1	11378	52499.1665	1248.0569	130	LOC100130275,TFAP2A	C6orf218	TFAP2A	130	1	ENSG00000137203	TFAP2A	19.384350969175	1
29_Peak_16269_lociStitched	chr2	28806101	28887805	29	35482	60624.368	9583.8792	131	PLB1		PPP1CB	131	1	ENSG00000213639	PPP1CB	240.855257443272	1
22_Peak_20146_lociStitched	chr15	93340688	93416723	22	26763	58668.606	7641.5175	132		LOC100507217,MIR3175,ASB9P1,CHD2	ASB9P1	132	1	ENSG00000258527	ASB9P1	0.602950772170342	1
Peak_139	chr17	27068563	27079390	1	10828	52853.0832	1887.1461	133	TRAF4,NEK8	RAB34,SNORD42A,RPL23A,PROCA1,SNORD4A,SNORD4B,TLCD1,SNORD42B	TRAF4	133	1	ENSG00000076604	TRAF4	41.3165370400352	1
13_Peak_65622_lociStitched	chr20	36751447	36798148	13	37437	55550.8395	4959.6462	134	TGM2		TGM2	134	1	ENSG00000198959	TGM2	45.2400066426742	1
29_Peak_33153_lociStitched	chr22	43071731	43176530	29	37627	60217.5054	10155.0231	135	A4GALT	CYB5R3,ATP5L2	A4GALT	135	1	ENSG00000128274	A4GALT	11.0847327922524	1
