#ClearCell_3547_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/ClearCell_3547_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ClearCell_3547_IP.nodup.bam
#Using cutoff of 14431.0212 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ClearCell_3547_IP.nodup.bam	ClearCell_3547_Input.nodup.bam	enhancerRank	isSuper
7_Peak_53745_lociStitched	chr17	39919315	39958213	7	26067	89403.1632	5865.8184	36	1
76_Peak_95809_lociStitched	chr14	68967441	69173586	76	80565	102454.065	21274.164	37	1
45_Peak_2631_lociStitched	chr14	75647134	75777869	45	49205	94181.494	13426.4845	38	1
Peak_198	chr17	80183560	80202175	1	18616	82272.7155	2533.5015	39	1
13_Peak_9920_lociStitched	chr11	65236336	65278413	13	31916	83497.5988	3854.2532	40	1
5_Peak_4381_lociStitched	chr19	12868306	12908001	5	21291	83863.6265	4231.487	41	1
14_Peak_138148_lociStitched	chr17	72957918	73005991	14	28061	86416.0248	7268.6376	42	1
37_Peak_47234_lociStitched	chr6	43958227	44090126	37	54970	91894.0333	13466.8879	43	1
14_Peak_1104_lociStitched	chr15	96860481	96904123	14	29541	81588.719	4255.095	44	1
30_Peak_106073_lociStitched	chr9	130247946	130348870	30	47589	85078.932	8820.7576	45	1
15_Peak_29627_lociStitched	chr3	5014600	5069469	15	23605	82330.9345	7357.9329	46	1
5_Peak_63857_lociStitched	chr17	73628548	73649403	5	18388	78360.577	3499.469	47	1
19_Peak_5714_lociStitched	chr9	132310161	132380354	19	39146	80539.4482	5833.0383	48	1
13_Peak_50481_lociStitched	chr1	201417106	201482738	13	25856	84520.8896	10218.9024	49	1
17_Peak_15729_lociStitched	chr17	43220701	43279350	17	25265	81897.4636	7835.5064	50	1
47_Peak_41522_lociStitched	chr8	8637184	8751886	47	42489	88332.0102	15175.0746	51	1
26_Peak_13974_lociStitched	chr8	127543688	127602151	26	29823	83023.3063	10517.4937	52	1
20_Peak_15580_lociStitched	chr12	6431765	6487211	20	31467	77585.5878	5117.6658	53	1
24_Peak_473_lociStitched	chr10	104356437	104439036	24	37926	81723.4506	9341.9469	54	1
9_Peak_46846_lociStitched	chr17	2278400	2316365	9	26417	75770.547	3872.43	55	1
23_Peak_61192_lociStitched	chr2	20687627	20738784	23	37110	77487.5079	6225.8069	56	1
12_Peak_93761_lociStitched	chr1	156046359	156117103	12	28883	79155.4616	8149.7088	57	1
29_Peak_34214_lociStitched	chr20	30248870	30318715	29	51977	78421.966	7480.3995	58	1
40_Peak_70723_lociStitched	chr2	161005153	161135279	40	45362	86013.286	15406.9184	59	1
17_Peak_49161_lociStitched	chr1	234720687	234760093	17	19699	75017.2022	4559.2742	60	1
Peak_17	chr17	79475466	79487783	1	12318	72385.7773	1928.8422	61	1
25_Peak_39101_lociStitched	chr8	134246678	134335856	25	33484	86556.1668	16212.5604	62	1
35_Peak_62400_lociStitched	chr2	121952187	122043470	35	49629	80356.4249	10032.0017	63	1
Peak_261	chr19	1166166	1186247	1	20082	72147.0168	2220.9586	64	1
14_Peak_31087_lociStitched	chr22	50705824	50752933	14	38414	73612.5234	4145.592	65	1
26_Peak_60611_lociStitched	chr3	14434771	14516034	26	49540	79304.5617	10214.7591	66	1
35_Peak_9020_lociStitched	chr3	13850176	13937737	35	46342	80065.7784	11514.2715	67	1
40_Peak_8060_lociStitched	chr13	113311153	113446393	40	47614	81455.052	13077.708	68	1
35_Peak_34268_lociStitched	chr10	5576515	5705660	35	48367	82988.577	14916.2475	69	1
16_Peak_68014_lociStitched	chr1	17510838	17572883	16	42155	73765.3005	6347.2035	70	1
21_Peak_17300_lociStitched	chr12	120105273	120157892	21	44753	72703.6723	5325.0428	71	1
29_Peak_39570_lociStitched	chr21	45121919	45205843	29	42213	75263.0432	8132.2356	72	1
14_Peak_4044_lociStitched	chr1	201976358	202026838	14	31893	72469.088	5598.232	73	1
68_Peak_25229_lociStitched	chr1	19699616	19841738	68	62737	80384.2032	14126.9268	74	1
38_Peak_76832_lociStitched	chr7	130564586	130651154	38	48110	75374.7576	9228.1488	75	1
51_Peak_21775_lociStitched	chr14	61929384	62069849	51	49605	80978.0725	15465.1965	76	1
25_Peak_4563_lociStitched	chr17	45278033	45372177	25	34346	79626.9952	14771.1936	77	1
29_Peak_53697_lociStitched	chr1	16437843	16516643	29	43822	71558.28	6784.68	78	1
46_Peak_64950_lociStitched	chr14	50364792	50491389	46	43740	77793.8565	13115.4492	79	1
78_Peak_26371_lociStitched	chr13	110950958	111125132	78	67152	82959.0762	18375.357	80	1
9_Peak_38866_lociStitched	chr17	42267850	42336794	9	17705	73328.8384	8928.248	81	1
15_Peak_23493_lociStitched	chr2	105458818	105491189	15	23513	68257.4906	4279.4462	82	1
Peak_23	chr12	122222667	122240323	1	17657	65883.364	1996.8936	83	1
22_Peak_413_lociStitched	chr14	74184555	74269676	22	39475	72114.5112	8665.3178	84	1
20_Peak_55053_lociStitched	chr2	85115368	85203605	20	26164	72998.4701	10111.9602	85	1
50_Peak_65240_lociStitched	chr17	16912256	17060172	50	53783	77507.984	14643.684	86	1
33_Peak_6091_lociStitched	chr10	95166876	95239483	33	38958	70777.3036	8407.8906	87	1
15_Peak_17245_lociStitched	chr19	4037623	4115554	15	27536	70145.6931	8174.9619	88	1
22_Peak_13509_lociStitched	chr14	35799964	35875393	22	33127	69470.109	7701.3009	89	1
23_Peak_25852_lociStitched	chr3	134027442	134101297	23	39750	71897.8425	10228.9175	90	1
23_Peak_98755_lociStitched	chr5	141201775	141262909	23	30660	68146.0698	6938.709	91	1
Peak_254	chr22	50962035	50974927	1	12893	62350.8688	1246.6564	92	1
16_Peak_54894_lociStitched	chr19	53397349	53450906	16	29645	66126.8279	5291.4316	93	1
13_Peak_19857_lociStitched	chr16	66512607	66591412	13	31349	68103.281	7644.085	94	1
23_Peak_63784_lociStitched	chr2	10195946	10265884	23	31347	68462.3082	8035.8762	95	1
3_Peak_76939_lociStitched	chr7	5451337	5469675	3	12995	62048.4568	1954.8308	96	1
19_Peak_35582_lociStitched	chr8	103740015	103823286	19	29128	74327.6946	14722.3128	97	1
11_Peak_25495_lociStitched	chr20	60921375	60966602	11	27561	63688.6614	4635.7675	98	1
Peak_43	chr22	46464719	46478169	1	13451	59680.34	1055.825	99	1
30_Peak_36650_lociStitched	chr3	129267682	129347395	30	41537	68624.9217	10075.7232	100	1
15_Peak_95904_lociStitched	chr17	38460954	38514645	15	29041	65690.9385	7361.0361	101	1
30_Peak_11260_lociStitched	chr15	99942242	100052664	30	41412	69764.6196	11550.1412	102	1
34_Peak_82464_lociStitched	chr10	82204345	82290325	34	38874	65576.946	10214.424	103	1
17_Peak_31065_lociStitched	chr20	56236255	56294202	17	37170	61499.1511	6211.9184	104	1
50_Peak_52927_lociStitched	chr1	182966981	183086851	50	33027	69320.821	14096.712	105	1
39_Peak_91940_lociStitched	chr16	11646580	11771706	39	39128	67630.603	12437.5244	106	1
32_Peak_12272_lociStitched	chr2	46503089	46590512	32	36676	65873.2305	10718.0598	107	1
17_Peak_28630_lociStitched	chr1	235089735	235149087	17	32941	62557.008	7496.1576	108	1
14_Peak_76_lociStitched	chr2	201980111	202023444	14	24299	60072.5379	5420.9583	109	1
Peak_1212	chr17	39674523	39687717	1	13195	56403.0306	1950.0732	110	1
26_Peak_70681_lociStitched	chr7	134835059	134902997	26	26399	60811.3038	6922.8822	111	1
19_Peak_7509_lociStitched	chr17	78226181	78282462	19	23915	61942.8686	8110.0921	112	1
8_Peak_82950_lociStitched	chr17	74244247	74275753	8	23385	58402.6722	4637.6832	113	1
21_Peak_41514_lociStitched	chr19	11240794	11315192	21	34346	61847.0574	8265.6178	114	1
24_Peak_8938_lociStitched	chr21	46711624	46808781	24	40262	62695.4121	9171.6208	115	1
8_Peak_672_lociStitched	chr17	71281517	71308961	8	17852	57517.1352	4267.542	116	1
19_Peak_26639_lociStitched	chr10	99276462	99340919	19	37656	59977.2385	6800.2135	117	1
Peak_420	chr15	90741864	90758405	1	16542	54955.8184	1814.5477	118	1
34_Peak_13832_lociStitched	chr1	27814546	27944669	34	40954	65516.9305	12504.8203	119	1
15_Peak_100515_lociStitched	chr14	105116394	105181074	15	28713	58981.692	6151.068	120	1
23_Peak_31618_lociStitched	chr5	1088919	1168507	23	28753	61282.76	8603.4628	121	1
27_Peak_49727_lociStitched	chr2	20765371	20842742	27	35097	62059.2791	9454.7362	122	1
54_Peak_12464_lociStitched	chr12	125093207	125252356	54	58565	68879.6872	16408.2619	123	1
12_Peak_67486_lociStitched	chr9	131925908	131992563	12	22491	58116.4945	5659.0095	124	1
39_Peak_40557_lociStitched	chr18	46351456	46486994	39	40798	64394.1038	12239.0814	125	1
9_Peak_478_lociStitched	chr7	75910723	75949738	9	21983	55869.48	3815.667	126	1
17_Peak_23327_lociStitched	chr2	20366074	20442639	17	28664	61198.4045	9394.5255	127	1
8_Peak_40867_lociStitched	chr18	3439488	3467249	8	12879	54114.5173	2470.729	128	1
30_Peak_35798_lociStitched	chr17	40506379	40594632	30	29648	64221.7081	12752.5585	129	1
Peak_1215	chr6	10409580	10420957	1	11378	52499.1665	1248.0569	130	1
29_Peak_16269_lociStitched	chr2	28806101	28887805	29	35482	60624.368	9583.8792	131	1
22_Peak_20146_lociStitched	chr15	93340688	93416723	22	26763	58668.606	7641.5175	132	1
Peak_139	chr17	27068563	27079390	1	10828	52853.0832	1887.1461	133	1
13_Peak_65622_lociStitched	chr20	36751447	36798148	13	37437	55550.8395	4959.6462	134	1
29_Peak_33153_lociStitched	chr22	43071731	43176530	29	37627	60217.5054	10155.0231	135	1
13_Peak_55797_lociStitched	chr11	117679005	117713688	13	20517	52877.7018	2996.6112	136	1
29_Peak_39172_lociStitched	chr5	131751196	131842136	29	29241	60284.126	10494.476	137	1
20_Peak_46842_lociStitched	chr17	17584190	17656961	20	29722	56048.2242	7000.5702	138	1
5_Peak_946_lociStitched	chr17	7736764	7755707	5	11307	50496.3551	1765.4876	139	1
Peak_193	chr19	13943439	13956408	1	12970	50287.2975	1579.6242	140	1
7_Peak_40604_lociStitched	chr1	156450374	156479789	7	20502	51693.921	3397.4325	141	1
37_Peak_30702_lociStitched	chr2	9282744	9428982	37	35851	64739.5626	16524.894	142	1
40_Peak_38760_lociStitched	chr3	127396087	127539393	40	40713	67124.5304	19102.6898	143	1
27_Peak_12040_lociStitched	chr17	76857630	76944107	27	31431	60620.377	12677.5282	144	1
5_Peak_2043_lociStitched	chr16	27323693	27345204	5	19475	50112.0256	2355.4545	145	1
28_Peak_40592_lociStitched	chr12	113629178	113710828	28	36556	56509.965	8793.705	146	1
13_Peak_27046_lociStitched	chr1	110745912	110789305	13	29726	52522.8872	4873.0339	147	1
22_Peak_35581_lociStitched	chr3	32432778	32482293	22	23941	54124.8465	6560.7375	148	1
25_Peak_62283_lociStitched	chr16	57790699	57880767	25	36125	56382.568	9006.8	149	1
7_Peak_110200_lociStitched	chr8	144801037	144823962	7	13471	50462.51	3202.6225	150	1
16_Peak_8603_lociStitched	chr1	43389301	43439879	16	35676	52505.0218	5249.9964	151	1
Peak_105	chr19	1121122	1134107	1	12986	48732.705	1501.066	152	1
3_Peak_2281_lociStitched	chr10	77154687	77169756	3	12419	48822.0531	1633.4796	153	1
30_Peak_7681_lociStitched	chr14	55537149	55601052	30	31828	53908.5708	6735.3762	154	1
Peak_776	chr19	39895882	39906660	1	10779	48300.5292	1154.3238	155	1
23_Peak_15936_lociStitched	chr8	11702885	11760453	23	30358	54822.0064	7754.4096	156	1
6_Peak_19353_lociStitched	chr17	1350019	1397134	6	17224	51642.7515	4617.27	157	1
5_Peak_42547_lociStitched	chr17	37892919	37912854	5	13663	50086.6875	3109.86	158	1
27_Peak_124008_lociStitched	chr19	10831598	10924006	27	38176	56904.8464	10155.6392	159	1
10_Peak_35893_lociStitched	chr12	125388956	125425975	10	19613	50482.8103	3735.2171	160	1
2_Peak_1244_lociStitched	chr1	37936431	37953322	2	16629	48470.4136	1866.4555	161	1
33_Peak_46476_lociStitched	chr10	6234337	6289704	33	38250	53368.2513	6882.1181	162	1
25_Peak_49823_lociStitched	chr12	671134	756267	25	34576	54663.8993	8257.901	163	1
1_Peak_1201_lociStitched	chr14	105432141	105445216	1	13076	47643.9925	1317.96	164	1
19_Peak_46218_lociStitched	chr6	6677130	6759540	19	31712	54440.046	8306.928	165	1
10_Peak_81800_lociStitched	chr11	67112900	67150241	10	22091	49361.0679	3431.6379	166	1
16_Peak_32432_lociStitched	chr2	232460770	232513862	16	25443	51785.9368	5940.9948	167	1
7_Peak_3497_lociStitched	chr2	232526410	232547345	7	16430	48073.0405	2292.3825	168	1
9_Peak_91505_lociStitched	chr1	201349041	201377951	9	16181	50225.343	4501.287	169	1
10_Peak_48835_lociStitched	chr16	75267714	75302484	10	22980	49356.015	3789.93	170	1
28_Peak_111021_lociStitched	chr20	52180231	52241682	28	25368	50469.7063	5247.9154	171	1
46_Peak_47475_lociStitched	chr19	38468315	38572334	46	42095	55670.9688	10453.9095	172	1
26_Peak_116204_lociStitched	chr16	70714051	70803479	26	38445	54255.9676	9041.1708	173	1
10_Peak_718_lociStitched	chr1	200856496	200895924	10	21511	49352.0276	4226.6816	174	1
20_Peak_71811_lociStitched	chr3	4752615	4803703	20	28914	52022.9104	7045.0352	175	1
27_Peak_107291_lociStitched	chr19	9103680	9190604	27	40179	54223.1912	9509.4856	176	1
Peak_2490	chr11	65182865	65193728	1	10864	45834.2559	1128.6657	177	1
11_Peak_638_lociStitched	chr17	29852038	29927875	11	18193	55747.7787	11110.1205	178	1
26_Peak_48277_lociStitched	chr12	52349498	52458032	26	33567	55895.01	11374.3632	179	1
11_Peak_10847_lociStitched	chr3	50625430	50666354	11	24607	49563.0564	5299.658	180	1
23_Peak_73321_lociStitched	chr3	52039349	52128318	23	29604	54751.5226	10649.5893	181	1
31_Peak_53618_lociStitched	chr5	150382902	150479611	31	29605	55462.6115	11392.3202	182	1
9_Peak_37257_lociStitched	chr22	41808313	41846562	9	13926	47203.0909	3530.3827	183	1
42_Peak_14543_lociStitched	chr13	23375202	23501382	42	31249	54926.154	11255.256	184	1
2_Peak_46331_lociStitched	chr5	176236396	176253398	2	16787	45623.1668	2040.24	185	1
19_Peak_60711_lociStitched	chr16	73048528	73116565	19	23653	50789.6205	7313.9775	186	1
Peak_1130	chr7	73148941	73160765	1	11825	44636.7824	1187.1296	187	1
38_Peak_33056_lociStitched	chr5	167695522	167793393	38	35886	55355.8376	12038.133	188	1
17_Peak_31221_lociStitched	chr5	170171224	170225327	17	29829	49255.3712	5940.5094	189	1
43_Peak_30382_lociStitched	chr4	57904271	57986115	43	39778	51520.798	8470.854	190	1
2_Peak_5518_lociStitched	chr1	47644352	47659181	2	14576	44289.7743	1506.6264	191	1
20_Peak_39442_lociStitched	chr1	32387780	32429831	20	21750	47046.6588	4381.7142	192	1
Peak_48	chr2	219260165	219267710	1	7546	43076.6685	777.135	193	1
Peak_385	chr17	73867595	73875535	1	7941	43473.882	1175.914	194	1
18_Peak_17483_lociStitched	chr22	36619676	36660223	18	22870	46345.221	4168.2316	195	1
13_Peak_6007_lociStitched	chr2	20638831	20674907	13	15093	46191.7104	4044.1196	196	1
15_Peak_35188_lociStitched	chr17	36087387	36150932	15	14754	51484.159	9519.041	197	1
9_Peak_48947_lociStitched	chr1	226288121	226325255	9	18010	46012.7394	4270.41	198	1
9_Peak_32722_lociStitched	chr16	1725144	1773698	9	23896	46286.5282	4641.7624	199	1
8_Peak_32973_lociStitched	chr9	73006914	73036998	8	13693	44055.0096	2653.4088	200	1
7_Peak_5672_lociStitched	chr19	40923130	40952786	7	12551	44039.16	2707.5928	201	1
8_Peak_79777_lociStitched	chr1	154971073	154999207	8	21514	43692.102	2647.4094	202	1
14_Peak_35370_lociStitched	chr2	97525643	97580058	14	24456	47449.88	6410.087	203	1
13_Peak_13591_lociStitched	chr17	70556693	70615528	13	18316	50527.498	9490.0855	204	1
19_Peak_35751_lociStitched	chr2	101822284	101885142	19	24036	47501.7906	6468.0882	205	1
17_Peak_50004_lociStitched	chr17	48252518	48299804	17	35275	47829.789	6865.9272	206	1
20_Peak_76449_lociStitched	chr4	184319387	184391875	20	19104	47842.08	6886.36	207	1
3_Peak_81_lociStitched	chr2	232570545	232582991	3	8238	41791.1788	1107.694	208	1
1_Peak_235_lociStitched	chr1	156713182	156722480	1	9299	41670.8466	1071.1296	209	1
6_Peak_4_lociStitched	chr8	101942387	101966196	6	6448	44099.0298	3542.7792	210	1
18_Peak_30551_lociStitched	chr4	1285863	1354567	18	25080	46560.7008	6224.5824	211	1
20_Peak_88279_lociStitched	chr16	85014968	85057560	20	25588	44627.8976	4395.4944	212	1
23_Peak_24959_lociStitched	chr9	33106286	33186206	23	28576	47112.84	7040.952	213	1
38_Peak_17321_lociStitched	chr20	48833040	48966023	38	41066	53472.4643	13431.283	214	1
Peak_579	chr12	52536462	52547135	1	10674	40980.0508	1053.4251	215	1
10_Peak_104167_lociStitched	chr19	45243659	45274157	10	21341	42819.192	2897.31	216	1
7_Peak_64612_lociStitched	chr11	62303933	62344864	7	24285	43554.6771	3634.6728	217	1
11_Peak_32499_lociStitched	chr17	43485705	43526040	11	16734	45070.329	5158.8465	218	1
17_Peak_22303_lociStitched	chr9	132076344	132126267	17	29992	43682.625	3923.9478	219	1
7_Peak_44049_lociStitched	chr14	77412575	77444735	7	20036	42592.704	3199.92	220	1
20_Peak_25381_lociStitched	chr17	80789619	80851919	20	23078	47939.85	8665.93	221	1
19_Peak_60596_lociStitched	chr20	49326898	49381284	19	23593	44814.064	5585.4422	222	1
27_Peak_55624_lociStitched	chr3	46964756	47052272	27	28978	49779.1008	10633.194	223	1
17_Peak_31511_lociStitched	chr17	66560797	66610253	17	18789	46810.104	7779.4288	224	1
Peak_195	chr2	219145580	219157606	1	12027	40364.0664	1367.3562	225	1
19_Peak_22370_lociStitched	chr6	6788805	6861581	19	32245	46125.4288	7343.0984	226	1
21_Peak_47360_lociStitched	chr9	139404659	139463677	21	29208	43325.1138	4567.9932	227	1
16_Peak_88361_lociStitched	chr17	17713126	17781993	16	21414	45348.9195	6645.6655	228	1
19_Peak_13790_lociStitched	chr20	48359239	48440191	19	29490	47041.2072	8451.3888	229	1
20_Peak_15085_lociStitched	chr1	205560622	205602115	20	26427	43347.7371	4833.9345	230	1
27_Peak_42957_lociStitched	chr15	60653464	60706803	27	26648	43769.9834	5333.9	231	1
42_Peak_99126_lociStitched	chr9	114662725	114840604	42	39321	55142.49	17005.2324	232	1
36_Peak_55730_lociStitched	chr8	8852136	8949836	36	28414	50872.39	12740.08	233	1
Peak_809	chr19	13956592	13966398	1	9807	39013.171	1002.1732	234	1
6_Peak_38786_lociStitched	chr7	97909795	97925570	6	11659	39224.5375	1574.345	235	1
11_Peak_35978_lociStitched	chr19	39327517	39361688	11	18136	40598.5651	3017.2993	236	1
12_Peak_18793_lociStitched	chr3	64650885	64674875	12	15327	40830.98	3253.044	237	1
12_Peak_101076_lociStitched	chr7	73223275	73270309	12	22378	42015.4722	4496.4504	238	1
17_Peak_1745_lociStitched	chr5	138882941	138930557	17	24748	42397.2864	5042.5344	239	1
15_Peak_65634_lociStitched	chr20	39936641	39974456	15	25833	41169.1905	3834.441	240	1
Peak_516	chr17	76164048	76173311	1	9264	38515.554	1365.3662	241	1
3_Peak_2048_lociStitched	chr1	155097011	155110231	3	12910	38541.588	1612.84	242	1
7_Peak_127085_lociStitched	chr2	241502451	241535187	7	11900	40379.856	3483.1104	243	1
22_Peak_19569_lociStitched	chr12	109195592	109255391	22	19293	43091.1594	6207.1362	244	1
4_Peak_984_lociStitched	chr6	100901258	100914851	4	11738	38158.2696	1313.0838	245	1
5_Peak_9831_lociStitched	chr2	176983809	177005983	5	8342	39301.1976	2476.8358	246	1
28_Peak_99587_lociStitched	chr17	63010321	63061358	28	17750	44545.0936	7823.9721	247	1
14_Peak_48491_lociStitched	chr1	33177350	33240350	14	22198	42424.2	5733	248	1
15_Peak_37590_lociStitched	chr1	36804079	36867780	15	19936	42928.1039	6427.4309	249	1
6_Peak_167_lociStitched	chr17	48922385	48946937	6	7881	40407.6816	3930.7752	250	1
7_Peak_407_lociStitched	chr19	46008607	46032845	7	16510	38797.7666	2399.562	251	1
25_Peak_10415_lociStitched	chr10	80981106	81059677	25	35873	44895.4694	8540.6677	252	1
14_Peak_32_lociStitched	chr19	16175264	16209515	14	15421	39481.1277	3168.2175	253	1
Peak_5261	chr22	30639129	30655519	1	16391	37849.427	1576.718	254	1
10_Peak_18156_lociStitched	chr8	126439286	126479534	10	12838	42864.12	6608.7216	255	1
36_Peak_29097_lociStitched	chr3	31917824	32023779	36	26228	49586.94	13488.0715	256	1
14_Peak_19859_lociStitched	chr18	3579154	3607384	14	21785	38677.923	2797.593	257	1
16_Peak_51183_lociStitched	chr15	31617348	31666686	16	21506	40886.4006	5071.9464	258	1
33_Peak_64533_lociStitched	chr11	128290303	128396117	33	29737	45341.299	9650.2368	259	1
4_Peak_37863_lociStitched	chr19	47596595	47618497	4	12782	37829.1344	2260.2864	260	1
29_Peak_9162_lociStitched	chr7	4704483	4793937	29	26691	44664.3822	9124.308	261	1
17_Peak_67672_lociStitched	chr19	4800091	4873005	17	23556	42939.0546	7408.0624	262	1
19_Peak_95560_lociStitched	chr1	154358109	154419213	19	22506	42442.8384	6978.0768	263	1
Peak_4268	chr17	76134164	76152286	1	18123	38210.237	2776.2904	264	1
16_Peak_29017_lociStitched	chr1	181057854	181111825	16	20877	41482.1106	6055.5462	265	1
Peak_2543	chr8	144651555	144662342	1	10788	36881.8317	1635.3092	266	1
35_Peak_39642_lociStitched	chr8	128810176	128962350	35	28835	60580.4694	25382.6232	267	1
Peak_149	chr1	150530995	150545383	1	14389	36846.2292	1676.202	268	1
19_Peak_42636_lociStitched	chr3	197182752	197252678	19	18864	44354.0618	9314.1432	269	1
40_Peak_50876_lociStitched	chr11	12127807	12223817	40	34085	43377.318	8400.875	270	1
12_Peak_32526_lociStitched	chr8	8990448	9009571	12	14429	37488.7292	2610.2895	271	1
1_Peak_50_lociStitched	chr6	32935007	32942943	1	7937	35674.7008	803.9168	272	1
10_Peak_30810_lociStitched	chr1	1057583	1102316	10	17990	38121.4626	3283.4022	273	1
30_Peak_25075_lociStitched	chr19	18561235	18633177	30	28933	41978.157	7258.9478	274	1
15_Peak_89189_lociStitched	chr20	48759315	48811266	15	12631	39659.3934	4956.1254	275	1
26_Peak_22897_lociStitched	chr12	123336682	123411156	26	23910	41519.255	6836.7132	276	1
22_Peak_17268_lociStitched	chr10	3891916	3950004	22	20951	41631.6696	6953.1336	277	1
18_Peak_22160_lociStitched	chr12	122459140	122503726	18	22522	39003.8328	4347.135	278	1
9_Peak_12918_lociStitched	chr8	22921043	22963928	9	13909	39925.935	5283.432	279	1
21_Peak_68986_lociStitched	chr15	90543014	90614474	21	28330	41668.326	7060.248	280	1
24_Peak_14057_lociStitched	chr21	40152518	40212300	24	24125	40556.1088	5984.1782	281	1
4_Peak_101451_lociStitched	chr2	157176675	157199765	4	7043	37163.355	2636.878	282	1
3_Peak_33308_lociStitched	chr6	21586995	21598219	3	6963	35555.3872	1061.7904	283	1
9_Peak_19725_lociStitched	chr17	59455337	59494627	9	18389	40535.493	6125.311	284	1
16_Peak_59254_lociStitched	chr8	101470685	101524652	16	19861	43939.9314	9568.3491	285	1
29_Peak_23512_lociStitched	chr10	80889077	80955306	29	33302	41936.2028	7642.8266	286	1
62_Peak_29090_lociStitched	chr3	149246231	149373457	62	41286	50508.722	16259.4828	287	1
34_Peak_27541_lociStitched	chr5	14142492	14219185	34	24080	43339.2143	9118.7977	288	1
14_Peak_28942_lociStitched	chr8	37728893	37774454	14	19572	40189.3581	6018.6081	289	1
