_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.83302672505,GO:0043009,M1,1,0,GO Biological Processes,19,chordate embryonic development,-5.83302672505,2.39361702128,5.54574296174,23250,564,620,36,5.8064516129,0.939226072065,650|1045|2034|2624|3091|3198|3199|3200|3201|3202|3203|3204|3223|3225|3227|3549|4088|4643|5076|5308|6422|6615|6913|7046|8557|9620|10361|22943|23314|23654|28514|53820|55959|57534|145258|151449,BMP2|CDX2|EPAS1|GATA2|HIF1A|HOXA1|HOXA2|HOXA3|HOXA4|HOXA5|HOXA6|HOXA7|HOXC6|HOXC9|HOXC11|IHH|SMAD3|MYO1E|PAX2|PITX2|SFRP1|SNAI1|TBX15|TGFBR1|TCAP|CELSR1|NPM2|DKK1|SATB2|PLXNB2|DLL1|RIPPLY3|SULF2|MIB1|GSC|GDF7,-3.03555143751,0,1,0,0,-11.7652631665,5.58510638298,
1,-5.53823085335,GO:0009792,M1,1,0,GO Biological Processes,19,embryo development ending in birth or egg hatching,-5.53823085335,2.32358003442,5.3478325331,23250,581,620,36,5.8064516129,0.939226072065,650|1045|2034|2624|3091|3198|3199|3200|3201|3202|3203|3204|3223|3225|3227|3549|4088|4643|5076|5308|6422|6615|6913|7046|8557|9620|10361|22943|23314|23654|28514|53820|55959|57534|145258|151449,BMP2|CDX2|EPAS1|GATA2|HIF1A|HOXA1|HOXA2|HOXA3|HOXA4|HOXA5|HOXA6|HOXA7|HOXC6|HOXC9|HOXC11|IHH|SMAD3|MYO1E|PAX2|PITX2|SFRP1|SNAI1|TBX15|TGFBR1|TCAP|CELSR1|NPM2|DKK1|SATB2|PLXNB2|DLL1|RIPPLY3|SULF2|MIB1|GSC|GDF7,-2.80770235544,0,1,0,0,-11.7652631665,5.58510638298,
1,-8.15816223142,GO:0048732,M1,1,0,GO Biological Processes,19,gland development,-8.15816223142,3.0311778291,7.06184743804,23250,433,620,35,5.64516129032,0.926881941745,208|540|634|650|2119|2304|2624|2735|3091|3200|3202|3321|3549|3651|4088|4233|4357|4488|5154|5308|5624|5774|6422|7046|7430|7448|7498|8792|9480|10481|29842|54361|55959|137964|151449,AKT2|ATP7B|CEACAM1|BMP2|ETV5|FOXE1|GATA2|GLI1|HIF1A|HOXA3|HOXA5|IGSF3|IHH|PDX1|SMAD3|MET|MPST|MSX2|PDGFA|PITX2|PROC|PTPN3|SFRP1|TGFBR1|EZR|VTN|XDH|TNFRSF11A|ONECUT2|HOXB13|TFCP2L1|WNT4|SULF2|GPAT4|GDF7,-4.85641285912,0,2,1,1,-8.15816223142,8.65384615385,
1,-4.13449765275,GO:0001889,M1,1,0,GO Biological Processes,19,liver development,-4.13449765275,3.58455882353,5.00350141877,23250,136,620,13,2.09677419355,0.575411433918,634|2735|3549|3651|4088|4233|4357|5624|5774|7448|9480|54361|55959,CEACAM1|GLI1|IHH|PDX1|SMAD3|MET|MPST|PROC|PTPN3|VTN|ONECUT2|WNT4|SULF2,-1.86905488751,0,2,0,0,-8.15816223142,8.65384615385,
1,-4.03711368242,GO:0061008,M1,1,0,GO Biological Processes,19,hepaticobiliary system development,-4.03711368242,3.5071942446,4.90728995932,23250,139,620,13,2.09677419355,0.575411433918,634|2735|3549|3651|4088|4233|4357|5624|5774|7448|9480|54361|55959,CEACAM1|GLI1|IHH|PDX1|SMAD3|MET|MPST|PROC|PTPN3|VTN|ONECUT2|WNT4|SULF2,-1.81981716192,0,2,0,0,-8.15816223142,8.65384615385,
1,-2.71081025611,GO:0097421,M1,1,0,GO Biological Processes,19,liver regeneration,-2.71081025611,5.51470588235,4.36044617928,23250,34,620,5,0.806451612903,0.359198922978,2735|3549|5774|7448|55959,GLI1|IHH|PTPN3|VTN|SULF2,-0.947116926585,0,2,0,0,-8.15816223142,8.65384615385,
1,-2.35456730139,GO:2000345,M1,1,0,GO Biological Processes,19,regulation of hepatocyte proliferation,-2.35456730139,8.65384615385,4.56895712111,23250,13,620,3,0.483870967742,0.278686335593,634|2735|55959,CEACAM1|GLI1|SULF2,-0.749287639703,0,2,0,0,-8.15816223142,8.65384615385,
1,-2.32099464374,GO:0031100,M1,1,0,GO Biological Processes,19,animal organ regeneration,-2.32099464374,3.36538461538,3.46356239573,23250,78,620,7,1.12903225806,0.424318261501,1026|2322|2735|3549|5774|7448|55959,CDKN1A|FLT3|GLI1|IHH|PTPN3|VTN|SULF2,-0.736594181516,0,2,0,0,-8.15816223142,8.65384615385,
1,-2.08854853882,GO:0072574,M1,1,0,GO Biological Processes,19,hepatocyte proliferation,-2.08854853882,7.03125,3.99448722697,23250,16,620,3,0.483870967742,0.278686335593,634|2735|55959,CEACAM1|GLI1|SULF2,-0.613981355805,0,2,0,0,-8.15816223142,8.65384615385,
1,-2.08854853882,GO:0072575,M1,1,0,GO Biological Processes,19,epithelial cell proliferation involved in liver morphogenesis,-2.08854853882,7.03125,3.99448722697,23250,16,620,3,0.483870967742,0.278686335593,634|2735|55959,CEACAM1|GLI1|SULF2,-0.613981355805,0,2,0,0,-8.15816223142,8.65384615385,
1,-2.01280419946,GO:0072576,M1,1,0,GO Biological Processes,19,liver morphogenesis,-2.01280419946,6.61764705882,3.83514661347,23250,17,620,3,0.483870967742,0.278686335593,634|2735|55959,CEACAM1|GLI1|SULF2,-0.568154353146,0,2,0,0,-8.15816223142,8.65384615385,
1,-8.13100940138,GO:0015711,M1,1,0,GO Biological Processes,19,organic anion transport,-8.13100940138,2.96703296703,7.01379786081,23250,455,620,36,5.8064516129,0.939226072065,208|358|634|1375|1497|1645|6512|6533|6542|6581|8398|8399|8714|8792|8864|9058|11136|23250|23428|23539|27347|28231|54020|57605|64600|65012|83733|84912|113235|113278|123096|123264|124565|255189|347735|388662,AKT2|AQP1|CEACAM1|CPT1B|CTNS|AKR1C1|SLC1A7|SLC6A6|SLC7A2|SLC22A3|PLA2G6|PLA2G10|ABCC3|TNFRSF11A|PER2|SLC13A2|SLC7A9|ATP11A|SLC7A8|SLC16A8|STK39|SLCO4A1|SLC37A1|PITPNM2|PLA2G2F|SLC26A10|SLC25A18|SLC35B4|SLC46A1|SLC52A3|SLC25A29|SLC51B|SLC38A10|PLA2G4F|SERINC2|SLC6A17,-4.85641285912,0,3,1,1,-8.13100940138,5.68181818182,
1,-7.66130263438,GO:0015849,M1,1,0,GO Biological Processes,19,organic acid transport,-7.66130263438,3.38709677419,7.00341517038,23250,310,620,28,4.51612903226,0.833973661097,208|634|1375|1497|1645|6512|6533|6542|8398|8399|8714|8792|8864|9058|11136|23428|23539|27347|64600|65012|83733|113235|123096|123264|124565|255189|347735|388662,AKT2|CEACAM1|CPT1B|CTNS|AKR1C1|SLC1A7|SLC6A6|SLC7A2|PLA2G6|PLA2G10|ABCC3|TNFRSF11A|PER2|SLC13A2|SLC7A9|SLC7A8|SLC16A8|STK39|PLA2G2F|SLC26A10|SLC25A18|SLC46A1|SLC25A29|SLC51B|SLC38A10|PLA2G4F|SERINC2|SLC6A17,-4.50064944443,0,3,0,0,-8.13100940138,5.68181818182,
1,-7.66130263438,GO:0046942,M1,1,0,GO Biological Processes,19,carboxylic acid transport,-7.66130263438,3.38709677419,7.00341517038,23250,310,620,28,4.51612903226,0.833973661097,208|634|1375|1497|1645|6512|6533|6542|8398|8399|8714|8792|8864|9058|11136|23428|23539|27347|64600|65012|83733|113235|123096|123264|124565|255189|347735|388662,AKT2|CEACAM1|CPT1B|CTNS|AKR1C1|SLC1A7|SLC6A6|SLC7A2|PLA2G6|PLA2G10|ABCC3|TNFRSF11A|PER2|SLC13A2|SLC7A9|SLC7A8|SLC16A8|STK39|PLA2G2F|SLC26A10|SLC25A18|SLC46A1|SLC25A29|SLC51B|SLC38A10|PLA2G4F|SERINC2|SLC6A17,-4.50064944443,0,3,0,0,-8.13100940138,5.68181818182,
1,-6.61825645079,GO:0006820,M1,1,0,GO Biological Processes,19,anion transport,-6.61825645079,2.47043918919,5.99864059753,23250,592,620,39,6.29032258065,0.975063356003,208|358|634|1375|1497|1645|2567|5174|6512|6533|6542|6581|8398|8399|8714|8792|8864|9058|10723|11136|23250|23428|23539|27347|28231|54020|57605|64600|65012|83733|84912|113235|113278|123096|123264|124565|255189|347735|388662,AKT2|AQP1|CEACAM1|CPT1B|CTNS|AKR1C1|GABRG3|PDZK1|SLC1A7|SLC6A6|SLC7A2|SLC22A3|PLA2G6|PLA2G10|ABCC3|TNFRSF11A|PER2|SLC13A2|SLC12A7|SLC7A9|ATP11A|SLC7A8|SLC16A8|STK39|SLCO4A1|SLC37A1|PITPNM2|PLA2G2F|SLC26A10|SLC25A18|SLC35B4|SLC46A1|SLC52A3|SLC25A29|SLC51B|SLC38A10|PLA2G4F|SERINC2|SLC6A17,-3.70538774456,0,3,0,0,-8.13100940138,5.68181818182,
1,-5.40264818751,GO:1903825,M1,1,0,GO Biological Processes,19,organic acid transmembrane transport,-5.40264818751,4.375,6.13525037087,23250,120,620,14,2.25806451613,0.59664059027,208|1375|6512|6542|8864|11136|23428|23539|27347|83733|113235|123096|124565|388662,AKT2|CPT1B|SLC1A7|SLC7A2|PER2|SLC7A9|SLC7A8|SLC16A8|STK39|SLC25A18|SLC46A1|SLC25A29|SLC38A10|SLC6A17,-2.71152512916,0,3,0,0,-8.13100940138,5.68181818182,
1,-5.40264818751,GO:1905039,M1,1,0,GO Biological Processes,19,carboxylic acid transmembrane transport,-5.40264818751,4.375,6.13525037087,23250,120,620,14,2.25806451613,0.59664059027,208|1375|6512|6542|8864|11136|23428|23539|27347|83733|113235|123096|124565|388662,AKT2|CPT1B|SLC1A7|SLC7A2|PER2|SLC7A9|SLC7A8|SLC16A8|STK39|SLC25A18|SLC46A1|SLC25A29|SLC38A10|SLC6A17,-2.71152512916,0,3,0,0,-8.13100940138,5.68181818182,
1,-5.26828883279,R-HSA-382551,M1,1,0,Reactome Gene Sets,6,Transport of small molecules,-5.26828883279,2.1265560166,5.09361325492,23250,723,620,41,6.61290322581,0.998030183708,113|161|358|364|535|540|649|1497|2039|5046|5693|6338|6340|6512|6533|6542|6550|6564|6581|6687|8714|9058|9914|10312|10723|11136|23250|23428|23539|28231|54795|59341|66035|81693|83733|84912|91289|113235|123096|126969|197259,ADCY7|AP2A2|AQP1|AQP7|ATP6V0A1|ATP7B|BMP1|CTNS|DMTN|PCSK6|PSMB5|SCNN1B|SCNN1G|SLC1A7|SLC6A6|SLC7A2|SLC9A3|SLC15A1|SLC22A3|SPG7|ABCC3|SLC13A2|ATP2C2|TCIRG1|SLC12A7|SLC7A9|ATP11A|SLC7A8|SLC16A8|SLCO4A1|TRPM4|TRPV4|SLC2A11|AMN|SLC25A18|SLC35B4|LMF2|SLC46A1|SLC25A29|SLC44A3|MLKL,-2.65645012221,0,3,0,0,-8.13100940138,5.68181818182,
1,-5.03136283681,GO:0015807,M1,1,0,GO Biological Processes,19,L-amino acid transport,-5.03136283681,5.68181818182,6.30446204197,23250,66,620,10,1.61290322581,0.505914798649,1497|6512|6542|8864|11136|23428|83733|123096|347735|388662,CTNS|SLC1A7|SLC7A2|PER2|SLC7A9|SLC7A8|SLC25A18|SLC25A29|SERINC2|SLC6A17,-2.51264115022,0,3,0,0,-8.13100940138,5.68181818182,
1,-4.68336575018,GO:0098656,M1,1,0,GO Biological Processes,19,anion transmembrane transport,-4.68336575018,2.91828793774,5.11844739876,23250,257,620,20,3.22580645161,0.709582814619,208|1375|2567|6512|6542|8864|9058|10723|11136|23428|23539|27347|54020|65012|83733|84912|113235|123096|124565|388662,AKT2|CPT1B|GABRG3|SLC1A7|SLC7A2|PER2|SLC13A2|SLC12A7|SLC7A9|SLC7A8|SLC16A8|STK39|SLC37A1|SLC26A10|SLC25A18|SLC35B4|SLC46A1|SLC25A29|SLC38A10|SLC6A17,-2.27800092765,0,3,0,0,-8.13100940138,5.68181818182,
1,-4.38020274746,GO:0003333,M1,1,0,GO Biological Processes,19,amino acid transmembrane transport,-4.38020274746,4.80769230769,5.5754906858,23250,78,620,10,1.61290322581,0.505914798649,6512|6542|8864|11136|23428|27347|83733|123096|124565|388662,SLC1A7|SLC7A2|PER2|SLC7A9|SLC7A8|STK39|SLC25A18|SLC25A29|SLC38A10|SLC6A17,-2.07050699439,0,3,0,0,-8.13100940138,5.68181818182,
1,-4.26903521454,GO:0006865,M1,1,0,GO Biological Processes,19,amino acid transport,-4.26903521454,3.69318181818,5.13609698997,23250,132,620,13,2.09677419355,0.575411433918,1497|6512|6533|6542|8864|11136|23428|27347|83733|123096|124565|347735|388662,CTNS|SLC1A7|SLC6A6|SLC7A2|PER2|SLC7A9|SLC7A8|STK39|SLC25A18|SLC25A29|SLC38A10|SERINC2|SLC6A17,-1.97216227757,0,3,0,0,-8.13100940138,5.68181818182,
1,-3.93262999185,R-HSA-425407,M1,1,0,Reactome Gene Sets,6,SLC-mediated transmembrane transport,-3.93262999185,2.74390243902,4.55138701061,23250,246,620,18,2.90322580645,0.674290380352,1497|6512|6533|6542|6550|6564|6581|9058|10723|11136|23428|23539|28231|66035|83733|84912|123096|126969,CTNS|SLC1A7|SLC6A6|SLC7A2|SLC9A3|SLC15A1|SLC22A3|SLC13A2|SLC12A7|SLC7A9|SLC7A8|SLC16A8|SLCO4A1|SLC2A11|SLC25A18|SLC35B4|SLC25A29|SLC44A3,-1.75145513475,0,3,0,0,-8.13100940138,5.68181818182,
1,-3.83097468083,R-HSA-425393,M1,1,0,Reactome Gene Sets,6,Transport of inorganic cations/anions and amino acids/oligopeptides,-3.83097468083,3.81944444444,4.86105663712,23250,108,620,11,1.77419354839,0.530172814327,1497|6512|6533|6542|6550|6564|10723|11136|23428|83733|123096,CTNS|SLC1A7|SLC6A6|SLC7A2|SLC9A3|SLC15A1|SLC12A7|SLC7A9|SLC7A8|SLC25A18|SLC25A29,-1.66358810822,0,3,0,0,-8.13100940138,5.68181818182,
1,-3.02108030061,GO:0015893,M1,1,0,GO Biological Processes,19,drug transport,-3.02108030061,2.63819095477,3.84150924825,23250,199,620,14,2.25806451613,0.59664059027,358|4986|5174|6512|6542|6581|6947|8864|81693|83733|113235|113278|123096|388662,AQP1|OPRK1|PDZK1|SLC1A7|SLC7A2|SLC22A3|TCN1|PER2|AMN|SLC25A18|SLC46A1|SLC52A3|SLC25A29|SLC6A17,-1.11964972226,0,3,0,0,-8.13100940138,5.68181818182,
1,-2.91774697492,GO:0006855,M1,1,0,GO Biological Processes,19,drug transmembrane transport,-2.91774697492,3.79746835443,4.12251311591,23250,79,620,8,1.29032258065,0.453245154952,358|6512|6542|6581|8864|83733|113235|123096,AQP1|SLC1A7|SLC7A2|SLC22A3|PER2|SLC25A18|SLC46A1|SLC25A29,-1.05979094,0,3,0,0,-8.13100940138,5.68181818182,
1,-2.87698745157,GO:1902475,M1,1,0,GO Biological Processes,19,L-alpha-amino acid transmembrane transport,-2.87698745157,4.89130434783,4.37268702009,23250,46,620,6,0.967741935484,0.393162670706,6512|6542|8864|23428|83733|123096,SLC1A7|SLC7A2|PER2|SLC7A8|SLC25A18|SLC25A29,-1.04014147214,0,3,0,0,-8.13100940138,5.68181818182,
1,-2.77038682582,R-HSA-352230,M1,1,0,Reactome Gene Sets,6,Amino acid transport across the plasma membrane,-2.77038682582,5.68181818182,4.45475854974,23250,33,620,5,0.806451612903,0.359198922978,6533|6542|11136|23428|123096,SLC6A6|SLC7A2|SLC7A9|SLC7A8|SLC25A29,-0.982928659045,0,3,0,0,-8.13100940138,5.68181818182,
1,-8.04586841812,GO:0098662,M1,1,0,GO Biological Processes,19,inorganic cation transmembrane transport,-8.04586841812,2.44673768309,6.67089125108,23250,751,620,49,7.90322580645,1.08349911242,274|358|535|540|610|775|782|2147|2745|2859|2906|3270|3777|3784|3785|4986|5774|6338|6340|6533|6550|6564|6687|6769|8398|8911|8912|9001|9914|10008|10312|10723|11060|27347|51312|54795|54997|55002|59341|83733|84419|84766|113235|170850|267020|347732|375346|388662|728215,BIN1|AQP1|ATP6V0A1|ATP7B|HCN2|CACNA1C|CACNB1|F2|GLRX|GPR35|GRIN2D|HRC|KCNK3|KCNQ1|KCNQ2|OPRK1|PTPN3|SCNN1B|SCNN1G|SLC6A6|SLC9A3|SLC15A1|SPG7|STAC|PLA2G6|CACNA1I|CACNA1H|HAP1|ATP2C2|KCNE3|TCIRG1|SLC12A7|WWP2|STK39|SLC25A37|TRPM4|TESC|TMCO3|TRPV4|SLC25A18|C15orf48|CRACR2A|SLC46A1|KCNG3|ATP5MGL|CATSPER3|STIMATE|SLC6A17|FAM155A,-4.81266456102,0,4,1,1,-8.04586841812,3.046875,
1,-5.39505706439,GO:0015672,M1,1,0,GO Biological Processes,19,monovalent inorganic cation transport,-5.39505706439,2.35674676525,5.28511119182,23250,541,620,34,5.48387096774,0.914325289739,274|358|535|610|2745|3777|3784|3785|4986|5774|6338|6340|6533|6550|6564|8911|8912|9058|10008|10312|10723|11060|27347|54795|54997|55002|83733|84419|113235|124565|170850|267020|347732|388662,BIN1|AQP1|ATP6V0A1|HCN2|GLRX|KCNK3|KCNQ1|KCNQ2|OPRK1|PTPN3|SCNN1B|SCNN1G|SLC6A6|SLC9A3|SLC15A1|CACNA1I|CACNA1H|SLC13A2|KCNE3|TCIRG1|SLC12A7|WWP2|STK39|TRPM4|TESC|TMCO3|SLC25A18|C15orf48|SLC46A1|SLC38A10|KCNG3|ATP5MGL|CATSPER3|SLC6A17,-2.71152512916,0,4,0,0,-8.04586841812,3.046875,
1,-3.42912653263,GO:0035725,M1,1,0,GO Biological Processes,19,sodium ion transmembrane transport,-3.42912653263,3.046875,4.30026335343,23250,160,620,13,2.09677419355,0.575411433918,610|2745|5774|6338|6340|6533|6550|8911|8912|27347|54795|54997|388662,HCN2|GLRX|PTPN3|SCNN1B|SCNN1G|SLC6A6|SLC9A3|CACNA1I|CACNA1H|STK39|TRPM4|TESC|SLC6A17,-1.39507923866,0,4,0,0,-8.04586841812,3.046875,
1,-3.25621543853,GO:0006814,M1,1,0,GO Biological Processes,19,sodium ion transport,-3.25621543853,2.57510729614,3.99962663135,23250,233,620,16,2.58064516129,0.636782216633,610|2745|5774|6338|6340|6533|6550|8911|8912|9058|27347|54795|54997|124565|347732|388662,HCN2|GLRX|PTPN3|SCNN1B|SCNN1G|SLC6A6|SLC9A3|CACNA1I|CACNA1H|SLC13A2|STK39|TRPM4|TESC|SLC38A10|CATSPER3|SLC6A17,-1.26265226352,0,4,0,0,-8.04586841812,3.046875,
1,-2.32783306411,GO:0071804,M1,1,0,GO Biological Processes,19,cellular potassium ion transport,-2.32783306411,2.29952830189,3.14620482202,23250,212,620,13,2.09677419355,0.575411433918,274|358|610|3777|3784|3785|4986|6550|10008|10723|11060|27347|170850,BIN1|AQP1|HCN2|KCNK3|KCNQ1|KCNQ2|OPRK1|SLC9A3|KCNE3|SLC12A7|WWP2|STK39|KCNG3,-0.737996436871,0,4,0,0,-8.04586841812,3.046875,
