#ClearCell_3588_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/ClearCell_3588_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by ClearCell_3588_IP.nodup.bam
#Using cutoff of 7474.866 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	ClearCell_3588_IP.nodup.bam	ClearCell_3588_Input.nodup.bam	enhancerRank	isSuper
45_Peak_683_lociStitched	chr10	74004943	74109247	45	45467	71145.7584	13496.9376	39	1
70_Peak_120288_lociStitched	chr12	3180951	3438752	70	47411	92576.3391	35396.0773	40	1
81_Peak_156627_lociStitched	chr16	84945511	85142477	81	51865	73822.8568	17214.8284	41	1
51_Peak_112147_lociStitched	chr2	43353898	43472070	51	49192	66861.7176	10257.3296	42	1
90_Peak_107106_lociStitched	chr1	9299135	9549030	90	66070	77917.261	21391.012	43	1
52_Peak_203405_lociStitched	chr22	39565874	39707590	52	57660	70291.136	14780.9788	44	1
34_Peak_55834_lociStitched	chr5	139013444	139091862	34	42165	64953.6294	9715.9902	45	1
56_Peak_79649_lociStitched	chr8	134194983	134316052	56	44157	74530.0764	19443.6814	46	1
83_Peak_173908_lociStitched	chr9	124291718	124549066	83	60787	77667.6264	22620.8892	47	1
101_Peak_124274_lociStitched	chr1	10684294	10932367	101	67695	74719.5876	19821.0327	48	1
67_Peak_99537_lociStitched	chr12	125136367	125282828	67	55399	76306.181	22262.072	49	1
31_Peak_43350_lociStitched	chr20	48737177	48817433	31	27694	65424.6912	11669.2224	50	1
41_Peak_11332_lociStitched	chr17	55929436	56047876	41	35535	68920.236	15326.136	51	1
43_Peak_27865_lociStitched	chr12	6223251	6351044	43	36793	71691.873	18491.6471	52	1
70_Peak_19644_lociStitched	chr17	80968513	81152072	70	59118	73295.1087	20319.9813	53	1
17_Peak_94627_lociStitched	chr1	156046150	156117096	17	25946	61822.3444	9144.9394	54	1
Peak_851	chr7	1568878	1591092	1	22215	55352.8452	3072.1962	55	1
97_Peak_61250_lociStitched	chr10	126206608	126430250	97	65829	79012.7186	26769.9474	56	1
20_Peak_33476_lociStitched	chr14	69222699	69291634	20	27983	59421.97	7534.5955	57	1
100_Peak_47172_lociStitched	chr19	4955261	5157497	100	66468	70903.9416	19414.656	58	1
71_Peak_37975_lociStitched	chr17	16884178	17086573	71	48363	76161.2385	25258.896	59	1
Peak_1	chr8	41653655	41657804	1	4150	53405.928	2756.5956	60	1
69_Peak_10985_lociStitched	chr7	101464539	101608987	69	47791	71891.7696	21262.7456	61	1
27_Peak_58932_lociStitched	chr17	39878506	39958557	27	31722	60926.8161	10550.7218	62	1
44_Peak_21799_lociStitched	chr2	28548151	28678286	44	41003	62100.422	11738.177	63	1
48_Peak_36663_lociStitched	chr17	29725685	29926663	48	32458	74683.4248	24398.7292	64	1
16_Peak_93469_lociStitched	chr3	5018501	5069601	16	19989	58831.43	8641.01	65	1
79_Peak_17863_lociStitched	chr6	7100304	7282738	79	53070	66971.5214	17021.0922	66	1
23_Peak_139950_lociStitched	chr12	6424051	6482045	23	26740	58643.5328	8768.6928	67	1
32_Peak_41695_lociStitched	chr14	74177849	74277570	32	37450	61268.5824	11487.8592	68	1
30_Peak_30584_lociStitched	chr10	104352214	104439387	30	29303	60803.1675	11445.8149	69	1
Peak_1522	chr19	1235862	1258687	1	22826	51652.975	2398.9075	70	1
60_Peak_2687_lociStitched	chr22	19858286	20001131	60	52962	63580.3095	14484.483	71	1
56_Peak_108020_lociStitched	chr11	68758578	68935803	56	53999	63641.4975	15329.9625	72	1
47_Peak_35333_lociStitched	chr9	130247621	130349130	47	49238	56916.0963	8963.2447	73	1
39_Peak_52806_lociStitched	chr1	16438645	16518311	39	46433	54873.9408	6986.7082	74	1
22_Peak_10198_lociStitched	chr20	45936335	46000068	22	25543	57621.0053	10082.5606	75	1
41_Peak_142227_lociStitched	chr11	1213091	1325796	41	48890	55428.319	8013.3255	76	1
90_Peak_240481_lociStitched	chr22	48892489	49117293	90	58369	71240.3876	23851.7044	77	1
23_Peak_176677_lociStitched	chr11	118739787	118804424	23	29644	53170.3962	5920.7492	78	1
Peak_97	chr20	60935676	60948026	1	12351	49041.85	1812.98	79	1
90_Peak_146287_lociStitched	chr16	88441100	88629156	90	61932	61099.3944	14028.9776	80	1
29_Peak_48121_lociStitched	chr7	134835300	134904222	29	24973	57542.9778	10744.9398	81	1
97_Peak_201694_lociStitched	chr2	239933019	240234917	97	52849	76289.6246	30129.4204	82	1
Peak_881	chr20	60924846	60935424	1	10579	47118.6432	1493.6136	83	1
84_Peak_82266_lociStitched	chr11	2675067	2884302	84	56816	61996.3305	16655.106	84	1
22_Peak_75112_lociStitched	chr17	72405916	72476801	22	23802	53745.007	8655.0585	85	1
73_Peak_19594_lociStitched	chr11	973210	1162345	73	53710	59350.563	14355.3465	86	1
41_Peak_16007_lociStitched	chr1	154356852	154450444	41	34733	56492.1312	11801.9512	87	1
Peak_613	chr17	80182636	80200432	1	17797	46730.5164	2046.54	88	1
41_Peak_200509_lociStitched	chr19	46008026	46095282	41	38717	53583.9096	8900.112	89	1
52_Peak_46759_lociStitched	chr12	132274234	132408243	52	41532	61751.3472	17756.1925	90	1
Peak_28	chr12	122226199	122240025	1	13827	46097.2666	2108.465	91	1
32_Peak_70675_lociStitched	chr2	239001849	239082176	32	41353	51818.9477	8177.2886	92	1
49_Peak_14212_lociStitched	chr16	70688029	70804518	49	60336	53782.9713	10169.4897	93	1
Peak_102	chr12	52536803	52547284	1	10482	45019.0393	1781.77	94	1
42_Peak_21003_lociStitched	chr2	69960446	70059334	42	23280	55970.608	12865.3288	95	1
31_Peak_93664_lociStitched	chr7	101875948	101975683	31	27704	56270.487	13344.543	96	1
75_Peak_113311_lociStitched	chr4	1481133	1700134	75	45634	58779.8684	15921.3727	97	1
90_Peak_13221_lociStitched	chr3	149216626	149373345	90	45332	63580.8983	20953.3303	98	1
44_Peak_3685_lociStitched	chr17	27403828	27508290	44	41963	55594.6764	13005.519	99	1
9_Peak_21492_lociStitched	chr7	97899112	97933657	9	15979	47440.6485	5116.1145	100	1
52_Peak_35123_lociStitched	chr10	73372466	73544898	52	34624	63213.5712	21174.6496	101	1
37_Peak_37438_lociStitched	chr6	43957243	44082713	37	35090	55884.338	14065.187	102	1
30_Peak_134389_lociStitched	chr12	122458676	122530241	30	27486	52120.7895	10584.4635	103	1
40_Peak_32749_lociStitched	chr17	21127868	21226896	40	31320	57693.7128	16240.592	104	1
50_Peak_58795_lociStitched	chr7	115282	232530	50	45840	56032.8192	14890.496	105	1
35_Peak_23696_lociStitched	chr17	43441800	43548009	35	32911	51543.2277	10727.109	106	1
40_Peak_33033_lociStitched	chr7	73379761	73486684	40	36322	54990.4989	14562.9126	107	1
82_Peak_176594_lociStitched	chr10	134417377	134631621	82	51427	62837.7652	22559.8932	108	1
42_Peak_156877_lociStitched	chr17	80788139	80899714	42	35015	53422.11	13355.5275	109	1
72_Peak_167080_lociStitched	chr14	93395341	93575327	72	46857	59503.3716	19474.4852	110	1
31_Peak_63042_lociStitched	chr2	95663849	95744885	31	32153	50388.1848	10437.4368	111	1
58_Peak_140213_lociStitched	chr1	15240078	15421871	58	39025	55283.2513	15688.7359	112	1
54_Peak_124824_lociStitched	chr10	71085243	71289039	54	35067	65622.312	26187.786	113	1
25_Peak_77211_lociStitched	chr8	22024910	22086526	25	26106	63649.328	24449.2288	114	1
36_Peak_29170_lociStitched	chr10	11825230	11955420	36	29882	55005.275	16039.408	115	1
11_Peak_82682_lociStitched	chr13	100601711	100650247	11	19936	43624.1568	4877.868	116	1
48_Peak_52896_lociStitched	chr1	27818673	27942426	48	41388	49414.5729	10778.8863	117	1
33_Peak_6942_lociStitched	chr19	56577745	56672183	33	32784	47672.3024	9207.705	118	1
35_Peak_62616_lociStitched	chr7	334543	431795	35	34929	51105.926	12652.4852	119	1
44_Peak_179183_lociStitched	chr7	2471811	2586871	44	43144	52363.806	14025.814	120	1
45_Peak_104255_lociStitched	chr10	105394963	105564789	45	34312	60237.2822	22077.38	121	1
43_Peak_22306_lociStitched	chr7	73683475	73818724	43	32467	56236.5342	18163.9407	122	1
53_Peak_181091_lociStitched	chr8	142520233	142711849	53	35336	60263.232	22246.6176	123	1
73_Peak_298001_lociStitched	chr1	7432047	7650169	73	46547	55359.3636	17384.3234	124	1
32_Peak_75377_lociStitched	chr2	20367017	20436353	32	35284	44063.028	6157.0368	125	1
50_Peak_117450_lociStitched	chr19	50696305	50838542	50	32517	51034.6356	13199.5936	126	1
15_Peak_44718_lociStitched	chr12	53427053	53469076	15	18653	43817.3821	6026.0982	127	1
44_Peak_67041_lociStitched	chr21	47390326	47513685	44	47573	48800.8204	11238.0049	128	1
Peak_41	chr8	21910313	21920273	1	9961	41722.44	4264.872	129	1
36_Peak_14986_lociStitched	chr2	121943593	122023428	36	34785	48004.7855	10634.022	130	1
14_Peak_116460_lociStitched	chr1	201398557	201453122	14	21587	43924.825	6585.9955	131	1
50_Peak_35187_lociStitched	chr22	23493075	23656394	50	36071	53797.2786	16478.8871	132	1
24_Peak_219_lociStitched	chr1	181061585	181122346	24	26954	45364.1626	8378.9419	133	1
24_Peak_4285_lociStitched	chr12	52205242	52265386	24	24199	45138.072	8257.7712	134	1
Peak_2185	chr9	140196584	140214126	1	17543	38523.9862	1647.1938	135	1
34_Peak_87035_lociStitched	chr9	132307543	132376327	34	33066	43320.1632	6445.0608	136	1
34_Peak_38234_lociStitched	chr3	134030461	134101297	34	28650	46454.2488	9662.0304	137	1
63_Peak_35029_lociStitched	chr9	37917800	38075702	63	38885	50939.1852	14211.18	138	1
57_Peak_37548_lociStitched	chr13	114739978	114846691	57	40272	46249.4142	9924.309	139	1
46_Peak_22679_lociStitched	chr12	209461	346580	46	34046	55601.7545	19388.6266	140	1
35_Peak_31756_lociStitched	chr10	81901467	81968757	35	27541	45225.609	9137.982	141	1
14_Peak_124158_lociStitched	chr17	74246461	74287516	14	22895	41186.376	5103.1365	142	1
45_Peak_20277_lociStitched	chr22	45818497	45950462	45	31784	52218.5505	16139.3195	143	1
57_Peak_107852_lociStitched	chr11	63745102	63869262	57	42766	46013.696	10044.544	144	1
37_Peak_92667_lociStitched	chr12	131688267	131774038	37	27616	45733.0972	9906.5505	145	1
17_Peak_11393_lociStitched	chr2	97525558	97558541	17	25630	40526.2121	4723.1656	146	1
75_Peak_42115_lociStitched	chr17	77060171	77224414	75	40937	52607.0329	17064.8477	147	1
59_Peak_108478_lociStitched	chr14	99974578	100147855	59	34744	52988.1066	17535.6324	148	1
26_Peak_122269_lociStitched	chr12	13010457	13066417	26	17035	43189.928	7890.36	149	1
78_Peak_89672_lociStitched	chr18	77181293	77417663	78	50244	53372.346	18200.49	150	1
21_Peak_22878_lociStitched	chr12	120635858	120701364	21	21063	44472.0234	9328.0544	151	1
74_Peak_85223_lociStitched	chr2	241626511	241797578	74	48351	49763.3903	14831.5089	152	1
19_Peak_41158_lociStitched	chr5	141215089	141263439	19	20121	40696.195	5831.01	153	1
14_Peak_101721_lociStitched	chr5	180210998	180260004	14	12433	41316.9586	6610.9094	154	1
25_Peak_103118_lociStitched	chr2	85603494	85683548	25	21259	44734.1752	10310.9552	155	1
35_Peak_187991_lociStitched	chr6	41640479	41739216	35	25148	44787.1032	10377.2587	156	1
40_Peak_78918_lociStitched	chr20	30247741	30319528	40	33378	42820.9455	8607.2613	157	1
38_Peak_270347_lociStitched	chr9	132391778	132506259	38	29157	43205.1294	8998.2066	158	1
52_Peak_148513_lociStitched	chr2	218742380	218897776	52	42998	50752.3336	16596.2928	159	1
30_Peak_102245_lociStitched	chr12	121947217	122077096	30	19221	51380.1324	17676.5319	160	1
37_Peak_61519_lociStitched	chr17	78395460	78500240	37	31111	44405.764	11001.9	161	1
Peak_359	chr22	50962106	50971250	1	9145	34554.2616	1187.8056	162	1
51_Peak_34179_lociStitched	chr1	21540920	21669792	51	37727	44679.9224	11353.6232	163	1
37_Peak_43515_lociStitched	chr7	75510997	75619892	37	31034	48850.297	15604.6535	164	1
23_Peak_114798_lociStitched	chr9	132068956	132126240	23	25213	38580.774	5459.1652	165	1
45_Peak_76367_lociStitched	chr7	149417280	149529027	45	33121	48341.7522	15275.8149	166	1
34_Peak_77724_lociStitched	chr17	73671266	73755250	34	31512	42017.1952	9162.6544	167	1
12_Peak_69816_lociStitched	chr12	57465176	57502369	12	18278	38122.825	5352.0727	168	1
27_Peak_106654_lociStitched	chr1	33174566	33262318	27	25105	39900.8344	7485.2456	169	1
18_Peak_57628_lociStitched	chr1	201348844	201383972	18	17048	37291.8848	4889.8176	170	1
39_Peak_56161_lociStitched	chr17	17388626	17492546	39	32218	44415.408	12293.736	171	1
Peak_1008	chr22	50352059	50364208	1	12150	33686.7472	1574.5104	172	1
63_Peak_91005_lociStitched	chr4	3627815	3838285	63	31362	48913.228	16900.741	173	1
55_Peak_17085_lociStitched	chr10	3112114	3195078	55	35161	42402.9004	10403.6856	174	1
Peak_1712	chr22	50339338	50350746	1	11409	33377.5264	1384.9312	175	1
71_Peak_18779_lociStitched	chr16	89303587	89480532	71	36808	46023.3945	14084.822	176	1
37_Peak_86964_lociStitched	chr9	127019067	127125967	37	33093	41509.27	9631.69	177	1
37_Peak_177153_lociStitched	chr2	127797313	127865561	37	37041	40450.5896	8578.7736	178	1
37_Peak_30768_lociStitched	chr3	126665208	126764682	37	37497	43151.8212	11409.6678	179	1
34_Peak_37206_lociStitched	chr5	150385558	150481174	34	24217	44423.1936	12774.2976	180	1
39_Peak_79307_lociStitched	chr11	72985940	73104436	39	30633	41852.7872	10321.0016	181	1
40_Peak_22381_lociStitched	chr10	72968733	73068378	40	28867	43564.794	12216.477	182	1
45_Peak_74945_lociStitched	chr16	57755507	57881101	45	30329	42827.554	11542.0886	183	1
24_Peak_18078_lociStitched	chr4	2788012	2839874	24	29882	35981.8556	4750.5592	184	1
45_Peak_82511_lociStitched	chr11	68063892	68217787	45	33584	43398.39	12234.6525	185	1
46_Peak_54523_lociStitched	chr20	35406024	35528585	46	32669	44465.1308	13420.4295	186	1
52_Peak_166923_lociStitched	chr14	105592429	105693354	52	47017	40016.7625	9022.695	187	1
33_Peak_76317_lociStitched	chr17	80034876	80116351	33	34661	39466.49	8709.6775	188	1
18_Peak_119928_lociStitched	chr1	228218596	228289111	18	16657	39015.9495	8348.976	189	1
27_Peak_60359_lociStitched	chr19	45186723	45262963	27	28088	38470.704	7837.472	190	1
Peak_125	chr2	219257439	219268370	1	10932	31725.0413	1132.4516	191	1
19_Peak_78155_lociStitched	chr2	128380882	128436880	19	24825	37378.665	6814.9566	192	1
51_Peak_73925_lociStitched	chr5	1466321	1590385	51	32846	44501.7568	14006.8256	193	1
23_Peak_64529_lociStitched	chr1	43388822	43445508	23	31418	35417.4128	4954.3564	194	1
33_Peak_38405_lociStitched	chr1	205533250	205599260	33	26193	38728.067	8436.078	195	1
39_Peak_76433_lociStitched	chr1	12171472	12269668	39	35029	38748.1416	8513.5932	196	1
Peak_382	chr7	73149294	73158776	1	9483	31972.3558	1763.652	197	1
63_Peak_33541_lociStitched	chr13	111054759	111212304	63	37260	47263.5	17093.6325	198	1
16_Peak_55856_lociStitched	chr17	59447247	59494738	16	22762	36135.9019	5969.6187	199	1
54_Peak_224958_lociStitched	chr7	157309827	157515627	54	32794	56265.72	26157.18	200	1
32_Peak_56454_lociStitched	chr19	19448604	19533931	32	25879	39404.0086	9334.7738	201	1
9_Peak_123886_lociStitched	chr12	6639942	6667794	9	13910	33962.7288	3924.3468	202	1
43_Peak_149094_lociStitched	chr2	47181677	47311679	43	32746	41665.641	11778.1812	203	1
34_Peak_40897_lociStitched	chr15	90562865	90670202	34	27864	39661.0215	9864.2703	204	1
26_Peak_13940_lociStitched	chr8	103728107	103825507	26	20192	44453.36	14697.66	205	1
Peak_600	chr8	144813438	144824660	1	11223	31123.0948	1618.2124	206	1
52_Peak_67854_lociStitched	chr9	116243770	116424900	52	32116	45898.342	16410.378	207	1
20_Peak_24812_lociStitched	chr11	69035554	69089451	20	28890	34143.7495	4759.1051	208	1
Peak_377	chr7	1592903	1603964	1	11062	31256.1738	1872.6273	209	1
10_Peak_12199_lociStitched	chr2	105459080	105491060	10	16379	33319.962	3936.738	210	1
Peak_1273	chr19	4057546	4068076	1	10531	30365.361	1077.219	211	1
38_Peak_32671_lociStitched	chr20	39933952	40009807	38	30470	37502.712	8237.853	212	1
59_Peak_52818_lociStitched	chr1	17873452	18028378	59	32588	42000.4386	12796.8876	213	1
27_Peak_3548_lociStitched	chr5	176239225	176316838	27	26405	37393.9434	8327.8749	214	1
28_Peak_168939_lociStitched	chr2	95933426	96000474	28	21823	37097.6584	8045.76	215	1
Peak_2804	chr17	77808365	77819716	1	11352	30348.0336	1320.1213	216	1
53_Peak_48277_lociStitched	chr3	128031206	128158901	53	38173	43761.0765	15029.7015	217	1
16_Peak_3379_lociStitched	chr14	75719120	75777868	16	16844	35560.1644	6838.2672	218	1
Peak_1720	chr14	105432806	105445428	1	12623	30189.2996	1551.2438	219	1
67_Peak_15438_lociStitched	chr10	63656652	63852978	67	33219	54146.7108	25522.38	220	1
29_Peak_25230_lociStitched	chr17	47957152	48076460	29	21673	42748.0564	14137.998	221	1
67_Peak_45603_lociStitched	chr16	81634553	81808497	67	41212	43955.6488	15359.2552	222	1
Peak_66	chr7	5457969	5463566	1	5598	29382.0112	833.3933	223	1
32_Peak_47068_lociStitched	chr8	103054570	103141438	32	15936	41383.9152	12839.0904	224	1
26_Peak_90343_lociStitched	chr7	150633217	150716650	26	24893	39805.8843	11263.455	225	1
48_Peak_125771_lociStitched	chr16	87811274	87924153	48	32479	37238.7821	8736.8346	226	1
13_Peak_44477_lociStitched	chr12	58224973	58263283	13	12368	34486.662	5991.684	227	1
26_Peak_26563_lociStitched	chr17	77945863	78005379	26	27710	35810.7772	7338.3228	228	1
Peak_5375	chr17	79008904	79021299	1	12396	29938.883	1595.2365	229	1
61_Peak_97188_lociStitched	chr6	170334901	170504194	61	39293	43880.7456	15625.7439	230	1
49_Peak_64342_lociStitched	chr1	21815829	21969224	49	32324	40680.354	12532.3715	231	1
28_Peak_111648_lociStitched	chr2	129018140	129082271	28	33462	35778.6849	7708.5462	232	1
17_Peak_101602_lociStitched	chr12	57060576	57129712	17	11001	37181.3408	9208.9152	233	1
44_Peak_41484_lociStitched	chr10	5579827	5706218	44	31956	43579.6168	15609.2885	234	1
28_Peak_69798_lociStitched	chr7	100362430	100437493	28	26019	37786.7142	9878.2908	235	1
35_Peak_54084_lociStitched	chr19	16618594	16717109	35	24420	38036.6415	10156.8965	236	1
15_Peak_69518_lociStitched	chr17	36849813	36898943	15	16202	33624.572	5753.123	237	1
33_Peak_82820_lociStitched	chr14	101120154	101207473	33	30056	36569.1972	8740.6319	238	1
49_Peak_159839_lociStitched	chr4	3407759	3532086	49	27850	37285.6673	9486.1501	239	1
10_Peak_244784_lociStitched	chr1	37896555	37953259	10	21829	32661.504	4927.5776	240	1
33_Peak_203598_lociStitched	chr3	195531074	195628463	33	25972	38906.9055	11180.2572	241	1
17_Peak_30435_lociStitched	chr7	100475682	100527738	17	8983	34731.7632	7048.3824	242	1
53_Peak_76224_lociStitched	chr9	138811916	138920780	53	35748	36469.44	8807.0976	243	1
26_Peak_173993_lociStitched	chr17	78217538	78287267	26	20926	36042.9201	8388.3987	244	1
59_Peak_107508_lociStitched	chr11	1356641	1506010	59	35221	37760.4832	10127.2182	245	1
10_Peak_12144_lociStitched	chr8	28250421	28292750	10	8303	47768.2765	20135.9053	246	1
24_Peak_51120_lociStitched	chr8	11702140	11760464	24	23695	34352.836	6753.9192	247	1
18_Peak_95950_lociStitched	chr18	72913773	72970191	18	11643	32620.8876	5055.0528	248	1
13_Peak_200461_lociStitched	chr19	4345816	4395240	13	30370	32555.5888	5031.3632	249	1
33_Peak_21956_lociStitched	chr1	205210660	205329689	33	22439	42981.3719	15521.3816	250	1
16_Peak_99878_lociStitched	chr17	79653604	79708482	16	22967	33673.1408	6217.6774	251	1
72_Peak_68024_lociStitched	chr9	137571976	137735751	72	32798	40124.875	12676.185	252	1
34_Peak_40639_lociStitched	chr13	41165137	41256776	34	19959	37837.7431	10401.0265	253	1
30_Peak_55809_lociStitched	chr1	228070771	228136637	30	30446	34770.6614	7423.0982	254	1
36_Peak_20348_lociStitched	chr12	8811482	8899149	36	19506	40265.4531	12922.1158	255	1
30_Peak_32405_lociStitched	chr13	110938882	111040828	30	20091	38097.2202	10887.8328	256	1
54_Peak_19415_lociStitched	chr4	7187800	7373662	54	28949	42320.7774	15129.1668	257	1
24_Peak_46526_lociStitched	chr9	135962791	136030494	24	24559	33174.47	5998.4858	258	1
7_Peak_16963_lociStitched	chr17	36086792	36106500	7	9611	29776.8172	2605.3976	259	1
17_Peak_45170_lociStitched	chr11	62300698	62336431	17	20099	30505.2621	3362.4753	260	1
20_Peak_91496_lociStitched	chr7	157064242	157113564	20	19041	33972.9936	6860.6902	261	1
38_Peak_156805_lociStitched	chr17	73978711	74051762	38	24275	35685.4135	8700.3741	262	1
18_Peak_56115_lociStitched	chr12	123837302	123927955	18	11614	39261.8143	12283.4815	263	1
25_Peak_131247_lociStitched	chr11	117679908	117756688	25	22128	33744.81	6848.776	264	1
Peak_247	chr17	73628590	73638648	1	10059	28049.7504	1211.989	265	1
33_Peak_42261_lociStitched	chr10	95176094	95239138	33	23712	35020.942	8214.6332	266	1
51_Peak_102647_lociStitched	chr20	60373347	60525398	51	25461	45174.3521	18398.171	267	1
24_Peak_128969_lociStitched	chr17	60694365	60794773	24	21352	38837.8144	12099.164	268	1
4_Peak_98056_lociStitched	chr1	234735337	234750930	4	3279	28744.1362	2023.9714	269	1
42_Peak_121878_lociStitched	chr8	128810366	128968593	42	23749	50015.5547	23338.4825	270	1
45_Peak_248931_lociStitched	chr15	77788160	77957114	45	27150	40768.6002	14192.136	271	1
21_Peak_134262_lociStitched	chr17	40663850	40711811	21	21923	31860.4923	5285.3022	272	1
39_Peak_33399_lociStitched	chr8	8663390	8751882	39	21830	36494.1008	9928.8024	273	1
34_Peak_74265_lociStitched	chr20	55947652	56048700	34	23725	39944.2744	13429.2792	274	1
18_Peak_99718_lociStitched	chr12	49168102	49224485	18	11988	34387.9917	7882.3434	275	1
24_Peak_75502_lociStitched	chr20	34651712	34745192	24	16572	36597.42	10133.232	276	1
33_Peak_59476_lociStitched	chr19	41047172	41152720	33	21331	37448.4304	11019.2112	277	1
41_Peak_120883_lociStitched	chr2	10459345	10577148	41	31241	37155.0662	10755.4139	278	1
Peak_921	chr17	48131718	48142558	1	10841	27833.868	1441.72	279	1
16_Peak_15753_lociStitched	chr14	104317467	104377490	16	25843	32490.4499	6098.3368	280	1
24_Peak_201789_lociStitched	chr2	242782658	242846314	24	23023	32388.1728	6002.7608	281	1
45_Peak_98255_lociStitched	chr7	44250767	44375203	45	32490	43179.292	16873.5216	282	1
24_Peak_33934_lociStitched	chr22	45970135	46044765	24	18659	35061.174	8769.025	283	1
36_Peak_123437_lociStitched	chr7	4726842	4808560	36	22353	37296.0952	11170.8506	284	1
23_Peak_6116_lociStitched	chr20	36748301	36797936	23	23614	31533.1155	5459.85	285	1
21_Peak_23172_lociStitched	chr12	53317636	53402819	21	11779	37327.1906	11278.2292	286	1
Peak_4705	chr17	79036190	79047890	1	11701	27555.84	1549.08	287	1
35_Peak_101849_lociStitched	chr20	60539853	60644950	35	20618	39106.5937	13126.6153	288	1
19_Peak_23865_lociStitched	chr17	38467467	38515840	19	20979	31698.8269	5737.0378	289	1
