#Mucinous_652_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Mucinous_652_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Mucinous_652_IP.nodup.bam
#Using cutoff of 10490.2175 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_652_IP.nodup.bam	Mucinous_652_Input.nodup.bam	enhancerRank	isSuper
23_Peak_70355_lociStitched	chr3	14410832	14514964	23	57095	73371.4072	10871.3808	21	1
39_Peak_18348_lociStitched	chr1	8064404	8244442	39	70991	81395.1798	19210.0546	22	1
32_Peak_11536_lociStitched	chr14	70073237	70194177	32	66613	75974.508	13980.664	23	1
14_Peak_2593_lociStitched	chr19	2026649	2096676	14	44002	67351.9686	7632.943	24	1
28_Peak_61313_lociStitched	chr15	90541908	90650551	28	55965	71204.6222	11787.7655	25	1
25_Peak_4717_lociStitched	chr2	43384581	43468117	25	39835	66887.2752	8629.2688	26	1
37_Peak_82792_lociStitched	chr1	12436401	12557296	37	70964	70614.7695	12512.6325	27	1
39_Peak_27553_lociStitched	chr17	75352103	75468996	39	70083	71047.5654	12963.4337	28	1
7_Peak_39238_lociStitched	chr1	43388920	43439742	7	43141	63486.8424	5686.9818	29	1
24_Peak_12035_lociStitched	chr2	28596821	28687651	24	42293	67059.789	9954.968	30	1
25_Peak_7557_lociStitched	chr1	16446768	16554058	25	47308	66981.147	11050.87	31	1
8_Peak_72712_lociStitched	chr17	80151624	80206370	8	31162	61282.6724	5792.1268	32	1
18_Peak_2269_lociStitched	chr17	48961229	49032286	18	44843	62963.6077	7524.9363	33	1
25_Peak_69368_lociStitched	chr17	55937964	56033556	25	52939	65337.132	10027.6008	34	1
14_Peak_2107_lociStitched	chr22	38567851	38637687	14	44379	61755.9748	7325.7964	35	1
12_Peak_3417_lociStitched	chr8	142215462	142319022	12	39740	64859.628	11174.124	36	1
8_Peak_1121_lociStitched	chr16	66539579	66590550	8	37053	58840.9224	5377.4405	37	1
20_Peak_83626_lociStitched	chr6	6651875	6726066	20	48777	61207.575	7827.1505	38	1
8_Peak_38092_lociStitched	chr10	134189030	134236950	8	30714	57940.072	4715.328	39	1
48_Peak_73605_lociStitched	chr11	47994908	48132092	48	63652	66685.1424	14198.544	40	1
7_Peak_34024_lociStitched	chr1	234734137	234768347	7	23687	56179.662	3711.785	41	1
25_Peak_13414_lociStitched	chr14	77472921	77591756	25	47568	64206.5505	12620.277	42	1
26_Peak_4585_lociStitched	chr18	74741452	74846018	26	46222	61829.8758	11282.6714	43	1
9_Peak_58322_lociStitched	chr1	235089731	235149101	9	39070	57048.633	6601.944	44	1
25_Peak_39923_lociStitched	chr16	85006399	85096158	25	51059	60039.7951	9711.9238	45	1
12_Peak_11091_lociStitched	chr17	80791030	80852929	12	36446	56377.6092	6629.3829	46	1
16_Peak_2764_lociStitched	chr1	201976472	202056606	16	40818	57407.9976	7877.1722	47	1
14_Peak_50992_lociStitched	chr1	12632813	12689958	14	38477	55584.9415	6131.6585	48	1
41_Peak_78081_lociStitched	chr10	126306783	126434223	41	62802	63197.496	14133.096	49	1
52_Peak_13661_lociStitched	chr2	102637046	102783543	52	68967	65088.6171	16114.67	50	1
29_Peak_44476_lociStitched	chr22	31600195	31710384	29	47907	60482.7421	12098.7522	51	1
Peak_1032	chr22	46467138	46491188	1	24051	50865.75	2609.425	52	1
21_Peak_21818_lociStitched	chr10	95171803	95242518	21	46292	55094.0565	7262.4305	53	1
14_Peak_13289_lociStitched	chr6	159193003	159241303	14	43434	52405.5	4863.81	54	1
39_Peak_74139_lociStitched	chr9	37942684	38074858	39	55097	62068.9104	14605.227	55	1
17_Peak_34919_lociStitched	chr10	82213945	82284298	17	45490	54847.1988	7499.6298	56	1
9_Peak_31424_lociStitched	chr19	13232612	13285198	9	31654	52864.7058	5579.3746	57	1
Peak_2540	chr17	46671261	46696583	1	25323	49494.3812	2587.9084	58	1
Peak_32	chr11	65183515	65204576	1	21062	48505.5891	2207.1928	59	1
6_Peak_4492_lociStitched	chr3	13028294	13067700	6	35609	50672.1754	4397.7096	60	1
15_Peak_45981_lociStitched	chr14	55537898	55601895	15	41751	52925.519	6854.0787	61	1
10_Peak_38177_lociStitched	chr14	62162203	62233631	10	38942	52506.7228	6785.66	62	1
7_Peak_2962_lociStitched	chr8	145002036	145048396	7	29089	50346.96	4710.176	63	1
11_Peak_87752_lociStitched	chr22	50319114	50364521	11	29818	49575.3626	4449.886	64	1
21_Peak_69943_lociStitched	chr16	11644710	11735578	21	41994	54493.5396	9495.706	65	1
11_Peak_88280_lociStitched	chr8	11698159	11760377	11	32283	51354.7372	6557.7772	66	1
12_Peak_16726_lociStitched	chr15	31615772	31661470	12	38377	49861.0878	5168.4438	67	1
22_Peak_9_lociStitched	chr1	207450548	207520399	22	47387	51836.4271	7369.2805	68	1
16_Peak_15429_lociStitched	chr9	112202471	112282223	16	48677	53282.3112	8836.5216	69	1
Peak_93	chr15	93442011	93466787	1	24777	46809.2968	2537.0624	70	1
20_Peak_6325_lociStitched	chr19	1151391	1215851	20	32666	49969.392	6207.498	71	1
24_Peak_39945_lociStitched	chr19	10816598	10895478	24	44808	52013.472	8471.712	72	1
22_Peak_90985_lociStitched	chr17	80549253	80646544	22	35441	53471.1336	10225.2841	73	1
25_Peak_33755_lociStitched	chr3	141079534	141171585	25	43379	52993.7607	9766.6111	74	1
14_Peak_1342_lociStitched	chr14	74184773	74264491	14	37322	52015.995	8840.7262	75	1
17_Peak_22890_lociStitched	chr14	69222799	69288119	17	28108	49832.628	6871.664	76	1
23_Peak_50931_lociStitched	chr20	30249583	30319264	23	38107	50421.1716	7727.6229	77	1
17_Peak_15475_lociStitched	chr2	238568749	238653707	17	39016	51662.9598	9294.4052	78	1
4_Peak_68846_lociStitched	chr11	118767336	118801532	4	23236	45056.6496	3423.0196	79	1
Peak_1127	chr22	46447146	46467037	1	19892	43670.6905	2044.7948	80	1
8_Peak_61674_lociStitched	chr11	34639657	34707222	8	36427	48640.0435	7080.812	81	1
17_Peak_48761_lociStitched	chr3	193534154	193613408	17	43699	49620.9294	8226.5652	82	1
16_Peak_13608_lociStitched	chr17	38438545	38515415	16	36446	49619.585	8294.273	83	1
28_Peak_35805_lociStitched	chr1	9349824	9444750	28	47940	51563.8032	10261.5006	84	1
2_Peak_49_lociStitched	chr1	150531001	150553208	2	22123	43245.9118	2267.3347	85	1
30_Peak_55931_lociStitched	chr20	48363926	48477754	30	45221	52133.224	11553.542	86	1
14_Peak_14676_lociStitched	chr3	5014467	5068711	14	26848	45819.9068	5684.7712	87	1
16_Peak_91466_lociStitched	chr3	50264269	50310998	16	32445	45074.7934	4995.3301	88	1
7_Peak_395_lociStitched	chr2	219135142	219182530	7	27265	44539.9812	4734.0612	89	1
28_Peak_20438_lociStitched	chr10	79595217	79682785	28	48428	49134.4048	9361.0192	90	1
4_Peak_32562_lociStitched	chr19	12877015	12907443	4	17823	42809.1532	3289.2668	91	1
24_Peak_45558_lociStitched	chr22	23520907	23628757	24	42488	51552.3	12079.2	92	1
24_Peak_13023_lociStitched	chr14	35789379	35876278	24	36267	48576.541	9150.4647	93	1
16_Peak_64716_lociStitched	chr9	134461039	134555391	16	41804	49025.2992	10133.4048	94	1
8_Peak_27335_lociStitched	chr1	40841799	40871037	8	27644	42169.9674	3312.6654	95	1
24_Peak_68893_lociStitched	chr20	49025792	49137777	24	46316	51221.939	12430.335	96	1
4_Peak_753_lociStitched	chr19	1244275	1267082	4	21874	40651.1968	2084.5598	97	1
27_Peak_30252_lociStitched	chr1	33404850	33515759	27	41642	49188.1415	11467.9906	98	1
7_Peak_244_lociStitched	chr17	2277742	2311639	7	22534	41262.8181	3643.9275	99	1
10_Peak_295_lociStitched	chr3	39166689	39223897	10	28159	43495.2424	6224.2304	100	1
21_Peak_41135_lociStitched	chr19	45221447	45307165	21	28458	45713.4094	8717.5206	101	1
10_Peak_43632_lociStitched	chr6	159045037	159109531	10	24299	44320.2768	7345.8666	102	1
30_Peak_57451_lociStitched	chr22	43311959	43424878	30	38679	48668.089	11946.8302	103	1
3_Peak_47678_lociStitched	chr2	66652488	66683082	3	22141	39291.8742	2588.2524	104	1
9_Peak_102341_lociStitched	chr19	44240123	44289816	9	30609	41851.4446	5431.4449	105	1
33_Peak_27613_lociStitched	chr2	113955967	114047108	33	39016	45980.6345	9697.4024	106	1
11_Peak_58064_lociStitched	chr22	29179051	29226497	11	35037	41306.4876	5048.2544	107	1
18_Peak_13001_lociStitched	chr4	56184195	56246897	18	32409	42518.2262	6483.3868	108	1
14_Peak_34064_lociStitched	chr11	67006467	67061172	14	31523	42002.499	5984.727	109	1
14_Peak_2415_lociStitched	chr14	50406313	50471322	14	30988	42749.9184	6994.9684	110	1
18_Peak_38515_lociStitched	chr5	139014821	139090905	18	35299	43786.342	8034.4704	111	1
23_Peak_23728_lociStitched	chr12	113631348	113710073	23	36287	43975.785	8360.595	112	1
5_Peak_1292_lociStitched	chr9	135987196	136020450	5	27662	38827.3704	3381.9318	113	1
25_Peak_15867_lociStitched	chr1	28431042	28524824	25	47384	45746.8596	10325.3982	114	1
12_Peak_7053_lociStitched	chr7	158593830	158659252	12	27363	41490.6324	6202.0056	115	1
5_Peak_1843_lociStitched	chr16	31123930	31154554	5	20847	38815.92	3537.072	116	1
9_Peak_1525_lociStitched	chr1	203236570	203298733	9	26884	41904.0783	6788.1996	117	1
28_Peak_63244_lociStitched	chr10	80826382	80919729	28	41824	44461.1761	9941.4555	118	1
12_Peak_33499_lociStitched	chr1	145424178	145457790	12	24861	38058.8676	3556.1496	119	1
21_Peak_27933_lociStitched	chr12	123336251	123411321	21	30103	42039.2	7702.182	120	1
18_Peak_11748_lociStitched	chr7	64086063	64155076	18	36477	41097.2415	6887.4974	121	1
25_Peak_72476_lociStitched	chr11	121262798	121359436	25	41343	44965.6614	10765.4732	122	1
3_Peak_1398_lociStitched	chr7	5452481	5470068	3	12960	35947.828	1887.0851	123	1
8_Peak_22092_lociStitched	chr15	93344376	93393073	8	22277	39468.9185	5419.9761	124	1
6_Peak_6901_lociStitched	chr17	72422466	72459854	6	26367	38266.618	4254.7544	125	1
Peak_2481	chr17	46616203	46638513	1	22311	36144.431	2164.07	126	1
13_Peak_56819_lociStitched	chr1	22217210	22266769	13	34970	39369.6696	5590.2552	127	1
23_Peak_61547_lociStitched	chr1	2160142	2254920	23	37516	43171.379	10055.9458	128	1
18_Peak_20782_lociStitched	chr9	33106715	33168802	18	25514	39636.3408	6649.5177	129	1
16_Peak_30317_lociStitched	chr15	60661103	60725736	16	35779	39658.8088	6695.9788	130	1
10_Peak_135_lociStitched	chr19	16180582	16231124	10	21621	38452.3536	5584.891	131	1
15_Peak_42479_lociStitched	chr1	12191580	12257622	15	34850	39374.2404	6584.3874	132	1
30_Peak_22878_lociStitched	chr8	142082849	142175336	30	37556	42895.4706	10256.8083	133	1
13_Peak_163_lociStitched	chr2	178103570	178151611	13	25076	37568.062	4977.0476	134	1
36_Peak_111610_lociStitched	chr3	66437157	66551433	36	42369	44293.3776	12010.4076	135	1
20_Peak_49843_lociStitched	chr15	67356270	67444011	20	39281	41878.7793	9651.51	136	1
29_Peak_73576_lociStitched	chr10	63795733	63873270	29	38625	40334.7474	8118.1239	137	1
16_Peak_41197_lociStitched	chr1	32354633	32427713	16	30397	39770.136	7614.936	138	1
20_Peak_36773_lociStitched	chr19	2476126	2553353	20	30232	39795.0731	7830.8178	139	1
14_Peak_9424_lociStitched	chr20	52194309	52241416	14	24132	36041.5657	4079.4662	140	1
5_Peak_25118_lociStitched	chr1	156066621	156100631	5	23521	35462.227	3533.639	141	1
14_Peak_53570_lociStitched	chr14	50315434	50379308	14	23760	38196.652	6355.463	142	1
3_Peak_14_lociStitched	chr3	187453025	187469208	3	15729	33385.529	1634.483	143	1
3_Peak_46965_lociStitched	chr1	37927589	37963917	3	17658	35601.44	3850.768	144	1
3_Peak_78375_lociStitched	chr8	55363709	55389886	3	19318	34503.9037	2798.3213	145	1
3_Peak_28665_lociStitched	chr2	201979172	201999261	3	19265	33914.2498	2235.9057	146	1
14_Peak_73774_lociStitched	chr17	80221052	80259391	14	25649	36096.1685	4435.8223	147	1
19_Peak_24487_lociStitched	chr6	30698422	30762388	19	28038	38577.8946	6933.9144	148	1
18_Peak_55730_lociStitched	chr12	120105590	120156945	18	35225	37324.814	5684.9985	149	1
12_Peak_22552_lociStitched	chr11	64602554	64656024	12	32833	37503.858	5876.353	150	1
10_Peak_16379_lociStitched	chr3	129294894	129353583	10	27793	37549.2222	6133.0005	151	1
25_Peak_20638_lociStitched	chr1	41324235	41421065	25	36463	41549.753	10254.297	152	1
16_Peak_31124_lociStitched	chr9	95843698	95907071	16	25511	38359.6769	7249.8712	153	1
36_Peak_36532_lociStitched	chr21	39590927	39684683	36	47529	40793.2356	10135.0236	154	1
25_Peak_40006_lociStitched	chr20	48272415	48350973	25	43872	38776.2288	8303.5806	155	1
34_Peak_23439_lociStitched	chr4	40482755	40604810	34	43132	43036.593	12632.6925	156	1
18_Peak_29875_lociStitched	chr8	23368617	23429024	18	32409	37035.5317	6644.77	157	1
12_Peak_38551_lociStitched	chr16	1715195	1773751	12	27228	37130.3596	6769.0736	158	1
3_Peak_1180_lociStitched	chr19	39887823	39905079	3	16266	32065.0992	1710.0696	159	1
10_Peak_29591_lociStitched	chr12	125388996	125425758	10	19267	33923.9736	3617.3808	160	1
16_Peak_31445_lociStitched	chr2	235860619	235919058	16	32595	36337.3702	6177.0023	161	1
10_Peak_14552_lociStitched	chr7	20367966	20399636	10	26432	33253.5	3262.01	162	1
24_Peak_16462_lociStitched	chr20	23062623	23144157	24	36383	39364.6152	9498.711	163	1
21_Peak_11511_lociStitched	chr5	131745450	131809553	21	31004	36852.8147	7083.3815	164	1
8_Peak_635_lociStitched	chr11	61721830	61750082	8	19877	32854.2508	3175.5248	165	1
4_Peak_47902_lociStitched	chr1	9291305	9313016	4	21327	31973.7897	2305.7082	166	1
7_Peak_84322_lociStitched	chr12	124982907	125009756	7	21217	32632.2746	2982.9239	167	1
19_Peak_20027_lociStitched	chr10	14565770	14647230	19	30197	38481.704	9025.768	168	1
Peak_160	chr11	65263226	65277358	1	14133	30735.6868	1348.1928	169	1
15_Peak_11735_lociStitched	chr17	27235685	27278569	15	23185	34298.6232	5077.4656	170	1
14_Peak_7755_lociStitched	chr16	19394168	19449709	14	32082	34868.6398	5659.6279	171	1
39_Peak_82688_lociStitched	chr5	79467990	79566706	39	36224	39269.2248	10098.6468	172	1
11_Peak_4482_lociStitched	chr9	131643250	131680114	11	28584	33122.304	4010.8032	173	1
9_Peak_62605_lociStitched	chr9	127019018	127061055	9	27931	33818.7665	4741.7736	174	1
23_Peak_18256_lociStitched	chr5	173291063	173400789	23	32616	40236.5242	11170.1068	175	1
15_Peak_129_lociStitched	chr10	104384970	104437652	15	23496	34411.8824	5442.0506	176	1
9_Peak_656_lociStitched	chr17	38251297	38288438	9	23887	32799.2171	3899.805	177	1
Peak_1397	chr22	46432000	46445071	1	13072	30233.223	1402.5183	178	1
14_Peak_42181_lociStitched	chr10	3782443	3827484	14	19830	33555.545	4877.9403	179	1
5_Peak_65532_lociStitched	chr1	33791258	33830598	5	20975	32624.662	4197.578	180	1
11_Peak_43604_lociStitched	chr5	180227326	180259909	11	21392	31918.3068	3525.4806	181	1
7_Peak_29622_lociStitched	chr1	21644510	21672584	7	25818	31420.4208	3079.7178	182	1
14_Peak_57103_lociStitched	chr14	69013422	69079250	14	28920	35889.4256	7629.4652	183	1
10_Peak_40734_lociStitched	chr15	96863998	96900917	10	21393	32045.692	3843.2679	184	1
14_Peak_3257_lociStitched	chr17	28666985	28718099	14	30337	33929.4732	5740.1022	185	1
6_Peak_11281_lociStitched	chr17	39927546	39958003	6	22491	31398.1213	3216.2592	186	1
11_Peak_26774_lociStitched	chr21	33701173	33759169	11	27298	34612.0128	6437.556	187	1
29_Peak_47809_lociStitched	chr9	132694825	132817193	29	29107	40638.4128	12530.4832	188	1
8_Peak_4772_lociStitched	chr6	159255648	159292142	8	24031	31727.8836	3667.647	189	1
17_Peak_12212_lociStitched	chr11	67844319	67918438	17	29404	35532.6486	7641.6689	190	1
10_Peak_37295_lociStitched	chr19	4038797	4090423	10	17831	32663.7702	4806.3806	191	1
23_Peak_8709_lociStitched	chr1	17835843	17922310	23	29646	36930.0557	9174.1487	192	1
23_Peak_48257_lociStitched	chr9	100821739	100925838	23	29163	39162.0438	11513.3494	193	1
17_Peak_19533_lociStitched	chr16	23289451	23347870	17	32661	33760.3401	6163.2045	194	1
6_Peak_21102_lociStitched	chr12	26250269	26288727	6	18127	31766.308	4184.2304	195	1
11_Peak_72803_lociStitched	chr2	28958648	28992907	11	17214	30911.8957	3388.2151	196	1
22_Peak_19487_lociStitched	chr15	99956515	100064291	22	32849	38799.36	11305.7024	197	1
18_Peak_73517_lociStitched	chr1	204042249	204084460	18	28401	31810.2096	4347.733	198	1
15_Peak_9666_lociStitched	chr21	34732899	34790961	15	26348	33513.3864	6241.665	199	1
6_Peak_3210_lociStitched	chr1	33206775	33240244	6	16295	30319.5671	3417.1849	200	1
11_Peak_84362_lociStitched	chr3	50627322	50670557	11	22445	31518.315	4708.2915	201	1
21_Peak_30740_lociStitched	chr19	9114935	9189835	21	30753	34236.79	7467.53	202	1
16_Peak_9373_lociStitched	chr2	9346918	9429377	16	29550	35259.4684	8518.0147	203	1
3_Peak_7611_lociStitched	chr19	47596890	47618058	3	13893	29144.1024	2411.0352	204	1
31_Peak_50659_lociStitched	chr10	105471116	105561234	31	38410	36669.0142	9949.0272	205	1
2_Peak_126_lociStitched	chr18	3446422	3459572	2	12287	28041.06	1351.82	206	1
19_Peak_14070_lociStitched	chr3	46967874	47031812	19	26765	33209.3972	6547.2512	207	1
26_Peak_11872_lociStitched	chr3	15309894	15374551	26	31760	33906.1308	7248.0497	208	1
10_Peak_8669_lociStitched	chr12	120661431	120703551	10	27236	31459.428	4864.86	209	1
5_Peak_24731_lociStitched	chr10	81946092	81968110	5	21500	28887.616	2318.4954	210	1
11_Peak_23173_lociStitched	chr2	75061113	75103523	11	22395	31150.145	4605.726	211	1
18_Peak_4657_lociStitched	chr16	50698947	50755262	18	26793	32972.4325	6515.6455	212	1
21_Peak_13375_lociStitched	chr16	81465460	81560683	21	29105	36956.0463	10560.2307	213	1
15_Peak_14577_lociStitched	chr21	35882387	35942602	15	33781	32720.831	6334.618	214	1
15_Peak_13803_lociStitched	chr17	79008936	79072124	15	31980	33066.2804	6691.6092	215	1
9_Peak_41017_lociStitched	chr9	124016333	124058366	9	22349	30965.7111	4745.5257	216	1
7_Peak_45969_lociStitched	chr9	73007471	73037325	7	13878	29486.7958	3331.7064	217	1
6_Peak_111571_lociStitched	chr22	50717983	50746120	6	21822	28964.2278	2836.2096	218	1
13_Peak_6383_lociStitched	chr8	134058176	134106413	13	26895	31262.3997	5388.0729	219	1
28_Peak_13682_lociStitched	chr6	16669136	16770156	28	30961	35851.998	9990.878	220	1
8_Peak_59299_lociStitched	chr2	197014910	197043262	8	17339	28479.584	2761.4848	221	1
Peak_109	chr12	122233744	122244126	1	10383	26613.2188	968.6406	222	1
11_Peak_30184_lociStitched	chr21	36207088	36263773	11	22217	31794.6165	6150.3225	223	1
27_Peak_43968_lociStitched	chr11	9703540	9787813	27	32053	34172.7015	8587.4187	224	1
2_Peak_1616_lociStitched	chr17	7736814	7748920	2	11976	26717.942	1164.5972	225	1
28_Peak_38540_lociStitched	chr11	128317880	128396334	28	35939	34229.4802	8912.3744	226	1
12_Peak_12321_lociStitched	chr1	10725158	10765488	12	28190	29336.042	4024.934	227	1
15_Peak_24324_lociStitched	chr6	42056255	42111358	15	26450	30989.9272	5681.1193	228	1
4_Peak_169_lociStitched	chr17	74247169	74273614	4	17971	27981.4545	2763.5025	229	1
21_Peak_62699_lociStitched	chr10	112577476	112634776	21	30509	31274.34	6079.53	230	1
12_Peak_11455_lociStitched	chr2	232504526	232546646	12	20190	29399.76	4296.24	231	1
17_Peak_22674_lociStitched	chr6	137531742	137583320	17	26491	30482.598	5549.7928	232	1
5_Peak_9126_lociStitched	chr1	161037046	161063193	5	15608	27616.4614	2740.2056	233	1
Peak_1670	chr14	105931629	105944072	1	12444	26127.8114	1276.6518	234	1
3_Peak_14694_lociStitched	chr12	6430979	6457680	3	17654	27843.8028	2995.8522	235	1
21_Peak_55508_lociStitched	chr8	134498254	134585507	21	25188	34438.7591	9615.2806	236	1
16_Peak_7132_lociStitched	chr1	15236778	15305385	16	26029	31593.5235	6819.5358	237	1
13_Peak_13904_lociStitched	chr15	74242996	74304230	13	24219	31749.829	7005.1696	238	1
11_Peak_10815_lociStitched	chr22	39833125	39880080	11	23999	29900.944	5165.05	239	1
13_Peak_36827_lociStitched	chr9	130812851	130867035	13	17350	30879.4616	6182.3944	240	1
12_Peak_10899_lociStitched	chr17	963682	1019365	12	21086	30024.2736	5362.2729	241	1
26_Peak_31991_lociStitched	chr5	149838305	149903134	26	26896	31416.1334	6755.1818	242	1
6_Peak_53955_lociStitched	chr4	38664303	38689724	6	15027	27325.0329	2796.31	243	1
9_Peak_30335_lociStitched	chr17	43221298	43261754	9	12095	28412.2488	3895.9128	244	1
18_Peak_10317_lociStitched	chr3	13259954	13325291	18	30499	31126.5468	6670.9077	245	1
22_Peak_41458_lociStitched	chr19	38468279	38551963	22	28884	33314.6004	8895.6092	246	1
8_Peak_450_lociStitched	chr17	71282839	71313829	8	17683	27584.199	3219.861	247	1
18_Peak_12000_lociStitched	chr21	33778896	33867914	18	27717	33239.3212	8981.9162	248	1
4_Peak_26485_lociStitched	chr12	12857013	12903310	4	15810	29018.9596	4847.2959	249	1
6_Peak_24966_lociStitched	chr15	75065319	75092633	6	19635	27027.203	2870.7014	250	1
20_Peak_72555_lociStitched	chr13	111159391	111217719	20	26451	30453.0488	6299.424	251	1
17_Peak_42993_lociStitched	chr15	65128093	65197826	17	23185	31303.1437	7154.6058	252	1
13_Peak_3453_lociStitched	chr18	3579919	3625356	13	17264	29125.117	4979.8952	253	1
11_Peak_63208_lociStitched	chr1	21587503	21630431	11	20359	28680.1968	4649.1024	254	1
5_Peak_29690_lociStitched	chr12	89701249	89749546	5	12821	29152.0692	5201.5869	255	1
5_Peak_13373_lociStitched	chr11	76478567	76510331	5	21063	27666.444	3719.5644	256	1
4_Peak_83634_lociStitched	chr7	104643885	104661326	4	12289	25535.3681	1747.5882	257	1
9_Peak_20220_lociStitched	chr5	141222441	141258914	9	19489	27537.115	3800.4866	258	1
8_Peak_37211_lociStitched	chr17	17713036	17753552	8	17879	28150.5168	4436.502	259	1
13_Peak_7963_lociStitched	chr6	6789352	6843848	13	21996	29869.2576	6158.048	260	1
22_Peak_30014_lociStitched	chr17	28008825	28089055	22	31055	31971.655	8287.759	261	1
8_Peak_9271_lociStitched	chr1	25219598	25257739	8	22878	27469.1482	3798.8436	262	1
15_Peak_2341_lociStitched	chr19	19475118	19518460	15	23894	28102.9528	4433.8866	263	1
4_Peak_2901_lociStitched	chr8	29197583	29211488	4	13219	25304.319	1646.352	264	1
7_Peak_24772_lociStitched	chr19	16675925	16705504	7	20355	26875.4794	3303.9743	265	1
5_Peak_98145_lociStitched	chr5	90667657	90680834	5	10356	24913.7539	1342.7363	266	1
7_Peak_18689_lociStitched	chr2	239172504	239209874	7	15388	27362.314	3796.792	267	1
16_Peak_42726_lociStitched	chr4	6887522	6957803	16	25555	31380.4665	7850.3877	268	1
4_Peak_1868_lociStitched	chr4	2794225	2809927	4	15050	25352.4492	1826.1426	269	1
5_Peak_51659_lociStitched	chr1	205407265	205426477	5	15106	25304.1252	1863.564	270	1
15_Peak_52792_lociStitched	chr2	238381849	238422600	15	20875	27588.427	4209.5783	271	1
19_Peak_16806_lociStitched	chr8	56777734	56858717	19	26853	32012.5799	8640.8861	272	1
12_Peak_10433_lociStitched	chr8	28220855	28273554	12	24402	29321.7236	5954.987	273	1
6_Peak_70_lociStitched	chr6	108878343	108915984	6	18464	27376.2993	4016.2947	274	1
16_Peak_107723_lociStitched	chr2	70138984	70184088	16	21833	27937.4176	4587.0768	275	1
12_Peak_25973_lociStitched	chr12	48195123	48223643	12	23683	26438.04	3105.828	276	1
18_Peak_37137_lociStitched	chr14	93493820	93583208	18	26500	32876.9064	9564.516	277	1
8_Peak_11519_lociStitched	chr12	109082765	109129363	8	19227	27986.7588	4701.7382	278	1
10_Peak_27334_lociStitched	chr1	28177036	28231739	10	22750	28730.0156	5503.1218	279	1
10_Peak_20455_lociStitched	chr15	52519013	52558233	10	23797	27246.134	4047.504	280	1
8_Peak_10800_lociStitched	chr11	69041541	69080706	8	18886	27395.9175	4261.152	281	1
11_Peak_1217_lociStitched	chr4	124314734	124341336	11	18210	25889.0664	2785.2294	282	1
11_Peak_44240_lociStitched	chr17	72958783	73005425	11	21167	27905.9086	4832.1112	283	1
18_Peak_15582_lociStitched	chr17	76730536	76786604	18	21107	28589.0732	5674.0816	284	1
21_Peak_22361_lociStitched	chr1	8433354	8524072	21	27505	32839.916	9933.621	285	1
7_Peak_11343_lociStitched	chr11	73662081	73702900	7	21635	27303.8291	4477.8443	286	1
