REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_652_IP.nodup.bam	Mucinous_652_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
29_Peak_36615_lociStitched	chr17	57830303	57947691	29	63777	81889.8688	11797.494	14	TUBD1,MIR21,TMEM49	PTRH2,RPS6KB1,TUBD1	MIR21	14	1	ENSG00000199004	NA	0.639508359319616	1
14_Peak_97657_lociStitched	chr9	130277210	130347049	14	50135	76264.188	7451.8213	15	FAM129B	STXBP1	FAM129B	15	1	ENSG00000136830	FAM129B	92.1813888476543	1
Peak_4203	chr17	46638633	46671168	1	32536	69084.819	3650.427	16	HOXB4,LOC404266,HOXB5,HOXB3,MIR10A	HOXB1,MIR196A1,LOC404266,HOXB2,HOXB9,HOXB6,HOXB8,HOXB7	HOXB4	16	1	ENSG00000182742	HOXB4	20.3732056220386	1
24_Peak_6637_lociStitched	chr2	233923900	233995074	24	57352	73173.9894	7950.1358	17	INPP5D	NEU2,INPP5D,NGEF	INPP5D	17	1	ENSG00000168918	INPP5D	12.496966335168	1
27_Peak_40212_lociStitched	chr19	39126710	39228042	27	60302	75634.2048	10497.9952	18	ACTN4,CAPN12,EIF3K	LGALS7,MAP4K1	ACTN4	18	1	ENSG00000130402	ACTN4	381.617471962806	1
27_Peak_3391_lociStitched	chr2	28807243	28910997	27	60933	75896.051	11734.5774	19	PLB1		PPP1CB	19	1	ENSG00000213639	PPP1CB	240.855257443272	1
27_Peak_61946_lociStitched	chr17	76309737	76421533	27	57141	74992.7568	12029.2496	20	SOCS3,PGS1,DNAH17		PGS1	20	1	ENSG00000184557	SOCS3	54.9015144409157	1
23_Peak_70355_lociStitched	chr3	14410832	14514964	23	57095	73371.4072	10871.3808	21	SLC6A6		SLC6A6	21	1	ENSG00000131389	SLC6A6	40.2334745792865	1
39_Peak_18348_lociStitched	chr1	8064404	8244442	39	70991	81395.1798	19210.0546	22	ERRFI1	PARK7	ERRFI1	22	1	ENSG00000116285	ERRFI1	42.5598999801296	1
32_Peak_11536_lociStitched	chr14	70073237	70194177	32	66613	75974.508	13980.664	23	KIAA0247	SRSF5,C14orf162,LOC100289511	KIAA0247	23	1	ENSG00000100647	SUSD6	30.3260341625216	1
14_Peak_2593_lociStitched	chr19	2026649	2096676	14	44002	67351.9686	7632.943	24	MKNK2,MOBKL2A	BTBD2,IZUMO4	MKNK2	24	1	ENSG00000099875	MKNK2	64.5326538904264	1
28_Peak_61313_lociStitched	chr15	90541908	90650551	28	55965	71204.6222	11787.7655	25	ZNF710,IDH2		IDH2	25	1	ENSG00000182054	IDH2	38.2285283644919	1
25_Peak_4717_lociStitched	chr2	43384581	43468117	25	39835	66887.2752	8629.2688	26	THADA,LOC100129726,ZFP36L2		ZFP36L2	26	1	ENSG00000152518	ZFP36L2	193.662045632807	1
37_Peak_82792_lociStitched	chr1	12436401	12557296	37	70964	70614.7695	12512.6325	27	VPS13D	SNORA59A	SNORA59A	27	1	ENSG00000048707	VPS13D	68.4472025050338	2
39_Peak_27553_lociStitched	chr17	75352103	75468996	39	70083	71047.5654	12963.4337	28	SEPT9,MIR4316	SEPT9	MIR4316	28	1	ENSG00000200651		3.34917742341827	1
7_Peak_39238_lociStitched	chr1	43388920	43439742	7	43141	63486.8424	5686.9818	29	FLJ32224,SLC2A1		FLJ32224	29	1	ENSG00000117394	SLC2A1	46.5211395741482	1
24_Peak_12035_lociStitched	chr2	28596821	28687651	24	42293	67059.789	9954.968	30	FOSL2	PLB1	FOSL2	30	1	ENSG00000075426	FOSL2	164.758793831088	1
25_Peak_7557_lociStitched	chr1	16446768	16554058	25	47308	66981.147	11050.87	31	EPHA2,ARHGEF19	FAM131C,C1orf89	EPHA2	31	1	ENSG00000142627	EPHA2	30.9695541992627	1
8_Peak_72712_lociStitched	chr17	80151624	80206370	8	31162	61282.6724	5792.1268	32	SLC16A3,CCDC57,CSNK1D	CSNK1D	SLC16A3	32	1	ENSG00000141526	SLC16A3	37.9078154374608	1
18_Peak_2269_lociStitched	chr17	48961229	49032286	18	44843	62963.6077	7524.9363	33		WFIKKN2,TOB1	TOB1	33	1	ENSG00000141232	TOB1	56.6212575687088	1
25_Peak_69368_lociStitched	chr17	55937964	56033556	25	52939	65337.132	10027.6008	34	CUEDC1	MRPS23,VEZF1	CUEDC1	34	1	ENSG00000180891	CUEDC1	34.1576814027895	1
14_Peak_2107_lociStitched	chr22	38567851	38637687	14	44379	61755.9748	7325.7964	35	TMEM184B,MAFF,PLA2G6	MAFF,PLA2G6	MAFF	35	1	ENSG00000185022	MAFF	19.6883428171387	1
12_Peak_3417_lociStitched	chr8	142215462	142319022	12	39740	64859.628	11174.124	36	SLC45A4	LOC731779	SLC45A4	36	1	ENSG00000022567	SLC45A4	45.0961710860966	1
8_Peak_1121_lociStitched	chr16	66539579	66590550	8	37053	58840.9224	5377.4405	37	CKLF,TK2	CMTM3,CMTM2,CMTM1,CKLF,TK2	TK2	37	1	ENSG00000166548	TK2	23.4661925458363	1
20_Peak_83626_lociStitched	chr6	6651875	6726066	20	48777	61207.575	7827.1505	38	LY86	LY86-AS1	LY86-AS1	38	1	ENSG00000261211		1.3902355637383	1
8_Peak_38092_lociStitched	chr10	134189030	134236950	8	30714	57940.072	4715.328	39	PWWP2B,LRRC27	LRRC27,C10orf91	PWWP2B	39	1	ENSG00000171813	PWWP2B	11.7718960280876	1
48_Peak_73605_lociStitched	chr11	47994908	48132092	48	63652	66685.1424	14198.544	40	PTPRJ		PTPRJ	40	1	ENSG00000149177	PTPRJ	30.3068009101809	1
7_Peak_34024_lociStitched	chr1	234734137	234768347	7	23687	56179.662	3711.785	41	IRF2BP2,NCRNA00184		IRF2BP2	41	1	ENSG00000168264	IRF2BP2	93.3315632379749	1
25_Peak_13414_lociStitched	chr14	77472921	77591756	25	47568	64206.5505	12620.277	42	KIAA1737,C14orf4	ZDHHC22	KIAA1737	42	1	ENSG00000119669	IRF2BPL	27.3042961944847	1
26_Peak_4585_lociStitched	chr18	74741452	74846018	26	46222	61829.8758	11282.6714	43	MBP	MBP	MBP	43	1	ENSG00000197971	MBP	25.2763529362771	1
9_Peak_58322_lociStitched	chr1	235089731	235149101	9	39070	57048.633	6601.944	44			SNORA14B	44	1	ENSG00000238005		0.488103006042658	1
25_Peak_39923_lociStitched	chr16	85006399	85096158	25	51059	60039.7951	9711.9238	45	KIAA0513,ZDHHC7	FAM92B	ZDHHC7	45	1	ENSG00000153786	ZDHHC7	35.395397452777	1
12_Peak_11091_lociStitched	chr17	80791030	80852929	12	36446	56377.6092	6629.3829	46	ZNF750,TBCD		ZNF750	46	1	ENSG00000141579	ZNF750	2.58912244930984	1
16_Peak_2764_lociStitched	chr1	201976472	202056606	16	40818	57407.9976	7877.1722	47	ELF3	GPR37L1,RNPEP,ELF3	ELF3	47	1	ENSG00000163435	ELF3	243.043030111608	1
14_Peak_50992_lociStitched	chr1	12632813	12689958	14	38477	55584.9415	6131.6585	48	DHRS3	AADACL4	DHRS3	48	1	ENSG00000162496	DHRS3	49.3693560933508	1
41_Peak_78081_lociStitched	chr10	126306783	126434223	41	62802	63197.496	14133.096	49	FAM53B	METTL10	FAM53B	49	1	ENSG00000189319	FAM53B	26.527093593062	1
52_Peak_13661_lociStitched	chr2	102637046	102783543	52	68967	65088.6171	16114.67	50	IL1R2,IL1R1	IL1RL2	IL1R1	50	1	ENSG00000115594	IL1R1	37.3569620783029	1
29_Peak_44476_lociStitched	chr22	31600195	31710384	29	47907	60482.7421	12098.7522	51	PIK3IP1,LIMK2,RNF185	PATZ1,MIR3928	LIMK2	51	1	ENSG00000182541	LIMK2	57.1705570670255	1
Peak_1032	chr22	46467138	46491188	1	24051	50865.75	2609.425	52	MIR3619,LOC400931	C22orf26,MIRLET7A3,LOC100271722,LOC150381,MIRLET7B	LOC400931	52	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
21_Peak_21818_lociStitched	chr10	95171803	95242518	21	46292	55094.0565	7262.4305	53	MYOF	CEP55,MYOF	MYOF	53	1	ENSG00000138119	MYOF	112.315172230775	1
14_Peak_13289_lociStitched	chr6	159193003	159241303	14	43434	52405.5	4863.81	54	EZR	MIR3918,OSTCL	EZR	54	1	ENSG00000092820	EZR	281.118619539039	1
39_Peak_74139_lociStitched	chr9	37942684	38074858	39	55097	62068.9104	14605.227	55	SHB	MCART1	SHB	55	1	ENSG00000107338	SHB	10.6334125075366	1
17_Peak_34919_lociStitched	chr10	82213945	82284298	17	45490	54847.1988	7499.6298	56	TSPAN14	C10orf58,SH2D4B	TSPAN14	56	1	ENSG00000108219	TSPAN14	118.962602892749	1
9_Peak_31424_lociStitched	chr19	13232612	13285198	9	31654	52864.7058	5579.3746	57	STX10,NACC1,IER2	TRMT1,LYL1	STX10	57	1	ENSG00000160888	IER2	73.6196528020863	1
Peak_2540	chr17	46671261	46696583	1	25323	49494.3812	2587.9084	58	HOXB6,LOC404266,HOXB7,HOXB8	HOXB3,MIR196A1,HOXB2,HOXB5,HOXB9,MIR10A,HOXB4	HOXB6	58	1	ENSG00000108511	HOXB6	20.1365327349272	1
Peak_32	chr11	65183515	65204576	1	21062	48505.5891	2207.1928	59	NEAT1	FRMD8,SLC25A45,MIR612	NEAT1	59	1	ENSG00000245532	NEAT1	2115.87873530667	1
6_Peak_4492_lociStitched	chr3	13028294	13067700	6	35609	50672.1754	4397.7096	60	IQSEC1	IQSEC1	IQSEC1	60	1	ENSG00000144711	IQSEC1	38.3542743316867	1
15_Peak_45981_lociStitched	chr14	55537898	55601895	15	41751	52925.519	6854.0787	61	LGALS3	LGALS3,MAPK1IP1L,SOCS4,WDHD1	LGALS3	61	1	ENSG00000131981	LGALS3	164.045757547886	1
10_Peak_38177_lociStitched	chr14	62162203	62233631	10	38942	52506.7228	6785.66	62	SNAPC1,HIF1A	HIF1A	SNAPC1	62	1	ENSG00000100644	HIF1A	92.9118427972965	1
7_Peak_2962_lociStitched	chr8	145002036	145048396	7	29089	50346.96	4710.176	63	PLEC,MIR661	GRINA,SPATC1,PARP10	PLEC	63	1	ENSG00000178209	PLEC	392.892195636502	1
11_Peak_87752_lociStitched	chr22	50319114	50364521	11	29818	49575.3626	4449.886	64	CRELD2,PIM3	CRELD2,ALG12	PIM3	64	1	ENSG00000198355	PIM3	31.4552921734244	1
21_Peak_69943_lociStitched	chr16	11644710	11735578	21	41994	54493.5396	9495.706	65	LITAF	SNN	LITAF	65	1	ENSG00000189067	LITAF	76.4848049274565	1
11_Peak_88280_lociStitched	chr8	11698159	11760377	11	32283	51354.7372	6557.7772	66	CTSB	FDFT1	CTSB	66	1	ENSG00000164733	CTSB	509.608778865864	1
12_Peak_16726_lociStitched	chr15	31615772	31661470	12	38377	49861.0878	5168.4438	67	KLF13		KLF13	67	1	ENSG00000169926	KLF13	40.9962538071668	1
22_Peak_9_lociStitched	chr1	207450548	207520399	22	47387	51836.4271	7369.2805	68	CD55	CD55	CD55	68	1	ENSG00000196352	CD55	44.2326020911316	1
16_Peak_15429_lociStitched	chr9	112202471	112282223	16	48677	53282.3112	8836.5216	69	PTPN3	PTPN3	PTPN3	69	1	ENSG00000070159	PTPN3	30.7881567703992	1
Peak_93	chr15	93442011	93466787	1	24777	46809.2968	2537.0624	70	CHD2,MIR3175	LOC100507217	MIR3175	70	1	ENSG00000173575	CHD2	247.649195969917	2
20_Peak_6325_lociStitched	chr19	1151391	1215851	20	32666	49969.392	6207.498	71	SBNO2,STK11	SBNO2,ATP5D,C19orf26,MIDN,GPX4	SBNO2	71	1	ENSG00000064932	SBNO2	57.0415508509097	1
24_Peak_39945_lociStitched	chr19	10816598	10895478	24	44808	52013.472	8471.712	72	QTRT1,DNM2,MIR638	DNM2,MIR199A1	MIR638	72	1	ENSG00000079805	DNM2	107.953034406902	2
22_Peak_90985_lociStitched	chr17	80549253	80646544	22	35441	53471.1336	10225.2841	73	WDR45L,FOXK2,RAB40B	FN3KRP,FN3K	WDR45L	73	1	ENSG00000141580	WDR45B	68.9022115495261	1
25_Peak_33755_lociStitched	chr3	141079534	141171585	25	43379	52993.7607	9766.6111	74	ZBTB38	RASA2	RASA2	74	1	ENSG00000155903	RASA2	24.2606291937918	1
14_Peak_1342_lociStitched	chr14	74184773	74264491	14	37322	52015.995	8840.7262	75	C14orf43	PNMA1	C14orf43	75	1	ENSG00000156030	ELMSAN1	45.0838907166489	2
17_Peak_22890_lociStitched	chr14	69222799	69288119	17	28108	49832.628	6871.664	76	C14orf181,ZFP36L1		ZFP36L1	76	1	ENSG00000185650	ZFP36L1	374.570349120322	1
23_Peak_50931_lociStitched	chr20	30249583	30319264	23	38107	50421.1716	7727.6229	77	BCL2L1	COX4I2,TPX2	BCL2L1	77	1	ENSG00000171552	BCL2L1	52.8689294767238	1
17_Peak_15475_lociStitched	chr2	238568749	238653707	17	39016	51662.9598	9294.4052	78	LRRFIP1		LRRFIP1	78	1	ENSG00000124831	LRRFIP1	191.429417367712	1
4_Peak_68846_lociStitched	chr11	118767336	118801532	4	23236	45056.6496	3423.0196	79	BCL9L	CXCR5,UPK2,FOXR1	BCL9L	79	1	ENSG00000186174	BCL9L	51.5099097810062	1
Peak_1127	chr22	46447146	46467037	1	19892	43670.6905	2044.7948	80	C22orf26,LOC150381	LOC400931,MIRLET7A3,MIR3619,LOC100271722,MIRLET7B,LOC730668	C22orf26	80	1	ENSG00000241990	PRR34-AS1	3.00927516229437	1
8_Peak_61674_lociStitched	chr11	34639657	34707222	8	36427	48640.0435	7080.812	81	EHF		EHF	81	1	ENSG00000135373	EHF	47.2711464147324	1
17_Peak_48761_lociStitched	chr3	193534154	193613408	17	43699	49620.9294	8226.5652	82			LOC100128023	82	1	ENSG00000133657	ATP13A3	70.0400677011354	3
16_Peak_13608_lociStitched	chr17	38438545	38515415	16	36446	49619.585	8294.273	83	RARA,CDC6	RARA,GJD3	RARA	83	1	ENSG00000131759	RARA	12.4457086969	1
28_Peak_35805_lociStitched	chr1	9349824	9444750	28	47940	51563.8032	10261.5006	84	SPSB1		SPSB1	84	1	ENSG00000171621	SPSB1	10.578849126461	1
2_Peak_49_lociStitched	chr1	150531001	150553208	2	22123	43245.9118	2267.3347	85	ADAMTSL4,MCL1	MIR4257,MCL1,ENSA	MCL1	85	1	ENSG00000143384	MCL1	147.30744040547	1
30_Peak_55931_lociStitched	chr20	48363926	48477754	30	45221	52133.224	11553.542	86	SLC9A8	B4GALT5	SLC9A8	86	1	ENSG00000197818	SLC9A8	22.6172845754295	1
14_Peak_14676_lociStitched	chr3	5014467	5068711	14	26848	45819.9068	5684.7712	87	BHLHE40		BHLHE40	87	1	ENSG00000134107	BHLHE40	70.0664591312744	1
16_Peak_91466_lociStitched	chr3	50264269	50310998	16	32445	45074.7934	4995.3301	88	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	88	1	ENSG00000114353	GNAI2	127.917817203965	1
7_Peak_395_lociStitched	chr2	219135142	219182530	7	27265	44539.9812	4734.0612	89	PNKD,TMBIM1	GPBAR1,C2orf62,PNKD,AAMP	TMBIM1	89	1	ENSG00000135926	TMBIM1	74.2578635427767	1
28_Peak_20438_lociStitched	chr10	79595217	79682785	28	48428	49134.4048	9361.0192	90	DLG5	LOC100128292	DLG5	90	1	ENSG00000151208	DLG5	66.4654986658354	1
4_Peak_32562_lociStitched	chr19	12877015	12907443	4	17823	42809.1532	3289.2668	91	JUNB,HOOK2	ASNA1,RNASEH2A,PRDX2,RTBDN,TNPO2,C19orf43,MAST1,BEST2	HOOK2	91	1	ENSG00000095066	HOOK2	74.3572531134399	1
24_Peak_45558_lociStitched	chr22	23520907	23628757	24	42488	51552.3	12079.2	92	FBXW4P1,BCR	RAB36,RTDR1,BCR	FBXW4P1	92	1	ENSG00000230701	FBXW4P1	2.94435685933808	1
24_Peak_13023_lociStitched	chr14	35789379	35876278	24	36267	48576.541	9150.4647	93	NFKBIA	PSMA6	NFKBIA	93	1	ENSG00000100906	NFKBIA	91.0282754423195	1
16_Peak_64716_lociStitched	chr9	134461039	134555391	16	41804	49025.2992	10133.4048	94	RAPGEF1		RAPGEF1	94	1	ENSG00000107263	RAPGEF1	30.2108168438422	1
8_Peak_27335_lociStitched	chr1	40841799	40871037	8	27644	42169.9674	3312.6654	95	SMAP2	ZNF643	SMAP2	95	1	ENSG00000084070	SMAP2	19.8686635400894	1
24_Peak_68893_lociStitched	chr20	49025792	49137777	24	46316	51221.939	12430.335	96	PTPN1		PTPN1	96	1	ENSG00000196396	PTPN1	32.3980980170218	1
4_Peak_753_lociStitched	chr19	1244275	1267082	4	21874	40651.1968	2084.5598	97	ATP5D,MIDN	CIRBP,C19orf23,ATP5D,STK11,C19orf26,EFNA2,C19orf24	MIDN	97	1	ENSG00000167470	MIDN	95.6445804153529	1
27_Peak_30252_lociStitched	chr1	33404850	33515759	27	41642	49188.1415	11467.9906	98	AK2,RNF19B	ADC,TMEM54	RNF19B	98	1	ENSG00000116514	RNF19B	9.97656976336942	1
7_Peak_244_lociStitched	chr17	2277742	2311639	7	22534	41262.8181	3643.9275	99	SGSM2,LOC284009,MNT	SNORD91A,TSR1,SNORD91B	MNT	99	1	ENSG00000070444	MNT	29.0657033828155	1
10_Peak_295_lociStitched	chr3	39166689	39223897	10	28159	43495.2424	6224.2304	100	TTC21A,CSRNP1	GORASP1,XIRP1,TTC21A	CSRNP1	100	1	ENSG00000144655	CSRNP1	27.4618209802221	1
21_Peak_41135_lociStitched	chr19	45221447	45307165	21	28458	45713.4094	8717.5206	101	CBLC,BCL3	PVRL2,BCAM,CEACAM19,CEACAM16,CBLC	BCL3	101	1	ENSG00000142273	CBLC	19.1376598544396	1
10_Peak_43632_lociStitched	chr6	159045037	159109531	10	24299	44320.2768	7345.8666	102	SYTL3,TMEM181,DYNLT1		SYTL3	102	1	ENSG00000146425	DYNLT1	34.3235056943058	1
30_Peak_57451_lociStitched	chr22	43311959	43424878	30	38679	48668.089	11946.8302	103	PACSIN2		PACSIN2	103	1	ENSG00000100266	PACSIN2	43.0152641520523	1
3_Peak_47678_lociStitched	chr2	66652488	66683082	3	22141	39291.8742	2588.2524	104	MEIS1		MEIS1	104	1	ENSG00000143995	MEIS1	60.6970443984811	1
9_Peak_102341_lociStitched	chr19	44240123	44289816	9	30609	41851.4446	5431.4449	105	C19orf61,KCNN4	ZNF283,LYPD5,IRGC	C19orf61	105	1	ENSG00000104783	KCNN4	6.93160834108338	1
33_Peak_27613_lociStitched	chr2	113955967	114047108	33	39016	45980.6345	9697.4024	106	LOC654433,LOC440839,PSD4,PAX8		LOC654433	106	1	ENSG00000125618	PAX8	255.079159125164	1
11_Peak_58064_lociStitched	chr22	29179051	29226497	11	35037	41306.4876	5048.2544	107	CCDC117,XBP1	XBP1,HSCB,CHEK2	XBP1	107	1	ENSG00000100219	XBP1	100.319523712532	1
18_Peak_13001_lociStitched	chr4	56184195	56246897	18	32409	42518.2262	6483.3868	108	SRD5A3	TMEM165	SRD5A3	108	1	ENSG00000128039	SRD5A3	13.7871661774609	1
14_Peak_34064_lociStitched	chr11	67006467	67061172	14	31523	42002.499	5984.727	109	KDM2A,ANKRD13D,ADRBK1	SSH3,LOC100130987	ADRBK1	109	1	ENSG00000173020	GRK2	54.55268891065	1
14_Peak_2415_lociStitched	chr14	50406313	50471322	14	30988	42749.9184	6994.9684	110	C14orf182	ARF6	C14orf182	110	1	ENSG00000214900	LINC01588	2.85427200763036	2
18_Peak_38515_lociStitched	chr5	139014821	139090905	18	35299	43786.342	8034.4704	111	CXXC5		CXXC5	111	1	ENSG00000171604	CXXC5	44.7229510821834	1
23_Peak_23728_lociStitched	chr12	113631348	113710073	23	36287	43975.785	8360.595	112	TPCN1,IQCD	DDX54,CCDC42B,C12orf52	TPCN1	112	1	ENSG00000186815	TPCN1	59.2554234450036	1
5_Peak_1292_lociStitched	chr9	135987196	136020450	5	27662	38827.3704	3381.9318	113	RALGDS	CEL,CELP,GBGT1	RALGDS	113	1	ENSG00000160271	RALGDS	47.0538754055554	1
25_Peak_15867_lociStitched	chr1	28431042	28524824	25	47384	45746.8596	10325.3982	114	PTAFR	ATPIF1,DNAJC8,EYA3,LOC653566	PTAFR	114	1	ENSG00000169403	PTAFR	11.9305504243513	1
12_Peak_7053_lociStitched	chr7	158593830	158659252	12	27363	41490.6324	6202.0056	115	WDR60,ESYT2		ESYT2	115	1	ENSG00000117868	ESYT2	71.5194117920094	1
5_Peak_1843_lociStitched	chr16	31123930	31154554	5	20847	38815.92	3537.072	116	PRSS8,MYST1,BCKDK,PRSS36	PRSS53,VKORC1,FUS,ZNF668,MYST1,BCKDK,ZNF646	PRSS8	116	1	ENSG00000052344	PRSS8	83.986871091441	1
9_Peak_1525_lociStitched	chr1	203236570	203298733	9	26884	41904.0783	6788.1996	117	BTG2,LOC730227	CHIT1,LOC730227,FMOD	LOC730227	117	1	ENSG00000159388	BTG2	65.1473953359288	1
28_Peak_63244_lociStitched	chr10	80826382	80919729	28	41824	44461.1761	9941.4555	118	ZMIZ1,LOC283050	LOC283050	ZMIZ1	118	1	ENSG00000108175	ZMIZ1	48.9931996842572	1
12_Peak_33499_lociStitched	chr1	145424178	145457790	12	24861	38058.8676	3556.1496	119	TXNIP,POLR3GL	RBM8A,HFE2,ANKRD34A,LIX1L	TXNIP	119	1	ENSG00000265972	TXNIP	166.258870328118	1
21_Peak_27933_lociStitched	chr12	123336251	123411321	21	30103	42039.2	7702.182	120	HIP1R,VPS37B	ABCB9,OGFOD2	VPS37B	120	1	ENSG00000139722	VPS37B	42.5598999801296	1
18_Peak_11748_lociStitched	chr7	64086063	64155076	18	36477	41097.2415	6887.4974	121	ZNF107	LOC641746	ZNF107	121	1	ENSG00000196247	ZNF107	11.7265670643861	1
25_Peak_72476_lociStitched	chr11	121262798	121359436	25	41343	44965.6614	10765.4732	122	SORL1		SORL1	122	1	ENSG00000137642	SORL1	90.0970074768939	1
3_Peak_1398_lociStitched	chr7	5452481	5470068	3	12960	35947.828	1887.0851	123	TNRC18		TNRC18	123	1	ENSG00000182095	TNRC18	116.868664254118	1
8_Peak_22092_lociStitched	chr15	93344376	93393073	8	22277	39468.9185	5419.9761	124		LOC100507217,ASB9P1	ASB9P1	124	1	ENSG00000258527	ASB9P1	0.602950772170342	1
6_Peak_6901_lociStitched	chr17	72422466	72459854	6	26367	38266.618	4254.7544	125	GPRC5C	CD300A	GPRC5C	125	1	ENSG00000170412	GPRC5C	48.9938118588631	1
Peak_2481	chr17	46616203	46638513	1	22311	36144.431	2164.07	126	HOXB3,HOXB2	HOXB1,LOC404266,HOXB5,HOXB4,MIR10A,HOXB6,HOXB7	HOXB2	126	1	ENSG00000230148	HOXB-AS1	8.47002275191671	1
13_Peak_56819_lociStitched	chr1	22217210	22266769	13	34970	39369.6696	5590.2552	127	HSPG2	CELA3B	HSPG2	127	1	ENSG00000142798	HSPG2	182.954321741821	1
23_Peak_61547_lociStitched	chr1	2160142	2254920	23	37516	43171.379	10055.9458	128	MORN1,SKI	LOC100128003,C1orf86,LOC100129534	SKI	128	1	ENSG00000157933	SKI	36.5051746693513	1
18_Peak_20782_lociStitched	chr9	33106715	33168802	18	25514	39636.3408	6649.5177	129	B4GALT1	SMU1	B4GALT1	129	1	ENSG00000086062	B4GALT1	114.550872613194	1
16_Peak_30317_lociStitched	chr15	60661103	60725736	16	35779	39658.8088	6695.9788	130	ANXA2,NARG2	ANXA2	ANXA2	130	1	ENSG00000182718	ANXA2	217.99673473381	1
10_Peak_135_lociStitched	chr19	16180582	16231124	10	21621	38452.3536	5584.891	131	TPM4,RAB8A	HSH2D,FLJ25328	RAB8A	131	1	ENSG00000167461	RAB8A	40.7344516148082	1
15_Peak_42479_lociStitched	chr1	12191580	12257622	15	34850	39374.2404	6584.3874	132	TNFRSF1B,TNFRSF8	VPS13D	TNFRSF1B	132	1	ENSG00000028137	TNFRSF1B	18.4905899744948	1
30_Peak_22878_lociStitched	chr8	142082849	142175336	30	37556	42895.4706	10256.8083	133	DENND3		DENND3	133	1	ENSG00000105339	DENND3	26.3761200511355	1
13_Peak_163_lociStitched	chr2	178103570	178151611	13	25076	37568.062	4977.0476	134	NFE2L2,MIR3128,LOC100130691	HNRNPA3,NFE2L2	NFE2L2	134	1	ENSG00000116044	NFE2L2	110.063101628094	1
36_Peak_111610_lociStitched	chr3	66437157	66551433	36	42369	44293.3776	12010.4076	135	LRIG1		LRIG1	135	1	ENSG00000144749	LRIG1	42.9096892897944	1
20_Peak_49843_lociStitched	chr15	67356270	67444011	20	39281	41878.7793	9651.51	136	SMAD3	SMAD3	SMAD3	136	1	ENSG00000166949	SMAD3	53.3746952468293	1
