seqnames	start	end	width	strand	nj	nSNV	nSamples	p.value	p.adjust
chr1	225997184	225998668	1485	*	1485	1	1	0.0571196073625662	0.117689472884823
chr1	226076720	226077699	980	*	980	1	1	0.0380708644574003	0.117689472884823
chr1	226369390	226370543	1154	*	1154	1	1	0.0446772599042995	0.117689472884823
chr1	227126684	227128955	2272	*	2272	1	1	0.0860562545924957	0.118925163874091
chr1	228945507	228946594	1088	*	1088	1	1	0.042176743736418	0.117689472884823
chr1	230239540	230241903	2364	*	2364	1	1	0.0893804316714478	0.119460437288145
chr1	231555814	231558963	3150	*	3150	1	1	0.117292045855194	0.132879028693093
chr1	233247790	233248536	747	*	747	1	1	0.0291527649919069	0.117689472884823
chr1	234492158	234493248	1091	*	1091	1	1	0.0422905454213848	0.117689472884823
chr1	234742570	234749770	7201	*	7201	1	1	0.248141639251545	0.249816150524436
chr1	234856876	234862927	6052	*	6052	1	1	0.213135570764455	0.215665369823974
chr1	235092320	235093313	994	*	994	1	1	0.0386040993682817	0.117689472884823
chr1	235119609	235122652	3044	*	3044	1	1	0.113578380764489	0.130404807544413
chr1	235491501	235494125	2625	*	2625	1	1	0.0987453190334728	0.122063737199844
chr1	244462439	244463951	1513	*	1513	1	1	0.0581646685197139	0.117689472884823
chr1	244893223	244894770	1548	*	1548	1	1	0.059469366235683	0.117689472884823
chr1	247510920	247511778	859	*	859	1	1	0.033449849406614	0.117689472884823
chr1	247579616	247580376	761	*	761	1	1	0.0296909435538311	0.117689472884823
chr2	633908	634734	827	*	827	1	1	0.0322240554485561	0.117689472884823
chr2	1595253	1596444	1192	*	1192	1	1	0.046113988700984	0.117689472884823
chr2	3382920	3384407	1488	*	1488	1	1	0.0572316336437227	0.117689472884823
chr2	3582833	3584930	2098	*	2098	1	1	0.0797360095643308	0.117689472884823
chr2	10175557	10177538	1982	*	1982	1	1	0.0754982499737528	0.117689472884823
chr2	10181818	10185784	3967	*	3967	1	1	0.145398063932342	0.155147598840635
chr2	10441418	10445461	4044	*	4044	1	1	0.148000382082611	0.157501967022377
chr2	10545877	10547280	1404	*	1404	1	1	0.0540898607476985	0.117689472884823
chr2	11837680	11838631	952	*	952	1	1	0.0370035072008998	0.117689472884823
chr2	16209615	16210671	1057	*	1057	1	1	0.041000000869392	0.117689472884823
chr2	20189071	20190473	1403	*	1403	4	1	0.0540523956954723	0.117689472884823
chr2	20249685	20252699	3015	*	3015	2	2	0.00620984543792269	0.117689472884823
chr2	20432713	20434091	1379	*	1379	1	1	0.0531527891387064	0.117689472884823
chr2	20730544	20731515	972	*	972	1	1	0.0377660260157467	0.117689472884823
chr2	20731127	20736245	5119	*	5119	1	1	0.183514662845492	0.188895860376106
chr2	20773976	20774826	851	*	851	1	1	0.0331435465504065	0.117689472884823
chr2	20833035	20834724	1690	*	1690	1	1	0.0647441961027799	0.117689472884823
chr2	20834285	20835008	724	*	724	1	1	0.0282679664036061	0.117689472884823
chr2	24345564	24347386	1823	*	1823	1	1	0.0696578725248764	0.117689472884823
chr2	26918810	26919529	720	*	720	1	1	0.0281140060944577	0.117689472884823
chr2	27850770	27852700	1931	*	1931	1	1	0.073628926443981	0.117689472884823
chr2	27957737	27959463	1727	*	1727	1	1	0.0661137584847418	0.117689472884823
chr2	28017764	28019153	1390	*	1390	1	1	0.0535652149608021	0.117689472884823
chr2	28669712	28673803	4092	*	4092	1	1	0.149618595289719	0.158799282773037
chr2	28842774	28844868	2095	*	2095	1	1	0.0796266574093268	0.117689472884823
chr2	28844505	28845326	822	*	822	1	1	0.0320323847651129	0.117689472884823
chr2	28972825	28976089	3265	*	3265	1	1	0.121303428238831	0.135684762514569
chr2	30188928	30189673	746	*	746	1	1	0.0291143122458648	0.117689472884823
chr2	30453167	30456221	3055	*	3055	1	1	0.113964486527745	0.130596845579321
chr2	37457929	37459944	2016	*	2016	1	1	0.0767423695753016	0.117689472884823
chr2	38336164	38337121	958	*	958	1	1	0.0372323262703796	0.117689472884823
chr2	42190719	42191971	1253	*	1253	1	1	0.0484157996578988	0.117689472884823
chr2	42193491	42195827	2337	*	2337	1	1	0.0884061134216925	0.119460437288145
chr2	43185291	43189631	4341	*	4341	1	1	0.157963880928631	0.166472310718165
chr2	43198657	43199408	752	*	752	1	1	0.0293450058790236	0.117689472884823
chr2	43410444	43413537	3094	*	3094	1	1	0.115332052299057	0.131595415314459
chr2	43503504	43504140	637	*	637	1	1	0.0249138194272519	0.117689472884823
chr2	44518632	44519787	1156	*	1156	1	1	0.0447529311305223	0.117689472884823
chr2	45876509	45880321	3813	*	3813	1	1	0.140169558062872	0.150172681820501
chr2	46768452	46771572	3121	*	3121	1	1	0.11627759190733	0.132294857904098
chr2	47208313	47209130	818	*	818	1	1	0.0318790208868679	0.117689472884823
chr2	47208730	47210306	1577	*	1577	1	1	0.0605490322097175	0.117689472884823
chr2	47580926	47582131	1206	*	1206	1	1	0.0466427649937814	0.117689472884823
chr2	47629585	47631521	1937	*	1937	1	1	0.0738490428915788	0.117689472884823
chr2	47747691	47749014	1324	*	1324	1	1	0.0510879626328617	0.117689472884823
chr2	53994411	53995719	1309	*	1309	1	1	0.0505240470581106	0.117689472884823
chr2	58467705	58469027	1323	*	1323	1	1	0.0510503786832217	0.117689472884823
chr2	61107693	61110707	3015	*	3015	1	1	0.112559658879314	0.129712260423662
chr2	61371328	61372512	1185	*	1185	1	1	0.045849490583271	0.117689472884823
chr2	61407002	61408101	1100	*	1100	1	1	0.0426318693561143	0.117689472884823
chr2	61652821	61653530	710	*	710	1	1	0.027728998592328	0.117689472884823
chr2	62589193	62590194	1002	*	1002	1	1	0.0389086723059289	0.117689472884823
chr2	65215132	65217557	2426	*	2426	1	1	0.0916138157163638	0.120305925043296
chr2	66660016	66663322	3307	*	3307	1	1	0.122763905884163	0.136844246730904
chr2	69979524	69980202	679	*	679	1	1	0.0265345058106582	0.117689472884823
chr2	69997318	69998474	1157	*	1157	1	1	0.0447907644958813	0.117689472884823
chr2	70779758	70782241	2484	*	2484	1	1	0.0936981513022904	0.120659979665485
chr2	71221096	71222900	1805	*	1805	1	1	0.0689943771941945	0.117689472884823
chr2	71299252	71300070	819	*	819	1	1	0.0319173641342938	0.117689472884823
chr2	73929074	73929920	847	*	847	1	1	0.0329903587235888	0.117689472884823
chr2	74780186	74783582	3397	*	3397	1	1	0.125885331936127	0.138960205911549
chr2	74967955	74968761	807	*	807	1	1	0.031457144919279	0.117689472884823
chr2	75060386	75063341	2956	*	2956	1	1	0.110483471406828	0.128457889063857
chr2	85056919	85058017	1099	*	1099	1	1	0.0425939504825062	0.117689472884823
chr2	85185876	85186711	836	*	836	1	1	0.0325689670412648	0.117689472884823
chr2	85359648	85362255	2608	*	2608	1	1	0.0981382885061982	0.122052789531904
chr2	85633238	85634234	997	*	997	1	1	0.0387183255292113	0.117689472884823
chr2	85644727	85647049	2323	*	2323	1	1	0.0879005010256441	0.119460437288145
chr2	85803605	85807193	3589	*	3589	1	1	0.132507302624126	0.144097918616761
chr2	86332308	86334005	1698	*	1698	2	2	0.00203678834677512	0.117689472884823
chr2	86789398	86791009	1612	*	1612	2	2	0.00183972902224028	0.117689472884823
chr2	86790532	86791297	766	*	766	1	1	0.0298830778743111	0.117689472884823
chr2	95741890	95743400	1511	*	1511	1	1	0.0580900597229365	0.117689472884823
chr2	95824202	95826421	2220	*	2220	1	1	0.0841720069913463	0.118850173161989
chr2	96809786	96812814	3029	*	3029	1	1	0.113051601740514	0.130175674556009
chr2	97167044	97167805	762	*	762	1	1	0.0297293734619042	0.117689472884823
chr2	97192614	97194942	2329	*	2329	1	1	0.0881172263825776	0.119460437288145
chr2	97201672	97204774	3103	*	3103	1	1	0.115647344524058	0.131743233456425
chr2	97204378	97205043	666	*	666	1	1	0.0260331528472615	0.117689472884823
chr2	97553277	97554664	1388	*	1388	1	1	0.053490241811909	0.117689472884823
chr2	101617827	101620267	2441	*	2441	1	1	0.0921533271338139	0.120531502393651
chr2	101765556	101769578	4023	*	4023	1	1	0.147291445841461	0.156957446974807
chr2	102679480	102681385	1906	*	1906	1	1	0.0727112113287723	0.117689472884823
chr2	102681226	102682451	1226	*	1226	1	1	0.0473976512622141	0.117689472884823
chr2	102758380	102760773	2394	*	2394	1	1	0.0904617862064675	0.119630074058082
chr2	106013371	106014380	1010	*	1010	1	1	0.0392131487540088	0.117689472884823
chr2	107502383	107504093	1711	*	1711	1	1	0.0655217615803336	0.117689472884823
chr2	109064618	109066731	2114	*	2114	1	1	0.0803190016674939	0.117689472884823
chr2	110860875	110861713	839	*	839	1	1	0.0326839102533031	0.117689472884823
chr2	111435009	111436913	1905	*	1905	1	1	0.0726744838200433	0.117689472884823
chr2	111874553	111877047	2495	*	2495	1	1	0.0940929164562961	0.120659979665485
chr2	111877404	111881388	3985	*	3985	1	1	0.146007109012504	0.15565831586103
chr2	112375475	112376776	1302	*	1302	1	1	0.0502607717826673	0.117689472884823
chr2	113389318	113390339	1022	*	1022	1	1	0.0396696825750554	0.117689472884823
chr2	113521393	113522511	1119	*	1119	1	1	0.0433520426787553	0.117689472884823
chr2	113522074	113522944	871	*	871	1	1	0.0339091217550145	0.117689472884823
chr2	113974297	113978692	4396	*	4396	1	1	0.159796146121896	0.168106390829866
chr2	113996365	114001589	5225	*	5225	1	1	0.186935329746958	0.192002853746123
chr2	114033061	114037968	4908	*	4908	1	1	0.176662705208653	0.182472469637843
chr2	114469642	114470347	706	*	706	1	1	0.0275749528896263	0.117689472884823
chr2	118845323	118846896	1574	*	1574	1	1	0.0604374001248852	0.117689472884823
chr2	120188003	120191239	3237	*	3237	1	1	0.120328425894607	0.135100636223155
chr2	120301439	120303021	1583	*	1583	1	1	0.0607722565909887	0.117689472884823
chr2	120995296	120998733	3438	*	3438	1	1	0.127303630144458	0.14016317580942
chr2	121522319	121523762	1444	*	1444	1	1	0.0555872467183151	0.117689472884823
chr2	122041589	122043555	1967	*	1967	1	1	0.0749488408449877	0.117689472884823
chr2	127841748	127844027	2280	*	2280	1	1	0.0863457945532965	0.119068406469508
chr2	128212674	128213459	786	*	786	1	1	0.0306512347796103	0.117689472884823
chr2	128457790	128460331	2542	*	2542	1	1	0.0957777042804343	0.120798492893809
chr2	129044206	129045175	970	*	970	1	1	0.0376898013121099	0.117689472884823
chr2	129074187	129075921	1735	*	1735	4	1	0.0664096162846552	0.117689472884823
chr2	129076034	129077308	1275	*	1275	1	1	0.0492445974166158	0.117689472884823
chr2	129153493	129154652	1160	*	1160	1	1	0.0449042556016622	0.117689472884823
