seqnames	start	end	width	strand	nj	nSNV	nSamples	p.value	p.adjust
chr1	1360709	1362819	2111	*	2111	1	1	0.629984295475875	0.75946227514994
chr1	1362648	1363645	998	*	998	1	1	0.375012952432076	0.706398647742881
chr1	1364706	1374423	9718	*	9718	7	7	0.164678522771632	0.706398647742881
chr1	1375741	1376693	953	*	953	3	3	0.0105728835249064	0.706398647742881
chr1	1376298	1376907	610	*	610	2	2	0.0339039043262409	0.706398647742881
chr1	1376603	1377228	626	*	626	2	2	0.0355319631680477	0.706398647742881
chr1	1405385	1407567	2183	*	2183	1	1	0.642321021216043	0.763720020884525
chr1	1446207	1447950	1744	*	1744	1	1	0.560169213709483	0.736403109420651
chr1	1535380	1536241	862	*	862	1	1	0.333671800956005	0.706398647742881
chr1	1549031	1552567	3537	*	3537	1	1	0.810962099695025	0.84040425304117
chr1	1608754	1611376	2623	*	2623	1	1	0.709265432715071	0.787728833101088
chr1	1617283	1617984	702	*	702	1	1	0.281520663227834	0.706398647742881
chr1	1617628	1618985	1358	*	1358	1	1	0.472481960590692	0.711079775381583
chr1	1655244	1656673	1430	*	1430	1	1	0.490069985357245	0.713628496408906
chr1	1688577	1691802	3226	*	3226	1	1	0.781143111159859	0.822195759473122
chr1	1691470	1692265	796	*	796	2	2	0.0545587306722948	0.706398647742881
chr1	1691918	1692424	507	*	507	2	2	0.0241704072585178	0.706398647742881
chr1	1693899	1695196	1298	*	1298	1	1	0.457362754859391	0.70756693712299
chr1	1695164	1696717	1554	*	1554	1	1	0.518996921325103	0.722527145396232
chr1	1708286	1715509	7224	*	7224	2	2	0.851835961004862	0.869815685790437
chr1	1790221	1791564	1344	*	1344	3	3	0.0259584746428037	0.706398647742881
chr1	1820615	1824375	3761	*	3761	2	2	0.526402284019719	0.724656504722494
chr1	1837891	1839317	1427	*	1427	2	2	0.145224031070504	0.706398647742881
chr1	1839436	1841757	2322	*	2322	1	1	0.664986254251808	0.770963114951305
chr1	1920442	1921465	1024	*	1024	1	1	0.382619330412193	0.706398647742881
chr1	1980659	1983072	2414	*	2414	1	1	0.679192047663991	0.776129682224698
chr1	2062538	2063155	618	*	618	1	1	0.252527052270653	0.706398647742881
chr1	2063322	2065962	2641	*	2641	1	1	0.711719686408401	0.788865995691618
chr1	2065850	2067353	1504	*	1504	1	1	0.507535692968691	0.719603032289464
chr1	2071412	2072631	1220	*	1220	1	1	0.437058108726234	0.706398647742881
chr1	2120228	2123222	2995	*	2995	1	1	0.755989501101315	0.80851918781071
chr1	2123173	2124739	1567	*	1567	1	1	0.521932895347854	0.723598750460271
chr1	2124465	2127973	3509	*	3509	1	1	0.808452737128537	0.838919206771066
chr1	2129447	2131881	2435	*	2435	4	4	0.0282451562616988	0.706398647742881
chr1	2137978	2141021	3044	*	3044	2	2	0.417729998503727	0.706398647742881
chr1	2157583	2159749	2167	*	2167	1	1	0.639615564744722	0.762273748350839
chr1	2159868	2167836	7969	*	7969	5	4	0.507416303052208	0.719603032289464
chr1	2177975	2178648	674	*	674	1	1	0.271983289243129	0.706398647742881
chr1	2187281	2188711	1431	*	1431	1	1	0.490310088657604	0.713717097823392
chr1	2201357	2202421	1065	*	1065	1	1	0.394426353715281	0.706398647742881
chr1	2205864	2206368	505	*	505	2	2	0.0239947911249963	0.706398647742881
chr1	2205949	2208776	2828	*	2828	5	4	0.0446892957204602	0.706398647742881
chr1	2209254	2212131	2878	*	2878	1	1	0.742166427719806	0.801742041864558
chr1	2220837	2223497	2661	*	2661	1	1	0.71442234399185	0.790020357455163
chr1	2230272	2231147	876	*	876	2	2	0.0644978766355208	0.706398647742881
chr1	2231023	2233770	2748	*	2748	3	3	0.139164786906157	0.706398647742881
chr1	2242046	2248849	6804	*	6804	5	5	0.211028504621796	0.706398647742881
chr1	2249070	2250014	945	*	945	1	1	0.359216184461899	0.706398647742881
chr1	2251801	2255248	3448	*	3448	1	1	0.802869977223694	0.835598245212153
chr1	2292386	2293387	1002	*	1002	1	1	0.37618923541911	0.706398647742881
chr1	2327797	2328546	750	*	750	1	1	0.297580668127702	0.706398647742881
chr1	2330150	2330930	781	*	781	1	1	0.307761458286972	0.706398647742881
chr1	2330551	2332808	2258	*	2258	1	1	0.654734596991532	0.767769895393907
chr1	2342710	2346663	3954	*	3954	4	4	0.115167609109343	0.706398647742881
chr1	2346561	2348874	2314	*	2314	2	2	0.295622547215598	0.706398647742881
chr1	2425726	2427048	1323	*	1323	1	1	0.463714385134134	0.708944729955939
chr1	2456612	2458769	2158	*	2158	1	1	0.638084762462671	0.761808371625398
chr1	2464835	2465783	949	*	949	1	1	0.360422198416136	0.706398647742881
chr1	2474406	2476083	1678	*	1678	1	1	0.54628291127986	0.73129876523752
chr1	2475699	2477013	1315	*	1315	1	1	0.461689994295794	0.70848015039353
chr1	2476520	2477862	1343	*	1343	1	1	0.468742117919125	0.709868042243779
chr1	2477465	2481817	4353	*	4353	2	2	0.605188355562672	0.751438159059759
chr1	2486094	2489930	3837	*	3837	1	1	0.835870189873802	0.857507281549816
chr1	2495964	2497763	1800	*	1800	1	1	0.571617724363754	0.740080367659772
chr1	2497444	2498492	1049	*	1049	2	2	0.0878015817011704	0.706398647742881
chr1	2506728	2508551	1824	*	1824	1	1	0.576432548287782	0.741457461028499
chr1	2508278	2510970	2693	*	2693	1	1	0.718693992635409	0.791966175994853
chr1	2523764	2526357	2594	*	2594	1	1	0.705267332594612	0.786123866256395
chr1	2573037	2575265	2229	*	2229	1	1	0.649986604132447	0.766237044170755
chr1	2986086	2986814	729	*	729	1	1	0.290599067702874	0.706398647742881
chr1	3086490	3088442	1953	*	1953	1	1	0.601400113682872	0.75008604657633
chr1	3268127	3269471	1345	*	1345	1	1	0.469242291420471	0.710127256079338
chr1	3339138	3340389	1252	*	1252	1	1	0.445478550296753	0.706568583062288
chr1	3369675	3372994	3320	*	3320	1	1	0.790620748150166	0.827854893172576
chr1	3374186	3375547	1362	*	1362	1	1	0.473474797958323	0.71135639584576
chr1	3375256	3378786	3531	*	3531	1	1	0.810427161370408	0.840129150659189
chr1	3446253	3448310	2058	*	2058	1	1	0.620632018092793	0.756256298938884
chr1	3456085	3456847	763	*	763	1	1	0.301868135303873	0.706398647742881
chr1	3592943	3594261	1319	*	1319	1	1	0.462703143134518	0.708554348617966
chr1	3691562	3692450	889	*	889	1	1	0.34209124546115	0.706398647742881
chr1	3692569	3694179	1611	*	1611	1	1	0.531737707791547	0.726195139567056
chr1	3711831	3714041	2211	*	2211	1	1	0.647006790287996	0.765006258846694
chr1	3785838	3786830	993	*	993	1	1	0.373539479079574	0.706398647742881
chr1	3815735	3818600	2866	*	2866	2	2	0.388796089664282	0.706398647742881
chr1	6054378	6055079	702	*	702	1	1	0.281520663227834	0.706398647742881
chr1	6118623	6119401	779	*	779	1	1	0.30710910907079	0.706398647742881
chr1	6294391	6297053	2663	*	2663	1	1	0.714691212240076	0.790099709398538
chr1	6319678	6321234	1557	*	1557	1	1	0.519676050142404	0.722827060474185
chr1	6320919	6321960	1042	*	1042	1	1	0.387830987225747	0.706398647742881
chr1	6407872	6409826	1955	*	1955	1	1	0.601775391128158	0.750320640760086
chr1	6410010	6410901	892	*	892	2	2	0.0665535174807026	0.706398647742881
chr1	6418231	6421147	2917	*	2917	2	2	0.397154231461895	0.706398647742881
chr1	6444965	6447066	2102	*	2102	1	1	0.628412582523071	0.759200906144776
chr1	6474359	6475392	1034	*	1034	1	1	0.385520148921263	0.706398647742881
chr1	6478670	6481853	3184	*	3184	1	1	0.776770894140625	0.819962172931484
chr1	6481483	6489010	7528	*	7528	3	3	0.682218253666329	0.777797000512922
chr1	6489845	6490714	870	*	870	1	1	0.336177622299058	0.706398647742881
chr1	6506635	6508800	2166	*	2166	2	2	0.270120705337607	0.706398647742881
chr1	6508437	6509501	1065	*	1065	1	1	0.394426353715281	0.706398647742881
chr1	6530656	6533671	3016	*	3016	2	2	0.413223840087053	0.706398647742881
chr1	6544595	6547236	2642	*	2642	1	1	0.711855424750397	0.788954116327818
chr1	6548823	6552992	4170	*	4170	1	1	0.859693983867049	0.875831584246806
chr1	6556501	6558249	1749	*	1749	2	2	0.19855413147015	0.706398647742881
chr1	6561897	6562686	790	*	790	1	1	0.310689437629837	0.706398647742881
chr1	6613359	6615437	2079	*	2079	1	1	0.624365584744691	0.757548817017698
chr1	6638997	6642271	3275	*	3275	1	1	0.786135915822329	0.825407411392708
chr1	6659141	6665547	6407	*	6407	3	3	0.575240288543822	0.741282372208597
chr1	6760569	6762582	2014	*	2014	2	2	0.243903164895615	0.706398647742881
chr1	6803004	6804439	1436	*	1436	2	1	0.491508910414638	0.714091467784618
chr1	6843481	6847031	3551	*	3551	6	6	0.00675586292591113	0.706398647742881
chr1	7307945	7308817	873	*	873	2	2	0.0641148798508747	0.706398647742881
chr1	7359351	7360162	812	*	812	1	1	0.317794689169946	0.706398647742881
chr1	7361278	7362145	868	*	868	3	2	0.0634782786437849	0.706398647742881
chr1	7439307	7441315	2009	*	2009	1	1	0.611775410700574	0.754308838987889
chr1	7445495	7446946	1452	*	1452	2	2	0.149254552720058	0.706398647742881
chr1	7446545	7451491	4947	*	4947	5	5	0.0828625817428034	0.706398647742881
chr1	7528832	7533002	4171	*	4171	1	1	0.859760047712217	0.875867087055044
chr1	7608644	7613430	4787	*	4787	2	2	0.656350408442019	0.768419788219524
chr1	7619029	7619769	741	*	741	1	1	0.294597006762237	0.706398647742881
chr1	7739558	7741376	1819	*	1819	1	1	0.575433943027858	0.741282372208597
chr1	7763638	7766059	2422	*	2422	2	1	0.68039849129813	0.776700621128325
chr1	7830527	7832528	2002	*	2002	1	1	0.610493413790588	0.753754936968675
chr1	7842908	7845208	2301	*	2301	4	3	0.0945904008940276	0.706398647742881
chr1	8065262	8066289	1028	*	1028	1	1	0.383781297497727	0.706398647742881
chr1	8080148	8081490	1343	*	1343	1	1	0.468742117919125	0.709868042243779
chr1	8084498	8088066	3569	*	3569	1	1	0.813789714087925	0.842338999099641
chr1	8129459	8131998	2540	*	2540	1	1	0.697675509397625	0.783387775348672
chr1	8134060	8134569	510	*	510	1	1	0.213523790743923	0.706398647742881
chr1	8134989	8139944	4956	*	4956	1	1	0.903103212467814	0.910207364893477
chr1	8156034	8158740	2707	*	2707	1	1	0.720542690254985	0.79254046828164
chr1	8176746	8177537	792	*	792	1	1	0.311338416005733	0.706398647742881
chr1	8179049	8183604	4556	*	4556	1	1	0.883016502210717	0.893654104076844
chr1	8192940	8193865	926	*	926	1	1	0.353456489082689	0.706398647742881
chr1	8213068	8213718	651	*	651	1	1	0.264054382416679	0.706398647742881
chr1	8213868	8216735	2868	*	2868	3	2	0.389124842814462	0.706398647742881
chr1	8228516	8230167	1652	*	1652	1	1	0.540692934393886	0.729775508497669
chr1	8241848	8243759	1912	*	1912	2	2	0.226362686149622	0.706398647742881
chr1	8263674	8264728	1055	*	1055	1	1	0.391567579357319	0.706398647742881
chr1	8270823	8273589	2767	*	2767	1	1	0.728329056924408	0.795801596894158
chr1	8298407	8299402	996	*	996	1	1	0.374423979432109	0.706398647742881
chr1	8325563	8327370	1808	*	1808	1	1	0.573228716440654	0.741037758793288
chr1	8326954	8327833	880	*	880	1	1	0.339296651343578	0.706398647742881
chr1	8377644	8379025	1382	*	1382	1	1	0.478411025869435	0.712588038528563
chr1	8429913	8430736	824	*	824	2	2	0.0579713172910186	0.706398647742881
chr1	8430447	8431286	840	*	840	2	2	0.0599538085158844	0.706398647742881
chr1	8432489	8435435	2947	*	2947	4	4	0.050527993410556	0.706398647742881
chr1	8450893	8451722	830	*	830	2	2	0.0587120250914375	0.706398647742881
chr1	8454760	8456909	2150	*	2150	2	2	0.267360028167876	0.706398647742881
chr1	8456623	8457917	1295	*	1295	1	1	0.456595521431567	0.707399870315494
chr1	8466281	8470897	4617	*	4617	2	2	0.636970810816274	0.761417968759589
chr1	8471036	8474263	3228	*	3228	3	3	0.193162459706515	0.706398647742881
chr1	8478654	8485528	6875	*	6875	3	3	0.622514287996537	0.757198100111965
chr1	8497941	8499049	1109	*	1109	2	2	0.0963874558272543	0.706398647742881
chr1	8498678	8500682	2005	*	2005	1	1	0.611043358601652	0.753870008310415
chr1	8508772	8509516	745	*	745	1	1	0.29592463993988	0.706398647742881
chr1	8522806	8524315	1510	*	1510	1	1	0.508925333136775	0.720009266666406
chr1	8524102	8524900	799	*	799	1	1	0.313605032422413	0.706398647742881
chr1	8584795	8586635	1841	*	1841	2	2	0.214207202546318	0.706398647742881
chr1	8760813	8764195	3383	*	3383	3	3	0.21158931144041	0.706398647742881
chr1	8771842	8773831	1990	*	1990	1	1	0.608285847888806	0.753050633395632
chr1	8875336	8879306	3971	*	3971	1	1	0.84590825718824	0.865085096345987
chr1	8930897	8941925	11029	*	11029	4	4	0.752875044657336	0.806787384587541
chr1	8949086	8951437	2352	*	2352	3	3	0.0993363089809893	0.706398647742881
chr1	8962771	8964446	1676	*	1676	1	1	0.545855339035093	0.731255906325408
chr1	9045833	9047305	1473	*	1473	2	2	0.152657387058136	0.706398647742881
chr1	9129074	9129958	885	*	885	2	2	0.0656514959733834	0.706398647742881
chr1	9144678	9145506	829	*	829	1	1	0.323234908674196	0.706398647742881
chr1	9174165	9175427	1263	*	1263	1	1	0.448343891736463	0.706568583062288
chr1	9180356	9181295	940	*	940	1	1	0.357705468550931	0.706398647742881
chr1	9187223	9190378	3156	*	3156	1	1	0.773807664221702	0.818352033918807
chr1	9221131	9225915	4785	*	4785	1	1	0.894976766108442	0.903802522232743
chr1	9226011	9226560	550	*	550	1	1	0.22820125601039	0.706398647742881
chr1	9226350	9228332	1983	*	1983	1	1	0.606992327729482	0.752312280743916
chr1	9240194	9243849	3656	*	3656	2	2	0.511358067859329	0.720567217254937
chr1	9293485	9296598	3114	*	3114	1	1	0.769288903193198	0.815746847613391
chr1	9297900	9298868	969	*	969	1	1	0.366418306073024	0.706398647742881
chr1	9308915	9312187	3273	*	3273	3	3	0.198471089259165	0.706398647742881
chr1	9335652	9336360	709	*	709	1	1	0.283885419876993	0.706398647742881
chr1	9350222	9351482	1261	*	1261	1	1	0.447824024077927	0.706568583062288
chr1	9351227	9356323	5097	*	5097	2	2	0.689542087157882	0.780405385024355
chr1	9359215	9361832	2618	*	2618	1	1	0.708579995090063	0.787470139505389
chr1	9361649	9364798	3150	*	3150	1	1	0.773167586496825	0.818190055044858
chr1	9364954	9365752	799	*	799	1	1	0.313605032422413	0.706398647742881
chr1	9374773	9382271	7499	*	7499	4	4	0.460967017756973	0.708399051995015
chr1	9383793	9384492	700	*	700	1	1	0.280843585307515	0.706398647742881
chr1	9384109	9387537	3429	*	3429	3	3	0.217130035321189	0.706398647742881
chr1	9397826	9400532	2707	*	2707	2	2	0.362419786252243	0.706398647742881
chr1	9400087	9401850	1764	*	1764	2	2	0.201097297982831	0.706398647742881
chr1	9404544	9407215	2672	*	2672	1	1	0.715897990231419	0.790686152643314
chr1	9421227	9423541	2315	*	2315	1	1	0.663879970418455	0.770603900631756
chr1	9430637	9435276	4640	*	4640	1	1	0.887554156762117	0.897501877057382
chr1	9435153	9438121	2969	*	2969	3	3	0.163370133756379	0.706398647742881
chr1	9442951	9443666	716	*	716	1	1	0.286242393318311	0.706398647742881
chr1	9444247	9445508	1262	*	1262	1	1	0.448084019117229	0.706568583062288
chr1	9458087	9458971	885	*	885	1	1	0.340850665915357	0.706398647742881
chr1	9497424	9500861	3438	*	3438	1	1	0.801939371577701	0.835001366598587
chr1	9500466	9502772	2307	*	2307	2	2	0.294418668791249	0.706398647742881
chr1	9503559	9504663	1105	*	1105	1	1	0.405727758710148	0.706398647742881
chr1	9542480	9543854	1375	*	1375	1	1	0.476688632513763	0.712052792862142
chr1	9620834	9621839	1006	*	1006	1	1	0.377363304533599	0.706398647742881
chr1	9621499	9622612	1114	*	1114	2	2	0.0971134155653154	0.706398647742881
chr1	9689820	9690665	846	*	846	1	1	0.328631745361303	0.706398647742881
chr1	9711135	9712879	1745	*	1745	2	2	0.197876607350847	0.706398647742881
chr1	9778744	9780168	1425	*	1425	2	2	0.144902580563316	0.706398647742881
chr1	9882418	9886526	4109	*	4109	2	2	0.573972106726661	0.741085956615606
chr1	9895489	9897299	1811	*	1811	2	2	0.209089256437579	0.706398647742881
chr1	9902500	9905105	2606	*	2606	2	2	0.345441241246217	0.706398647742881
chr1	9952241	9953954	1714	*	1714	1	1	0.553910740720864	0.733848693228515
chr1	9968973	9970808	1836	*	1836	2	2	0.213353384097905	0.706398647742881
chr1	9970360	9972177	1818	*	1818	1	1	0.575233939635146	0.741282372208597
chr1	10001889	10004718	2830	*	2830	2	2	0.382865160893399	0.706398647742881
chr1	10091825	10094593	2769	*	2769	3	3	0.141410036625187	0.706398647742881
chr1	10094787	10095336	550	*	550	1	1	0.22820125601039	0.706398647742881
chr1	10094932	10095631	700	*	700	1	1	0.280843585307515	0.706398647742881
chr1	10119107	10120223	1117	*	1117	1	1	0.409076872162333	0.706398647742881
chr1	10126457	10127235	779	*	779	1	1	0.30710910907079	0.706398647742881
chr1	10269207	10272837	3631	*	3631	3	3	0.241787931744949	0.706398647742881
chr1	10437090	10439058	1969	*	1969	1	1	0.604392458902058	0.751012691030529
chr1	10458116	10460550	2435	*	2435	1	1	0.682349293213507	0.777818466300266
chr1	10489885	10491736	1852	*	1852	2	2	0.216086708361895	0.706398647742881
chr1	10531455	10534312	2858	*	2858	2	2	0.387480288403201	0.706398647742881
chr1	10534112	10536209	2098	*	2098	3	3	0.0766800973074595	0.706398647742881
chr1	10554247	10557208	2962	*	2962	3	3	0.162584907315138	0.706398647742881
chr1	10556887	10557845	959	*	959	1	1	0.363427312142914	0.706398647742881
chr1	10567672	10568393	722	*	722	1	1	0.288256480890463	0.706398647742881
chr1	10571138	10572201	1064	*	1064	1	1	0.394141081772776	0.706398647742881
chr1	10573201	10573909	709	*	709	1	1	0.283885419876993	0.706398647742881
chr1	10574070	10578883	4814	*	4814	2	2	0.659350867555315	0.769484922544382
chr1	10578852	10580263	1412	*	1412	1	1	0.485728732892986	0.713436495796112
chr1	10658859	10661032	2174	*	2174	3	3	0.0831963645097568	0.706398647742881
chr1	10686756	10689721	2966	*	2966	2	2	0.405134109842496	0.706398647742881
chr1	10694139	10696826	2688	*	2688	1	1	0.718030783841942	0.791763961480038
chr1	10725270	10727651	2382	*	2382	3	3	0.102171942019967	0.706398647742881
chr1	10734998	10736528	1531	*	1531	1	1	0.513758266033681	0.721209885263111
chr1	10745480	10748610	3131	*	3131	2	2	0.431616995270638	0.706398647742881
chr1	10753352	10754837	1486	*	1486	1	1	0.503343133548636	0.71831429314515
chr1	10754440	10755829	1390	*	1390	1	1	0.480372534905902	0.712747763572772
chr1	10763762	10765581	1820	*	1820	3	3	0.0549163837287233	0.706398647742881
chr1	10796713	10799082	2370	*	2370	1	1	0.672474740173215	0.774270362516218
chr1	10821136	10823591	2456	*	2456	2	2	0.319962266506347	0.706398647742881
chr1	10824695	10825697	1003	*	1003	1	1	0.376482960085387	0.706398647742881
chr1	10825271	10827991	2721	*	2721	1	1	0.722379238532568	0.793130343323889
chr1	10836143	10836993	851	*	851	1	1	0.330210844442395	0.706398647742881
chr1	10836666	10837324	659	*	659	1	1	0.266822009898919	0.706398647742881
chr1	10837920	10841935	4016	*	4016	2	2	0.561608375996133	0.736821762683058
chr1	10849568	10850751	1184	*	1184	1	1	0.427432177048859	0.706398647742881
chr1	10850800	10853268	2469	*	2469	1	1	0.687395279376353	0.779707488540288
chr1	10863535	10865367	1833	*	1833	1	1	0.578224122541729	0.741618624783945
chr1	10884504	10885406	903	*	903	1	1	0.34641491547378	0.706398647742881
chr1	10884990	10885512	523	*	523	1	1	0.218324329081949	0.706398647742881
chr1	10895197	10896728	1532	*	1532	1	1	0.513987215579199	0.721227707126946
chr1	11025051	11026077	1027	*	1027	1	1	0.383491010911862	0.706398647742881
chr1	11025729	11026551	823	*	823	2	2	0.0578481863069515	0.706398647742881
chr1	11035380	11036947	1568	*	1568	1	1	0.522157995825026	0.723660535654173
chr1	11039485	11041240	1756	*	1756	2	2	0.199740466377648	0.706398647742881
chr1	11071599	11073909	2311	*	2311	2	2	0.295106636769987	0.706398647742881
chr1	11118660	11120331	1672	*	1672	1	1	0.544998985363953	0.731101438037818
chr1	11305280	11306215	936	*	936	2	2	0.0723163765964906	0.706398647742881
chr1	11305912	11306785	874	*	874	1	1	0.337426996941845	0.706398647742881
chr1	11538637	11539812	1176	*	1176	2	2	0.106241178081378	0.706398647742881
chr1	11709984	11711202	1219	*	1219	1	1	0.436792919631851	0.706398647742881
chr1	11712849	11713610	762	*	762	1	1	0.301539261294265	0.706398647742881
chr1	11713970	11715832	1863	*	1863	1	1	0.584141487466832	0.743768480139395
chr1	11740151	11742310	2160	*	2160	1	1	0.638425501711264	0.761955812527281
chr1	11779109	11780302	1194	*	1194	1	1	0.430122438374378	0.706398647742881
chr1	11795180	11798818	3639	*	3639	5	5	0.0287526526975522	0.706398647742881
chr1	11846191	11852894	6704	*	6704	1	1	0.95746202109639	0.959136981433189
chr1	11862313	11867678	5366	*	5366	2	2	0.716159787858268	0.790825930719241
chr1	11985685	11987507	1823	*	1823	2	2	0.211134981665222	0.706398647742881
chr1	12078478	12080696	2219	*	2219	1	1	0.648334271130196	0.765640206803122
chr1	12185373	12186699	1327	*	1327	3	3	0.0251302179725689	0.706398647742881
chr1	12191514	12192338	825	*	825	1	1	0.321958772851692	0.706398647742881
chr1	12192270	12194375	2106	*	2106	1	1	0.629111944148363	0.759200906144776
chr1	12209834	12211933	2100	*	2100	2	2	0.258732493964056	0.706398647742881
chr1	12212593	12214244	1652	*	1652	3	3	0.0434487066812808	0.706398647742881
chr1	12220882	12223109	2228	*	2228	1	1	0.649821720799173	0.766235823831905
chr1	12225670	12226398	729	*	729	1	1	0.290599067702874	0.706398647742881
chr1	12226267	12229504	3238	*	3238	2	2	0.448449280391493	0.706568583062288
chr1	12229441	12230028	588	*	588	1	1	0.241891054521288	0.706398647742881
chr1	12231097	12231629	533	*	533	1	1	0.221997102406392	0.706398647742881
chr1	12231819	12234324	2506	*	2506	2	2	0.328486104518715	0.706398647742881
chr1	12236489	12240758	4270	*	4270	3	2	0.594768592002482	0.74751047440068
chr1	12240280	12242717	2438	*	2438	1	1	0.682797784623186	0.777818466300266
chr1	12243636	12246818	3183	*	3183	1	1	0.776665735996702	0.819962172931484
chr1	12289681	12292248	2568	*	2568	2	2	0.339013946270679	0.706398647742881
chr1	12445136	12446580	1445	*	1445	1	1	0.493659688385844	0.714921145621595
chr1	12453737	12454539	803	*	803	1	1	0.31489689075114	0.706398647742881
chr1	12458995	12461198	2204	*	2204	2	2	0.276675732223006	0.706398647742881
chr1	12469548	12470831	1284	*	1284	1	1	0.453773039549028	0.70696344460394
chr1	12492571	12494263	1693	*	1693	2	2	0.189095702659529	0.706398647742881
chr1	12534855	12536147	1293	*	1293	1	1	0.456083429913537	0.707264560624734
chr1	12535777	12536760	984	*	984	1	1	0.370878467389766	0.706398647742881
chr1	12536700	12540797	4098	*	4098	1	1	0.854854681186716	0.872041281880974
chr1	12555928	12557526	1599	*	1599	1	1	0.529083786379257	0.725331480547208
chr1	12570292	12572139	1848	*	1848	2	2	0.215403078631288	0.706398647742881
chr1	12587320	12588322	1003	*	1003	1	1	0.376482960085387	0.706398647742881
chr1	12587966	12588614	649	*	649	3	2	0.0379241285829552	0.706398647742881
chr1	12588506	12589207	702	*	702	3	2	0.0436612720650121	0.706398647742881
chr1	12599751	12601320	1570	*	1570	2	2	0.168560638962333	0.706398647742881
chr1	12608246	12611077	2832	*	2832	3	3	0.148217369860223	0.706398647742881
chr1	12616100	12616837	738	*	738	1	1	0.293599639255037	0.706398647742881
chr1	12616432	12617524	1093	*	1093	1	1	0.402359663836546	0.706398647742881
chr1	12651225	12651959	735	*	735	1	1	0.292600861572441	0.706398647742881
chr1	12654250	12658607	4358	*	4358	1	1	0.871582817175018	0.884667279232883
chr1	12664338	12665345	1008	*	1008	3	3	0.0122779405137375	0.706398647742881
chr1	12674275	12680714	6440	*	6440	3	3	0.578693030433398	0.741880922051022
chr1	12681773	12682999	1227	*	1227	1	1	0.438910939437361	0.706568583062288
chr1	13919761	13920641	881	*	881	1	1	0.33960774708224	0.706398647742881
chr1	14025734	14028238	2505	*	2505	1	1	0.692650747046958	0.78156139909883
chr1	14049925	14050618	694	*	694	1	1	0.278808520767585	0.706398647742881
chr1	14056376	14058316	1941	*	1941	1	1	0.599141010631366	0.749400330642603
chr1	14074622	14077521	2900	*	2900	3	2	0.394374034195409	0.706398647742881
