seqnames	start	end	width	strand	nj	nSNV	nSamples	p.value	p.adjust
chr1	6506635	6508800	2166	*	2166	2	2	0.0136717751193136	0.253650932488231
chr1	6508437	6509501	1065	*	1065	1	1	0.0863864601628267	0.253650932488231
chr1	6659194	6665214	6021	*	6021	1	1	0.399973931814045	0.407757624899444
chr1	6803004	6804292	1289	*	1289	2	1	0.103583662695037	0.253650932488231
chr1	7763694	7766059	2366	*	2366	2	1	0.18185519350162	0.254405857228992
chr1	8138278	8139720	1443	*	1443	1	1	0.115218593179659	0.253650932488231
chr1	8176746	8177537	792	*	792	1	1	0.064980682191158	0.253650932488231
chr1	8242715	8243759	1045	*	1045	1	1	0.0848350447198027	0.253650932488231
chr1	8377644	8379025	1382	*	1382	1	1	0.110628123558431	0.253650932488231
chr1	8434382	8435139	758	*	758	1	1	0.0622798780846836	0.253650932488231
chr1	8762537	8764064	1528	*	1528	1	1	0.121575665436043	0.253650932488231
chr1	8936268	8941267	5000	*	5000	2	2	0.0627404011198293	0.253650932488231
chr1	9221131	9225915	4785	*	4785	1	1	0.333641882242094	0.348528963266124
chr1	9240714	9243828	3115	*	3115	1	1	0.23222317764888	0.270101743886618
chr1	9293673	9296598	2926	*	2926	1	1	0.219813794421747	0.264086009601603
chr1	9351227	9356323	5097	*	5097	1	1	0.351047707176386	0.363980681691212
chr1	9364954	9365752	799	*	799	1	1	0.0655357637366215	0.253650932488231
chr1	9374773	9382271	7499	*	7499	1	1	0.470682062061855	0.474629081450214
chr1	9384109	9387537	3429	*	3429	2	2	0.0320445272956416	0.253650932488231
chr1	9689820	9690665	846	*	846	1	1	0.0692542153551325	0.253650932488231
chr1	9711224	9711820	597	*	597	1	1	0.0493844598415925	0.253650932488231
chr1	9711424	9711990	567	*	567	1	1	0.0469620588799911	0.253650932488231
chr1	9711544	9712806	1263	*	1263	2	2	0.00487835742095954	0.253650932488231
chr1	9895702	9897299	1598	*	1598	1	1	0.1267765911447	0.253650932488231
chr1	10554637	10555442	806	*	806	1	1	0.0660905157535749	0.253650932488231
chr1	10555091	10557174	2084	*	2084	2	2	0.012711627276958	0.253650932488231
chr1	10694139	10696826	2688	*	2688	1	1	0.203901456605233	0.257357492103599
chr1	10825271	10827032	1762	*	1762	1	1	0.138841352259372	0.253650932488231
chr1	10849568	10850751	1184	*	1184	1	1	0.0955631552246061	0.253650932488231
chr1	11025729	11026551	823	*	823	1	1	0.0674363999393061	0.253650932488231
chr1	11795180	11798818	3639	*	3639	2	2	0.0356920943249278	0.253650932488231
chr1	11862443	11867670	5228	*	5228	1	1	0.35821970605874	0.370328344032199
chr1	12191514	12192338	825	*	825	1	1	0.0675946116846973	0.253650932488231
chr1	12209834	12211933	2100	*	2100	2	2	0.012896561599359	0.253650932488231
chr1	12231831	12234324	2494	*	2494	1	1	0.190691107023967	0.254585534407146
chr1	12537614	12540106	2493	*	2493	1	1	0.190622447649518	0.254585534407146
chr1	12588506	12589207	702	*	702	2	1	0.0578144780185288	0.253650932488231
chr1	12599751	12601296	1546	*	1546	1	1	0.122915997569322	0.253650932488231
chr1	12608480	12611077	2598	*	2598	2	2	0.0192223667750329	0.253650932488231
chr1	12654279	12658607	4329	*	4329	1	1	0.307359371076052	0.325573259732411
chr1	14025734	14027993	2260	*	2260	1	1	0.174464975025966	0.253650932488231
chr1	14924629	14925855	1227	*	1227	1	1	0.0988563842373876	0.253650932488231
chr1	15059551	15060809	1259	*	1259	1	1	0.101299374561982	0.253650932488231
chr1	15148888	15150002	1115	*	1115	1	1	0.0902535022423182	0.253650932488231
chr1	15255773	15257729	1957	*	1957	1	1	0.152969904950796	0.253650932488231
chr1	15301312	15302136	825	*	825	1	1	0.0675946116846973	0.253650932488231
chr1	15302697	15304204	1508	*	1508	1	1	0.120084005101836	0.253650932488231
chr1	15303821	15305461	1641	*	1641	1	1	0.129956166016394	0.253650932488231
chr1	15322218	15323586	1369	*	1369	1	1	0.109646752260201	0.253650932488231
chr1	15532555	15534528	1974	*	1974	1	1	0.1541905847158	0.253650932488231
chr1	15672726	15673602	877	*	877	1	1	0.0716987091734244	0.253650932488231
chr1	16006345	16008785	2441	*	2441	1	1	0.187044121934733	0.254554738795704
chr1	16023284	16024290	1007	*	1007	1	1	0.0818800937086366	0.253650932488231
chr1	16125017	16128448	3432	*	3432	1	1	0.252595234846827	0.283272867226486
chr1	16292427	16293656	1230	*	1230	1	1	0.0990856964106509	0.253650932488231
chr1	16338663	16341903	3241	*	3241	1	1	0.240386249673343	0.275478372757561
chr1	17026682	17029031	2350	*	2350	1	1	0.180743942811608	0.253920163450322
chr1	17306564	17307625	1062	*	1062	1	1	0.0861539156183476	0.253650932488231
chr1	17380554	17381583	1030	*	1030	1	1	0.0836697545093854	0.253650932488231
chr1	17527576	17529577	2002	*	2002	1	1	0.156197282444645	0.253650932488231
chr1	17853140	17854421	1282	*	1282	1	1	0.103051182000132	0.253650932488231
chr1	17885530	17886689	1160	*	1160	1	1	0.0937198435082691	0.253650932488231
chr1	19239564	19240544	981	*	981	1	1	0.0798527895887285	0.253650932488231
chr1	19250062	19251681	1620	*	1620	1	1	0.128404799398204	0.253650932488231
chr1	19281417	19284714	3298	*	3298	1	1	0.244050500442856	0.277513689628874
chr1	19399892	19402549	2658	*	2658	3	3	0.00122984868260967	0.253650932488231
chr1	19724013	19725205	1193	*	1193	1	1	0.096253430125511	0.253650932488231
chr1	19724849	19725994	1146	*	1146	1	1	0.0926428439150599	0.253650932488231
chr1	19754314	19755178	865	*	865	1	1	0.0707532160304755	0.253650932488231
chr1	19776697	19777566	870	*	870	1	1	0.0711472884821113	0.253650932488231
chr1	19777309	19780487	3179	*	3179	1	1	0.236380403763785	0.273374582800915
chr1	19809597	19814197	4601	*	4601	1	1	0.323158858698382	0.338916456169106
chr1	19831733	19832888	1156	*	1156	1	1	0.0934122598499713	0.253650932488231
chr1	19890027	19891317	1291	*	1291	2	2	0.00508941077567604	0.253650932488231
chr1	19969395	19973730	4336	*	4336	1	1	0.307770562613415	0.325872257181035
chr1	20536440	20539715	3276	*	3276	2	2	0.029486040306416	0.253650932488231
chr1	20539309	20540392	1084	*	1084	1	1	0.087857868721223	0.253650932488231
chr1	21604148	21605337	1190	*	1190	1	1	0.0960233970477906	0.253650932488231
chr1	21605023	21608188	3166	*	3166	2	2	0.0276997762307719	0.253650932488231
chr1	21624678	21625755	1078	*	1078	1	1	0.0873934695806573	0.253650932488231
chr1	21654651	21658158	3508	*	3508	1	1	0.25739850808551	0.286785012971788
chr1	21964414	21966555	2142	*	2142	1	1	0.166159582709508	0.253650932488231
chr1	22282617	22285102	2486	*	2486	1	1	0.190141668904663	0.254585534407146
chr1	22970166	22971258	1093	*	1093	1	1	0.088554024370914	0.253650932488231
chr1	23153930	23155162	1233	*	1233	1	1	0.0993149502313146	0.253650932488231
chr1	23748658	23751891	3234	*	3234	1	1	0.239935031148199	0.275216895060314
chr1	24150995	24152744	1750	*	1750	1	1	0.137964245220444	0.253650932488231
chr1	24718090	24718933	844	*	844	1	1	0.0690962852134265	0.253650932488231
chr1	24827791	24830533	2743	*	2743	1	1	0.207607272559919	0.258405863388968
chr1	24885524	24886657	1134	*	1134	1	1	0.091718682785735	0.253650932488231
chr1	25200916	25202930	2015	*	2015	1	1	0.157127344496397	0.253650932488231
chr1	25520571	25522496	1926	*	1926	1	1	0.150739422399802	0.253650932488231
chr1	25829431	25831176	1746	*	1746	1	1	0.137671677729985	0.253650932488231
chr1	25943026	25944942	1917	*	1917	2	2	0.0108522111405306	0.253650932488231
chr1	26200511	26203356	2846	*	2846	1	1	0.214500915680714	0.261443064931274
chr1	26217418	26219717	2300	*	2300	1	1	0.17726154672123	0.253901585780528
chr1	26420246	26420905	660	*	660	1	1	0.0544514789163696	0.253650932488231
chr1	26436708	26439798	3091	*	3091	1	1	0.230658389548585	0.269288071293373
chr1	26604696	26608436	3741	*	3741	1	1	0.271932795441996	0.297579404484716
chr1	26797782	26800267	2486	*	2486	1	1	0.190141668904663	0.254585534407146
chr1	27018353	27025367	7015	*	7015	1	1	0.448496240226459	0.452947815811833
chr1	27097417	27098894	1478	*	1478	1	1	0.117841763877993	0.253650932488231
chr1	27151952	27154814	2863	*	2863	1	1	0.215632921312228	0.261737505543244
chr1	27154909	27155937	1029	*	1029	1	1	0.0835920157597067	0.253650932488231
chr1	27323870	27325409	1540	*	1540	2	1	0.122469447582248	0.253650932488231
chr1	27325134	27326274	1141	*	1141	1	1	0.0922578911076083	0.253650932488231
chr1	27334109	27340307	6199	*	6199	1	1	0.40896647133909	0.41596339866496
chr1	27471770	27472498	729	*	729	1	1	0.0599700871630017	0.253650932488231
chr1	27706606	27707111	506	*	506	1	1	0.0420174571028006	0.253650932488231
chr1	27706791	27707440	650	*	650	1	1	0.0536489971850005	0.253650932488231
chr1	27755657	27756475	819	*	819	1	1	0.0671198959072508	0.253650932488231
chr1	27881866	27883010	1145	*	1145	1	1	0.0925658664157648	0.253650932488231
chr1	27956986	27957777	792	*	792	1	1	0.064980682191158	0.253650932488231
chr1	28213602	28215233	1632	*	1632	1	1	0.129291633014217	0.253650932488231
chr1	28448878	28451319	2442	*	2442	1	1	0.187113084858007	0.254554738795704
chr1	28486707	28488134	1428	*	1428	1	1	0.114091990695835	0.253650932488231
chr1	28695594	28697786	2193	*	2193	1	1	0.169759405120214	0.253650932488231
chr1	28763448	28764539	1092	*	1092	1	1	0.0884766999882537	0.253650932488231
chr1	28907066	28910055	2990	*	2990	2	2	0.0249368867359884	0.253650932488231
chr1	29062405	29064977	2573	*	2573	1	1	0.19609683314174	0.2555384889528
chr1	29064682	29065510	829	*	829	1	1	0.0679109546569802	0.253650932488231
chr1	29562608	29566878	4271	*	4271	1	1	0.303942945685128	0.32285719393733
chr1	30185383	30186472	1090	*	1090	1	1	0.0883220315424602	0.253650932488231
chr1	30556149	30557248	1100	*	1100	1	1	0.0890951114170552	0.253650932488231
chr1	31217699	31222228	4530	*	4530	1	1	0.319069824165692	0.335359245065689
chr1	31634982	31635944	963	*	963	1	1	0.078446649618049	0.253650932488231
chr1	31862784	31863770	987	*	987	1	1	0.0803210259638424	0.253650932488231
chr1	32130938	32133442	2505	*	2505	1	1	0.191445975843541	0.254585534407146
chr1	32225621	32227529	1909	*	1909	1	1	0.149513761886264	0.253650932488231
chr1	32409197	32411355	2159	*	2159	1	1	0.167361254445351	0.253650932488231
chr1	32527690	32529318	1629	*	1629	1	1	0.129070009240328	0.253650932488231
chr1	32537715	32539639	1925	*	1925	1	1	0.150667373642512	0.253650932488231
chr1	32816091	32818657	2567	*	2567	1	1	0.195687541730912	0.2555384889528
chr1	33427305	33428224	920	*	920	4	1	0.075078833237599	0.253650932488231
chr1	33428039	33431044	3006	*	3006	2	1	0.225090738454412	0.266552170358616
chr1	33445498	33448395	2898	*	2898	1	1	0.217958386926324	0.262971697883815
chr1	33563969	33566039	2071	*	2071	1	1	0.161122060530379	0.253650932488231
chr1	35257827	35259664	1838	*	1838	1	1	0.144375676470036	0.253650932488231
chr1	35330939	35332849	1911	*	1911	1	1	0.149658049002076	0.253650932488231
chr1	35657051	35659122	2072	*	2072	1	1	0.161193222418173	0.253650932488231
chr1	36042520	36043855	1336	*	1336	1	1	0.107150712830247	0.253650932488231
chr1	36553711	36556082	2372	*	2372	1	1	0.182271523795489	0.254405857228992
chr1	36613780	36618120	4341	*	4341	1	1	0.308064121392624	0.325993453257675
chr1	36620251	36624398	4148	*	4148	2	2	0.0451497237022049	0.253650932488231
chr1	36688109	36691283	3175	*	3175	1	1	0.236121237867594	0.273313819636281
chr1	36947417	36949110	1694	*	1694	1	1	0.133859252241774	0.253650932488231
chr1	37979046	37981308	2263	*	2263	1	1	0.174675047235735	0.253650932488231
chr1	38411062	38413356	2295	*	2295	1	1	0.176912494007793	0.253901585780528
chr1	38461176	38462585	1410	*	1410	1	1	0.112738173993319	0.253650932488231
chr1	38462216	38463042	827	*	827	1	1	0.067752796589071	0.253650932488231
chr1	40391803	40393429	1627	*	1627	1	1	0.128922228719453	0.253650932488231
chr1	40838934	40840975	2042	*	2042	1	1	0.1590557375373	0.253650932488231
chr1	40996544	40998081	1538	*	1538	1	1	0.122320547069582	0.253650932488231
chr1	41156686	41158771	2086	*	2086	1	1	0.162188855231755	0.253650932488231
chr1	41372614	41374085	1472	*	1472	1	1	0.117392630445111	0.253650932488231
chr1	41384387	41386104	1718	*	1718	1	1	0.135620923152148	0.253650932488231
chr1	41706569	41708814	2246	*	2246	1	1	0.17348393083151	0.253650932488231
chr1	41949474	41953392	3919	*	3919	1	1	0.282844276560926	0.305663616683794
chr1	41965529	41967745	2217	*	2217	1	1	0.171448057580448	0.253650932488231
chr1	41967347	41968306	960	*	960	1	1	0.0782120841319508	0.253650932488231
chr1	42356090	42357102	1013	*	1013	1	1	0.0823472984471576	0.253650932488231
chr1	42385236	42386011	776	*	776	2	2	0.00189038000940756	0.253650932488231
chr1	42799626	42801942	2317	*	2317	1	1	0.17844721909306	0.253920163450322
chr1	42928305	42928988	684	*	684	1	1	0.0563746597945941	0.253650932488231
chr1	43281472	43283573	2102	*	2102	1	1	0.163325274309228	0.253650932488231
chr1	43417547	43420148	2602	*	2602	2	2	0.0192775080171573	0.253650932488231
chr1	43421041	43429856	8816	*	8816	1	1	0.52663648689637	0.528534456025928
chr1	43431446	43433942	2497	*	2497	1	1	0.190897050203104	0.254585534407146
chr1	43636952	43638476	1525	*	1525	1	1	0.121352077695896	0.253650932488231
chr1	43759418	43760153	736	*	736	1	1	0.0605281432874695	0.253650932488231
chr1	43831220	43835269	4050	*	4050	2	2	0.043263685508367	0.253650932488231
chr1	44000535	44004482	3948	*	3948	1	1	0.284606433016599	0.307066198427983
chr1	44248598	44249698	1101	*	1101	1	1	0.0891723833399681	0.253650932488231
chr1	44439566	44442072	2507	*	2507	1	1	0.191583149054458	0.254585534407146
chr1	44966788	44967845	1058	*	1058	1	1	0.0858437641494648	0.253650932488231
chr1	45137274	45143342	6069	*	6069	3	3	0.0120452181332406	0.253650932488231
chr1	45475778	45477825	2048	*	2048	1	1	0.159483669816693	0.253650932488231
chr1	45768274	45771074	2801	*	2801	1	1	0.211496537982672	0.260002278459601
chr1	45964884	45966011	1128	*	1128	1	1	0.0912562493023543	0.253650932488231
chr1	46150935	46155125	4191	*	4191	2	2	0.0459867151318086	0.253650932488231
chr1	46215194	46217802	2609	*	2609	1	1	0.198548211505865	0.255974314590042
chr1	46766189	46771597	5409	*	5409	2	2	0.0718763628394514	0.253650932488231
chr1	46987520	46988927	1408	*	1408	1	1	0.112587622265637	0.253650932488231
chr1	47081180	47083491	2312	*	2312	1	1	0.178098669409665	0.253920163450322
chr1	47132891	47134755	1865	*	1865	1	1	0.146333243820631	0.253650932488231
chr1	47778974	47781254	2281	*	2281	1	1	0.17593435838077	0.253650932488231
chr1	47789570	47790453	884	*	884	1	1	0.0722498025095225	0.253650932488231
chr1	47798235	47801119	2885	*	2885	1	1	0.217095448471195	0.262369122398605
chr1	47902117	47904281	2165	*	2165	1	1	0.16778496028675	0.253650932488231
chr1	48461940	48463291	1352	*	1352	1	1	0.108361786435061	0.253650932488231
chr1	51778932	51780945	2014	*	2014	1	1	0.157055837671538	0.253650932488231
chr1	53017616	53020079	2464	*	2464	1	1	0.18862878996964	0.254554738795704
chr1	53191716	53193256	1541	*	1541	1	1	0.122543888365309	0.253650932488231
chr1	54480998	54484382	3385	*	3385	1	1	0.249609254674242	0.281715564522486
chr1	54807792	54809076	1285	*	1285	1	1	0.103279426731787	0.253650932488231
chr1	59041304	59044015	2712	*	2712	1	1	0.205520666473051	0.257707482692365
chr1	59246941	59252035	5095	*	5095	1	1	0.350937592116767	0.363980681691212
chr1	59278902	59282953	4052	*	4052	1	1	0.29089035907748	0.312317550705955
chr1	59364447	59365586	1140	*	1140	1	1	0.0921808809500549	0.253650932488231
chr1	59387667	59388903	1237	*	1237	1	1	0.0996205312471533	0.253650932488231
chr1	59522607	59523362	756	*	756	1	1	0.0621207645284596	0.253650932488231
chr1	59616537	59617650	1114	*	1114	1	1	0.0901763220383376	0.253650932488231
chr1	61522297	61523940	1644	*	1644	3	3	0.00030854615045095	0.204064710254497
chr1	61912792	61913810	1019	*	1019	1	1	0.0828142654386638	0.253650932488231
chr1	62206640	62207504	865	*	865	1	1	0.0707532160304755	0.253650932488231
chr1	62900645	62904247	3603	*	3603	1	1	0.263359213762088	0.291635328592551
chr1	63248735	63250513	1779	*	1779	1	1	0.140082393093576	0.253650932488231
chr1	67389380	67391841	2462	*	2462	1	1	0.188491115459273	0.254554738795704
chr1	68080204	68080970	767	*	767	1	1	0.0629955551028974	0.253650932488231
chr1	68225291	68226245	955	*	955	1	1	0.077821008970744	0.253650932488231
chr1	68297199	68299848	2650	*	2650	1	1	0.201330955864115	0.256833106261006
chr1	70818971	70821302	2332	*	2332	1	1	0.179491981521937	0.253920163450322
chr1	70875724	70877726	2003	*	2003	1	1	0.156268862100613	0.253650932488231
chr1	76189348	76191126	1779	*	1779	1	1	0.140082393093576	0.253650932488231
chr1	78443565	78446177	2613	*	2613	1	1	0.198820125036278	0.256200019865306
chr1	82265290	82269685	4396	*	4396	1	1	0.311285063121305	0.328613182157786
chr1	84763735	84765379	1645	*	1645	1	1	0.130251351196475	0.253650932488231
chr1	85039069	85040798	1730	*	1730	1	1	0.136500414482295	0.253650932488231
chr1	85155231	85157282	2052	*	2052	1	1	0.159768837017006	0.253650932488231
chr1	85929579	85931497	1919	*	1919	1	1	0.150234952720148	0.253650932488231
chr1	87793124	87796816	3693	*	3693	1	1	0.268962057525771	0.295551037667467
chr1	87796658	87798373	1716	*	1716	1	1	0.13547425419877	0.253650932488231
chr1	88149607	88150575	969	*	969	1	1	0.0789156015372363	0.253650932488231
chr1	89456936	89459991	3056	*	3056	3	2	0.0259590575834964	0.253650932488231
chr1	89663581	89665133	1553	*	1553	1	1	0.123436685360791	0.253650932488231
chr1	89989298	89991490	2193	*	2193	1	1	0.169759405120214	0.253650932488231
chr1	90285698	90288281	2584	*	2584	1	1	0.196846659864126	0.2555384889528
chr1	91486304	91488556	2253	*	2253	1	1	0.173974598573113	0.253650932488231
chr1	92202016	92203655	1640	*	1640	1	1	0.129882354069061	0.253650932488231
chr1	92269261	92270748	1488	*	1488	1	1	0.118589811765678	0.253650932488231
chr1	92350152	92352706	2555	*	2555	1	1	0.194868333655262	0.2555384889528
chr1	92545444	92546885	1442	*	1442	1	1	0.115143530940205	0.253650932488231
chr1	93249321	93251847	2527	*	2527	1	1	0.192953601867059	0.254783505734617
chr1	94057069	94059018	1950	*	1950	1	1	0.152466760201144	0.253650932488231
chr1	94101149	94102268	1120	*	1120	1	1	0.0906393050655546	0.253650932488231
chr1	94102057	94103102	1046	*	1046	1	1	0.0849126780235246	0.253650932488231
chr1	94343358	94345400	2043	*	2043	1	1	0.159127074710959	0.253650932488231
chr1	94534020	94535604	1585	*	1585	1	1	0.125813038762291	0.253650932488231
chr1	94712400	94713838	1439	*	1439	1	1	0.114918306011332	0.253650932488231
chr1	95200254	95201744	1491	*	1491	1	1	0.118814102413989	0.253650932488231
chr1	95248518	95250384	1867	*	1867	1	1	0.146478070519281	0.253650932488231
chr1	95537768	95539469	1702	*	1702	1	1	0.13444687445325	0.253650932488231
chr1	98385735	98387425	1691	*	1691	1	1	0.133638791076457	0.253650932488231
chr1	100231603	100232577	975	*	975	1	1	0.0793843148203177	0.253650932488231
chr1	100730960	100732801	1842	*	1842	1	1	0.144665969453169	0.253650932488231
chr1	101359932	101362883	2952	*	2952	1	1	0.221532731012509	0.264947938469075
chr1	101490503	101492197	1695	*	1695	2	2	0.00858544444923526	0.253650932488231
chr1	107598644	107600777	2134	*	2134	1	1	0.165593490189518	0.253650932488231
chr1	108741614	108743913	2300	*	2300	1	1	0.17726154672123	0.253901585780528
chr1	109188165	109190539	2375	*	2375	1	1	0.182479609488755	0.254405857228992
chr1	109584695	109585496	802	*	802	1	1	0.0657735549400503	0.253650932488231
chr1	109815196	109819078	3883	*	3883	1	1	0.280650732233762	0.304038293253242
chr1	110026229	110027417	1189	*	1189	1	1	0.0959467063446311	0.253650932488231
chr1	110051663	110053021	1359	*	1359	1	1	0.108891114448026	0.253650932488231
chr1	110088852	110092303	3452	*	3452	1	1	0.253862258117504	0.284452606459067
chr1	110328746	110330298	1553	*	1553	1	1	0.123436685360791	0.253650932488231
chr1	110394366	110395757	1392	*	1392	1	1	0.111382288430782	0.253650932488231
chr1	110434677	110435993	1317	*	1317	1	1	0.105710426237348	0.253650932488231
chr1	110452403	110455733	3331	*	3331	1	1	0.246163824365564	0.279077093361517
chr1	110476538	110477346	809	*	809	1	1	0.0663281657903924	0.253650932488231
chr1	110626479	110627873	1395	*	1395	1	1	0.111608413162818	0.253650932488231
chr1	111734519	111735439	921	*	921	1	1	0.0751572941592549	0.253650932488231
chr1	111734981	111736506	1526	*	1526	1	1	0.121426613265274	0.253650932488231
chr1	112046640	112047156	517	*	517	1	1	0.0429109986882266	0.253650932488231
chr1	112134877	112136533	1657	*	1657	1	1	0.131136305976754	0.253650932488231
chr1	112280188	112283680	3493	*	3493	1	1	0.256452944945469	0.286203866632879
chr1	113164069	113164973	905	*	905	2	2	0.00255334961474418	0.253650932488231
chr1	113216468	113218780	2313	*	2313	1	1	0.178168391174314	0.253920163450322
chr1	113240903	113245201	4299	*	4299	1	1	0.305594353301075	0.324152914551133
chr1	113245961	113249296	3336	*	3336	1	1	0.24648350916296	0.279319821585183
chr1	113391813	113392829	1017	*	1017	1	1	0.0826586361836944	0.253650932488231
chr1	116087688	116089371	1684	*	1684	1	1	0.133124163442657	0.253650932488231
chr1	116518293	116520052	1760	*	1760	1	1	0.138695229752547	0.253650932488231
chr1	117112141	117114648	2508	*	2508	1	1	0.191651726932754	0.254585534407146
chr1	117420724	117422606	1883	*	1883	1	1	0.147635799930927	0.253650932488231
chr1	117457608	117458474	867	*	867	1	1	0.0709108650697273	0.253650932488231
chr1	117775178	117776027	850	*	850	1	1	0.0695699952633614	0.253650932488231
chr1	117908468	117911355	2888	*	2888	2	2	0.0233905853491421	0.253650932488231
chr1	118147455	118150760	3306	*	3306	1	1	0.244563364798728	0.278037121433191
chr1	118156492	118157519	1028	*	1028	1	1	0.0835142704149013	0.253650932488231
chr1	144930387	144933632	3246	*	3246	1	1	0.240708384608918	0.275787800555605
chr1	145436827	145442138	5312	*	5312	1	1	0.362776782333183	0.374454146571376
chr1	147058065	147059631	1567	*	1567	1	1	0.12447713379607	0.253650932488231
chr1	147141130	147143588	2459	*	2459	1	1	0.188284559891007	0.254554738795704
chr1	147717796	147719357	1562	*	1562	1	1	0.124105686915343	0.253650932488231
chr1	147735160	147736694	1535	*	1535	2	2	0.00710160324078246	0.253650932488231
chr1	149898814	149900941	2128	*	2128	1	1	0.165168668604427	0.253650932488231
chr1	150038537	150040561	2025	*	2025	1	1	0.157842079204661	0.253650932488231
chr1	150120864	150124093	3230	*	3230	1	1	0.239677071661843	0.275142414007987
chr1	150132775	150133297	523	*	523	1	1	0.0433980336751997	0.253650932488231
chr1	150132819	150134019	1201	*	1201	1	1	0.0968665655303258	0.253650932488231
chr1	150253520	150254990	1471	*	1471	1	1	0.117317752644553	0.253650932488231
chr1	150254627	150255685	1059	*	1059	2	2	0.00346746604358605	0.253650932488231
chr1	150520831	150522862	2032	*	2032	1	1	0.158342032854063	0.253650932488231
chr1	150530994	150543285	12292	*	12292	1	1	0.647523990407724	0.648013889398008
chr1	151027735	151033421	5687	*	5687	1	1	0.382729418102148	0.391838496745059
chr1	152018820	152022026	3207	*	3207	1	1	0.238192104699928	0.274330523719486
chr1	153504767	153511542	6776	*	6776	1	1	0.437200267691219	0.442214990700485
chr1	153520729	153522814	2086	*	2086	1	1	0.162188855231755	0.253650932488231
chr1	153598095	153602228	4134	*	4134	1	1	0.295806051212719	0.316056101972233
chr1	153624848	153626535	1688	*	1688	1	1	0.133418273796558	0.253650932488231
chr1	153650385	153652840	2456	*	2456	1	1	0.18807795174759	0.254554738795704
chr1	154324561	154326570	2010	*	2010	1	1	0.156769749702677	0.253650932488231
chr1	154376572	154381879	5308	*	5308	1	1	0.362560514276294	0.374303937763097
chr1	154390099	154395075	4977	*	4977	1	1	0.344407623342269	0.358289566477378
chr1	154394816	154395915	1100	*	1100	1	1	0.0890951114170552	0.253650932488231
chr1	154528712	154529602	891	*	891	1	1	0.0728005686847433	0.253650932488231
chr1	154701993	154702807	815	*	815	1	1	0.0668032844564601	0.253650932488231
chr1	154702644	154704520	1877	*	1877	1	1	0.147201835542717	0.253650932488231
chr1	154831487	154833166	1680	*	1680	1	1	0.132829953270242	0.253650932488231
chr1	154927103	154929729	2627	*	2627	1	1	0.199771096099477	0.256202578139433
chr1	154971001	154979708	8708	*	8708	1	1	0.522279596169201	0.524460304295168
chr1	154988136	154991173	3038	*	3038	1	1	0.227191508848033	0.268079900382458
chr1	154990815	154991495	681	*	681	1	1	0.0561344762647656	0.253650932488231
chr1	155157258	155161367	4110	*	4110	1	1	0.294370849889518	0.314840543110054
chr1	155161430	155166593	5164	*	5164	1	1	0.354725786034745	0.36721857442963
