#HGSerous_270_IP Enhancers
#Created from /media/Data01/Marcos/MTF/histologies/RoseRes/HGSerous_270_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HGSerous_270_IP.nodup.bam
#Using cutoff of 12522.258 for Super-Enhancers
#Created on Oct 24 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HGSerous_270_IP.nodup.bam	HGSerous_270_Input.nodup.bam	enhancerRank	isSuper
Peak_166	chr2	177016155	177031343	1	15189	77669.9132	2130.8764	25	1
21_Peak_14959_lociStitched	chr2	28833046	28942679	21	57734	86259.2444	12476.2354	26	1
13_Peak_7497_lociStitched	chr22	38609795	38674234	13	28263	87405.0596	15220.4918	27	1
9_Peak_19_lociStitched	chr17	71256620	71314417	9	26841	82401.1829	10727.1232	28	1
4_Peak_36370_lociStitched	chr19	12868181	12907673	4	19404	76590.7848	6006.7332	29	1
13_Peak_1588_lociStitched	chr17	70564686	70633813	13	34228	80982.2805	12670.9791	30	1
9_Peak_54125_lociStitched	chr3	169324490	169387623	9	27801	78101.8343	9993.9539	31	1
7_Peak_38016_lociStitched	chr2	66652404	66698325	7	27667	72229.1409	4435.9686	32	1
12_Peak_44518_lociStitched	chr3	193775809	193885035	12	32324	84770.2986	17301.3984	33	1
16_Peak_42454_lociStitched	chr17	71330889	71417471	16	31884	82443.3804	15108.559	34	1
11_Peak_20813_lociStitched	chr1	234734136	234820164	11	29545	76306.836	9067.3512	35	1
2_Peak_31641_lociStitched	chr10	119297268	119314215	2	14405	68784.4836	2089.5651	36	1
7_Peak_1223_lociStitched	chr19	33513206	33553616	7	26200	74309.949	7714.269	37	1
6_Peak_67290_lociStitched	chr17	72957893	72992552	6	21804	71324.7561	6200.4951	38	1
10_Peak_196_lociStitched	chr19	16175491	16231406	10	25950	72186.265	8437.5735	39	1
13_Peak_1276_lociStitched	chr6	151031200	151100306	13	36563	74544.6422	10877.2844	40	1
14_Peak_6925_lociStitched	chr14	35799633	35878623	14	36272	70996.212	8175.465	41	1
13_Peak_6969_lociStitched	chr6	6659367	6727093	13	42271	69554.602	7165.4108	42	1
20_Peak_12150_lociStitched	chr1	164556807	164630637	20	40767	74907.918	13459.209	43	1
8_Peak_34452_lociStitched	chr3	39166121	39199903	8	28667	65574.2402	4334.2306	44	1
11_Peak_47988_lociStitched	chr7	130667110	130707139	11	24303	69005.9931	7833.6753	45	1
11_Peak_41634_lociStitched	chr1	153666166	153714760	11	20705	68420.352	8022.8694	46	1
7_Peak_30958_lociStitched	chr7	135334916	135402086	7	25279	74431.077	14152.719	47	1
7_Peak_1461_lociStitched	chr17	73670750	73720589	7	26076	69022.0311	9270.054	48	1
14_Peak_27817_lociStitched	chr9	130279464	130348151	14	32935	66035.6818	6834.3565	49	1
4_Peak_1809_lociStitched	chr1	43995070	44032376	4	32105	64364.0418	5219.1094	50	1
13_Peak_94315_lociStitched	chr11	34607992	34677212	13	43599	64236.16	5627.586	51	1
10_Peak_1512_lociStitched	chr9	124023017	124096930	10	32594	66004.309	7753.4737	52	1
10_Peak_12263_lociStitched	chr20	60921574	60967925	10	32378	64441.7953	6373.2625	53	1
10_Peak_75178_lociStitched	chr18	3578698	3626095	10	24327	65151.9162	7374.9732	54	1
37_Peak_52348_lociStitched	chr14	69010284	69161864	37	54173	74198.41	16628.326	55	1
7_Peak_41313_lociStitched	chr3	168836450	168870497	7	22653	62765.6445	5331.7602	56	1
15_Peak_187_lociStitched	chr2	43426531	43504840	15	34797	65294.0442	8723.6226	57	1
18_Peak_85244_lociStitched	chr3	32441000	32548803	18	38866	69252.6472	13313.6705	58	1
8_Peak_29747_lociStitched	chrX	3605610	3633099	8	21829	59307.5175	3466.3629	59	1
4_Peak_12437_lociStitched	chr11	65179107	65199194	4	16949	58157.8911	2757.9451	60	1
5_Peak_7167_lociStitched	chr17	72422755	72459694	5	18813	62279.154	6981.471	61	1
12_Peak_5246_lociStitched	chr4	1003016	1052568	12	27070	62103.5216	6892.6832	62	1
12_Peak_9154_lociStitched	chr22	31563642	31652179	12	34461	65862.6743	11014.0028	63	1
25_Peak_80467_lociStitched	chr14	75688513	75782437	25	41823	64976.6232	10416.1716	64	1
4_Peak_14370_lociStitched	chr14	69245946	69283884	4	24102	58496.6022	4120.0668	65	1
17_Peak_21051_lociStitched	chr12	31868411	31951246	17	31443	66740.1595	12466.6675	66	1
12_Peak_67612_lociStitched	chr7	47591917	47646382	12	28962	64078.0725	10021.56	67	1
4_Peak_16300_lociStitched	chr7	129586210	129611128	4	13651	58323.0708	5474.4846	68	1
8_Peak_56046_lociStitched	chr7	73223335	73270517	8	19580	56906.2102	4661.5816	69	1
15_Peak_30402_lociStitched	chr3	14442893	14515451	15	38947	62356.3452	10121.841	70	1
9_Peak_3164_lociStitched	chr22	32022407	32073453	9	25693	57681.98	6487.9466	71	1
27_Peak_15813_lociStitched	chr14	103570952	103699486	27	43625	61027.9432	10385.5472	72	1
22_Peak_60156_lociStitched	chr18	46351261	46480223	22	33931	66841.0046	16313.693	73	1
13_Peak_5091_lociStitched	chr20	30249222	30319859	13	28837	59737.7109	9352.3388	74	1
2_Peak_49830_lociStitched	chr4	69913858	69927217	2	13270	51966.51	1843.542	75	1
4_Peak_59495_lociStitched	chr7	73151907	73186204	4	18990	53510.1794	3391.9733	76	1
5_Peak_57749_lociStitched	chr4	2779999	2810505	5	17575	54715.5616	4737.5818	77	1
24_Peak_20320_lociStitched	chr7	73983284	74079884	24	34499	59235.12	9901.5	78	1
7_Peak_20646_lociStitched	chr11	32433111	32473477	7	29864	52265.8968	3007.267	79	1
4_Peak_106_lociStitched	chr9	14298320	14324012	4	13460	54775.344	5626.548	80	1
7_Peak_48620_lociStitched	chr3	187437527	187501608	7	20813	58461.0963	9535.2528	81	1
4_Peak_71084_lociStitched	chr12	6472161	6489280	4	12199	52137.6264	3271.4409	82	1
20_Peak_13428_lociStitched	chr11	95921423	96014041	20	40855	60757.408	12253.3614	83	1
8_Peak_20567_lociStitched	chr1	155936703	155977446	8	19967	55003.05	6905.9385	84	1
13_Peak_34789_lociStitched	chr1	10816243	10896784	13	33217	56402.8623	8497.0755	85	1
11_Peak_48060_lociStitched	chr12	58225383	58299219	11	21776	57281.9688	9827.5716	86	1
12_Peak_27978_lociStitched	chr7	142441458	142476059	12	31141	53967.1797	6688.3733	87	1
5_Peak_22035_lociStitched	chr3	50159314	50206775	5	28925	53526.5158	6706.2393	88	1
7_Peak_15121_lociStitched	chr15	93344666	93389542	7	21580	51441.3588	4734.418	89	1
2_Peak_2051_lociStitched	chr11	118779964	118801131	2	20062	48150.6916	1953.7141	90	1
5_Peak_30999_lociStitched	chr1	156066288	156100714	5	20466	52093.4232	5955.698	91	1
10_Peak_75809_lociStitched	chr1	59323380	59370749	10	24076	52669.5911	6697.9766	92	1
5_Peak_10683_lociStitched	chr9	18345902	18396311	5	17728	63868.203	18026.2584	93	1
6_Peak_13203_lociStitched	chr17	73061618	73095454	6	13068	52280.0036	6655.5412	94	1
9_Peak_66759_lociStitched	chr1	1063229	1101693	9	18204	49807.0336	4431.0528	95	1
19_Peak_16855_lociStitched	chr1	94487100	94583945	19	35381	56228.207	10953.1695	96	1
6_Peak_4022_lociStitched	chr1	180532807	180568608	6	26140	50132.1403	4926.2176	97	1
2_Peak_104_lociStitched	chr1	156709577	156723162	2	13488	46794.891	2240.1665	98	1
9_Peak_75176_lociStitched	chr9	18719362	18761144	9	18402	59472.4988	14941.2432	99	1
15_Peak_10721_lociStitched	chr3	98448398	98520675	15	34530	52234.5879	7769.7775	100	1
11_Peak_7960_lociStitched	chr1	43388973	43434003	11	28408	50361.552	6002.499	101	1
8_Peak_7364_lociStitched	chr9	19126100	19174573	8	15267	60474.9148	16180.2874	102	1
9_Peak_30568_lociStitched	chr12	26416768	26452660	9	25563	48073.7448	3948.12	103	1
3_Peak_588_lociStitched	chr1	46786226	46808056	3	19064	46639.795	2628.332	104	1
11_Peak_44819_lociStitched	chr14	77377395	77444293	11	31743	51223.7986	7318.6412	105	1
11_Peak_45765_lociStitched	chr17	76247175	76291494	11	23221	49464.4359	5708.2872	106	1
20_Peak_19242_lociStitched	chr14	70109497	70194261	20	39120	53155.5044	9400.3276	107	1
2_Peak_1946_lociStitched	chr10	77154446	77171173	2	16550	45137.8095	1428.4858	108	1
11_Peak_42481_lociStitched	chr4	79548046	79594110	11	24664	50909.9328	7365.6336	109	1
3_Peak_812_lociStitched	chr22	36846948	36866466	3	15564	48228.978	4840.464	110	1
13_Peak_1893_lociStitched	chr1	39560408	39627410	13	23901	52080.6546	8703.5598	111	1
7_Peak_1834_lociStitched	chr17	2289056	2311292	7	15834	47447.1768	4222.6164	112	1
8_Peak_53657_lociStitched	chr17	80585161	80622841	8	20495	48249.24	5067.96	113	1
18_Peak_63932_lociStitched	chr15	90543147	90646577	18	34507	54186.977	11253.184	114	1
12_Peak_44737_lociStitched	chr1	206272618	206311634	12	22241	46694.3488	3819.6664	115	1
5_Peak_3115_lociStitched	chr1	154377102	154400688	5	18827	46832.3616	4026.1302	116	1
6_Peak_5693_lociStitched	chr6	10382574	10428086	6	21432	47368.8896	4751.4528	117	1
13_Peak_28160_lociStitched	chr1	203236573	203299194	13	28396	49245.1544	6763.068	118	1
8_Peak_3603_lociStitched	chr11	73654498	73696064	8	23842	47430.9626	5474.2422	119	1
13_Peak_80126_lociStitched	chr20	52195051	52241729	13	24327	46136.5352	4215.0234	120	1
3_Peak_76080_lociStitched	chr1	160162800	160192873	3	19876	46041.763	4144.0594	121	1
Peak_900	chr2	177032548	177044340	1	11793	43604.4576	1714.5568	122	1
16_Peak_22751_lociStitched	chr20	35439214	35517094	16	32164	49484.952	7842.516	123	1
10_Peak_22034_lociStitched	chr3	4761796	4819444	10	24412	50753.2992	9200.6208	124	1
12_Peak_11572_lociStitched	chr15	90686359	90738857	12	30898	46618.224	5155.3036	125	1
32_Peak_23478_lociStitched	chr9	139413187	139520007	32	42023	52640.896	11280.192	126	1
8_Peak_80545_lociStitched	chr19	39137477	39185049	8	27903	47457.8272	6179.6028	127	1
16_Peak_41791_lociStitched	chr8	98768862	98847980	16	34749	49622.8096	8346.949	128	1
4_Peak_72587_lociStitched	chr12	12867079	12890150	4	11246	46619.5697	5507.0477	129	1
14_Peak_52060_lociStitched	chr22	39633406	39705583	14	23377	54493.635	13388.8335	130	1
19_Peak_78114_lociStitched	chr15	40324050	40408364	19	36333	47578.3902	6677.6688	131	1
5_Peak_3775_lociStitched	chr11	57528124	57568787	5	18996	45802.8032	4908.0241	132	1
15_Peak_58597_lociStitched	chr2	161051508	161128867	15	27396	51033.7323	10590.4471	133	1
5_Peak_3275_lociStitched	chr7	150062605	150082468	5	10398	44117.7093	3885.2028	134	1
8_Peak_9463_lociStitched	chr12	26253669	26305127	8	21928	45668.975	5521.4434	135	1
5_Peak_2133_lociStitched	chr18	3526402	3549356	5	17299	43511.6024	3420.146	136	1
6_Peak_9895_lociStitched	chr12	46745163	46781237	6	21321	45669.684	5627.544	137	1
5_Peak_753_lociStitched	chr12	51756391	51788047	5	22752	44467.1832	4694.5848	138	1
2_Peak_19498_lociStitched	chr19	39887817	39905229	2	17326	42039.5328	2442.9036	139	1
13_Peak_7027_lociStitched	chr11	72905238	72970817	13	24474	48030.0596	8525.27	140	1
5_Peak_30088_lociStitched	chr7	20366989	20400279	5	26746	42235.023	2756.412	141	1
12_Peak_28244_lociStitched	chr7	158594656	158658542	12	15882	48598.0802	9186.8068	142	1
10_Peak_53988_lociStitched	chr10	33226743	33274627	10	23325	46528.8828	7350.194	143	1
6_Peak_45156_lociStitched	chr3	169942618	169968828	6	25293	42942.464	3803.071	144	1
12_Peak_55172_lociStitched	chr15	75444477	75497264	12	28239	44256.6208	5257.5852	145	1
3_Peak_1147_lociStitched	chr20	3141727	3157150	3	13465	41455.4817	2631.1638	146	1
3_Peak_2135_lociStitched	chr17	7736661	7755087	3	10490	41664.8712	2892.882	147	1
6_Peak_77077_lociStitched	chr6	13839028	13885855	6	13997	49912.8993	11149.5087	148	1
21_Peak_6192_lociStitched	chr17	48961051	49028106	21	35031	44410.5265	5840.4905	149	1
44_Peak_68703_lociStitched	chr14	61936981	62087656	44	52648	51003.4875	12641.6325	150	1
17_Peak_49234_lociStitched	chr2	114569534	114652055	17	25362	48134.4993	9960.2847	151	1
14_Peak_5072_lociStitched	chr10	134219780	134278726	14	26356	43130.7882	5045.7776	152	1
13_Peak_29251_lociStitched	chr1	36590310	36671285	13	21737	47929.1025	9903.2425	153	1
10_Peak_19545_lociStitched	chr2	85622237	85667331	10	20186	42938.5068	4937.793	154	1
3_Peak_5106_lociStitched	chr19	1244160	1267536	3	19580	39821.016	1825.6656	155	1
10_Peak_7370_lociStitched	chr17	17712476	17760980	10	23954	44264.7504	6397.6776	156	1
13_Peak_27883_lociStitched	chr11	67005866	67057982	13	22963	44361.1392	6519.7116	157	1
5_Peak_25647_lociStitched	chr7	135000497	135020419	5	15384	42364.133	4528.2706	158	1
7_Peak_13629_lociStitched	chr4	6747702	6786012	7	16425	43489.512	5677.542	159	1
7_Peak_60311_lociStitched	chr12	50056167	50101675	7	19769	44811.7276	7030.986	160	1
13_Peak_71575_lociStitched	chr11	67110022	67153423	13	21866	42906.2286	5264.5413	161	1
10_Peak_37653_lociStitched	chr11	96026700	96077425	10	23999	44795.2475	7223.24	162	1
1_Peak_115_lociStitched	chr3	48465262	48477518	1	12257	39081.9328	1623.92	163	1
6_Peak_57330_lociStitched	chr12	14391655	14427029	6	12331	45512.1884	8203.2306	164	1
Peak_52	chr20	30788350	30796778	1	8429	38312.0024	1114.1816	165	1
10_Peak_13030_lociStitched	chr17	29860472	29924445	10	27288	43508.0373	6499.6568	166	1
12_Peak_49683_lociStitched	chr1	41920210	41982731	12	25905	45371.4897	8690.419	167	1
9_Peak_3926_lociStitched	chr1	235090399	235134140	9	28473	41387.7342	4728.4021	168	1
6_Peak_644_lociStitched	chr17	8029745	8078292	6	14098	44886.5562	8262.6994	169	1
18_Peak_12789_lociStitched	chr6	30785574	30855126	18	28796	43504.776	6885.648	170	1
2_Peak_33094_lociStitched	chr12	5281134	5299569	2	16155	40175.3955	3598.512	171	1
1_Peak_135_lociStitched	chr19	20606284	20617988	1	11705	38190.152	1637.3896	172	1
24_Peak_50853_lociStitched	chr5	139014830	139091810	24	41587	40114.278	3594.966	173	1
7_Peak_44686_lociStitched	chr2	28600353	28633181	7	16446	40076.4224	3604.5144	174	1
12_Peak_36371_lociStitched	chr19	38493394	38555026	12	24910	44214.7968	7845.7536	175	1
6_Peak_757_lociStitched	chr11	61721919	61747161	6	18314	38897.922	2557.0146	176	1
12_Peak_33906_lociStitched	chr4	89657093	89746596	12	27334	48116.8128	11850.1972	177	1
2_Peak_51066_lociStitched	chr7	5454287	5470039	2	11805	37447.2296	1285.3632	178	1
12_Peak_34919_lociStitched	chr11	121287274	121350946	12	24008	43207.8192	7105.7952	179	1
5_Peak_41226_lociStitched	chr3	5013875	5037663	5	16116	39740.2328	3706.1704	180	1
10_Peak_13245_lociStitched	chr1	205242760	205291526	10	26515	41012.206	5076.5406	181	1
8_Peak_5427_lociStitched	chr5	10330086	10374613	8	14344	43378.2034	7529.5157	182	1
4_Peak_13375_lociStitched	chr1	16156418	16178667	4	13432	37990.1675	2209.3257	183	1
11_Peak_42714_lociStitched	chr15	31616713	31659991	11	24019	39456.5526	3713.2524	184	1
6_Peak_87_lociStitched	chr17	73543251	73575731	6	15421	41869.968	6424.544	185	1
3_Peak_3406_lociStitched	chr3	172361309	172385281	3	18388	38829.8456	3468.7484	186	1
15_Peak_90835_lociStitched	chr2	218783604	218853965	15	31780	40767.1634	5438.9053	187	1
15_Peak_21328_lociStitched	chr6	16216806	16278545	15	27147	43155.561	7834.6791	188	1
6_Peak_3826_lociStitched	chr14	74206299	74255332	6	24738	40648.357	5393.63	189	1
2_Peak_43820_lociStitched	chr18	3446069	3467082	2	10332	37113.1606	2097.0974	190	1
7_Peak_44060_lociStitched	chr2	166647798	166692445	7	22803	40843.0756	5853.2217	191	1
3_Peak_2704_lociStitched	chr18	19744365	19774616	3	20325	38926.9868	3959.8559	192	1
9_Peak_6014_lociStitched	chr17	4416271	4467459	9	16863	44170.1252	9352.0476	193	1
1_Peak_353_lociStitched	chr17	7785963	7793922	1	7960	35911.8039	1120.6272	194	1
14_Peak_92092_lociStitched	chr3	42053942	42140327	14	28724	45939.543	11273.2425	195	1
4_Peak_72219_lociStitched	chr2	178103929	178131601	4	13316	38372.7624	3710.8152	196	1
1_Peak_64_lociStitched	chr2	157188008	157200490	1	12483	36280.1812	1759.962	197	1
13_Peak_49165_lociStitched	chr14	56157221	56222870	13	27067	43439.9433	9092.3865	198	1
6_Peak_2_lociStitched	chr12	12680739	12718404	6	11430	42614.181	8335.2645	199	1
8_Peak_28182_lociStitched	chr20	19715123	19768700	8	20114	41034.6243	6820.3521	200	1
8_Peak_48893_lociStitched	chr3	49481179	49531619	8	20996	40432.704	6264.648	201	1
4_Peak_30215_lociStitched	chr6	2961598	2992361	4	16355	37380.1213	3291.641	202	1
17_Peak_42771_lociStitched	chr17	38462647	38508216	17	33074	37279.9989	3385.7767	203	1
12_Peak_61234_lociStitched	chr17	57903077	57934590	12	26812	36186.3779	2297.2977	204	1
9_Peak_17851_lociStitched	chr15	71787802	71831866	9	28776	38846.8224	4970.4192	205	1
3_Peak_80_lociStitched	chr20	280878	308836	3	9654	40527.9168	6654.004	206	1
4_Peak_13279_lociStitched	chr1	183831111	183855512	4	20296	37377.4518	3518.6242	207	1
9_Peak_17080_lociStitched	chr2	48662827	48712672	9	17308	39691.5735	5881.71	208	1
20_Peak_54865_lociStitched	chr10	82208777	82284466	20	32040	39683.7427	5934.0176	209	1
9_Peak_37276_lociStitched	chr9	132311624	132377084	9	26330	40696.482	6984.582	210	1
6_Peak_35494_lociStitched	chr1	1203993	1229341	6	12173	36529.0028	2960.6464	211	1
5_Peak_58624_lociStitched	chr17	20092506	20136402	5	18606	39295.6992	5789.8824	212	1
10_Peak_34695_lociStitched	chr3	172309650	172346089	10	22941	39332.2566	5906.7619	213	1
17_Peak_24546_lociStitched	chr14	69391012	69447421	17	24185	39424.2501	6041.4039	214	1
4_Peak_4220_lociStitched	chr7	127897677	127922693	4	13218	38752.2856	5410.9608	215	1
4_Peak_80160_lociStitched	chr22	38274080	38298299	4	11918	40918.0005	7580.547	216	1
4_Peak_1849_lociStitched	chr6	20198375	20219595	4	16553	35827.848	2576.108	217	1
6_Peak_4652_lociStitched	chr5	43396192	43436083	6	22411	36799.4475	3669.972	218	1
9_Peak_31974_lociStitched	chr2	38633377	38696870	9	29256	39911.6998	6812.7989	219	1
5_Peak_11425_lociStitched	chr8	127565501	127602271	5	15645	39568.197	6497.259	220	1
5_Peak_9230_lociStitched	chr12	89719303	89749529	5	14854	36519.0532	3457.8544	221	1
4_Peak_28584_lociStitched	chr1	27003630	27032952	4	12263	36048.4668	2993.7762	222	1
15_Peak_33673_lociStitched	chr1	8451142	8500879	15	29023	38347.227	5446.2015	223	1
7_Peak_5114_lociStitched	chr17	74243730	74275766	7	18912	37305.922	4404.95	224	1
16_Peak_33455_lociStitched	chrX	23784841	23864529	16	25524	41103.0704	8279.5832	225	1
15_Peak_26521_lociStitched	chr9	130708754	130770826	15	27016	39099.1528	6381.0016	226	1
6_Peak_70719_lociStitched	chr11	63299361	63351829	6	22189	38081.2744	5377.97	227	1
Peak_798	chr1	154970805	154979575	1	8771	33797.826	1351.457	228	1
3_Peak_25_lociStitched	chr22	29193954	29220312	3	16738	36060.3798	3645.3114	229	1
13_Peak_3831_lociStitched	chr11	114012032	114069903	13	27267	40422.8935	8032.4948	230	1
2_Peak_2573_lociStitched	chr6	21586944	21598377	2	8352	33858.8295	1472.5704	231	1
9_Peak_54209_lociStitched	chrX	12988774	13032682	9	21220	36733.4328	4390.8	232	1
6_Peak_39089_lociStitched	chr19	11141145	11163731	6	16229	36162.4446	3936.7398	233	1
4_Peak_31120_lociStitched	chr4	2059522	2077351	4	16035	35074.9917	2877.6006	234	1
8_Peak_16631_lociStitched	chr17	43221498	43276160	8	19166	36383.0272	4252.7036	235	1
6_Peak_13767_lociStitched	chr1	156659165	156683328	6	15926	36222.7533	4146.3708	236	1
4_Peak_11404_lociStitched	chr17	1363326	1392479	4	11525	37158.4138	5212.5564	237	1
6_Peak_47368_lociStitched	chr22	24972962	24997008	6	16971	35080.7094	3190.9042	238	1
12_Peak_86390_lociStitched	chr1	28184740	28219135	12	25661	35247.996	3460.137	239	1
9_Peak_12511_lociStitched	chr10	11906493	11953031	9	16833	41214.0528	9582.1742	240	1
11_Peak_8759_lociStitched	chr20	52351585	52416909	11	22889	38475.836	6852.4876	241	1
8_Peak_23763_lociStitched	chr1	53752816	53794246	8	19905	37270.428	5704.911	242	1
3_Peak_149_lociStitched	chr2	201980109	201997962	3	17483	33295.845	1753.1646	243	1
2_Peak_592_lociStitched	chr19	41218698	41239367	2	9234	34260.9344	2753.1108	244	1
12_Peak_10626_lociStitched	chr18	45818767	45884234	12	29863	40183.6446	8700.5643	245	1
14_Peak_84723_lociStitched	chr1	169047600	169101623	14	21327	38750.6979	7406.5533	246	1
9_Peak_22852_lociStitched	chr2	232461153	232510156	9	17588	35140.0513	3817.3337	247	1
6_Peak_398_lociStitched	chr11	57061461	57095188	6	16374	35487.5494	4172.0299	248	1
11_Peak_5777_lociStitched	chr15	77766147	77836257	11	29508	38581.533	7298.451	249	1
10_Peak_25234_lociStitched	chr11	2380743	2428929	10	21763	36804.4668	5551.0272	250	1
6_Peak_57727_lociStitched	chr20	48363649	48394382	6	19818	34550.0386	3380.63	251	1
8_Peak_28066_lociStitched	chr12	48195133	48223721	8	14082	35126.0756	3988.026	252	1
6_Peak_65999_lociStitched	chr20	45591372	45628572	6	18622	36247.68	5118.72	253	1
12_Peak_6957_lociStitched	chr18	2959632	3017476	12	24320	37130.0636	6009.9916	254	1
7_Peak_40982_lociStitched	chr22	28416844	28444471	7	14472	34409.4285	3312.4773	255	1
5_Peak_69318_lociStitched	chr2	66789400	66810002	5	12910	32889.0328	1798.5546	256	1
5_Peak_98253_lociStitched	chr8	134353094	134388815	5	14052	38050.0092	6965.595	257	1
13_Peak_27208_lociStitched	chr2	43594300	43655530	13	28295	37491.129	6416.904	258	1
8_Peak_10642_lociStitched	chr19	2027169	2062873	8	14694	33925.9408	2895.5944	259	1
Peak_8	chr19	13948695	13956441	1	7747	32133.5064	1118.5224	260	1
7_Peak_502_lociStitched	chr8	126439322	126480031	7	15070	37810.5192	6835.0411	261	1
7_Peak_27324_lociStitched	chr22	19830082	19869855	7	13345	37505.939	6554.5904	262	1
5_Peak_29476_lociStitched	chr19	17345834	17372207	5	13244	34316.5476	3468.0495	263	1
11_Peak_12908_lociStitched	chr2	178532401	178590413	11	27174	38374.938	7547.3612	264	1
9_Peak_6868_lociStitched	chr10	24746408	24796926	9	24855	38605.8556	7779.772	265	1
3_Peak_6758_lociStitched	chr19	13891753	13914588	3	15330	34017.2995	3242.57	266	1
1_Peak_11_lociStitched	chr1	59244561	59252727	1	8167	31828.6182	1082.8116	267	1
3_Peak_43969_lociStitched	chr10	30707215	30727007	3	10681	33909.6336	3204.3248	268	1
6_Peak_34892_lociStitched	chr1	8929650	8965201	6	19289	34242.7232	3640.4224	269	1
19_Peak_70845_lociStitched	chr4	8181734	8230722	19	21440	39063.0312	8484.7216	270	1
6_Peak_31834_lociStitched	chr8	48646668	48681616	6	9336	35349.902	4787.876	271	1
4_Peak_22736_lociStitched	chr12	6432079	6457612	4	12590	35352.9918	4848.7167	272	1
7_Peak_6534_lociStitched	chr22	38123439	38181011	7	12551	44123.1808	13719.4076	273	1
14_Peak_38950_lociStitched	chr2	109200949	109269649	14	28637	38025.45	7632.57	274	1
8_Peak_7338_lociStitched	chr7	129464604	129506873	8	19589	40358.4412	9975.484	275	1
Peak_361	chr12	52537760	52547210	1	9451	31527.09	1222.83	276	1
11_Peak_42527_lociStitched	chr1	8128857	8184644	11	22356	36423.3323	6130.9913	277	1
9_Peak_2173_lociStitched	chr17	75361339	75402323	9	17543	35660.1784	5430.38	278	1
9_Peak_3420_lociStitched	chr19	56601950	56660435	9	19263	35301.546	5228.559	279	1
4_Peak_58671_lociStitched	chr1	150334164	150349634	4	9481	32731.426	2670.122	280	1
3_Peak_22262_lociStitched	chr9	131925946	131942006	3	10364	31864.646	1817.992	281	1
3_Peak_140_lociStitched	chr4	38663667	38677074	3	12530	32101.7208	2060.6559	282	1
8_Peak_9137_lociStitched	chr17	29752102	29796644	8	29326	34301.7942	4382.9328	283	1
6_Peak_53105_lociStitched	chr9	16026298	16045434	6	12558	35451.3536	5539.872	284	1
6_Peak_10383_lociStitched	chr12	6532781	6557633	6	12528	34509.4872	4602.5904	285	1
Peak_3508	chr12	52634797	52647288	1	12492	31618.4683	1731.2526	286	1
