REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20160213_ClearCell_511_IP.nodup.bam	X20160213_ClearCell_511_INPUT.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
28_Peak_2195_lociStitched	chr1	201973561	202046001	28	46558	116881.94	5635.832	20	RNPEP,ELF3	GPR37L1,TIMM17A,ELF3	ELF3	20	1	ENSG00000163435	ELF3	243.043030111608	1
46_Peak_38734_lociStitched	chr10	3757778	3878313	46	50949	120993.033	10100.833	21	KLF6	KLF6	KLF6	21	1	ENSG00000067082	KLF6	220.962320472183	1
25_Peak_62223_lociStitched	chr20	36737958	36825360	25	50575	119085.225	8311.9302	22	TGM2		TGM2	22	1	ENSG00000198959	TGM2	45.2400066426742	1
36_Peak_33571_lociStitched	chr2	28575012	28678190	36	49361	121327.0102	11782.9276	23	FOSL2	PLB1	FOSL2	23	1	ENSG00000075426	FOSL2	164.758793831088	1
26_Peak_119497_lociStitched	chr1	16437761	16518654	26	50222	115434.311	5937.5462	24	EPHA2	ARHGEF19,FAM131C,C1orf89	EPHA2	24	1	ENSG00000142627	EPHA2	30.9695541992627	1
30_Peak_28792_lociStitched	chr9	130254694	130348411	30	53176	116040.3894	7338.0411	25	LRSAM1,FAM129B	LRSAM1,RPL12,SNORA65,STXBP1	FAM129B	25	1	ENSG00000136830	FAM129B	92.1813888476543	1
22_Peak_96469_lociStitched	chr17	17566068	17657012	22	54949	114371.1744	7421.0304	26	RAI1	SMCR5	RAI1	26	1	ENSG00000108557	RAI1	35.3256518459643	1
Peak_1638	chr22	30633632	30656000	1	22369	109578.5952	2634.9504	27	LIF	OSM,GATSL3	LIF	27	1	ENSG00000128342	LIF	18.2292297281738	1
21_Peak_11417_lociStitched	chr17	78991754	79073205	21	50608	116963.636	11240.238	28	BAIAP2,FLJ90757	MIR1250,MIR657,CHMP6,MIR3065,MIR338	BAIAP2	28	1	ENSG00000175866	BAIAP2	28.0539533631079	1
22_Peak_62594_lociStitched	chr16	75258909	75358628	22	38096	115235.2764	10789.5958	29	BCAR1,CFDP1	CTRB2,CTRB1	BCAR1	29	1	ENSG00000050820	BCAR1	28.0539533631079	1
50_Peak_58082_lociStitched	chr20	49261227	49382112	50	55454	119591.5305	15328.218	30	PARD6B	BCAS4,FAM65C	PARD6B	30	1	ENSG00000124171	PARD6B	40.4866575537177	1
33_Peak_42964_lociStitched	chr16	57790365	57882459	33	52009	113616.3678	10425.0408	31	KIFC3,KATNB1	KIFC3	KIFC3	31	1	ENSG00000140859	KIFC3	22.410545228305	1
51_Peak_92208_lociStitched	chr19	39125386	39228444	51	71885	113466.858	11140.5698	32	ACTN4,CAPN12,EIF3K	LGALS7,MAP4K1	ACTN4	32	1	ENSG00000130402	ACTN4	381.617471962806	1
Peak_1140	chr17	46661567	46684157	1	22591	101499.129	3022.542	33	HOXB6,LOC404266,HOXB5	HOXB3,MIR196A1,HOXB2,HOXB9,MIR10A,HOXB4,HOXB8,HOXB7	LOC404266	33	1	ENSG00000108511	HOXB6	20.1365327349272	1
40_Peak_40993_lociStitched	chr2	27924624	28001775	40	44205	106468.38	8286.0174	34	MRPL33	SLC4A1AP,SUPT7L,MRPL33	MRPL33	34	1	ENSG00000243147	MRPL33	24.3314990814391	1
Peak_1036	chr22	50728502	50746199	1	17698	98301.5259	1329.0447	35	PLXNB2	FAM116B,TUBGCP6,MAPK12,HDAC10,MAPK11,PPP6R2	PLXNB2	35	1	ENSG00000196576	PLXNB2	224.035339681892	1
16_Peak_418_lociStitched	chr15	96849344	96903952	16	28302	103149.0512	6334.528	36	NR2F2,MIR1469		NR2F2	36	1	ENSG00000185551	NR2F2	109.550421333738	1
34_Peak_1661_lociStitched	chr17	55937542	56033512	34	43932	108743.607	13867.665	37	CUEDC1	MRPS23,VEZF1	CUEDC1	37	1	ENSG00000180891	CUEDC1	34.1576814027895	1
23_Peak_121072_lociStitched	chr4	2789174	2870766	23	32756	97934.8776	5809.3504	38	SH3BP2,ADD1	TNIP2,ADD1	SH3BP2	38	1	ENSG00000087266	SH3BP2	90.3343174705676	1
39_Peak_798_lociStitched	chr10	73981855	74108530	39	50983	102454.74	13541.5575	39	DDIT4,DNAJB12,ANAPC16	ASCC1,DNAJB12	DDIT4	39	1	ENSG00000168209	DDIT4	40.8140812876661	1
57_Peak_44474_lociStitched	chr1	9335067	9516288	57	78181	101918.6904	13229.133	40	SPSB1	H6PD	SPSB1	40	1	ENSG00000171621	SPSB1	10.578849126461	1
Peak_3	chr11	65252498	65266773	1	14276	89491.4025	1802.9325	41	MALAT1	MIR612,SCYL1	MALAT1	41	1	ENSG00000251562	MALAT1	20699.8595193961	1
66_Peak_36394_lociStitched	chr9	37914502	38070705	66	65441	103453.2469	16229.4917	42	SHB	MCART1	SHB	42	1	ENSG00000107338	SHB	10.6334125075366	1
13_Peak_3843_lociStitched	chr17	48103369	48157393	13	33211	93699.2256	7077.144	43	ITGA3	DLX3,PDK2,SAMD14	ITGA3	43	1	ENSG00000005884	ITGA3	99.8027087649576	1
25_Peak_101721_lociStitched	chr5	139012150	139091326	25	39169	93918.5712	8384.7384	44	CXXC5		CXXC5	44	1	ENSG00000171604	CXXC5	44.7229510821834	1
10_Peak_104380_lociStitched	chr17	39913706	39959155	10	28263	91629.7289	6099.2558	45	JUP,LEPREL4	FKBP10,HAP1,GAST,NT5C3L,JUP,KLHL10	JUP	45	1	ENSG00000173801	JUP	148.354601895436	1
22_Peak_29064_lociStitched	chr19	2021449	2096686	22	45200	91653.7134	6222.0999	46	MKNK2,MOBKL2A	BTBD2,IZUMO4	MKNK2	46	1	ENSG00000099875	MKNK2	64.5326538904264	1
5_Peak_30192_lociStitched	chr19	12868090	12907868	5	22518	88199.7594	2919.7052	47	HOOK2,PRDX2,JUNB,BEST2	ASNA1,RNASEH2A,RTBDN,TNPO2,C19orf43,MAST1	HOOK2	47	1	ENSG00000095066	HOOK2	74.3572531134399	1
36_Peak_84107_lociStitched	chr19	2449038	2580278	36	47943	94545.296	9803.628	48	GADD45B,LMNB2,GNG7	TIMM13	GADD45B	48	1	ENSG00000099860	GADD45B	22.3457907797221	1
41_Peak_21120_lociStitched	chr20	30249070	30320185	41	44386	98899.6305	14251.446	49	BCL2L1	COX4I2,TPX2	BCL2L1	49	1	ENSG00000171552	BCL2L1	52.8689294767238	1
43_Peak_43337_lociStitched	chr20	35420611	35516905	43	57699	92278.5402	7674.6318	50	C20orf117,C20orf118	NDRG3,DSN1	C20orf117	50	1	ENSG00000149639	SOGA1	71.0550461952209	2
45_Peak_43139_lociStitched	chr16	11651721	11735902	45	50635	93432.4919	9495.6168	51	LITAF	SNN	LITAF	51	1	ENSG00000189067	LITAF	76.4848049274565	1
16_Peak_83406_lociStitched	chr14	65165607	65240026	16	39447	89838.6168	6020.4971	52	SPTB,PLEKHG3		PLEKHG3	52	1	ENSG00000126822	PLEKHG3	63.2724556045271	1
112_Peak_79247_lociStitched	chr8	30235801	30437747	112	64701	106506.3204	23344.9576	53	GTF2E2,RBPMS		RBPMS	53	1	ENSG00000157110	RBPMS	36.8412424390649	1
35_Peak_76831_lociStitched	chr19	33512777	33610074	35	45793	91955.3947	10274.5632	54	RHPN2,GPATCH1	WDR88,C19orf40,CCDC123	RHPN2	54	1	ENSG00000131941	RHPN2	41.143642633416	1
Peak_56	chr12	122222867	122240146	1	17280	83281.3242	1606.947	55	LOC338799,RHOF	SETD1B	RHOF	55	1	ENSG00000139725	RHOF	29.457134932896	1
10_Peak_29901_lociStitched	chr22	50318233	50364827	10	34520	83626.9112	3927.8742	56	CRELD2,PIM3	CRELD2,ALG12	PIM3	56	1	ENSG00000198355	PIM3	31.4552921734244	1
20_Peak_75870_lociStitched	chr17	72957945	73005518	20	23902	85897.8088	6446.1415	57	CDR2L,C17orf28	OTOP2,ATP5H,KCTD2,USH1G,OTOP3,ICT1	CDR2L	57	1	ENSG00000109089	CDR2L	23.8555351998324	1
58_Peak_50211_lociStitched	chr17	57824609	57936720	58	45150	90025.133	10919.6114	58	MIR21,TMEM49	PTRH2,RPS6KB1,TUBD1	MIR21	58	1	ENSG00000199004	NA	0.639508359319616	1
29_Peak_7433_lociStitched	chr3	13850126	13922769	29	49700	84244.0871	5804.1757	59	WNT7A		WNT7A	59	1	ENSG00000154764	WNT7A	13.8217038520678	1
15_Peak_25335_lociStitched	chr19	13258318	13320765	15	31839	81942.9534	4196.4384	60	CACNA1A,STX10,IER2	TRMT1,NACC1,LYL1	IER2	60	1	ENSG00000160888	IER2	73.6196528020863	1
34_Peak_67511_lociStitched	chr21	44802655	44883089	34	36918	91179.9824	13488.7818	61	C21orf125,C21orf84,SIK1		SIK1	61	1	ENSG00000160209	PDXK	130.866202849101	3
Peak_820	chr19	39891239	39906298	1	15060	78832.3591	1716.726	62	ZFP36,PLEKHG2	SUPT5H,RPS16,MED29,PAF1	ZFP36	62	1	ENSG00000128016	ZFP36	71.1403336376348	1
16_Peak_39054_lociStitched	chr14	69200044	69291904	16	28037	84097.83	7615.194	63	C14orf181,ZFP36L1		ZFP36L1	63	1	ENSG00000185650	ZFP36L1	374.570349120322	1
Peak_77	chr17	73077634	73096674	1	19041	78334.368	2627.52	64	SLC16A5	KCTD2,ARMC7,NT5C,ATP5H	SLC16A5	64	1	ENSG00000170190	SLC16A5	20.9385163487776	1
33_Peak_62353_lociStitched	chr12	113625850	113716732	33	38761	83093.4126	7761.3228	65	TPCN1,C12orf52,IQCD	DDX54,CCDC42B	TPCN1	65	1	ENSG00000186815	TPCN1	59.2554234450036	1
12_Peak_33974_lociStitched	chr11	62304012	62353389	12	26770	80938.7784	5609.2272	66	AHNAK,EEF1G,TUT1	ROM1,MTA2,B3GAT3,EML3	EEF1G	66	1	ENSG00000254772	EEF1G	849.543648697324	1
6_Peak_10890_lociStitched	chr17	39674870	39707241	6	25996	79519.3615	4748.8257	67	KRT15,KRT19	KRT35,KRT36,KRT9,KRT13,KRT14	KRT19	67	1	ENSG00000171345	KRT19	258.288221018354	1
35_Peak_13658_lociStitched	chr1	15455243	15553940	35	47017	81849.4221	7658.8872	68	TMEM51,C1orf126	TMEM51,FHAD1	TMEM51	68	1	ENSG00000171729	TMEM51	16.1823419619138	1
15_Peak_66478_lociStitched	chr3	50263686	50311739	15	36448	77086.6226	3536.7008	69	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	69	1	ENSG00000114353	GNAI2	127.917817203965	1
20_Peak_83075_lociStitched	chr12	122458761	122529501	20	33989	79242.948	5920.938	70	BCL7A,MLXIP		MLXIP	70	1	ENSG00000175727	MLXIP	132.371232508981	1
44_Peak_50602_lociStitched	chr17	76857610	77002270	44	48906	92611.332	20006.478	71	CANT1,TIMP2,LGALS3BP	C1QTNF1,USP36	TIMP2	71	1	ENSG00000108679	LGALS3BP	211.87120738607	1
25_Peak_24201_lociStitched	chr17	4378380	4446409	25	47944	77641.4977	5095.3721	72	SPNS2,SPNS3,MYBBP1A	GGT6,SMTNL2,MYBBP1A	SPNS2	72	1	ENSG00000183018	SPNS2	7.80143474857833	1
9_Peak_730_lociStitched	chr8	55365644	55390954	9	10205	76489.351	4462.153	73	SOX17		SOX17	73	1	ENSG00000164736	SOX17	42.9704456391019	1
Peak_838	chr6	10409804	10421189	1	11386	73096.254	1145.331	74	LOC100130275,TFAP2A	C6orf218	TFAP2A	74	1	ENSG00000137203	TFAP2A	19.384350969175	1
41_Peak_22707_lociStitched	chr17	38598875	38717787	41	46800	88470.528	16992.5248	75	IGFBP4,TNS4,CCR7	TOP2A	TNS4	75	1	ENSG00000141753	IGFBP4	49.4739025384385	1
21_Peak_21597_lociStitched	chr8	11702819	11764243	21	33629	78248.0336	7020.7632	76	CTSB	FDFT1	CTSB	76	1	ENSG00000164733	CTSB	509.608778865864	1
25_Peak_30228_lociStitched	chr22	39629401	39708888	25	40954	80536.2284	9840.4906	77	PDGFB,RPL3	SNORD83A,SYNGR1,RNU86,RPL3,SNORD83B,SNORD43	PDGFB	77	1	ENSG00000100311	PDGFB	7.905819640862	1
37_Peak_9342_lociStitched	chr10	95173560	95239370	37	41828	77432.046	7456.273	78	MYOF	CEP55,MYOF	MYOF	78	1	ENSG00000138119	MYOF	112.315172230775	1
10_Peak_7174_lociStitched	chr1	43389451	43435128	10	38821	75389.8885	5759.8697	79	FLJ32224,SLC2A1		FLJ32224	79	1	ENSG00000117394	SLC2A1	46.5211395741482	1
40_Peak_118267_lociStitched	chr20	62023390	62133987	40	41382	81443.6308	12276.267	80	KCNQ2,EEF1A2	PTK6,PPDPF,SRMS,CHRNA4,KCNQ2	KCNQ2	80	1	ENSG00000101210	EEF1A2	0.560495657519858	1
62_Peak_54567_lociStitched	chr8	8839479	8962420	62	47817	82849.9399	13892.333	81	ERI1	PPP1R3B	ERI1	81	1	ENSG00000104626	ERI1	12.0590154434068	1
2_Peak_2351_lociStitched	chr1	47644274	47659388	2	14890	70784.9076	1845.4194	82	PDZK1IP1	CYP4A22,TAL1	PDZK1IP1	82	1	ENSG00000162366	PDZK1IP1	10.0823394052122	1
21_Peak_1623_lociStitched	chr14	74184525	74262361	21	37160	75057.2548	6149.044	83	C14orf43	PNMA1	C14orf43	83	1	ENSG00000156030	ELMSAN1	45.0838907166489	2
50_Peak_32672_lociStitched	chr16	85006043	85101952	50	44012	79144.1068	10856.8988	84	KIAA0513,ZDHHC7	FAM92B	KIAA0513	84	1	ENSG00000153786	ZDHHC7	35.395397452777	1
24_Peak_103749_lociStitched	chr10	134189948	134283172	24	34476	78131.0344	10105.4816	85	C10orf91,PWWP2B,LRRC27	LRRC27	C10orf91	85	1	ENSG00000171813	PWWP2B	11.7718960280876	1
23_Peak_20595_lociStitched	chr1	33177214	33262522	23	30808	74013.2208	6611.37	86	YARS,KIAA1522	KIAA1522,SYNC,S100PBP	KIAA1522	86	1	ENSG00000162522	KIAA1522	76.3843674173869	1
15_Peak_47452_lociStitched	chr12	125388982	125437583	15	23512	71511.5114	4160.2456	87	UBC,DHX37	BRI3BP,SCARB1	UBC	87	1	ENSG00000150991	UBC	333.878972987389	1
50_Peak_20186_lociStitched	chr2	28789289	28918597	50	46690	83274.352	16137.6384	88	PLB1		PPP1CB	88	1	ENSG00000213639	PPP1CB	240.855257443272	1
24_Peak_305_lociStitched	chr10	104356416	104446918	24	34023	76275.0856	9339.8064	89	SUFU,ARL3,TRIM8	SFXN2	TRIM8	89	1	ENSG00000171206	TRIM8	51.1955553646589	1
39_Peak_14293_lociStitched	chr20	334522	414818	39	36568	74458.4808	8479.2576	90	NRSN2,TRIB3,RBCK1	SOX12,TBC1D20	TRIB3	90	1	ENSG00000125826	RBCK1	59.5625255850124	1
29_Peak_65346_lociStitched	chr10	81903742	81968820	29	34241	73063.0706	7113.0254	91	PLAC9,ANXA11	ANXA11	ANXA11	91	1	ENSG00000122359	ANXA11	189.687744666363	1
12_Peak_60190_lociStitched	chr17	2282392	2322178	12	24120	68965.0524	3135.1368	92	SGSM2,METT10D,LOC284009,MNT	SNORD91A,TSR1,SNORD91B	MNT	92	1	ENSG00000070444	MNT	29.0657033828155	1
31_Peak_61688_lociStitched	chr17	48960395	49034434	31	39406	76156.5154	10594.9809	93		WFIKKN2,TOB1	TOB1	93	1	ENSG00000141232	TOB1	56.6212575687088	1
Peak_182	chr17	79477658	79487811	1	10154	66857.505	1305.6758	94	ACTG1	FSCN2,C17orf70	ACTG1	94	1	ENSG00000184009	ACTG1	1197.638504459	1
7_Peak_8779_lociStitched	chr1	156060726	156100750	7	23594	72851.6848	7468.4784	95	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	95	1	ENSG00000160789	LMNA	177.908779312497	1
10_Peak_68693_lociStitched	chr18	3435195	3467363	10	11550	69080.78	4567.856	96	TGIF1		TGIF1	96	1	ENSG00000177426	TGIF1	35.7594897018116	1
4_Peak_58066_lociStitched	chr1	37936236	37953172	4	16277	66455.1704	2159.34	97	ZC3H12A	MEAF6	ZC3H12A	97	1	ENSG00000163874	ZC3H12A	17.9358610406355	1
33_Peak_25376_lociStitched	chr3	14434980	14516606	33	51374	69790.23	5509.755	98	SLC6A6		SLC6A6	98	1	ENSG00000131389	SLC6A6	40.2334745792865	1
33_Peak_46256_lociStitched	chr3	134027308	134101331	33	44537	72838.632	8779.1278	99	AMOTL2		AMOTL2	99	1	ENSG00000114019	AMOTL2	49.6888434931615	1
32_Peak_35949_lociStitched	chr1	223886189	223978280	32	33900	71094.252	7054.1706	100	TP53BP2,CAPN2	CAPN8	CAPN2	100	1	ENSG00000162909	CAPN2	126.832160215922	1
19_Peak_12848_lociStitched	chr3	193805943	193860584	19	22475	71175.3666	7835.5194	101	HES1		HES1	101	1	ENSG00000114315	HES1	57.3433053671443	1
31_Peak_67440_lociStitched	chr2	10522467	10605392	31	38316	72426.695	9304.185	102	HPCAL1,ODC1,SNORA80B		SNORA80B	102	1	ENSG00000115758	ODC1	44.4985685124012	1
Peak_921	chr20	43963109	43977534	1	14426	64632.655	1634.3525	103	SDC4	SYS1,SYS1-DBNDD2,RBPJL,MATN4,TP53TG5	SDC4	103	1	ENSG00000124145	SDC4	173.113087365419	1
Peak_483	chr11	65182601	65193244	1	10644	63981.4588	1109.0006	104	NEAT1	FRMD8,SLC25A45,MIR612	NEAT1	104	1	ENSG00000245532	NEAT1	2115.87873530667	1
40_Peak_15791_lociStitched	chr22	37696876	37853783	40	45338	75362.4321	12631.0135	105	ELFN2,CYTH4	MFNG	ELFN2	105	1	ENSG00000166897	ELFN2	1.36946830666887	1
10_Peak_8600_lociStitched	chr17	74233818	74275980	10	25788	68833.6812	6261.057	106	FAM100B,QRICH2,RNF157		FAM100B	106	1	ENSG00000185262	UBALD2	27.2260656890071	1
40_Peak_24860_lociStitched	chr2	109171640	109280528	40	34608	74697.168	12195.456	107	LIMS1		LIMS1	107	1	ENSG00000169756	LIMS1	71.7224299467388	1
64_Peak_27351_lociStitched	chr11	12131088	12280465	64	52302	79916.695	17462.1713	108	MICAL2	MICALCL	MICAL2	108	1	ENSG00000133816	MICAL2	32.2696740807737	1
36_Peak_45312_lociStitched	chr3	129268023	129361475	36	44204	72247.7412	9915.2572	109	H1FOO,PLXND1	RHO,TMCC1	PLXND1	109	1	ENSG00000004399	PLXND1	40.5793802389377	1
19_Peak_71827_lociStitched	chr11	697574	745248	19	28931	66915.2264	4614.8432	110	TMEM80,EPS8L2	TALDO1,DEAF1,CEND1,PDDC1	EPS8L2	110	1	ENSG00000177106	EPS8L2	75.3282867356328	1
39_Peak_72178_lociStitched	chr5	150383425	150475922	39	38919	73424.1186	11145.8885	111	GPX3,TNIP1	ANXA6	GPX3	111	1	ENSG00000145901	TNIP1	75.4549823458885	1
19_Peak_24608_lociStitched	chr1	234734109	234795784	19	20828	67293.5925	5186.8675	112	IRF2BP2,NCRNA00184		NCRNA00184	112	1	ENSG00000168264	IRF2BP2	93.3315632379749	1
Peak_2265	chr7	1569020	1579901	1	10882	63714.7836	1632.15	113	MAFK	INTS1,PSMG3,KIAA1908,TMEM184A	MAFK	113	1	ENSG00000198517	MAFK	40.1901290810192	1
15_Peak_30345_lociStitched	chr6	6677207	6726353	15	25121	67806.7362	5927.0076	114			LY86-AS1	114	1	ENSG00000261211		1.3902355637383	1
29_Peak_63383_lociStitched	chr21	46823768	46903589	29	37786	75710.2185	13984.6392	115	COL18A1,NCRNA00175		COL18A1	115	1	ENSG00000182871	COL18A1	206.831830745087	1
32_Peak_18930_lociStitched	chr2	20764951	20842641	32	42148	71762.253	10146.314	116	HS1BP3	GDF7	HS1BP3	116	1	ENSG00000118960	HS1BP3	14.8533866828827	1
3_Peak_46315_lociStitched	chr8	145636918	145656851	3	18245	63849.3856	2459.7322	117	SLC39A4,VPS28,TONSL	ADCK5,MIR939,FOXH1,CYHR1,KIFC2,MIR1234,CPSF1	SLC39A4	117	1	ENSG00000160948	VPS28	75.1936904305244	1
22_Peak_11323_lociStitched	chr1	235089582	235148812	22	33950	65905.221	5153.01	118			SNORA14B	118	1	ENSG00000238005		0.488103006042658	1
23_Peak_13960_lociStitched	chr15	72445231	72530635	23	30871	70253.3304	9539.6268	119	GRAMD2,PKM2	PKM2,SENP8,MYO9A,PARP6	GRAMD2	119	1	ENSG00000067225	PKM	435.75010163649	1
46_Peak_93573_lociStitched	chr5	138893449	138982302	46	36706	70176.0994	9605.0093	120	UBE2D2	CXXC5,TMEM173	UBE2D2	120	1	ENSG00000131508	UBE2D2	47.1979422565184	1
28_Peak_133776_lociStitched	chr8	37678163	37774397	28	30889	70770.4836	10268.1678	121	GPR124,BRF2,RAB11FIP1	ADRB3,GOT1L1	BRF2	121	1	ENSG00000156675	RAB11FIP1	58.8448777860313	1
44_Peak_76712_lociStitched	chr1	27754701	27933786	44	45221	73675.569	13288.107	122	WASF2,AHDC1	FGR,GPR3,CD164L2	WASF2	122	1	ENSG00000158195	WASF2	119.250237253214	1
28_Peak_73845_lociStitched	chr14	35799910	35875192	28	31108	66481.5342	6105.3702	123	NFKBIA	PSMA6	NFKBIA	123	1	ENSG00000100906	NFKBIA	91.0282754423195	1
15_Peak_48823_lociStitched	chr22	41800047	41850256	15	19065	65663.3302	5989.9337	124	TOB2	ACO2,PHF5A,TEF	TOB2	124	1	ENSG00000183864	TOB2	66.0566898580497	1
32_Peak_15239_lociStitched	chr6	43952518	44064565	32	44984	71586.8283	12482.0358	125	C6orf223	TMEM63B,MRPL14	C6orf223	125	1	ENSG00000181577	C6orf223	1.83756425804295	1
30_Peak_53608_lociStitched	chr8	28204632	28270554	30	29315	66205.4646	7310.7498	126	ZNF395	PNOC	ZNF395	126	1	ENSG00000186918	ZNF395	78.890375904849	1
62_Peak_66913_lociStitched	chr9	114653708	114839583	62	43885	73996.8375	15130.225	127	MIR3134,SUSD1,UGCG		UGCG	127	1	ENSG00000148154	UGCG	42.1706775856873	1
30_Peak_402_lociStitched	chr9	33125464	33186525	30	32406	64742.9783	6374.7684	128	B4GALT1	SMU1	B4GALT1	128	1	ENSG00000086062	B4GALT1	114.550872613194	1
33_Peak_13340_lociStitched	chr2	20687686	20749214	33	37693	65428.8752	7377.2072	129		RHOB	RHOB	129	1	ENSG00000143878	RHOB	90.4709919842701	1
Peak_2157	chr8	144651537	144663588	1	12052	59651.2449	1790.7786	130	EEF1D,C8orf73,NAPRT1	GSDMD,EEF1D,PYCRL,TSTA3,TIGD5,ZC3H3	C8orf73	130	1	ENSG00000254741		159.351275502162	1
57_Peak_12920_lociStitched	chr19	38411585	38565252	57	50956	74820.4623	16995.5702	131	SIPA1L3	WDR87	SIPA1L3	131	1	ENSG00000105738	SIPA1L3	40.8652930731881	1
18_Peak_60406_lociStitched	chr2	232467767	232547192	18	30230	63825.93	6036.3	132		C2orf57,PTMA,MIR1244-2	C2orf57	132	1	ENSG00000187514	PTMA	922.382099240683	3
26_Peak_24420_lociStitched	chr1	17488541	17572952	26	45361	64000.4202	6702.2334	133	PADI1	PADI3,PADI2	PADI1	133	1	ENSG00000142623	PADI1	0.630099142949647	1
7_Peak_928_lociStitched	chr17	42269338	42336145	7	13586	66011.9967	8758.3977	134	UBTF,SLC4A1,ATXN7L3	TMUB2,C17orf65,RUNDC3A,ASB16	UBTF	134	1	ENSG00000108312	UBTF	84.59480888139	1
