REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_464_IP.nodup.bam	Mucinous_464_INPUT.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
12_Peak_80061_lociStitched	chr1	21933265	21986241	12	38381	70166.712	7157.0576	51	RAP1GAP		RAP1GAP	51	1	ENSG00000076864	RAP1GAP	12.3328615938756	1
12_Peak_7363_lociStitched	chr20	30248927	30312255	12	46767	71161.6736	8454.288	52	BCL2L1	COX4I2,TPX2	BCL2L1	52	1	ENSG00000171552	BCL2L1	52.8689294767238	1
9_Peak_52523_lociStitched	chr7	534587	580830	9	29396	68615.3634	6085.5788	53	FLJ44511,PDGFA		PDGFA	53	1	ENSG00000197461	PDGFA	34.6575544115253	1
15_Peak_14382_lociStitched	chr8	37698923	37773927	15	40959	71636.3204	9413.002	54	GPR124,BRF2,RAB11FIP1	GOT1L1	RAB11FIP1	54	1	ENSG00000156675	RAB11FIP1	58.8448777860313	1
12_Peak_17368_lociStitched	chr14	69229117	69292661	12	31862	69955.5896	7746.0136	55	C14orf181,ZFP36L1		ZFP36L1	55	1	ENSG00000185650	ZFP36L1	374.570349120322	1
4_Peak_2110_lociStitched	chr16	67461719	67500117	4	32777	66812.52	4980.2206	56	HSD11B2,ATP6V0D1	AGRP,TPPP3,ZDHHC1	HSD11B2	56	1	ENSG00000176387	HSD11B2	7.74728286463019	1
16_Peak_81_lociStitched	chr11	130013644	130076861	16	40161	69823.1765	8015.9156	57	ST14,APLP2		ST14	57	1	ENSG00000149418	ST14	78.8511772857989	1
20_Peak_16796_lociStitched	chr5	149957470	150036856	20	52175	71447.4	9931.1886	58	SYNPO	RBM22,MYOZ3	SYNPO	58	1	ENSG00000171992	SYNPO	62.0116766794655	1
23_Peak_85809_lociStitched	chr20	56103614	56203771	23	47070	77120.89	15634.5077	59	PCK1,ZBP1	ZBP1,CTCFL	PCK1	59	1	ENSG00000124253	PCK1	2.27852135031468	1
6_Peak_461_lociStitched	chr14	55543434	55601724	6	39693	68496.579	7093.893	60	LGALS3	LGALS3,MAPK1IP1L,SOCS4,WDHD1	LGALS3	60	1	ENSG00000131981	LGALS3	164.045757547886	1
22_Peak_5498_lociStitched	chr1	68149534	68237426	22	48867	75130.0816	13799.044	61	GADD45A,GNG12		GADD45A	61	1	ENSG00000116717	GADD45A	25.9029064582391	1
7_Peak_18127_lociStitched	chr7	5435848	5470855	7	18106	66072.2118	4844.9688	62	TNRC18		TNRC18	62	1	ENSG00000182095	TNRC18	116.868664254118	1
24_Peak_85663_lociStitched	chr10	112551516	112641252	24	47071	72246.4536	11513.1288	63	PDCD4,LOC282997,RBM20	SHOC2,NCRNA00081	LOC282997	63	1	ENSG00000203497	PDCD4-AS1	0.795021495890584	1
2_Peak_25479_lociStitched	chr11	118777620	118801543	2	23623	63510.7804	2959.2751	64	BCL9L	CXCR5,UPK2,FOXR1	BCL9L	64	1	ENSG00000186174	BCL9L	51.5099097810062	1
15_Peak_43131_lociStitched	chr3	46967297	47030001	15	42572	67870.8096	7424.1536	65	CCDC12,NBEAL2	PTH1R,NRADDP	CCDC12	65	1	ENSG00000160799	CCDC12	30.2717836541808	1
10_Peak_56488_lociStitched	chr18	46448161	46524467	10	45362	68728.8142	8370.7682	66	SMAD7		SMAD7	66	1	ENSG00000101665	SMAD7	5.30333445315953	1
15_Peak_29309_lociStitched	chr19	10822159	10891066	15	42564	67260.1227	7193.8908	67	QTRT1,DNM2,MIR638	DNM2,MIR199A1	MIR638	67	1	ENSG00000079805	DNM2	107.953034406902	2
33_Peak_7825_lociStitched	chr14	70072374	70194327	33	52202	74232.7911	14927.0472	68	KIAA0247	SRSF5,C14orf162,LOC100289511	KIAA0247	68	1	ENSG00000100647	SUSD6	30.3260341625216	1
24_Peak_20057_lociStitched	chr13	111155908	111230343	24	45724	68018.703	9103.4005	69	COL4A2,RAB20	CARKD	RAB20	69	1	ENSG00000139832	RAB20	6.29503343757544	1
15_Peak_33220_lociStitched	chr1	234733540	234820036	15	35780	67605.2736	8969.6352	70	IRF2BP2,NCRNA00184		NCRNA00184	70	1	ENSG00000168264	IRF2BP2	93.3315632379749	1
14_Peak_4432_lociStitched	chr1	203236516	203312099	14	43877	66966.538	8404.8296	71	BTG2,FMOD,LOC730227	CHIT1,LOC730227	LOC730227	71	1	ENSG00000159388	BTG2	65.1473953359288	1
17_Peak_61861_lociStitched	chr20	34651931	34733850	17	39706	66927.823	9650.0582	72	EPB41L1	EPB41L1,LOC647979	EPB41L1	72	1	ENSG00000088367	EPB41L1	60.9858423847955	1
14_Peak_15799_lociStitched	chr12	12856572	12912762	14	32158	63758.793	8018.313	73	APOLD1,CDKN1B	APOLD1,MIR613,GPR19	APOLD1	73	1	ENSG00000178878	APOLD1	38.8976144803721	1
15_Peak_16553_lociStitched	chr10	114119309	114204122	15	50185	65950.5888	10236.9291	74	ACSL5,ZDHHC6	GUCY2GP,VTI1A	ACSL5	74	1	ENSG00000197142	ACSL5	16.743885083656	1
14_Peak_6597_lociStitched	chr1	41917652	41983021	14	39502	65251.3358	9733.4441	75	HIVEP3,EDN2		EDN2	75	1	ENSG00000127129	EDN2	1.68148697255957	1
14_Peak_101953_lociStitched	chr16	68740162	68796280	14	37441	62060.8962	6711.7128	76	CDH1		CDH1	76	1	ENSG00000039068	CDH1	106.075977726197	1
16_Peak_41098_lociStitched	chr1	31974494	32060453	16	35930	67391.856	12051.4518	77	LOC284551,TINAGL1	HCRTR1,LOC149086,PEF1	TINAGL1	77	1	ENSG00000142910	TINAGL1	21.0491972362404	1
11_Peak_1027_lociStitched	chr14	75717770	75782280	11	32842	63703.625	8373.398	78	FOS		FOS	78	1	ENSG00000170345	FOS	208.009800545971	1
7_Peak_647_lociStitched	chr2	173290613	173330589	7	38386	60339.7744	5092.9424	79	ITGA6	ITGA6	ITGA6	79	1	ENSG00000091409	ITGA6	55.6626838456078	1
6_Peak_18186_lociStitched	chr11	62303251	62344769	6	24981	60234.3144	5438.858	80	AHNAK,EEF1G,TUT1	ROM1,MTA2,B3GAT3,EML3	AHNAK	80	1	ENSG00000254772	EEF1G	849.543648697324	1
20_Peak_32892_lociStitched	chr3	37950617	38057517	20	38575	67924.26	13533.54	81	PLCD1,MIR26A1,CTDSPL,VILL	PLCD1,DLEC1	MIR26A1	81	1	ENSG00000136059	VILL	11.1727343791568	1
24_Peak_33601_lociStitched	chr13	44874378	44981149	24	44009	67863.6476	13965.6468	82	SERP2	TSC22D1	SERP2	82	1	ENSG00000151778	SERP2	1.08846122891499	1
11_Peak_12445_lociStitched	chr9	130812176	130880461	11	46124	59530.863	6268.563	83	SLC25A25,NAIF1,LOC100289019	LCN2,LOC389791,PTGES2,C9orf16	SLC25A25	83	1	ENSG00000148339	SLC25A25	17.5728445055897	1
8_Peak_5078_lociStitched	chr3	182960636	183005331	8	32483	58988.461	6074.0505	84	B3GNT5,MCF2L2		B3GNT5	84	1	ENSG00000176597	B3GNT5	9.82816462579119	1
14_Peak_10972_lociStitched	chr1	27425157	27489735	14	39585	61252.233	9066.7512	85	SLC9A1		SLC9A1	85	1	ENSG00000090020	SLC9A1	24.1443337038896	1
14_Peak_50740_lociStitched	chr1	23849583	23920607	14	33633	61648.832	9751.5952	86	E2F2,ID3	ASAP3,MDS2	ID3	86	1	ENSG00000117318	ID3	7.19452927993554	1
8_Peak_15058_lociStitched	chr3	193817807	193860734	8	30371	57947.1573	6069.8778	87	HES1		HES1	87	1	ENSG00000114315	HES1	57.3433053671443	1
22_Peak_15740_lociStitched	chr4	185250496	185375403	22	38817	67849.4824	16038.0588	88	IRF2		IRF2	88	1	ENSG00000168310	IRF2	16.806026491713	1
14_Peak_64220_lociStitched	chr11	34606886	34677531	14	44183	60443.862	8781.1735	89	EHF		EHF	89	1	ENSG00000135373	EHF	47.2711464147324	1
3_Peak_1962_lociStitched	chr11	267560	298595	3	24141	54882.294	3537.99	90	IFITM5,NLRP6,ATHL1	IFITM3,IFITM1,PSMD13,SIRT3,IFITM2	NLRP6	90	1	ENSG00000142102	PGGHG	82.9554314428477	1
19_Peak_28817_lociStitched	chr21	43870322	43957669	19	48858	59561.9193	8394.0467	91	SLC37A1,RSPH1	UBASH3A	RSPH1	91	1	ENSG00000160188	RSPH1	5.48398083259692	1
13_Peak_5928_lociStitched	chr1	43388861	43447808	13	37607	59300.682	8140.5807	92	FLJ32224,SLC2A1		FLJ32224	92	1	ENSG00000117394	SLC2A1	46.5211395741482	1
14_Peak_10604_lociStitched	chr15	89631577	89694772	14	42956	57981.4125	7020.9645	93	ABHD2		ABHD2	93	1	ENSG00000140526	ABHD2	48.8031576083362	1
3_Peak_2922_lociStitched	chr19	12876747	12908087	3	20670	54384.302	3553.956	94	JUNB,HOOK2,PRDX2	ASNA1,RNASEH2A,RTBDN,TNPO2,C19orf43,MAST1,BEST2	HOOK2	94	1	ENSG00000095066	HOOK2	74.3572531134399	1
3_Peak_649_lociStitched	chr16	31124196	31154879	3	22420	54284.3636	3872.1946	95	PRSS8,MYST1,PRSS36	PRSS53,VKORC1,FUS,ZNF668,MYST1,BCKDK,ZNF646	PRSS8	95	1	ENSG00000052344	PRSS8	83.986871091441	1
16_Peak_20602_lociStitched	chr1	59335284	59410182	16	42935	61566.156	11324.5776	96	LOC100131060		LOC100131060	96	1	ENSG00000232453		0.702913780223587	1
13_Peak_42141_lociStitched	chr1	32754660	32824600	13	33969	59686.796	9504.846	97	MARCKSL1,HDAC1	FAM167B,LOC100128071,TSSK3,LCK,MTMR9LP,BSDC1	MARCKSL1	97	1	ENSG00000175130	MARCKSL1	97.8977152068594	1
8_Peak_20561_lociStitched	chr10	126805990	126850710	8	31569	55493.048	5567.64	98	CTBP2		CTBP2	98	1	ENSG00000175029	CTBP2	116.261976266353	1
9_Peak_33506_lociStitched	chr11	57529214	57569439	9	36120	54947.35	5072.3725	99	CTNND1	C11orf31,MED19,CTNND1,TMX2,BTBD18	CTNND1	99	1	ENSG00000198561	CTNND1	205.828343177359	1
18_Peak_29558_lociStitched	chr14	102930078	103035009	18	32522	61321.6764	11647.341	100	TECPR2,MIR4309,ANKRD9	RCOR1	ANKRD9	100	1	ENSG00000156381	ANKRD9	7.75145958493319	1
15_Peak_11714_lociStitched	chr8	28190125	28273725	15	42986	59957.92	10424.92	101	PNOC,ZNF395		ZNF395	101	1	ENSG00000186918	ZNF395	78.890375904849	1
3_Peak_2675_lociStitched	chr20	31049913	31074335	3	24139	52636.7366	3177.3022	102	C20orf112		C20orf112	102	1	ENSG00000197183	NOL4L	51.2801625598775	2
4_Peak_1054_lociStitched	chr5	175959819	175981529	4	20103	52266.825	2820.129	103	CDHR2,RNF44		CDHR2	103	1	ENSG00000074276	CDHR2	2.68516206295631	1
10_Peak_7529_lociStitched	chr1	16081542	16128143	10	30734	55548.392	6230.5537	104	FBLIM1	UQCRHL,TMEM82,SPEN,SLC25A34,FLJ37453	FBLIM1	104	1	ENSG00000162458	FBLIM1	35.4955850528301	1
10_Peak_28331_lociStitched	chr2	105985014	106030241	10	41476	55308.0983	6010.6683	105	FHL2	C2orf49,TGFBRAP1	FHL2	105	1	ENSG00000115641	FHL2	38.9086220771407	1
12_Peak_7520_lociStitched	chr7	44644701	44685335	12	31782	54782.7588	5522.1606	106	OGDH	DDX56,TMED4	OGDH	106	1	ENSG00000105953	OGDH	47.2818122522109	1
24_Peak_78762_lociStitched	chr19	2028757	2096726	24	37239	56006.456	6769.7124	107	MKNK2,MOBKL2A	BTBD2,IZUMO4	MKNK2	107	1	ENSG00000099875	MKNK2	64.5326538904264	1
6_Peak_14141_lociStitched	chr11	120039400	120094183	6	33531	55791.0072	6650.6562	108	OAF	POU2F3,TRIM29	OAF	108	1	ENSG00000184232	OAF	21.5649580760321	1
Peak_762	chr20	43963812	43977562	1	13751	51704.125	2564.375	109	SDC4	SYS1,SYS1-DBNDD2,RBPJL,MATN4,TP53TG5	SDC4	109	1	ENSG00000124145	SDC4	173.113087365419	1
9_Peak_6322_lociStitched	chr3	50263626	50311758	9	31231	54360.2808	5371.5312	110	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	110	1	ENSG00000114353	GNAI2	127.917817203965	1
Peak_734	chr5	149538377	149568771	1	30395	52791.3386	3811.4076	111	CDX1	PDGFRB,SLC6A7,CSF1R	CDX1	111	1	ENSG00000019582	CD74	255.403302664156	3
8_Peak_20035_lociStitched	chr20	30147081	30200833	8	33186	55343.0592	6369.612	112	HM13,ID1,MIR3193	HM13,PSIMCT-1,COX4I2	ID1	112	1	ENSG00000125968	ID1	19.7061916306709	1
12_Peak_9157_lociStitched	chr16	89877293	89931311	12	32007	54342.108	5968.989	113	SPIRE2,FANCA	TCF25	SPIRE2	113	1	ENSG00000204991	SPIRE2	15.595513355839	1
12_Peak_105141_lociStitched	chr5	1088831	1141099	12	26643	54677.5548	6355.7888	114	SLC12A7		SLC12A7	114	1	ENSG00000113504	SLC12A7	69.7925001998584	1
6_Peak_9498_lociStitched	chr1	235089096	235135119	6	33697	53340.657	5159.1783	115			SNORA14B	115	1	ENSG00000238005		0.488103006042658	1
6_Peak_54054_lociStitched	chr1	156059650	156100847	6	27719	52320.19	4317.4456	116	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	116	1	ENSG00000160789	LMNA	177.908779312497	1
16_Peak_8527_lociStitched	chr1	15630628	15699078	16	39697	57703.35	10123.755	117	FHAD1	EFHD2	EFHD2	117	1	ENSG00000142634	EFHD2	38.9086220771407	1
14_Peak_9837_lociStitched	chr6	6677020	6759829	14	41285	56169.3447	8711.5068	118			LY86-AS1	118	1	ENSG00000261211		1.3902355637383	1
34_Peak_43104_lociStitched	chr3	12405031	12527298	34	56876	62233.903	15295.6017	119	TSEN2,PPARG		TSEN2	119	1	ENSG00000154743	TSEN2	13.2845902638551	1
18_Peak_15248_lociStitched	chr15	31616332	31697809	18	39004	55469.5416	8595.8235	120	KLF13		KLF13	120	1	ENSG00000169926	KLF13	40.9962538071668	1
15_Peak_747_lociStitched	chr10	104378812	104439411	15	35691	53411.9586	6853.7469	121	SUFU,ARL3,TRIM8	SFXN2	TRIM8	121	1	ENSG00000171206	TRIM8	51.1955553646589	1
Peak_1052	chr12	122229173	122245314	1	16142	48584.41	2030.5378	122	LOC338799,RHOF,SETD1B		LOC338799	122	1	ENSG00000212694	LINC01089	12.6544911209054	1
Peak_21	chr2	219145888	219163812	1	17925	48900.2568	2450.2108	123	TMBIM1,PNKD	AAMP,GPBAR1,PNKD	TMBIM1	123	1	ENSG00000135926	TMBIM1	74.2578635427767	1
4_Peak_27139_lociStitched	chr14	105131775	105164531	4	20493	49448.4576	3649.0184	124	INF2	ADSSL1	INF2	124	1	ENSG00000203485	INF2	88.4515693540752	1
13_Peak_16426_lociStitched	chr9	132198935	132263534	13	32068	50781.2739	5071.0215	125			C9orf106	125	1	ENSG00000204054	LINC00963	118.640444822809	2
22_Peak_6583_lociStitched	chr20	35888054	35987723	22	40223	57827.9538	12159.618	126	MANBAL,SRC	MANBAL,GHRH	MANBAL	126	1	ENSG00000101363	MANBAL	24.3303098228056	1
13_Peak_105123_lociStitched	chr3	193531456	193604825	13	39129	55613.702	9985.5209	127			LOC100128023	127	1	ENSG00000133657	ATP13A3	70.0400677011354	3
27_Peak_77584_lociStitched	chr5	142147090	142255833	27	42988	59721.6556	14103.9671	128	ARHGAP26		ARHGAP26	128	1	ENSG00000145819	ARHGAP26	50.2594868547476	1
15_Peak_12096_lociStitched	chr4	77583231	77630472	15	38819	51483.2418	6004.3311	129	SHROOM3		ANKRD56	129	1	ENSG00000138771	SHROOM3	56.8031800418651	2
5_Peak_24083_lociStitched	chr1	37936470	37965340	5	17916	49344.604	4165.941	130	ZC3H12A,MEAF6		ZC3H12A	130	1	ENSG00000163874	ZC3H12A	17.9358610406355	1
5_Peak_55790_lociStitched	chr14	100607001	100660420	5	27580	50876.2556	5795.9615	131	EVL,DEGS2	YY1	DEGS2	131	1	ENSG00000168350	DEGS2	13.4808674770812	1
8_Peak_22012_lociStitched	chr12	50631076	50678762	8	37558	50675.9122	5765.2374	132	LIMA1	LIMA1,MIR1293	LIMA1	132	1	ENSG00000050405	LIMA1	43.0305384650778	1
7_Peak_1564_lociStitched	chr11	61721918	61754229	7	26365	48831.6143	3951.6353	133	FTH1,BEST1	RAB3IL1	FTH1	133	1	ENSG00000167996	FTH1	750.302790856765	1
18_Peak_73210_lociStitched	chr10	80807499	80862253	18	35946	51309.9734	6488.349	134	ZMIZ1,LOC283050	LOC283050	ZMIZ1	134	1	ENSG00000108175	ZMIZ1	48.9931996842572	1
17_Peak_57258_lociStitched	chr20	48920134	49007969	17	37866	57496.791	12709.7245	135	LOC284751		LOC284751	135	1	ENSG00000233077	LINC01271	0.653567696899951	1
10_Peak_37052_lociStitched	chr3	185244678	185280060	10	25918	49336.6608	4599.66	136	LIPH	TMEM41A,SENP2	LIPH	136	1	ENSG00000163898	LIPH	6.80601869845542	1
14_Peak_7769_lociStitched	chr3	197220880	197287751	14	30150	52861.5255	8164.9491	137	BDH1		BDH1	137	1	ENSG00000161267	BDH1	17.7438411998059	1
8_Peak_1690_lociStitched	chr20	50348121	50386178	8	30535	49866.0871	5510.6536	138	ATP9A	SALL4	ATP9A	138	1	ENSG00000054793	ATP9A	57.1504087723809	1
23_Peak_16087_lociStitched	chr15	90541121	90622149	23	43157	51736.378	7584.2208	139	ZNF710	IDH2	ZNF710	139	1	ENSG00000140548	ZNF710	19.5815441247702	1
