#Mucinous_464_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Mucinous_464_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Mucinous_464_IP.nodup.bam
#Using cutoff of 13646.806 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_464_IP.nodup.bam	Mucinous_464_INPUT.nodup.bam	enhancerRank	isSuper
20_Peak_49314_lociStitched	chr14	65129332	65231698	20	43762	78903.7128	12335.103	41	1
6_Peak_40933_lociStitched	chr8	145007417	145048510	6	28545	71777.1431	5239.3575	42	1
11_Peak_6914_lociStitched	chr19	4038547	4106238	11	35155	72754.2868	6241.1102	43	1
26_Peak_23222_lociStitched	chr1	21577935	21673206	26	57877	78122.22	13147.398	44	1
9_Peak_17433_lociStitched	chr6	39134343	39198101	9	52820	71300.5714	6611.7046	45	1
26_Peak_14776_lociStitched	chr11	16920017	17037872	26	60905	77866.7985	13435.47	46	1
13_Peak_32517_lociStitched	chr21	40105812	40203686	13	56231	74080.8306	10227.833	47	1
21_Peak_13086_lociStitched	chr1	33358267	33459762	21	42801	77745.17	14067.207	48	1
16_Peak_42150_lociStitched	chr11	76750717	76824864	16	42270	71707.5637	8356.3669	49	1
21_Peak_64111_lociStitched	chr1	15466229	15557285	21	50683	76259.4	13039.2192	50	1
12_Peak_80061_lociStitched	chr1	21933265	21986241	12	38381	70166.712	7157.0576	51	1
12_Peak_7363_lociStitched	chr20	30248927	30312255	12	46767	71161.6736	8454.288	52	1
9_Peak_52523_lociStitched	chr7	534587	580830	9	29396	68615.3634	6085.5788	53	1
15_Peak_14382_lociStitched	chr8	37698923	37773927	15	40959	71636.3204	9413.002	54	1
12_Peak_17368_lociStitched	chr14	69229117	69292661	12	31862	69955.5896	7746.0136	55	1
4_Peak_2110_lociStitched	chr16	67461719	67500117	4	32777	66812.52	4980.2206	56	1
16_Peak_81_lociStitched	chr11	130013644	130076861	16	40161	69823.1765	8015.9156	57	1
20_Peak_16796_lociStitched	chr5	149957470	150036856	20	52175	71447.4	9931.1886	58	1
23_Peak_85809_lociStitched	chr20	56103614	56203771	23	47070	77120.89	15634.5077	59	1
6_Peak_461_lociStitched	chr14	55543434	55601724	6	39693	68496.579	7093.893	60	1
22_Peak_5498_lociStitched	chr1	68149534	68237426	22	48867	75130.0816	13799.044	61	1
7_Peak_18127_lociStitched	chr7	5435848	5470855	7	18106	66072.2118	4844.9688	62	1
24_Peak_85663_lociStitched	chr10	112551516	112641252	24	47071	72246.4536	11513.1288	63	1
2_Peak_25479_lociStitched	chr11	118777620	118801543	2	23623	63510.7804	2959.2751	64	1
15_Peak_43131_lociStitched	chr3	46967297	47030001	15	42572	67870.8096	7424.1536	65	1
10_Peak_56488_lociStitched	chr18	46448161	46524467	10	45362	68728.8142	8370.7682	66	1
15_Peak_29309_lociStitched	chr19	10822159	10891066	15	42564	67260.1227	7193.8908	67	1
33_Peak_7825_lociStitched	chr14	70072374	70194327	33	52202	74232.7911	14927.0472	68	1
24_Peak_20057_lociStitched	chr13	111155908	111230343	24	45724	68018.703	9103.4005	69	1
15_Peak_33220_lociStitched	chr1	234733540	234820036	15	35780	67605.2736	8969.6352	70	1
14_Peak_4432_lociStitched	chr1	203236516	203312099	14	43877	66966.538	8404.8296	71	1
17_Peak_61861_lociStitched	chr20	34651931	34733850	17	39706	66927.823	9650.0582	72	1
14_Peak_15799_lociStitched	chr12	12856572	12912762	14	32158	63758.793	8018.313	73	1
15_Peak_16553_lociStitched	chr10	114119309	114204122	15	50185	65950.5888	10236.9291	74	1
14_Peak_6597_lociStitched	chr1	41917652	41983021	14	39502	65251.3358	9733.4441	75	1
14_Peak_101953_lociStitched	chr16	68740162	68796280	14	37441	62060.8962	6711.7128	76	1
16_Peak_41098_lociStitched	chr1	31974494	32060453	16	35930	67391.856	12051.4518	77	1
11_Peak_1027_lociStitched	chr14	75717770	75782280	11	32842	63703.625	8373.398	78	1
7_Peak_647_lociStitched	chr2	173290613	173330589	7	38386	60339.7744	5092.9424	79	1
6_Peak_18186_lociStitched	chr11	62303251	62344769	6	24981	60234.3144	5438.858	80	1
20_Peak_32892_lociStitched	chr3	37950617	38057517	20	38575	67924.26	13533.54	81	1
24_Peak_33601_lociStitched	chr13	44874378	44981149	24	44009	67863.6476	13965.6468	82	1
11_Peak_12445_lociStitched	chr9	130812176	130880461	11	46124	59530.863	6268.563	83	1
8_Peak_5078_lociStitched	chr3	182960636	183005331	8	32483	58988.461	6074.0505	84	1
14_Peak_10972_lociStitched	chr1	27425157	27489735	14	39585	61252.233	9066.7512	85	1
14_Peak_50740_lociStitched	chr1	23849583	23920607	14	33633	61648.832	9751.5952	86	1
8_Peak_15058_lociStitched	chr3	193817807	193860734	8	30371	57947.1573	6069.8778	87	1
22_Peak_15740_lociStitched	chr4	185250496	185375403	22	38817	67849.4824	16038.0588	88	1
14_Peak_64220_lociStitched	chr11	34606886	34677531	14	44183	60443.862	8781.1735	89	1
3_Peak_1962_lociStitched	chr11	267560	298595	3	24141	54882.294	3537.99	90	1
19_Peak_28817_lociStitched	chr21	43870322	43957669	19	48858	59561.9193	8394.0467	91	1
13_Peak_5928_lociStitched	chr1	43388861	43447808	13	37607	59300.682	8140.5807	92	1
14_Peak_10604_lociStitched	chr15	89631577	89694772	14	42956	57981.4125	7020.9645	93	1
3_Peak_2922_lociStitched	chr19	12876747	12908087	3	20670	54384.302	3553.956	94	1
3_Peak_649_lociStitched	chr16	31124196	31154879	3	22420	54284.3636	3872.1946	95	1
16_Peak_20602_lociStitched	chr1	59335284	59410182	16	42935	61566.156	11324.5776	96	1
13_Peak_42141_lociStitched	chr1	32754660	32824600	13	33969	59686.796	9504.846	97	1
8_Peak_20561_lociStitched	chr10	126805990	126850710	8	31569	55493.048	5567.64	98	1
9_Peak_33506_lociStitched	chr11	57529214	57569439	9	36120	54947.35	5072.3725	99	1
18_Peak_29558_lociStitched	chr14	102930078	103035009	18	32522	61321.6764	11647.341	100	1
15_Peak_11714_lociStitched	chr8	28190125	28273725	15	42986	59957.92	10424.92	101	1
3_Peak_2675_lociStitched	chr20	31049913	31074335	3	24139	52636.7366	3177.3022	102	1
4_Peak_1054_lociStitched	chr5	175959819	175981529	4	20103	52266.825	2820.129	103	1
10_Peak_7529_lociStitched	chr1	16081542	16128143	10	30734	55548.392	6230.5537	104	1
10_Peak_28331_lociStitched	chr2	105985014	106030241	10	41476	55308.0983	6010.6683	105	1
12_Peak_7520_lociStitched	chr7	44644701	44685335	12	31782	54782.7588	5522.1606	106	1
24_Peak_78762_lociStitched	chr19	2028757	2096726	24	37239	56006.456	6769.7124	107	1
6_Peak_14141_lociStitched	chr11	120039400	120094183	6	33531	55791.0072	6650.6562	108	1
Peak_762	chr20	43963812	43977562	1	13751	51704.125	2564.375	109	1
9_Peak_6322_lociStitched	chr3	50263626	50311758	9	31231	54360.2808	5371.5312	110	1
Peak_734	chr5	149538377	149568771	1	30395	52791.3386	3811.4076	111	1
8_Peak_20035_lociStitched	chr20	30147081	30200833	8	33186	55343.0592	6369.612	112	1
12_Peak_9157_lociStitched	chr16	89877293	89931311	12	32007	54342.108	5968.989	113	1
12_Peak_105141_lociStitched	chr5	1088831	1141099	12	26643	54677.5548	6355.7888	114	1
6_Peak_9498_lociStitched	chr1	235089096	235135119	6	33697	53340.657	5159.1783	115	1
6_Peak_54054_lociStitched	chr1	156059650	156100847	6	27719	52320.19	4317.4456	116	1
16_Peak_8527_lociStitched	chr1	15630628	15699078	16	39697	57703.35	10123.755	117	1
14_Peak_9837_lociStitched	chr6	6677020	6759829	14	41285	56169.3447	8711.5068	118	1
34_Peak_43104_lociStitched	chr3	12405031	12527298	34	56876	62233.903	15295.6017	119	1
18_Peak_15248_lociStitched	chr15	31616332	31697809	18	39004	55469.5416	8595.8235	120	1
15_Peak_747_lociStitched	chr10	104378812	104439411	15	35691	53411.9586	6853.7469	121	1
Peak_1052	chr12	122229173	122245314	1	16142	48584.41	2030.5378	122	1
Peak_21	chr2	219145888	219163812	1	17925	48900.2568	2450.2108	123	1
4_Peak_27139_lociStitched	chr14	105131775	105164531	4	20493	49448.4576	3649.0184	124	1
13_Peak_16426_lociStitched	chr9	132198935	132263534	13	32068	50781.2739	5071.0215	125	1
22_Peak_6583_lociStitched	chr20	35888054	35987723	22	40223	57827.9538	12159.618	126	1
13_Peak_105123_lociStitched	chr3	193531456	193604825	13	39129	55613.702	9985.5209	127	1
27_Peak_77584_lociStitched	chr5	142147090	142255833	27	42988	59721.6556	14103.9671	128	1
15_Peak_12096_lociStitched	chr4	77583231	77630472	15	38819	51483.2418	6004.3311	129	1
5_Peak_24083_lociStitched	chr1	37936470	37965340	5	17916	49344.604	4165.941	130	1
5_Peak_55790_lociStitched	chr14	100607001	100660420	5	27580	50876.2556	5795.9615	131	1
8_Peak_22012_lociStitched	chr12	50631076	50678762	8	37558	50675.9122	5765.2374	132	1
7_Peak_1564_lociStitched	chr11	61721918	61754229	7	26365	48831.6143	3951.6353	133	1
18_Peak_73210_lociStitched	chr10	80807499	80862253	18	35946	51309.9734	6488.349	134	1
17_Peak_57258_lociStitched	chr20	48920134	49007969	17	37866	57496.791	12709.7245	135	1
10_Peak_37052_lociStitched	chr3	185244678	185280060	10	25918	49336.6608	4599.66	136	1
14_Peak_7769_lociStitched	chr3	197220880	197287751	14	30150	52861.5255	8164.9491	137	1
8_Peak_1690_lociStitched	chr20	50348121	50386178	8	30535	49866.0871	5510.6536	138	1
23_Peak_16087_lociStitched	chr15	90541121	90622149	23	43157	51736.378	7584.2208	139	1
9_Peak_7806_lociStitched	chr19	44241795	44289866	9	36739	48671.8875	4811.9071	140	1
5_Peak_7000_lociStitched	chr19	47582840	47618684	5	22518	47600.832	3760.0356	141	1
29_Peak_12507_lociStitched	chr18	2954097	3068171	29	48478	57344.9998	13780.1392	142	1
22_Peak_10263_lociStitched	chr16	81546666	81631618	22	43885	54029.472	10525.5528	143	1
7_Peak_2942_lociStitched	chr10	134201113	134243837	7	24016	48308.0268	4823.5396	144	1
7_Peak_7268_lociStitched	chr1	31885099	31923592	7	26510	48793.7268	5385.1707	145	1
17_Peak_11975_lociStitched	chr1	22212775	22270035	17	39290	51053.016	7655.662	146	1
14_Peak_33036_lociStitched	chr17	48960859	49034473	14	41570	49056.3696	5690.3622	147	1
5_Peak_8679_lociStitched	chr9	130715230	130754685	5	31367	46742.3385	3416.803	148	1
16_Peak_2127_lociStitched	chr19	33517483	33593120	16	41498	50086.8214	6920.7855	149	1
16_Peak_9474_lociStitched	chr16	81476741	81532150	16	27888	50200.554	7064.6475	150	1
14_Peak_59242_lociStitched	chr19	33764433	33831187	14	29994	49397.96	6481.8134	151	1
14_Peak_40107_lociStitched	chr14	50412280	50490905	14	29593	52466.4625	9592.25	152	1
2_Peak_770_lociStitched	chr4	38662993	38678930	2	15714	44846.718	2118.0273	153	1
Peak_748	chr11	65183176	65200374	1	17199	44780.1524	2115.354	154	1
21_Peak_55825_lociStitched	chr2	65577259	65664461	21	43265	53350.1836	10752.0066	155	1
8_Peak_14316_lociStitched	chr2	70293918	70339648	8	21174	48496.665	5926.608	156	1
21_Peak_16730_lociStitched	chr17	70394927	70486010	21	54536	49157.4951	6703.7088	157	1
2_Peak_123_lociStitched	chr20	61272855	61286543	2	13542	45609.7848	3178.3536	158	1
15_Peak_29745_lociStitched	chr3	4753309	4822400	15	37997	51465.8859	9085.4665	159	1
8_Peak_13056_lociStitched	chr11	75012018	75064733	8	35715	48671.7595	6436.5015	160	1
9_Peak_41256_lociStitched	chr7	29488928	29550557	9	31094	51213.699	9010.1598	161	1
18_Peak_22320_lociStitched	chr5	180210861	180260201	18	32445	48313.728	6276.048	162	1
7_Peak_431_lociStitched	chr2	201979997	202023490	7	28728	47742.2661	5745.4253	163	1
10_Peak_17258_lociStitched	chr13	27515792	27566099	10	32301	48038.1543	6137.454	164	1
16_Peak_44520_lociStitched	chr4	77491003	77547120	16	33678	48973.3059	7267.1515	165	1
12_Peak_34495_lociStitched	chr3	141029542	141096365	12	37572	50558.2818	8874.0944	166	1
15_Peak_56533_lociStitched	chr6	2914083	2994693	15	31650	50123.298	8472.111	167	1
7_Peak_3053_lociStitched	chr16	550022	587793	7	21087	45786.0062	4162.3642	168	1
2_Peak_66524_lociStitched	chr19	39886595	39902940	2	15515	43433.5685	1825.7365	169	1
15_Peak_37214_lociStitched	chr6	159191842	159241405	15	44329	47134.413	5665.0509	170	1
17_Peak_14963_lociStitched	chr1	94018008	94090513	17	32831	52080.3415	10745.241	171	1
8_Peak_11774_lociStitched	chr12	48267546	48308244	8	32920	46106.7642	4859.3412	172	1
Peak_2108	chr12	53288781	53307004	1	18224	43255.9351	2013.6415	173	1
15_Peak_10611_lociStitched	chr3	14434881	14500231	15	35706	49679.07	8456.29	174	1
13_Peak_31239_lociStitched	chr6	42054302	42116447	13	33343	46875.9735	5860.2735	175	1
12_Peak_7733_lociStitched	chr14	69402151	69447366	12	33131	46594.0575	5674.4825	176	1
Peak_84	chr1	1092833	1105146	1	12314	42793.8315	1976.2365	177	1
18_Peak_5092_lociStitched	chr17	16346863	16424705	18	37217	47078.8416	6266.281	178	1
20_Peak_101797_lociStitched	chr10	71167849	71240924	20	32202	48960.25	8228.245	179	1
17_Peak_70245_lociStitched	chr10	5529392	5621612	17	30930	51431.094	10706.742	180	1
15_Peak_37854_lociStitched	chr5	150432729	150510422	15	31680	49840.0595	9237.6977	181	1
7_Peak_12749_lociStitched	chr1	20796484	20823719	7	20764	44504.7135	3902.7755	182	1
4_Peak_69596_lociStitched	chr10	43889804	43918042	4	20034	43946.7994	3374.441	183	1
9_Peak_3990_lociStitched	chr18	3583612	3627687	9	24982	45926.15	5372.7425	184	1
16_Peak_852_lociStitched	chr14	75590602	75676722	16	34027	50879.696	10360.236	185	1
17_Peak_41344_lociStitched	chr12	125360081	125426155	17	24311	47718.6428	7301.177	186	1
15_Peak_46141_lociStitched	chr8	22209263	22270451	15	35771	47683.8084	7281.372	187	1
6_Peak_66822_lociStitched	chr5	177630879	177668432	6	23730	44875.835	4649.0614	188	1
20_Peak_13093_lociStitched	chr5	139595321	139656840	20	40180	47972.5162	7769.8497	189	1
19_Peak_21571_lociStitched	chr16	88519652	88601229	19	33300	48701.469	8516.6388	190	1
4_Peak_1148_lociStitched	chr7	2548355	2572143	4	17269	43641.4648	3513.4876	191	1
23_Peak_44938_lociStitched	chr22	38543678	38663881	23	38847	49908.2856	9808.5648	192	1
28_Peak_33463_lociStitched	chr11	8708462	8862550	28	49112	58538.0312	18490.56	193	1
3_Peak_36744_lociStitched	chr2	110855022	110874865	3	18428	42501.7217	2490.2965	194	1
18_Peak_14343_lociStitched	chr5	149838299	149924525	18	35452	49467.8562	9596.9538	195	1
17_Peak_18061_lociStitched	chr14	67875557	67956126	17	33965	49026.2365	9176.8091	196	1
2_Peak_937_lociStitched	chr19	13262662	13284452	2	18765	42111.354	2409.974	197	1
4_Peak_17881_lociStitched	chr12	120105302	120134217	4	28535	43271.2975	3732.9265	198	1
10_Peak_12846_lociStitched	chr13	73613129	73666378	10	33985	45932.5874	6453.7788	199	1
11_Peak_41152_lociStitched	chr14	77470471	77519594	11	27143	45129.3001	5673.7065	200	1
Peak_135	chr12	6439794	6457637	1	17844	41897.1483	2530.1374	201	1
10_Peak_18736_lociStitched	chr2	46513604	46572291	10	31384	47143.2671	7840.5832	202	1
12_Peak_8188_lociStitched	chr11	76448052	76510880	12	31828	47353.4636	8067.1152	203	1
21_Peak_18618_lociStitched	chr16	85924074	86021697	21	33612	50588.2386	11441.4156	204	1
2_Peak_11990_lociStitched	chr11	65609462	65630327	2	15670	41421.198	2587.26	205	1
10_Peak_57821_lociStitched	chr3	124305294	124365201	10	28108	46673.5437	8075.4636	206	1
2_Peak_455_lociStitched	chr18	3440106	3459991	2	14978	41205.697	2630.7855	207	1
21_Peak_69473_lociStitched	chr20	48272825	48334838	21	34451	48295.7244	9736.041	208	1
12_Peak_19038_lociStitched	chr8	22405794	22456567	12	23016	44807.1725	6290.7747	209	1
Peak_1594	chr1	154975129	154992109	1	16981	40042.236	1560.462	210	1
12_Peak_31891_lociStitched	chr8	37445535	37503192	12	31848	45583.6242	7120.6395	211	1
13_Peak_32841_lociStitched	chr16	70429301	70491710	13	26241	45945.5058	7495.3209	212	1
6_Peak_43726_lociStitched	chr16	74758119	74813268	6	24702	44951.9499	6507.582	213	1
Peak_3400	chr15	40630975	40650780	1	19806	40346.746	2077.5445	214	1
Peak_655	chr16	29826395	29843454	1	17060	40416.1828	2215.9641	215	1
7_Peak_1347_lociStitched	chr11	72467138	72501925	7	26140	42321.8642	4164.0039	216	1
17_Peak_27874_lociStitched	chr17	38438446	38512731	17	33071	44058.4335	5972.514	217	1
3_Peak_1107_lociStitched	chr3	5017823	5039051	3	16817	40452.0768	2617.4124	218	1
Peak_440	chr7	100873672	100886144	1	12473	39457.6664	1636.3264	219	1
19_Peak_2145_lociStitched	chr15	60653285	60736321	19	35197	45769.4432	8087.7064	220	1
13_Peak_48038_lociStitched	chr1	169069247	169126775	13	27532	44026.1784	6414.372	221	1
1_Peak_194_lociStitched	chr1	113238486	113250781	1	12296	39493.999	1898.348	222	1
3_Peak_3776_lociStitched	chr7	357906	384442	3	20672	41404.1208	3850.3736	223	1
18_Peak_82215_lociStitched	chr11	59518797	59581490	18	27955	45671.8505	8125.0128	224	1
21_Peak_51728_lociStitched	chr2	69961142	70028635	21	37497	45719.7582	8234.146	225	1
4_Peak_1165_lociStitched	chr13	28525770	28544287	4	18082	39735.6303	2340.5488	226	1
6_Peak_75469_lociStitched	chr9	131900655	131947334	6	25472	40872.1324	3482.2534	227	1
16_Peak_87373_lociStitched	chr4	6916682	7001904	16	32480	47809.542	10422.6506	228	1
1_Peak_223_lociStitched	chr20	60980768	60990219	1	9452	39708.3765	2336.2872	229	1
6_Peak_32019_lociStitched	chr1	43809169	43848780	6	17560	43033.3904	5723.7895	230	1
10_Peak_26276_lociStitched	chr11	74853781	74893859	10	29672	42214.1574	4969.672	231	1
15_Peak_25365_lociStitched	chr1	207099529	207153671	15	42287	43237.8012	6042.2472	232	1
10_Peak_16188_lociStitched	chr10	3783761	3830431	10	21828	42880.396	5796.414	233	1
9_Peak_60663_lociStitched	chr7	139905534	139961047	9	24044	43627.6667	6633.8035	234	1
6_Peak_12043_lociStitched	chr11	67111706	67147512	6	15879	40786.6146	3795.436	235	1
4_Peak_3172_lociStitched	chr1	55258085	55282349	4	16973	40423.824	3622.6152	236	1
2_Peak_4488_lociStitched	chr1	207174681	207207726	2	27188	40681.6995	3896.0055	237	1
14_Peak_27316_lociStitched	chr12	113646251	113710837	14	27729	44254.3272	7479.0588	238	1
11_Peak_42770_lociStitched	chr12	89739576	89785445	11	27769	42763.6687	5995.0783	239	1
20_Peak_9029_lociStitched	chr1	9335840	9406118	20	32744	46299.1464	9578.8914	240	1
3_Peak_10404_lociStitched	chr5	133838585	133867760	3	18761	40267.335	3728.565	241	1
12_Peak_54_lociStitched	chr2	178102136	178161416	12	27329	44596.344	8073.936	242	1
5_Peak_10678_lociStitched	chr2	18555	48501	5	21114	40630.7328	4126.5588	243	1
8_Peak_9704_lociStitched	chr11	1563684	1597439	8	24037	39874.7815	3476.765	244	1
21_Peak_13907_lociStitched	chr2	60692774	60784568	21	36308	46833.2988	10446.1572	245	1
12_Peak_7517_lociStitched	chr20	62512415	62545400	12	22028	43454.439	7118.163	246	1
3_Peak_2951_lociStitched	chr1	3369806	3400836	3	15535	39972.846	3844.617	247	1
1_Peak_419_lociStitched	chr20	62579999	62590823	1	10825	38468.496	2589.1008	248	1
4_Peak_963_lociStitched	chr19	1853199	1883303	4	18408	38030.3832	2369.1848	249	1
7_Peak_178_lociStitched	chr20	49343360	49379917	7	22061	41093.7237	5465.2715	250	1
Peak_233	chr7	73235532	73248624	1	13093	37343.6208	1729.4532	251	1
Peak_760	chr1	1059613	1069331	1	9719	36979.9054	1374.1252	252	1
18_Peak_18519_lociStitched	chr22	25348138	25411153	18	34591	41753.739	6150.264	253	1
5_Peak_1348_lociStitched	chr12	121393563	121424538	5	21175	39118.3275	3515.6625	254	1
15_Peak_96237_lociStitched	chr7	151493149	151594908	15	32563	47440.0458	11854.9235	255	1
8_Peak_2710_lociStitched	chr19	16176942	16209255	8	21617	38979.1719	3444.5658	256	1
16_Peak_20289_lociStitched	chr1	120306333	120361463	16	36097	43971.688	8440.403	257	1
5_Peak_66283_lociStitched	chr17	2286053	2316279	5	22693	38260.0708	2729.4078	258	1
14_Peak_10695_lociStitched	chr11	68063491	68123157	14	30391	42303.194	6957.0556	259	1
30_Peak_83548_lociStitched	chr19	42202188	42289364	30	42454	43012.6384	7741.2288	260	1
13_Peak_15342_lociStitched	chr7	55132468	55208635	13	33375	45441.2322	10191.1446	261	1
7_Peak_50956_lociStitched	chr7	75910292	75949209	7	18938	39438.4878	4502.6969	262	1
16_Peak_52867_lociStitched	chr1	156425896	156480999	16	27582	40473.1535	5603.9751	263	1
18_Peak_106264_lociStitched	chr8	11702731	11760512	18	24429	42162.7957	7343.9651	264	1
18_Peak_7159_lociStitched	chr20	32358035	32431856	18	30442	44048.9907	9249.7713	265	1
10_Peak_2408_lociStitched	chr17	73073130	73124874	10	26441	38771.7792	4036.032	266	1
Peak_185	chr7	104643375	104659198	1	15824	36859.6785	2156.6749	267	1
18_Peak_8831_lociStitched	chr3	195885903	195963233	18	31203	43428.528	8784.688	268	1
12_Peak_11294_lociStitched	chr2	85633170	85699758	12	24161	42642.9552	8010.5364	269	1
11_Peak_53437_lociStitched	chr22	50324843	50364835	11	27845	37948.4088	3319.336	270	1
16_Peak_1483_lociStitched	chr5	131573899	131657576	16	35086	44658.4149	10116.5493	271	1
9_Peak_82594_lociStitched	chr3	53166751	53206502	9	24804	39381.3157	4948.9995	272	1
5_Peak_46931_lociStitched	chr3	39166426	39198030	5	20246	38351.454	4080.0764	273	1
8_Peak_58114_lociStitched	chr15	96860738	96903664	8	38699	38289.992	4035.044	274	1
Peak_1540	chr11	65263170	65277511	1	14342	36076.2196	1857.1595	275	1
19_Peak_15062_lociStitched	chr5	16866860	16937864	19	34624	43205.934	9024.6084	276	1
17_Peak_18824_lociStitched	chr3	42158892	42233262	17	30403	43149.474	8991.333	277	1
9_Peak_25885_lociStitched	chr19	33855239	33897889	9	25964	38657.96	4542.225	278	1
18_Peak_29960_lociStitched	chr9	137212918	137275975	18	39039	39044.8944	4943.6688	279	1
8_Peak_25541_lociStitched	chr7	6402353	6438825	8	24611	39455.4096	5386.9144	280	1
20_Peak_14732_lociStitched	chr11	67856595	67922059	20	29803	41491.0832	7482.5352	281	1
13_Peak_32312_lociStitched	chr14	50327795	50386551	13	22758	40823.6688	6886.2032	282	1
8_Peak_69_lociStitched	chr20	52194296	52241341	8	21931	40134.0895	6224.0535	283	1
16_Peak_13587_lociStitched	chr10	5649883	5706452	16	29683	40554.3161	6703.4265	284	1
15_Peak_25238_lociStitched	chr10	76939802	77023991	15	27331	44544.3999	10725.6786	285	1
4_Peak_15346_lociStitched	chr1	150530880	150553325	4	20892	36408.0345	2679.933	286	1
7_Peak_49465_lociStitched	chr1	16152684	16178239	7	12693	37287.3005	3570.0335	287	1
21_Peak_45025_lociStitched	chr6	7085963	7174711	21	31241	42749.9116	9078.9204	288	1
