REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_630_IP.nodup.bam	Endometrioid_630_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
16_Peak_43748_lociStitched	chr12	53288921	53371320	16	49560	105915.6746	8042.1424	13	KRT18,KRT8	EIF4B,KRT78	KRT18	13	1	ENSG00000170421	KRT8	560.232747258979	1
23_Peak_2297_lociStitched	chr17	55936971	56033898	23	74040	102636.0003	6649.1922	14	CUEDC1	MRPS23,VEZF1	CUEDC1	14	1	ENSG00000180891	CUEDC1	34.1576814027895	1
25_Peak_5185_lociStitched	chr17	76303896	76414239	25	62771	101449.3542	9026.0574	15	SOCS3,PGS1		SOCS3	15	1	ENSG00000184557	SOCS3	54.9015144409157	1
12_Peak_74105_lociStitched	chr20	45933327	45994309	12	37823	96540.6042	7122.6976	16	ZMYND8,LOC100131496	ZMYND8	LOC100131496	16	1	ENSG00000267882		1.64218263588924	1
3_Peak_170_lociStitched	chr11	118777741	118809273	3	23908	93612.2016	4537.4548	17	BCL9L	CXCR5,UPK2,FOXR1	BCL9L	17	1	ENSG00000186174	BCL9L	51.5099097810062	1
9_Peak_1258_lociStitched	chr2	232526190	232581446	9	33188	91741.5368	5558.7536	18	MIR1244-1,PTMA	PTMA,MIR1244-2	PTMA	18	1	ENSG00000187514	PTMA	922.382099240683	1
38_Peak_47385_lociStitched	chr17	75308209	75469442	38	73174	99496.8843	13543.572	19	SEPT9,MIR4316	SEPT9	MIR4316	19	1	ENSG00000200651		3.34917742341827	1
1_Peak_81_lociStitched	chr19	1244058	1271417	1	27360	83382.0243	2938.3566	20	C19orf23,CIRBP,ATP5D,MIDN	ATP5D,STK11,C19orf26,EFNA2,C19orf24	MIDN	20	1	ENSG00000167470	MIDN	95.6445804153529	1
36_Peak_11652_lociStitched	chr20	48837087	48966082	36	67979	94424.34	14137.852	21	LOC284751	CEBPB	LOC284751	21	1	ENSG00000203999	LINC01270	1.24776169183899	1
18_Peak_26631_lociStitched	chr19	3334878	3409653	18	45793	87060.5325	7312.995	22	NFIC		NFIC	22	1	ENSG00000141905	NFIC	122.025751510664	1
13_Peak_2696_lociStitched	chr9	130280139	130347171	13	41258	86739.408	7024.9536	23	FAM129B	STXBP1	FAM129B	23	1	ENSG00000136830	FAM129B	92.1813888476543	1
30_Peak_49864_lociStitched	chr2	113943186	114049541	30	53159	89806.162	10954.565	24	LOC654433,LOC440839,PSD4,PAX8		LOC654433	24	1	ENSG00000125618	PAX8	255.079159125164	1
17_Peak_78149_lociStitched	chr20	30248972	30319586	17	44483	85760.703	7795.7856	25	BCL2L1	COX4I2,TPX2	BCL2L1	25	1	ENSG00000171552	BCL2L1	52.8689294767238	1
20_Peak_70990_lociStitched	chr3	134027342	134102240	20	47147	89375.7834	11466.8838	26	AMOTL2		AMOTL2	26	1	ENSG00000114019	AMOTL2	49.6888434931615	1
6_Peak_107515_lociStitched	chr22	50322955	50364874	6	31949	82555.2786	4925.4825	27	PIM3	CRELD2,ALG12	PIM3	27	1	ENSG00000198355	PIM3	31.4552921734244	1
23_Peak_83102_lociStitched	chr3	127408777	127510244	23	46949	91705.8746	15047.5561	28	MGLL	ABTB1	ABTB1	28	1	ENSG00000114626	ABTB1	23.4659435527848	1
34_Peak_79298_lociStitched	chr10	79594729	79731942	34	59376	90299.8753	14997.3809	29	LOC100128292,DLG5		DLG5	29	1	ENSG00000151208	DLG5	66.4654986658354	1
12_Peak_7950_lociStitched	chr19	45219579	45283699	12	40157	79919.168	6014.456	30	CBLC,BCL3	CEACAM16,CBLC,CEACAM19,BCAM	BCL3	30	1	ENSG00000069399	BCL3	15.6007350409478	1
16_Peak_46932_lociStitched	chr19	39125480	39198351	16	44677	80974.2552	7498.4259	31	ACTN4,EIF3K	CAPN12,MAP4K1	ACTN4	31	1	ENSG00000130402	ACTN4	381.617471962806	1
19_Peak_7288_lociStitched	chr14	35799740	35885732	19	46802	82509.324	9261.3384	32	NFKBIA	PSMA6	NFKBIA	32	1	ENSG00000100906	NFKBIA	91.0282754423195	1
13_Peak_798_lociStitched	chr22	39826986	39899370	13	44707	80664.7296	7462.7904	33	MGAT3,TAB1,SMCR7L	ATF4,RPS19BP1	MGAT3	33	1	ENSG00000128268	MGAT3	8.26957388498338	1
5_Peak_9971_lociStitched	chr20	60924836	60957948	5	29418	76260.2472	3791.324	34	LAMA5	RPS21,C20orf151,ADRM1,CABLES2	LAMA5	34	1	ENSG00000130702	LAMA5	169.244292649164	1
45_Peak_47242_lociStitched	chr11	95931355	96077466	45	51553	92795.0961	24678.1479	35	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	35	1	ENSG00000266192	MIR1260B	0.479313907334105	1
5_Peak_54661_lociStitched	chr19	13254375	13293219	5	25492	71853.6312	3915.4752	36	STX10,IER2	TRMT1,NACC1,LYL1	IER2	36	1	ENSG00000160888	IER2	73.6196528020863	1
39_Peak_50736_lociStitched	chr22	43290912	43430288	39	49646	82482.7168	15219.8592	37	PACSIN2	ARFGAP3	PACSIN2	37	1	ENSG00000100266	PACSIN2	43.0152641520523	1
8_Peak_33367_lociStitched	chr8	55358301	55390206	8	17003	71157.7215	4635.7965	38	SOX17		SOX17	38	1	ENSG00000164736	SOX17	42.9704456391019	1
10_Peak_17671_lociStitched	chr11	65235986	65289819	10	32719	72238.5027	5819.3473	39	MALAT1	LTBP3,SCYL1,SSSCA1,MIR612,FAM89B,NEAT1	MALAT1	39	1	ENSG00000251562	MALAT1	20699.8595193961	1
15_Peak_18316_lociStitched	chr1	201399691	201487671	15	42091	75733.184	9352.274	40	PHLDA3,CSRP1	CSRP1,RPS10P7,TNNI1,LAD1	PHLDA3	40	1	ENSG00000159176	CSRP1	65.6861876089153	1
29_Peak_38995_lociStitched	chr14	77473207	77591841	29	50053	73920.8454	8126.429	41	KIAA1737,C14orf4	ZDHHC22	KIAA1737	41	1	ENSG00000119669	IRF2BPL	27.3042961944847	1
4_Peak_56983_lociStitched	chr19	12868259	12907641	4	20000	69387.1458	4107.5426	42	HOOK2,PRDX2,JUNB,BEST2	ASNA1,RNASEH2A,RTBDN,TNPO2,C19orf43,MAST1	HOOK2	42	1	ENSG00000095066	HOOK2	74.3572531134399	1
Peak_300	chr14	105931872	105951903	1	20032	67388.2902	2189.3883	43	MTA1,CRIP2	CRIP1,C14orf80,TMEM121	CRIP2	43	1	ENSG00000182809	CRIP2	50.3602675006035	1
10_Peak_458_lociStitched	chr10	134188866	134243914	10	27458	70610.0696	5477.276	44	PWWP2B,LRRC27	LRRC27,C10orf91	PWWP2B	44	1	ENSG00000171813	PWWP2B	11.7718960280876	1
8_Peak_11436_lociStitched	chr1	205239426	205294642	8	40499	71040.9056	6106.8896	45	NUAK2,TMCC2	KLHDC8A	NUAK2	45	1	ENSG00000163545	NUAK2	22.16122419795	1
9_Peak_4143_lociStitched	chr6	42055369	42111601	9	31026	72910.4112	8114.2776	46	C6orf132	TAF8,CCND3,GUCA1A	C6orf132	46	1	ENSG00000188112	C6orf132	41.5132609026166	1
9_Peak_31091_lociStitched	chr1	156055858	156101125	9	31095	68928.0609	4757.5617	47	LMNA	ROBLD3,RAB25,SEMA4A,UBQLN4,MEX3A	LMNA	47	1	ENSG00000160789	LMNA	177.908779312497	1
15_Peak_44988_lociStitched	chr6	39135160	39199937	15	41781	73541.3281	9431.5312	48	KCNK5		KCNK5	48	1	ENSG00000164626	KCNK5	15.4879349922237	1
12_Peak_11816_lociStitched	chr19	1150691	1214890	12	38437	69148.7429	5540.3737	49	SBNO2,STK11	SBNO2,ATP5D,C19orf26,MIDN,GPX4	SBNO2	49	1	ENSG00000064932	SBNO2	57.0415508509097	1
15_Peak_62719_lociStitched	chr12	58225039	58294462	15	35390	71151.6327	7671.2415	50	CTDSP2	XRCC6BP1,AVIL,TSFM,MIR26A2	CTDSP2	50	1	ENSG00000175215	CTDSP2	96.8835501093696	1
21_Peak_23_lociStitched	chr2	28599923	28675510	21	30173	71807.65	8337.2461	51	FOSL2	PLB1	FOSL2	51	1	ENSG00000075426	FOSL2	164.758793831088	1
Peak_238	chr22	46464732	46478319	1	13588	63940.422	1349.1891	52		LOC400931,C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	52	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
16_Peak_2633_lociStitched	chr9	130789050	130867656	16	45086	70965.4968	8740.9872	53	SLC25A25,NAIF1	LCN2,LOC100289019,LOC389791,PTGES2,FAM102A	NAIF1	53	1	ENSG00000171169	NAIF1	3.72808659578541	1
35_Peak_10864_lociStitched	chr15	71787217	71865812	35	45607	71332.822	9258.491	54	THSD4		NR2E3	54	1	ENSG00000278570	NR2E3	1.09515524008054	1
17_Peak_3347_lociStitched	chr12	52402327	52488578	17	38309	70467.067	8857.9777	55	GRASP,C12orf44,NR4A1	C12orf44	NR4A1	55	1	ENSG00000123358	NR4A1	88.5410137850284	1
19_Peak_75134_lociStitched	chr6	16216684	16280300	19	37271	70321.1264	9307.0208	56	GMPR		GMPR	56	1	ENSG00000137198	GMPR	23.6292049560172	1
16_Peak_21926_lociStitched	chr22	38597138	38640149	16	31071	64731.555	4159.1637	57	TMEM184B,MAFF	MAFF,PLA2G6	MAFF	57	1	ENSG00000185022	MAFF	19.6883428171387	1
11_Peak_21680_lociStitched	chr15	31616932	31659665	11	34211	65210.558	4888.6552	58	KLF13		KLF13	58	1	ENSG00000169926	KLF13	40.9962538071668	1
13_Peak_20999_lociStitched	chr2	235859480	235918199	13	39835	66458.1642	6282.933	59	SH3BP4		SH3BP4	59	1	ENSG00000130147	SH3BP4	27.1795046787537	1
19_Peak_42487_lociStitched	chr22	25505879	25574521	19	42250	67282.8884	7228.0026	60	KIAA1671	CRYBB3,CRYBB2	CRYBB3	60	1	ENSG00000100053	CRYBB3	0.589677129027168	1
14_Peak_12494_lociStitched	chr11	19732747	19802237	14	38147	66856.329	7901.013	61	NAV2,LOC100126784	NAV2	LOC100126784	61	1	ENSG00000166833	NAV2	51.2373705758157	2
16_Peak_78818_lociStitched	chr1	235089828	235154418	16	36743	65591.145	6801.327	62			SNORA14B	62	1	ENSG00000238005		0.488103006042658	1
14_Peak_1483_lociStitched	chr11	114014501	114071642	14	28868	67712.085	9045.4203	63	ZBTB16		ZBTB16	63	1	ENSG00000109906	ZBTB16	3.6949109307508	1
20_Peak_33914_lociStitched	chr11	34607278	34678866	20	45885	65968.342	8010.6972	64	EHF		EHF	64	1	ENSG00000135373	EHF	47.2711464147324	1
9_Peak_75903_lociStitched	chr17	73671204	73721149	9	31899	61642.119	3875.732	65	SAP30BP,ITGB4	GALK1,RECQL5,LOC643008,LOC100130933	ITGB4	65	1	ENSG00000132470	ITGB4	67.877673663752	1
Peak_4640	chr17	46631280	46667139	1	35860	59371.7463	2133.6105	66	HOXB3,HOXB4,MIR10A	HOXB1,LOC404266,MIR196A1,HOXB2,HOXB5,HOXB9,HOXB6,HOXB8,HOXB7	HOXB3	66	1	ENSG00000120093	HOXB3	39.1205771098268	1
15_Peak_73181_lociStitched	chrX	106915549	106991601	15	32496	65168.9588	7977.8548	67	TSC22D3	PRPS1	TSC22D3	67	1	ENSG00000157514	TSC22D3	28.9642546860467	1
8_Peak_56011_lociStitched	chr7	73223062	73270591	8	26465	61531.0434	4415.4441	68	CLDN4,WBSCR27	WBSCR28,CLDN3	CLDN4	68	1	ENSG00000189143	CLDN4	95.3607598614864	1
10_Peak_7059_lociStitched	chr19	44239903	44289904	10	31179	61836.2367	5280.1056	69	C19orf61,KCNN4	ZNF283,LYPD5,IRGC	C19orf61	69	1	ENSG00000104783	KCNN4	6.93160834108338	1
13_Peak_53225_lociStitched	chr3	50264371	50312226	13	34605	59158.351	3010.0795	70	GNAI2,SEMA3B	GNAT1,HYAL3,SLC38A3,HYAL1,C3orf45,NAT6,HYAL2,IFRD2	GNAI2	70	1	ENSG00000114353	GNAI2	127.917817203965	1
29_Peak_66871_lociStitched	chr11	128286918	128396296	29	36475	73020.7528	17577.0446	71	ETS1		ETS1	71	1	ENSG00000134954	ETS1	17.9591670655342	1
21_Peak_65212_lociStitched	chr19	2027214	2093577	21	33831	62314.857	6934.9335	72	MKNK2,MOBKL2A	BTBD2,IZUMO4	MKNK2	72	1	ENSG00000099875	MKNK2	64.5326538904264	1
9_Peak_66073_lociStitched	chr12	48193265	48230494	9	31063	59037.7482	3890.4305	73	HDAC7	RAPGEF3,SLC48A1,HDAC7	HDAC7	73	1	ENSG00000061273	HDAC7	84.4115852748388	1
20_Peak_16974_lociStitched	chr14	103557436	103638724	20	36145	63071.3592	8031.2544	74	C14orf73,TNFAIP2	LOC100131366,CDC42BPB	TNFAIP2	74	1	ENSG00000185215	TNFAIP2	235.685495577713	1
5_Peak_47_lociStitched	chr1	150531522	150553215	5	20201	57707.7186	2757.1803	75	MCL1,ADAMTSL4	MIR4257,MCL1,ENSA	MCL1	75	1	ENSG00000143384	MCL1	147.30744040547	1
10_Peak_383_lociStitched	chr19	16180377	16231215	10	32309	60009.1752	5200.7274	76	TPM4,RAB8A	HSH2D,FLJ25328	RAB8A	76	1	ENSG00000167461	RAB8A	40.7344516148082	1
4_Peak_1531_lociStitched	chr2	66652519	66674472	4	17179	56691.4272	2280.9167	77	MEIS1		MEIS1	77	1	ENSG00000143995	MEIS1	60.6970443984811	1
25_Peak_47867_lociStitched	chr22	31610675	31691884	25	39633	62912.6123	8640.6376	78	PIK3IP1,LIMK2		LIMK2	78	1	ENSG00000182541	LIMK2	57.1705570670255	1
4_Peak_76202_lociStitched	chr7	5451216	5479030	4	15795	56709.9646	2967.7538	79	TNRC18		TNRC18	79	1	ENSG00000182095	TNRC18	116.868664254118	1
13_Peak_43659_lociStitched	chr6	2837666	2873762	13	23377	58183.1424	5298.8928	80	MGC39372,SERPINB1	SERPINB9	SERPINB1	80	1	ENSG00000021355	SERPINB1	60.6338622594594	1
25_Peak_78152_lociStitched	chr3	186647706	186743935	25	36779	63193.5843	10450.4694	81	ST6GAL1	ST6GAL1	ST6GAL1	81	1	ENSG00000073849	ST6GAL1	40.4745128950862	1
7_Peak_4707_lociStitched	chr8	142215435	142251091	7	20263	59770.1528	7213.2088	82	SLC45A4		SLC45A4	82	1	ENSG00000022567	SLC45A4	45.0961710860966	1
17_Peak_51661_lociStitched	chr15	66992940	67073424	17	38241	60805.662	8619.8364	83	SMAD6	SMAD6	SMAD6	83	1	ENSG00000137834	SMAD6	12.4532183221601	1
12_Peak_57592_lociStitched	chr11	121315927	121354054	12	29406	57278.1921	5558.9166	84	SORL1		SORL1	84	1	ENSG00000137642	SORL1	90.0970074768939	1
7_Peak_39292_lociStitched	chr18	3578390	3626935	7	28724	56744.2505	5165.188	85	FLJ35776,DLGAP1		FLJ35776	85	1	ENSG00000177337	DLGAP1-AS1	11.4284340034271	1
17_Peak_27754_lociStitched	chr19	13112144	13172873	17	41479	57601.4565	6151.8477	86	NFIX	GADD45GIP1,LYL1,DAND5	NFIX	86	1	ENSG00000008441	NFIX	56.1964046092469	1
16_Peak_51718_lociStitched	chr17	17579116	17657557	16	38169	56265.7293	4879.0302	87	RAI1	SMCR5	RAI1	87	1	ENSG00000108557	RAI1	35.3256518459643	1
27_Peak_16224_lociStitched	chr5	142180299	142261003	27	48428	60624.8448	9369.7344	88	ARHGAP26		ARHGAP26	88	1	ENSG00000145819	ARHGAP26	50.2594868547476	1
17_Peak_11757_lociStitched	chr6	6677222	6760200	17	34423	63511.3612	12446.7	89			LY86-AS1	89	1	ENSG00000261211		1.3902355637383	1
5_Peak_22252_lociStitched	chr10	119291270	119313979	5	22062	53309.3775	2468.4683	90	EMX2,EMX2OS	EMX2	EMX2	90	1	ENSG00000170370	EMX2	22.2969589280794	1
12_Peak_16712_lociStitched	chr12	6162369	6217450	12	26725	57917.6715	7832.5182	91	VWF		VWF	91	1	ENSG00000110799	VWF	30.7046445910943	1
Peak_203	chr11	65183477	65196381	1	12905	51450.8288	1491.7024	92	NEAT1	FRMD8,SLC25A45,MIR612	NEAT1	92	1	ENSG00000245532	NEAT1	2115.87873530667	1
15_Peak_48374_lociStitched	chr14	93471934	93553490	15	35574	58076.0276	8473.6684	93	ITPK1,ITPK1-AS1	ITPK1	ITPK1-AS1	93	1	ENSG00000258730	ITPK1-AS1	2.69132465125628	1
9_Peak_6384_lociStitched	chr17	79010873	79050055	9	32951	52899.6182	3346.1428	94	BAIAP2	MIR657,FLJ90757,CHMP6,MIR3065,MIR338	BAIAP2	94	1	ENSG00000175866	BAIAP2	28.0539533631079	1
19_Peak_15281_lociStitched	chrX	23770652	23841585	19	30611	57370.6104	7958.6826	95	SAT1	SAT1,ACOT9	SAT1	95	1	ENSG00000130066	SAT1	207.138042069205	1
13_Peak_24842_lociStitched	chr1	234719593	234769172	13	19565	54373.2893	5389.2373	96	IRF2BP2,NCRNA00184		IRF2BP2	96	1	ENSG00000168264	IRF2BP2	93.3315632379749	1
27_Peak_14967_lociStitched	chr21	33778396	33871912	27	40863	55258.6044	6321.6816	97	C21orf63	URB1,C21orf119,SNORA80	C21orf63	97	1	ENSG00000166979	EVA1C	8.84461414178274	2
5_Peak_58463_lociStitched	chr11	62305604	62329200	5	22968	51292.9848	2638.0328	98	AHNAK,EEF1G	TUT1,MTA2	AHNAK	98	1	ENSG00000124942	AHNAK	562.993455668991	1
18_Peak_11790_lociStitched	chr1	9350599	9445573	18	48134	54762.0084	6353.7606	99	SPSB1		SPSB1	99	1	ENSG00000171621	SPSB1	10.578849126461	1
36_Peak_56563_lociStitched	chr1	39542300	39681610	36	42228	63511.429	15170.859	100	MACF1		MACF1	100	1	ENSG00000127603	MACF1	310.770586597675	1
14_Peak_42947_lociStitched	chr14	100026386	100092272	14	31231	54955.5126	6674.2518	101	CCDC85C	HHIPL1	CCDC85C	101	1	ENSG00000205476	CCDC85C	36.5105921133758	1
Peak_228	chr19	39891477	39905709	1	14233	49504.5888	1292.2656	102	ZFP36,PLEKHG2	SUPT5H,RPS16,MED29,PAF1	ZFP36	102	1	ENSG00000128016	ZFP36	71.1403336376348	1
18_Peak_55392_lociStitched	chr14	75688540	75777954	18	37559	54372.6534	6196.3902	103	FOS	TMED10	FOS	103	1	ENSG00000170345	FOS	208.009800545971	1
8_Peak_47448_lociStitched	chr22	50707999	50746183	8	27577	51567.492	3726.7584	104	MAPK11,PLXNB2	FAM116B,TUBGCP6,MAPK12,HDAC10,PPP6R2	MAPK11	104	1	ENSG00000196576	PLXNB2	224.035339681892	1
22_Peak_60954_lociStitched	chr11	72886362	72971493	22	43718	55922.5539	8649.3096	105	P2RY2	P2RY6,ARHGEF17,FCHSD2	P2RY2	105	1	ENSG00000175591	P2RY2	2.10874134067076	1
22_Peak_82793_lociStitched	chr2	11621431	11694772	22	31364	55423.7937	8162.8533	106	GREB1	E2F6	GREB1	106	1	ENSG00000196208	GREB1	28.3276504690895	1
13_Peak_42608_lociStitched	chr6	11196837	11234476	13	30491	52946.7813	5762.5309	107	NEDD9		NEDD9	107	1	ENSG00000111859	NEDD9	28.5702450359121	1
10_Peak_5890_lociStitched	chr1	16465266	16514338	10	31789	50185.9344	3228.9376	108	EPHA2	ARHGEF19,C1orf89	EPHA2	108	1	ENSG00000142627	EPHA2	30.9695541992627	1
7_Peak_93082_lociStitched	chr2	232461951	232511829	7	24221	51663.6324	4858.1172	109		C2orf57	C2orf57	109	1	ENSG00000187514	PTMA	922.382099240683	3
13_Peak_23156_lociStitched	chr6	37093355	37141599	13	23074	53531.5424	6763.8088	110	PIM1		PIM1	110	1	ENSG00000137193	PIM1	25.959359294396	1
14_Peak_32620_lociStitched	chr1	204014003	204101374	14	36330	55113.6268	8920.5791	111	ETNK2,SOX13	C1orf157,REN	SOX13	111	1	ENSG00000143842	SOX13	30.3350741166416	1
12_Peak_4082_lociStitched	chr19	33512292	33569321	12	34855	51731.0059	5691.4942	112	RHPN2	GPATCH1,CCDC123,C19orf40	RHPN2	112	1	ENSG00000131941	RHPN2	41.143642633416	1
13_Peak_21020_lociStitched	chr6	31141232	31185270	13	24717	51885.5716	6081.6478	113	HCG27,PSORS1C3	POU5F1,CCHCR1,PSORS1C2,TCF19	HCG27	113	1	ENSG00000204528	PSORS1C3	4.71389810473101	1
6_Peak_14649_lociStitched	chr1	229293766	229316485	6	20975	47659.9182	2015.1753	114			RAB4A	114	1	ENSG00000168118	RAB4A	17.4794067937524	1
17_Peak_11702_lociStitched	chr22	39630880	39706786	17	34548	53711.0856	8182.6668	115	PDGFB	SNORD83A,SYNGR1,RNU86,RPL3,SNORD83B,SNORD43	PDGFB	115	1	ENSG00000100311	PDGFB	7.905819640862	1
Peak_10	chr12	6480801	6489442	1	8642	46292.4293	1241.7117	116	SCNN1A	LTBR,TNFRSF1A	SCNN1A	116	1	ENSG00000111319	SCNN1A	105.093359494062	1
25_Peak_8829_lociStitched	chr6	7127788	7220420	25	30000	59645.7448	15052.7	117	RREB1	RREB1	RREB1	117	1	ENSG00000124782	RREB1	80.6283453785879	1
6_Peak_684_lociStitched	chr3	50628067	50665834	6	20341	50339.6343	5797.2345	118	CISH,MAPKAPK3	C3orf18,HEMK1,CISH,DOCK3	CISH	118	1	ENSG00000114737	CISH	6.84689968180901	1
18_Peak_761_lociStitched	chr15	60661724	60719913	18	30563	51322.698	6976.8611	119	ANXA2,NARG2	ANXA2	ANXA2	119	1	ENSG00000182718	ANXA2	217.99673473381	1
8_Peak_99792_lociStitched	chr9	91137534	91161667	8	19424	46441.5452	2447.0862	120	NXNL2		NXNL2	120	1	ENSG00000130045	NXNL2	1.91725562933642	1
16_Peak_85884_lociStitched	chr6	44002046	44055367	16	31596	51870.6688	7918.1685	121		C6orf223,TMEM63B,MRPL14	C6orf223	121	1	ENSG00000181577	C6orf223	1.83756425804295	1
9_Peak_21046_lociStitched	chr11	67112018	67153491	9	24163	48046.4705	4267.5717	122	LOC100130987,CLCF1,POLD4	PPP1CA,RAD9A,TBC1D10C,SSH3,CARNS1,RPS6KB2	CLCF1	122	1	ENSG00000175482	POLD4	33.8678289335435	1
15_Peak_319_lociStitched	chr11	114150043	114192710	15	23823	50099.5914	6353.1163	123	NNMT		NNMT	123	1	ENSG00000166741	NNMT	34.1411315952022	1
9_Peak_11932_lociStitched	chr11	76463242	76510895	9	27015	51179.322	7443.3986	124	TSKU	GUCY2E	TSKU	124	1	ENSG00000182704	TSKU	14.723753783305	1
15_Peak_382_lociStitched	chr9	33129812	33188273	15	28188	49668.4656	5951.3298	125	B4GALT1		B4GALT1	125	1	ENSG00000086062	B4GALT1	114.550872613194	1
11_Peak_3473_lociStitched	chr6	6780934	6828015	11	23256	50626.1993	7151.6039	126			LY86-AS1	126	1	ENSG00000124783	SSR1	110.99654006533	3
17_Peak_10364_lociStitched	chr2	20765693	20836186	17	33060	50874.7981	7768.3286	127	HS1BP3	GDF7	HS1BP3	127	1	ENSG00000118960	HS1BP3	14.8533866828827	1
9_Peak_2890_lociStitched	chr20	31033954	31073305	9	24297	47343.1881	4356.1557	128	C20orf112		C20orf112	128	1	ENSG00000236772		2.1605013011169	1
30_Peak_13755_lociStitched	chr5	167695684	167793520	30	40480	53310.8364	10468.452	129	WWC1		WWC1	129	1	ENSG00000113645	WWC1	56.1964046092469	1
14_Peak_4626_lociStitched	chr5	10533351	10608297	14	23937	54268.3986	11504.211	130	ANKRD33B		ANKRD33B	130	1	ENSG00000164236	ANKRD33B	9.44400183911531	1
13_Peak_47274_lociStitched	chr1	22217028	22284958	13	41650	47136.627	4469.794	131	HSPG2	CELA3A,CELA3B	HSPG2	131	1	ENSG00000142798	HSPG2	182.954321741821	1
13_Peak_10028_lociStitched	chr2	206598213	206641294	13	26066	47544.1916	4984.4717	132	NRP2		NRP2	132	1	ENSG00000118257	NRP2	46.7398057122317	1
9_Peak_77359_lociStitched	chr14	105110264	105165315	9	25411	48356.7984	5884.9519	133	INF2	ADSSL1,TMEM179	INF2	133	1	ENSG00000203485	INF2	88.4515693540752	1
40_Peak_28143_lociStitched	chr14	70077082	70194124	40	50302	50550.4398	8263.1652	134	KIAA0247	SRSF5,C14orf162,LOC100289511	KIAA0247	134	1	ENSG00000100647	SUSD6	30.3260341625216	1
4_Peak_32571_lociStitched	chr10	81947034	81968568	4	19009	44784.2598	2545.3188	135	ANXA11	ANXA11	ANXA11	135	1	ENSG00000122359	ANXA11	189.687744666363	1
13_Peak_21336_lociStitched	chr14	105483702	105561110	13	23027	50392.608	8243.952	136	GPR132,CDCA4	AHNAK2,C14orf79	GPR132	136	1	ENSG00000183484	GPR132	3.37884135753498	1
13_Peak_11113_lociStitched	chr12	26254041	26307911	13	21198	48229.811	6103.471	137	BHLHE41	SSPN,RASSF8	BHLHE41	137	1	ENSG00000123095	BHLHE41	24.4163417892988	1
