REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_3724_IP.nodup.bam	Mucinous_3724_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
65_Peak_35130_lociStitched	chr11	126180586	126357944	65	59475	89299.753	16884.4816	49	KIRREL3,DCPS,ST3GAL4,FLJ39051	FOXRED1,TIRAP,SRPR	ST3GAL4	49	1	ENSG00000110080	ST3GAL4	12.4711521095288	1
42_Peak_177083_lociStitched	chr17	71260741	71415468	42	39717	91304.4027	19402.7658	50	CDC42EP4,SDK2	C17orf80,FAM104A,CPSF4L	CDC42EP4	50	1	ENSG00000179604	CDC42EP4	44.1146933366132	1
22_Peak_164796_lociStitched	chr14	69203131	69291819	22	28436	81051.9632	10074.9568	51	C14orf181,ZFP36L1		ZFP36L1	51	1	ENSG00000185650	ZFP36L1	374.570349120322	1
54_Peak_68213_lociStitched	chr16	84940101	85091673	54	41098	86774.97	16066.632	52	KIAA0513,CRISPLD2,ZDHHC7		ZDHHC7	52	1	ENSG00000153786	ZDHHC7	35.395397452777	1
30_Peak_17893_lociStitched	chr6	39134163	39197813	30	44254	77767.57	7472.51	53	KCNK5		KCNK5	53	1	ENSG00000164626	KCNK5	15.4879349922237	1
39_Peak_18646_lociStitched	chr14	75662420	75785227	39	36420	83668.4091	13594.7349	54	FOS	TMED10	FOS	54	1	ENSG00000170345	FOS	208.009800545971	1
28_Peak_711_lociStitched	chr5	141186006	141263196	28	36856	76796.331	7526.025	55	PCDH1	KIAA0141,LOC729080	PCDH1	55	1	ENSG00000156453	PCDH1	32.9476448420327	1
69_Peak_35630_lociStitched	chr18	46351038	46550628	69	54083	85384.602	17543.961	56	SMAD7,KIAA0427		SMAD7	56	1	ENSG00000101665	SMAD7	5.30333445315953	1
43_Peak_50018_lociStitched	chr7	2472086	2588450	43	48773	83723.898	16244.4144	57	LFNG,CHST12,C7orf27	IQCE	LFNG	57	1	ENSG00000106003	LFNG	6.37476302027253	1
26_Peak_56405_lociStitched	chr19	14443393	14541169	26	23478	93503.1888	26888.4	58	CD97,DDX39	PKN1,PTGER1	CD97	58	1	ENSG00000123136	DDX39A	46.7745410908211	1
28_Peak_37830_lociStitched	chr17	43447564	43546768	28	30756	76793.8164	10674.3504	59	ARHGAP27,PLEKHM1,SH3D20	MIR4315-1	ARHGAP27	59	1	ENSG00000159314	ARHGAP27	26.7795721637649	1
32_Peak_14142_lociStitched	chr14	77464023	77534919	32	29233	72562.056	7649.6784	60	C14orf4	KIAA1737	C14orf4	60	1	ENSG00000119669	IRF2BPL	27.3042961944847	1
17_Peak_84652_lociStitched	chr19	47569922	47628638	17	21517	72813.7116	8038.2204	61	ZC3H4	NPAS1,SAE1,TMEM160	ZC3H4	61	1	ENSG00000130749	ZC3H4	41.4366432523609	1
58_Peak_58585_lociStitched	chr17	80788025	80944226	58	43621	83364.4737	18744.12	62	ZNF750,TBCD,B3GNTL1		ZNF750	62	1	ENSG00000141579	ZNF750	2.58912244930984	1
48_Peak_39673_lociStitched	chr1	27813201	27927047	48	50710	75240.8214	11054.4466	63	WASF2,AHDC1	FGR	WASF2	63	1	ENSG00000158195	WASF2	119.250237253214	1
33_Peak_31333_lociStitched	chr3	37947435	38061993	33	33501	77441.208	13575.123	64	PLCD1,MIR26A1,CTDSPL,VILL	PLCD1,DLEC1	MIR26A1	64	1	ENSG00000136059	VILL	11.1727343791568	1
28_Peak_137517_lociStitched	chr17	27388060	27508569	28	28904	79668.4999	15931.2898	65	TIAF1,MYO18A	PIPOX,MYO18A	TIAF1	65	1	ENSG00000196535	MYO18A	91.8412170250396	1
74_Peak_96433_lociStitched	chr16	85547240	85708128	74	55321	78754.676	15557.8696	66	KIAA0182	GINS2	KIAA0182	66	1	ENSG00000260417		1.43083082725017	1
23_Peak_10096_lociStitched	chr19	54929201	54983162	23	25050	69690.6315	7036.5144	67	TTYH1,LENG9,LENG8,CDC42EP5	LAIR2,TTYH1	LENG8	67	1	ENSG00000167615	LENG8	154.566389976424	1
Peak_989	chr11	61519616	61541783	1	22168	64532.5704	2194.533	68	C11orf9,DKFZP434K028	MIR611,FEN1,FADS1,MIR1908,C11orf10	DKFZP434K028	68	1	ENSG00000124920	MYRF	39.5926072346813	2
65_Peak_120402_lociStitched	chr9	124360115	124549564	65	55279	77977.2084	15743.2119	69	DAB2IP		DAB2IP	69	1	ENSG00000136848	DAB2IP	35.2881531017714	1
34_Peak_15516_lociStitched	chr15	31588940	31698688	34	36071	74244.522	12182.028	70	KLF13		KLF13	70	1	ENSG00000169926	KLF13	40.9962538071668	1
31_Peak_67832_lociStitched	chr10	104353319	104439504	31	36824	70128.7345	8239.286	71	SUFU,ARL3,TRIM8	SFXN2	TRIM8	71	1	ENSG00000171206	TRIM8	51.1955553646589	1
82_Peak_48967_lociStitched	chr16	81546806	81804497	82	68506	88877.6259	27547.1679	72	CMIP	PLCG2	PLCG2	72	1	ENSG00000197943	PLCG2	9.24212488972803	1
27_Peak_9688_lociStitched	chr19	56577552	56673229	27	36373	72216.9996	11318.5891	73	ZNF444,ZNF787	GALP,ZSCAN5B	ZNF787	73	1	ENSG00000167685	ZNF444	25.1467951950076	1
37_Peak_23016_lociStitched	chr17	73675607	73768082	37	29183	72666.855	11929.275	74	SAP30BP,ITGB4,GALK1	RECQL5,LOC643008,H3F3B,LOC100130933,UNK	ITGB4	74	1	ENSG00000132470	ITGB4	67.877673663752	1
26_Peak_141739_lociStitched	chr17	38467190	38532501	26	31685	69066.3825	8836.5783	75	GJD3,RARA	CDC6,RARA,TOP2A	RARA	75	1	ENSG00000131759	RARA	12.4457086969	1
67_Peak_99976_lociStitched	chr10	126276480	126435517	67	58671	75558.4787	15665.1445	76	FAM53B,LHPP	METTL10	FAM53B	76	1	ENSG00000189319	FAM53B	26.527093593062	1
24_Peak_40751_lociStitched	chr17	36057614	36106570	24	22838	66922.852	7030.0816	77	HNF1B		HNF1B	77	1	ENSG00000275410	HNF1B	20.9507965030758	1
32_Peak_39150_lociStitched	chr18	11971138	12093204	32	34622	73923.1696	14135.2428	78	IMPA2		IMPA2	78	1	ENSG00000141401	IMPA2	13.1483677728546	1
33_Peak_94364_lociStitched	chr17	55928813	56043381	33	33001	75248.2624	16050.9768	79	CUEDC1	MRPS23,VEZF1,SRSF1	CUEDC1	79	1	ENSG00000180891	CUEDC1	34.1576814027895	1
Peak_232	chr22	50734021	50746209	1	12189	60431.7604	1345.5552	80	PLXNB2	FAM116B,MAPK12,HDAC10,MAPK11,PPP6R2	PLXNB2	80	1	ENSG00000196576	PLXNB2	224.035339681892	1
21_Peak_28696_lociStitched	chr1	33177354	33244355	21	29919	64555.4635	6123.8914	81	YARS,KIAA1522	KIAA1522,SYNC,S100PBP	KIAA1522	81	1	ENSG00000162522	KIAA1522	76.3843674173869	1
27_Peak_3376_lociStitched	chr17	77758263	77844833	27	31242	68987.633	10570.197	82	CBX2,CBX8,CBX4		CBX4	82	1	ENSG00000141582	CBX4	11.858729461293	1
35_Peak_63702_lociStitched	chr11	72394807	72502015	35	37610	68291.496	10399.176	83	ARAP1,STARD10	PDE2A,ATG16L2,ARAP1	ARAP1	83	1	ENSG00000186635	ARAP1	76.9771119636819	1
20_Peak_73547_lociStitched	chr2	42238282	42300239	20	26358	64038.7552	6635.5947	84	PKDCC		PKDCC	84	1	ENSG00000162878	PKDCC	28.139924124008	1
48_Peak_37824_lociStitched	chr15	67293283	67443573	48	36644	74258.289	16982.77	85	SMAD3	SMAD3	SMAD3	85	1	ENSG00000166949	SMAD3	53.3746952468293	1
37_Peak_133057_lociStitched	chr5	133838808	133923135	37	26304	66036.4737	9360.297	86	PHF15	SAR1B	PHF15	86	1	ENSG00000043143	JADE2	32.4501058619068	1
66_Peak_196327_lociStitched	chr5	1053307	1217304	66	52598	70863.1037	14349.7375	87	SLC6A19,SLC12A7	SLC6A18,NKD2	SLC12A7	87	1	ENSG00000113504	SLC12A7	69.7925001998584	1
13_Peak_47645_lociStitched	chr11	62303187	62344823	13	21020	60347.2184	4604.9416	88	AHNAK,EEF1G,TUT1	ROM1,MTA2,B3GAT3,EML3	AHNAK	88	1	ENSG00000254772	EEF1G	849.543648697324	1
59_Peak_15658_lociStitched	chr1	22140742	22284870	59	48458	68633.7536	13274.1888	89	HSPG2,LDLRAD2	CELA3A,USP48,CELA3B	HSPG2	89	1	ENSG00000142798	HSPG2	182.954321741821	1
49_Peak_11550_lociStitched	chr19	13110517	13220347	49	51988	64074.822	8797.383	90	TRMT1,NFIX,LYL1	IER2,GADD45GIP1,NACC1,TRMT1,STX10,DAND5	LYL1	90	1	ENSG00000104903	LYL1	1.08846122891499	1
44_Peak_88194_lociStitched	chr14	99976125	100095627	44	48823	67004.7714	11866.5486	91	CCDC85C,CCNK	SETD3,HHIPL1	CCDC85C	91	1	ENSG00000205476	CCDC85C	36.5105921133758	1
63_Peak_9348_lociStitched	chr2	47181841	47336627	63	51025	71696.8752	16995.5028	92	TTC7A,C2orf61	MCFD2	MCFD2	92	1	ENSG00000180398	MCFD2	35.2330437432678	1
43_Peak_119106_lociStitched	chr6	43726223	43824462	43	37864	64680.5576	10580.3403	93	VEGFA	LOC100132354,VEGFA	VEGFA	93	1	ENSG00000112715	VEGFA	109.622192768875	1
29_Peak_21219_lociStitched	chr3	193747004	193879493	29	21177	68231.835	14494.2966	94	HES1	LOC647323,LOC100128023	HES1	94	1	ENSG00000114315	HES1	57.3433053671443	1
41_Peak_58003_lociStitched	chr19	16299403	16450452	41	34329	69331.491	15799.7254	95	FAM32A,AP1M1,KLF2	AP1M1,CIB3	KLF2	95	1	ENSG00000072958	AP1M1	17.1060691238463	1
40_Peak_23344_lociStitched	chr1	12572165	12696639	40	36826	65809.4038	12335.3734	96	DHRS3	AADACL4,SNORA59A	DHRS3	96	1	ENSG00000162496	DHRS3	49.3693560933508	1
31_Peak_17875_lociStitched	chr8	11529348	11623246	31	27995	62113.527	8685.565	97	GATA4	FDFT1,NEIL2	GATA4	97	1	ENSG00000136574	GATA4	12.3252227391844	1
18_Peak_105497_lociStitched	chr12	6424858	6482055	18	23026	59936.7363	6697.7687	98	PLEKHG6,SCNN1A,TNFRSF1A	LTBR	TNFRSF1A	98	1	ENSG00000067182	TNFRSF1A	55.2386915319191	1
9_Peak_18517_lociStitched	chr17	39667477	39713552	9	18608	59234.02	6303.06	99	KRT15,KRT19	KRT35,KRT36,KRT32,KRT13,KRT14,KRT9	KRT19	99	1	ENSG00000171345	KRT19	258.288221018354	1
30_Peak_56339_lociStitched	chr3	134027442	134102302	30	29453	61624.752	8788.564	100	AMOTL2		AMOTL2	100	1	ENSG00000114019	AMOTL2	49.6888434931615	1
25_Peak_34081_lociStitched	chr22	39824467	39892935	25	31070	59450.7644	6983.736	101	MGAT3,TAB1	ATF4,SMCR7L,RPS19BP1	MGAT3	101	1	ENSG00000128268	MGAT3	8.26957388498338	1
33_Peak_64752_lociStitched	chr20	30248897	30311925	33	34608	59908.114	7569.6628	102	BCL2L1	COX4I2,TPX2	BCL2L1	102	1	ENSG00000171552	BCL2L1	52.8689294767238	1
Peak_56	chr22	46464820	46473716	1	8897	52884.0512	878.0352	103		LOC400931,C22orf26,MIRLET7A3,MIR3619,LOC100271722,LOC150381,MIRLET7B	LOC400931	103	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
34_Peak_27167_lociStitched	chr20	34652170	34739140	34	28925	61296.456	9357.972	104	EPB41L1	EPB41L1,LOC647979	EPB41L1	104	1	ENSG00000088367	EPB41L1	60.9858423847955	1
29_Peak_128910_lociStitched	chr12	53259658	53322374	29	33947	58281.9788	6566.3652	105	KRT8	KRT18,KRT79,KRT78	KRT8	105	1	ENSG00000170421	KRT8	560.232747258979	1
77_Peak_18705_lociStitched	chr9	136643571	136862231	77	46052	66341.444	14825.148	106	VAV2	NCRNA00094,SARDH,VAV2	VAV2	106	1	ENSG00000160293	VAV2	35.6005155748534	1
45_Peak_47740_lociStitched	chr3	129258329	129380660	45	41336	63685.5186	12306.4986	107	TMCC1,H1FOO,PLXND1	RHO	PLXND1	107	1	ENSG00000004399	PLXND1	40.5793802389377	1
22_Peak_7132_lociStitched	chr12	52402946	52484448	22	28921	59798.0174	8435.457	108	GRASP,C12orf44,NR4A1	C12orf44	NR4A1	108	1	ENSG00000123358	NR4A1	88.5410137850284	1
38_Peak_28139_lociStitched	chr9	130251842	130339130	38	42733	58587.7056	7340.9208	109	LRSAM1,FAM129B	LRSAM1,RPL12,SNORA65,STXBP1	FAM129B	109	1	ENSG00000136830	FAM129B	92.1813888476543	1
31_Peak_62867_lociStitched	chr9	140158546	140218725	31	39306	55442.9127	4308.8164	110	NRARP,C9orf167,EXD3,COBRA1	SLC34A3,LOC643596,FAM166A,C9orf173,RNF208,C9orf169,TUBB2C	NRARP	110	1	ENSG00000198113	TOR4A	5.84516899984995	1
44_Peak_69697_lociStitched	chr19	3369345	3492665	44	44247	59982.848	8965.364	111	C19orf77,NFIC,DOHH	C19orf71,FZR1	C19orf77	111	1	ENSG00000095932	SMIM24	2.19657219070651	1
52_Peak_8816_lociStitched	chr16	70680118	70820305	52	55062	65102.8428	14102.8122	112	LOC100130894,VAC14,MTSS1L,IL34		MTSS1L	112	1	ENSG00000132613	MTSS1L	24.900983328439	1
10_Peak_136796_lociStitched	chr17	37802982	37837566	10	24734	55151.1048	4755.3	113	STARD3,PGAP3,TCAP,PNMT	PPP1R1B,STARD3,ERBB2,C17orf37,NEUROD2	TCAP	113	1	ENSG00000173991	TCAP	1.05229324088828	1
8_Peak_29041_lociStitched	chr15	53075399	53098848	8	17329	52218.5781	2436.3511	114	ONECUT1		ONECUT1	114	1	ENSG00000166415	WDR72	8.37565064534154	3
48_Peak_23849_lociStitched	chr13	111120800	111263955	48	35143	63875.761	14873.8045	115	COL4A2,RAB20	CARKD	RAB20	115	1	ENSG00000139832	RAB20	6.29503343757544	1
23_Peak_7935_lociStitched	chr19	44231656	44303689	23	22456	59146.2963	10185.4662	116	C19orf61,LYPD5,KCNN4	ZNF283,IRGC	C19orf61	116	1	ENSG00000105771	SMG9	20.0661435245249	1
38_Peak_90654_lociStitched	chr20	48830658	48938788	38	39827	60769.06	11894.3	117	LOC284751	CEBPB	LOC284751	117	1	ENSG00000203999	LINC01270	1.24776169183899	1
47_Peak_132444_lociStitched	chr21	47362702	47514233	47	49468	61476.1267	12834.6757	118	COL6A1	COL6A2	COL6A1	118	1	ENSG00000142156	COL6A1	163.238473147939	1
11_Peak_26653_lociStitched	chr19	13233997	13284317	11	20530	52478.728	3985.344	119	STX10,NACC1,IER2	TRMT1,LYL1	STX10	119	1	ENSG00000160888	IER2	73.6196528020863	1
24_Peak_61163_lociStitched	chr17	2249438	2323726	24	30764	53725.0816	5579.0288	120	SGSM2,METT10D,LOC284009,MNT	SNORD91A,TSR1,SNORD91B,SMG6,SRR	MNT	120	1	ENSG00000070444	MNT	29.0657033828155	1
15_Peak_113737_lociStitched	chr16	75256275	75297594	15	22320	51822.2898	3747.6333	121	BCAR1,CTRB1	CTRB2	BCAR1	121	1	ENSG00000050820	BCAR1	28.0539533631079	1
27_Peak_109050_lociStitched	chr1	156405228	156478706	27	22407	55622.846	8031.1454	122	MEF2D	C1orf61,MIR9-1	MEF2D	122	1	ENSG00000116604	MEF2D	33.8224326184765	1
46_Peak_78047_lociStitched	chr17	70370018	70537129	46	36845	71172.5749	23813.3175	123	LOC100499467		LOC100499467	123	1	ENSG00000263680		0.547394211963082	1
43_Peak_204403_lociStitched	chr7	2602612	2710951	43	36846	62424.9318	15503.3109	124	TTYH3,IQCE	C7orf27,LFNG,IQCE,AMZ1	TTYH3	124	1	ENSG00000136295	TTYH3	45.1711409999719	1
46_Peak_78082_lociStitched	chr2	127802962	127915780	46	41998	58845.8688	12015.117	125	BIN1	BIN1,CYP27C1	BIN1	125	1	ENSG00000136717	BIN1	32.6952590185003	1
44_Peak_46014_lociStitched	chr1	21568016	21677099	44	38364	57050.409	10275.6186	126	ECE1		ECE1	126	1	ENSG00000117298	ECE1	89.539295974677	1
18_Peak_2933_lociStitched	chr10	74051464	74102447	18	27173	52996.8285	6546.2172	127	DNAJB12	DDIT4,DNAJB12	DNAJB12	127	1	ENSG00000148719	DNAJB12	35.6082130787984	1
Peak_3190	chr17	73628541	73638676	1	10136	47845.308	1441.197	128	LOC643008,RECQL5	LOC100130933,SAP30BP,MYO15B,RECQL5	LOC643008	128	1	ENSG00000204323	SMIM5	4.04589526652351	1
Peak_1576	chr17	79052568	79072136	1	19569	48765.4128	2528.1856	129	BAIAP2	MIR1250,MIR657,FLJ90757,MIR3065,MIR338	MIR657	129	1	ENSG00000175866	BAIAP2	28.0539533631079	2
37_Peak_71031_lociStitched	chr1	43987326	44088924	37	34494	55350.5904	9184.4592	130	PTPRF	KDM4A	PTPRF	130	1	ENSG00000142949	PTPRF	387.65295198285	1
38_Peak_29089_lociStitched	chr13	113312089	113446442	38	29584	59504.9437	13730.8766	131	C13orf35,ATP11A	ATP11A	ATP11A	131	1	ENSG00000068650	ATP11A	42.2691508395389	1
77_Peak_91798_lociStitched	chr4	7287626	7566134	77	47170	70211.8668	24453.0024	132	PSAPL1,SORCS2,MIR4274		PSAPL1	132	1	ENSG00000178597	PSAPL1	0.240212424651368	1
16_Peak_50048_lociStitched	chr20	31033374	31068902	16	28459	49447.8704	3758.8624	133	C20orf112		C20orf112	133	1	ENSG00000236772		2.1605013011169	1
9_Peak_158_lociStitched	chr19	46008599	46032837	9	16568	49062.5596	3393.32	134	OPA3,VASP	PPM1N,FOSB,RTN2	VASP	134	1	ENSG00000125753	VASP	32.9839502057741	1
