#HGSerous_229_IP Enhancers
#Created from /media/Data01/Marcos/MTF/histologies/RoseRes/HGSerous_229_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HGSerous_229_IP.nodup.bam
#Using cutoff of 14053.951 for Super-Enhancers
#Created on Oct 24 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HGSerous_229_IP.nodup.bam	HGSerous_229_Input.nodup.bam	enhancerRank	isSuper
4_Peak_64817_lociStitched	chr17	57902520	57936672	4	32876	95495.8224	3415.2	31	1
37_Peak_92892_lociStitched	chr1	9349859	9509197	37	69425	106628.9896	16587.0858	32	1
15_Peak_1189_lociStitched	chr1	203236533	203299293	15	28464	102719.292	12859.524	33	1
27_Peak_86409_lociStitched	chr3	172304017	172388378	27	53981	100895.756	11388.735	34	1
15_Peak_21437_lociStitched	chr10	95172112	95239667	15	49072	96056.4545	6991.9425	35	1
16_Peak_878_lociStitched	chr14	75688180	75782246	16	44141	98280.1568	9237.2812	36	1
16_Peak_56423_lociStitched	chr7	134835386	134897426	16	40031	94883.976	6675.504	37	1
5_Peak_24758_lociStitched	chr11	118765729	118801633	5	24511	92808.2496	5389.1904	38	1
12_Peak_19057_lociStitched	chr14	69216039	69291790	12	38279	93984.2657	7378.1474	39	1
16_Peak_54833_lociStitched	chr11	95762814	95849186	16	40687	98472.7172	13456.7576	40	1
34_Peak_3784_lociStitched	chr2	28806563	28942656	34	68820	99783.3876	14847.7463	41	1
30_Peak_85707_lociStitched	chr17	76305141	76420506	30	62678	95845.242	11017.3575	42	1
29_Peak_20188_lociStitched	chr15	67356298	67479465	29	53350	101969.9593	17415.8138	43	1
Peak_575	chr11	65252514	65278725	1	26212	86134.5882	3811.0794	44	1
6_Peak_40716_lociStitched	chr11	34607516	34677492	6	41961	89478.3112	7284.5016	45	1
18_Peak_11665_lociStitched	chr9	132308931	132377906	18	43487	88729.44	6683.6775	46	1
15_Peak_2975_lociStitched	chr6	39136873	39200933	15	44723	90990.824	9083.708	47	1
Peak_167	chr15	93441688	93463341	1	21654	86139.9646	4235.3268	48	1
18_Peak_67344_lociStitched	chr19	11186870	11267142	18	34818	91783.0048	10395.224	49	1
20_Peak_63190_lociStitched	chr1	206264731	206311960	20	30413	93588.9864	13087.1559	50	1
16_Peak_17867_lociStitched	chr8	103737365	103823614	16	36805	96314.2583	16370.0602	51	1
23_Peak_20549_lociStitched	chr5	167695509	167793634	23	61385	89460.5625	10303.125	52	1
32_Peak_3877_lociStitched	chr10	73978033	74101272	32	61635	90408.1304	11806.2962	53	1
42_Peak_82971_lociStitched	chr17	75309316	75477015	42	62773	93928.2099	15478.6177	54	1
18_Peak_78198_lociStitched	chr15	92460930	92519257	18	33030	89718.5914	11706.2289	55	1
4_Peak_24834_lociStitched	chr1	205399624	205426601	4	20337	84411.033	6800.9017	56	1
4_Peak_4328_lociStitched	chr19	12887944	12908137	4	19290	79744.1763	2455.4688	57	1
11_Peak_86487_lociStitched	chr8	55330847	55391042	11	29154	84447.5655	8656.041	58	1
4_Peak_1244_lociStitched	chr3	149057000	149110807	4	31309	80898.8245	5149.3299	59	1
7_Peak_27949_lociStitched	chr12	26417464	26452811	7	28478	79930.1711	4206.293	60	1
14_Peak_2250_lociStitched	chr14	50404670	50471433	14	42856	82826.1778	7404.0167	61	1
19_Peak_34752_lociStitched	chr19	39126810	39227058	19	57330	81040.4832	5633.9376	62	1
12_Peak_40753_lociStitched	chr1	156039820	156100964	12	32008	81070.8296	5790.3368	63	1
18_Peak_55563_lociStitched	chr7	47590496	47681954	18	49699	83519.4456	8825.697	64	1
9_Peak_31395_lociStitched	chr1	235089883	235148678	9	33392	82736.324	8325.372	65	1
9_Peak_10053_lociStitched	chr1	183831057	183885346	9	30130	84435.6817	10553.7816	66	1
12_Peak_7237_lociStitched	chr2	66648899	66704297	12	29567	79058.4858	5622.897	67	1
5_Peak_58945_lociStitched	chr10	119286337	119315761	5	26975	75195.9744	2701.1232	68	1
7_Peak_1917_lociStitched	chr11	73654626	73696198	7	34155	77278.1908	5570.648	69	1
25_Peak_1201_lociStitched	chr10	134188235	134281878	25	42279	78688.2129	8109.4838	70	1
11_Peak_38917_lociStitched	chr1	39833794	39880714	11	30542	75592.812	5250.348	71	1
9_Peak_28968_lociStitched	chr12	48191830	48230479	9	35037	73564.5066	3768.2775	72	1
11_Peak_57332_lociStitched	chr12	53295226	53369870	11	35386	76696.71	6941.892	73	1
Peak_454	chr11	65142336	65161534	1	19199	73071.4276	3526.6726	74	1
22_Peak_15279_lociStitched	chr17	78991419	79072734	22	43165	76574.3355	7123.194	75	1
23_Peak_34832_lociStitched	chr1	39563854	39683501	23	49030	82628.2182	13185.0994	76	1
Peak_967	chr12	52623635	52648013	1	24379	70932.6666	2296.4076	77	1
20_Peak_6586_lociStitched	chr12	113629038	113710929	20	46736	76445.2485	8164.5327	78	1
24_Peak_61601_lociStitched	chr5	172141584	172248228	24	39943	78756.594	10632.4068	79	1
24_Peak_67409_lociStitched	chr2	218758267	218861249	24	50567	77916.1812	9875.9738	80	1
23_Peak_521_lociStitched	chr2	47181047	47271594	23	45699	76222.4646	9398.7786	81	1
13_Peak_1148_lociStitched	chr10	24728767	24809224	13	38218	75034.1982	8464.0764	82	1
10_Peak_5553_lociStitched	chr12	26254019	26326472	10	29320	74583.1182	8107.4907	83	1
Peak_594	chr12	52574282	52599002	1	24721	68986.104	2570.88	84	1
10_Peak_71194_lociStitched	chr2	28612302	28673384	10	27648	72492.1176	6242.5804	85	1
23_Peak_26301_lociStitched	chr2	43420615	43505178	23	45123	74787.5172	8557.7756	86	1
35_Peak_14666_lociStitched	chr1	8402846	8537706	35	58691	80403.532	14227.73	87	1
13_Peak_9893_lociStitched	chr20	52194348	52242590	13	36166	69970.1968	3926.8988	88	1
5_Peak_92725_lociStitched	chr7	73150811	73186204	5	19556	69225.1687	3514.5249	89	1
10_Peak_21668_lociStitched	chr3	50264431	50311767	10	26579	70085.6816	4520.588	90	1
20_Peak_31014_lociStitched	chr9	97733594	97819195	20	38910	74995.0361	9595.8721	91	1
22_Peak_1504_lociStitched	chr14	74173222	74264586	22	44455	73319.61	8533.3976	92	1
7_Peak_12558_lociStitched	chr1	234843084	234887584	7	21758	70323.35	6345.7	93	1
1_Peak_80_lociStitched	chr1	150530302	150553297	1	22996	66335.976	2501.856	94	1
10_Peak_19494_lociStitched	chr7	73223179	73270497	10	24165	68161.579	4400.574	95	1
30_Peak_18809_lociStitched	chr5	172263620	172371521	30	47278	74095.6167	10563.5079	96	1
18_Peak_38062_lociStitched	chr20	30249206	30316145	18	40790	69884.316	6506.4708	97	1
15_Peak_15071_lociStitched	chr12	89738425	89811959	15	42092	70997.077	7779.8972	98	1
15_Peak_33546_lociStitched	chr7	5436274	5497902	15	25903	68493.3592	5410.9384	99	1
13_Peak_46613_lociStitched	chr15	71778504	71841094	13	31961	72385.335	9375.982	100	1
12_Peak_24270_lociStitched	chr12	58224914	58299266	12	31381	70455.9552	7635.9504	101	1
6_Peak_4675_lociStitched	chr17	48103834	48144493	6	33368	65859.4482	3834.1437	102	1
Peak_853	chr19	1243676	1264739	1	21064	63641.8545	1744.0164	103	1
35_Peak_24059_lociStitched	chr20	48837543	48965600	35	52678	74260.2543	12856.9228	104	1
17_Peak_16677_lociStitched	chr1	223886254	223937472	17	39008	66711.445	5587.8838	105	1
Peak_411	chr1	202072379	202086490	1	14112	63856.5083	2823.6111	106	1
14_Peak_69064_lociStitched	chr20	49326525	49387774	14	40166	66890.0329	5965.6526	107	1
19_Peak_13972_lociStitched	chr2	206546361	206641081	19	44796	71229.44	10305.536	108	1
13_Peak_31004_lociStitched	chr9	130279762	130347086	13	37555	67202.8168	6476.5688	109	1
29_Peak_27757_lociStitched	chr11	72846380	72971884	29	37996	78766.3104	18235.7312	110	1
25_Peak_8463_lociStitched	chr21	44781838	44887541	25	46706	69404.5898	9460.4185	111	1
28_Peak_2803_lociStitched	chr15	93160591	93278476	28	42908	81104.88	21820.5135	112	1
12_Peak_46780_lociStitched	chr1	204033823	204101225	12	27409	76373.2062	17106.6276	113	1
2_Peak_37_lociStitched	chr18	3445986	3459718	2	13509	61033.2472	1859.3128	114	1
4_Peak_77717_lociStitched	chr3	187431609	187469183	4	17324	64135.0606	4963.5254	115	1
15_Peak_32989_lociStitched	chr15	72413727	72477361	15	29737	71098.2682	12090.46	116	1
19_Peak_2648_lociStitched	chr11	12694810	12769940	19	42289	66595.232	7723.364	117	1
10_Peak_24720_lociStitched	chr1	183245239	183302259	10	33671	69621.42	10782.482	118	1
16_Peak_30421_lociStitched	chr9	130823202	130874069	16	28383	63543.0564	5076.5266	119	1
6_Peak_38300_lociStitched	chr11	32431793	32469749	6	32227	61724.0472	3389.4708	120	1
Peak_351	chr8	145010302	145032547	1	22246	60686.5845	2856.258	121	1
11_Peak_12914_lociStitched	chr15	96864015	96904042	11	33530	65956.4906	8309.6052	122	1
Peak_847	chr22	46459105	46486878	1	27774	58981.5201	1460.8598	123	1
6_Peak_4095_lociStitched	chr17	73670950	73720891	6	32937	62126.604	4664.4894	124	1
22_Peak_66767_lociStitched	chr7	158575779	158662194	22	34098	65442.0795	8123.01	125	1
12_Peak_22959_lociStitched	chr9	97661810	97719061	12	33573	63640.2116	6360.5861	126	1
9_Peak_4140_lociStitched	chr1	43389034	43433600	9	37067	61505.5366	4322.902	127	1
27_Peak_37607_lociStitched	chr4	57904269	57998767	27	55820	66706.1382	9648.2458	128	1
21_Peak_79512_lociStitched	chr22	31603768	31694084	21	41858	62634.146	5617.6552	129	1
9_Peak_2472_lociStitched	chr10	77154785	77199786	9	27542	61381.364	4387.5975	130	1
11_Peak_2867_lociStitched	chr1	183127865	183170169	11	20166	66912.2368	9996.4352	131	1
16_Peak_64863_lociStitched	chr17	80549091	80628893	16	31318	65046.6102	8187.6852	132	1
11_Peak_2053_lociStitched	chr6	44001949	44049146	11	36526	61441.0546	4771.6167	133	1
29_Peak_44526_lociStitched	chr3	112050723	112164777	29	48322	68432.4	11804.589	134	1
15_Peak_858_lociStitched	chr17	45333680	45393740	15	31860	62234.172	6234.228	135	1
Peak_287	chr1	201974462	201989803	1	15342	58798.9848	3060.5295	136	1
12_Peak_35320_lociStitched	chr8	103904809	103952415	12	25018	65067.8808	9397.4244	137	1
9_Peak_45779_lociStitched	chr1	10812584	10865139	9	37628	60469.783	5029.5135	138	1
5_Peak_1371_lociStitched	chr11	61722164	61750100	5	21055	58067.7696	2790.8064	139	1
13_Peak_3158_lociStitched	chr11	67006488	67059977	13	27558	62432.3608	7258.4573	140	1
4_Peak_64371_lociStitched	chr10	81946261	81968800	4	20385	56865.897	1830.1668	141	1
6_Peak_37112_lociStitched	chr15	74265466	74304555	6	22169	62315.6838	7395.6388	142	1
23_Peak_17228_lociStitched	chr5	139014911	139091846	23	45315	62125.0125	7216.503	143	1
25_Peak_32492_lociStitched	chr8	98768687	98862696	25	39713	67959.1061	13537.296	144	1
4_Peak_228_lociStitched	chr3	156870853	156895618	4	13556	57620.7255	3702.3675	145	1
13_Peak_7034_lociStitched	chr17	43353327	43411359	13	35881	62279.9424	8664.1776	146	1
51_Peak_55763_lociStitched	chr10	126291674	126438091	51	62037	67293.2532	14773.4753	147	1
15_Peak_83384_lociStitched	chr1	8908576	8966259	15	29467	58352.1228	5918.2758	148	1
32_Peak_14188_lociStitched	chr5	79460223	79566552	32	47419	63201.9576	11047.5831	149	1
7_Peak_43851_lociStitched	chr11	62303188	62344824	7	31099	55792.24	3663.968	150	1
8_Peak_41473_lociStitched	chr7	20365746	20400212	8	26454	55834.92	3777.4736	151	1
33_Peak_41130_lociStitched	chr1	19709730	19832690	33	51837	65021.248	13107.536	152	1
Peak_69	chr12	122221347	122245222	1	23876	54017.1875	2148.75	153	1
6_Peak_13969_lociStitched	chr15	83585004	83622260	6	27006	58935.2664	7130.7984	154	1
3_Peak_352_lociStitched	chr1	200859468	200878278	3	12318	56082.015	4433.517	155	1
27_Peak_6878_lociStitched	chr1	27800976	27927446	27	53946	58935.02	7360.554	156	1
22_Peak_1018_lociStitched	chr3	193847942	193964650	22	39097	68192.4844	16630.89	157	1
31_Peak_39933_lociStitched	chr3	195531105	195660659	31	40729	72524.3292	21117.302	158	1
30_Peak_23937_lociStitched	chr14	69347490	69449887	30	42319	61417.7206	10444.494	159	1
8_Peak_68741_lociStitched	chr18	3229878	3265958	8	17891	56317.272	5505.808	160	1
11_Peak_37023_lociStitched	chr3	177061757	177098314	11	20821	55976.0784	5227.651	161	1
19_Peak_59568_lociStitched	chr14	77379535	77445076	19	36407	56299.719	5852.8113	162	1
16_Peak_76825_lociStitched	chr2	38284597	38343467	16	34639	56309.155	6063.61	163	1
15_Peak_37951_lociStitched	chr14	50315676	50390572	15	26672	57639.9616	7459.6416	164	1
22_Peak_3078_lociStitched	chr22	18390045	18489598	22	41059	60060.3249	10184.2719	165	1
5_Peak_9498_lociStitched	chr17	79475113	79493548	5	16365	51302.7615	1607.532	166	1
12_Peak_28665_lociStitched	chr6	2838179	2892640	12	26783	55049.1788	5881.788	167	1
21_Peak_73886_lociStitched	chr14	35798650	35876988	21	31205	56842.0528	7692.7916	168	1
8_Peak_40727_lociStitched	chr1	12493067	12557196	8	31720	56734.9263	7650.5897	169	1
24_Peak_9098_lociStitched	chr8	142231008	142328857	24	40554	62594.0053	13512.9469	170	1
10_Peak_13583_lociStitched	chr3	107675757	107713508	10	26223	53206.2594	4209.2365	171	1
14_Peak_58769_lociStitched	chr1	22220619	22285273	14	42343	52958.0914	4176.6484	172	1
23_Peak_6917_lociStitched	chr20	31032841	31128656	23	47404	57603.978	8949.121	173	1
21_Peak_45772_lociStitched	chr1	164547871	164631140	21	35090	64391.9177	16162.5129	174	1
33_Peak_22829_lociStitched	chr2	43185017	43341134	33	43379	63664.5126	15439.9713	175	1
27_Peak_38935_lociStitched	chr1	54719634	54822836	27	41289	58969.6228	10815.5696	176	1
10_Peak_8122_lociStitched	chr9	97544161	97590488	10	30403	52766.453	4716.0886	177	1
8_Peak_3469_lociStitched	chr6	31139259	31184662	8	22409	54079.5133	6065.8408	178	1
6_Peak_8910_lociStitched	chr20	52351673	52407936	6	26788	53264.1821	5553.1581	179	1
14_Peak_14305_lociStitched	chr1	205446103	205514778	14	17909	63270.2775	15898.2625	180	1
20_Peak_53849_lociStitched	chr10	73786392	73870298	20	35395	55419.913	8373.8188	181	1
32_Peak_55103_lociStitched	chr12	27664022	27781446	32	42805	59017.3024	12024.2176	182	1
4_Peak_56_lociStitched	chr1	182990524	183010081	4	17723	51806.493	4961.6109	183	1
25_Peak_93086_lociStitched	chr6	18387214	18504585	25	39505	59248.8808	12699.5422	184	1
13_Peak_92213_lociStitched	chr10	82213954	82284247	13	40038	53106.3615	6663.7764	185	1
17_Peak_69902_lociStitched	chr1	175124705	175204279	17	31771	60945.7266	14784.8492	186	1
16_Peak_7592_lociStitched	chr1	181046506	181122668	16	22623	63656.1996	17547.7248	187	1
7_Peak_22131_lociStitched	chr12	125388952	125432812	7	18809	50307.42	4307.052	188	1
11_Peak_47117_lociStitched	chr3	186688484	186747654	11	25285	53897.953	8005.701	189	1
11_Peak_14960_lociStitched	chr10	126805357	126851056	11	27051	50442.5562	4583.6097	190	1
13_Peak_67229_lociStitched	chr9	124033881	124097510	13	25564	52519.3766	6693.7708	191	1
Peak_7	chr19	13956566	13967100	1	10535	47156.5044	1349.4054	192	1
6_Peak_266_lociStitched	chr6	35435240	35462478	6	19777	49069.257	3274.0076	193	1
13_Peak_19310_lociStitched	chr14	65168171	65233786	13	39235	52150.802	6633.6765	194	1
18_Peak_54940_lociStitched	chr1	8121627	8216506	18	28909	56120.9285	10740.3028	195	1
29_Peak_63629_lociStitched	chr9	124445348	124555161	29	42594	56301.1251	11025.2252	196	1
10_Peak_23656_lociStitched	chr9	131864794	131912687	10	18216	49856.613	4631.2531	197	1
17_Peak_53969_lociStitched	chr17	74115329	74187640	17	26412	52309.7774	7158.789	198	1
11_Peak_34457_lociStitched	chr20	52514050	52566456	11	27229	50346.4442	5638.8856	199	1
15_Peak_28050_lociStitched	chr15	31617019	31658717	15	31673	48486.4344	3915.4422	200	1
Peak_142	chr12	52537037	52547734	1	10698	45377.7437	1011.9362	201	1
22_Peak_923_lociStitched	chr7	4721106	4810141	22	27811	52708.72	8458.325	202	1
23_Peak_61298_lociStitched	chr3	32440302	32544987	23	36888	49987.0875	5768.1435	203	1
22_Peak_6979_lociStitched	chr17	75092943	75161815	22	35052	50944.6184	7018.0568	204	1
10_Peak_3081_lociStitched	chr22	50324238	50364469	10	25027	45617.9309	1870.7415	205	1
9_Peak_15836_lociStitched	chr21	43049971	43106547	9	25486	49464.3968	5736.8064	206	1
6_Peak_1164_lociStitched	chr3	169939268	169977032	6	29095	48983.6844	5407.8048	207	1
4_Peak_62344_lociStitched	chr9	73018208	73037477	4	15083	45301.419	1805.5053	208	1
21_Peak_57877_lociStitched	chr5	125758004	125856010	21	37716	54050.309	10574.8474	209	1
5_Peak_52045_lociStitched	chr6	32933744	32948967	5	11742	45058.5577	1698.8868	210	1
Peak_880	chr17	46643562	46661208	1	17647	45147.291	1817.538	211	1
15_Peak_70158_lociStitched	chr10	24489291	24554411	15	35451	49894.944	6720.384	212	1
14_Peak_4868_lociStitched	chr14	75033445	75087417	14	31209	48434.4728	5424.186	213	1
17_Peak_11712_lociStitched	chr7	73986881	74087918	17	29999	52458.4104	9477.2706	214	1
19_Peak_58770_lociStitched	chr1	2201482	2268405	19	35052	48974.2514	6009.6854	215	1
5_Peak_83955_lociStitched	chr19	13891335	13915187	5	17935	45826.8476	3126.9972	216	1
15_Peak_11573_lociStitched	chr17	17584239	17657065	15	33697	46739.7268	4165.6472	217	1
14_Peak_32224_lociStitched	chr15	90681672	90739042	14	24920	53147.568	10624.924	218	1
Peak_61	chr1	45264126	45278231	1	14106	43721.2685	1241.24	219	1
Peak_4	chr15	93423553	93433485	1	9933	43863.6848	1462.9836	220	1
21_Peak_34137_lociStitched	chr4	87951479	88043723	21	40912	51379.908	9039.912	221	1
12_Peak_42918_lociStitched	chr2	66760385	66812981	12	20418	47336.4	5196.4848	222	1
16_Peak_52496_lociStitched	chr10	99276916	99335657	16	33993	47574.3359	5439.4166	223	1
28_Peak_52423_lociStitched	chr1	55321145	55422350	28	35447	52535.5155	10484.838	224	1
12_Peak_43335_lociStitched	chr5	180208503	180260127	12	27543	46363.5144	4868.1432	225	1
Peak_21	chr19	13946103	13956443	1	10341	42422.952	963.688	226	1
18_Peak_23821_lociStitched	chr17	70441400	70537009	18	35821	51342.033	10048.5059	227	1
12_Peak_50364_lociStitched	chr5	141220802	141262455	12	28331	44956.0829	3723.7782	228	1
13_Peak_83564_lociStitched	chr11	75258761	75315604	13	19145	48953.1916	7759.0695	229	1
20_Peak_11300_lociStitched	chr12	52402753	52487776	20	24594	49151.7963	8051.6781	230	1
6_Peak_5563_lociStitched	chr1	59035186	59062961	6	18361	43573.42	2635.8475	231	1
15_Peak_40604_lociStitched	chr2	27926909	27961349	15	27069	44396.604	3471.552	232	1
12_Peak_11124_lociStitched	chr21	46825003	46872171	12	30624	44554.8928	4004.5632	233	1
10_Peak_57284_lociStitched	chr11	69037961	69076096	10	19949	45956.4885	5460.932	234	1
9_Peak_679_lociStitched	chr11	114009239	114051044	9	18607	47022.264	6538.302	235	1
17_Peak_2813_lociStitched	chr14	104004948	104064571	17	25464	46392.6563	5974.2246	236	1
16_Peak_48663_lociStitched	chr4	89651611	89746578	16	32207	50683.8879	10275.4294	237	1
Peak_329	chr1	202010156	202018989	1	8834	41918.7681	1702.1191	238	1
34_Peak_17078_lociStitched	chr3	112928182	113006255	34	40632	47991.4731	7838.5292	239	1
12_Peak_46996_lociStitched	chr1	59314308	59370700	12	23880	46173.7696	6118.532	240	1
14_Peak_20320_lociStitched	chr9	75139183	75208578	14	31265	47618.849	7598.7525	241	1
15_Peak_51472_lociStitched	chr15	77769940	77836309	15	25513	52079.7543	12079.158	242	1
Peak_1455	chr19	6719078	6732597	1	13520	41693.9479	1785.8599	243	1
3_Peak_284_lociStitched	chr2	157187539	157200288	3	10931	41517.1185	1620.3979	244	1
2_Peak_41_lociStitched	chr2	232565375	232582739	2	12609	41524.2696	1703.4084	245	1
9_Peak_2799_lociStitched	chr11	57528296	57568836	9	23223	43860.226	4062.108	246	1
18_Peak_28165_lociStitched	chr20	49241201	49312962	18	32196	46780.9959	7061.2824	247	1
9_Peak_1472_lociStitched	chr11	73017071	73055848	9	25003	44849.4782	5137.9525	248	1
18_Peak_1780_lociStitched	chr1	15236540	15307843	18	25366	46974.4164	7322.8181	249	1
15_Peak_82600_lociStitched	chr14	95687995	95767413	15	28120	47952.5884	8323.0064	250	1
11_Peak_83342_lociStitched	chr1	33181610	33255056	11	26400	44251.215	4627.098	251	1
5_Peak_384_lociStitched	chr2	178103550	178131792	5	18602	42507.0342	2959.7616	252	1
13_Peak_6962_lociStitched	chrX	23791220	23840783	13	27465	44438.1858	4916.6496	253	1
14_Peak_85880_lociStitched	chr11	48064891	48132211	14	31784	46073.808	6617.556	254	1
10_Peak_320_lociStitched	chr3	39166465	39196339	10	22863	41978.9448	2616.9624	255	1
3_Peak_276_lociStitched	chr17	72422481	72451292	3	17067	41732.7335	2397.0752	256	1
25_Peak_24868_lociStitched	chr10	5617003	5706112	25	39756	48020.8401	8884.1673	257	1
21_Peak_9859_lociStitched	chr15	58731732	58821960	21	40734	44888.43	5828.7288	258	1
14_Peak_45896_lociStitched	chr16	20861341	20930736	14	24843	45731.305	6752.1335	259	1
15_Peak_53769_lociStitched	chrX	129214815	129272611	15	32086	44323.7524	5409.7056	260	1
7_Peak_48387_lociStitched	chr12	12857135	12903772	7	19723	43750.1697	4845.5843	261	1
12_Peak_3073_lociStitched	chr17	48961503	49033818	12	28530	45912.7935	7021.7865	262	1
19_Peak_49141_lociStitched	chr12	48126742	48177280	19	30400	43745.6928	4957.7778	263	1
7_Peak_907_lociStitched	chr8	48421593	48453203	7	16338	42088.715	3341.177	264	1
17_Peak_44704_lociStitched	chr3	193981734	194054688	17	29460	47938.0734	9243.2718	265	1
36_Peak_51733_lociStitched	chr8	128861183	128965041	36	36598	54068.4748	15381.3698	266	1
10_Peak_17523_lociStitched	chr15	74485832	74538132	10	25172	48220.6	9633.66	267	1
11_Peak_6861_lociStitched	chr2	27974693	28033061	11	25468	44377.1904	5801.7792	268	1
Peak_473	chr6	30576986	30587761	1	10776	40010.8075	1551.6	269	1
8_Peak_17445_lociStitched	chr9	135987839	136020694	8	27442	41620.714	3269.0725	270	1
Peak_90	chr12	6441867	6453331	1	11465	39342.1552	997.368	271	1
13_Peak_21169_lociStitched	chr3	190044119	190108306	13	22439	48384.1606	10064.5216	272	1
20_Peak_4564_lociStitched	chr5	149962154	150036758	20	31358	45038.4348	6781.5036	273	1
26_Peak_81268_lociStitched	chr12	11855656	11950692	26	33995	49067.0868	10815.0968	274	1
8_Peak_1452_lociStitched	chr7	840984	877106	8	21946	41478.8926	3258.2044	275	1
7_Peak_8282_lociStitched	chr1	144982477	145009558	7	13741	48209.5962	10003.7214	276	1
12_Peak_40816_lociStitched	chr14	105116447	105175051	12	24357	42810.222	4670.7388	277	1
8_Peak_5627_lociStitched	chr9	100263348	100292459	8	24861	40973.7325	3114.877	278	1
5_Peak_64800_lociStitched	chr17	46014073	46045825	5	17808	40509.2016	2714.796	279	1
7_Peak_2299_lociStitched	chr17	2277818	2322272	7	21177	39741.876	2213.8092	280	1
2_Peak_53414_lociStitched	chr4	69913755	69927635	2	13289	38693.276	1297.78	281	1
9_Peak_7863_lociStitched	chr9	140285226	140331406	9	18144	41677.45	4299.358	282	1
14_Peak_75458_lociStitched	chr1	203594484	203645987	14	20443	48016.2469	10676.5719	283	1
5_Peak_23576_lociStitched	chr7	129581669	129611589	5	13585	40311.216	3000.976	284	1
19_Peak_26170_lociStitched	chr20	35436696	35495746	19	35825	43130.12	5905	285	1
10_Peak_58868_lociStitched	chr1	36580571	36654031	10	19686	41247.79	4032.954	286	1
8_Peak_2345_lociStitched	chr1	180533879	180558382	8	20210	43130.1806	6160.0542	287	1
6_Peak_20790_lociStitched	chr2	47284207	47314162	6	23905	39603.5055	2770.8375	288	1
6_Peak_63980_lociStitched	chr15	72513334	72526462	6	10966	39146.3832	2318.4048	289	1
16_Peak_36061_lociStitched	chr2	238557170	238626140	16	30556	43699.392	6876.309	290	1
