_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.20592704447,GO:0043507,M1,1,0,GO Biological Processes,19,positive regulation of JUN kinase activity,-3.20592704447,2.10124719188,3.73465216426,23250,78,2979,21,0.704934541793,0.15328617151,2081|2185|4294|5058|5585|6850|7186|7786|7855|8322|8767|9175|23043|23162|28988|29969|51347|57551|57630|84451|153090,ERN1|PTK2B|MAP3K10|PAK1|PKN1|SYK|TRAF2|MAP3K12|FZD5|FZD4|RIPK2|MAP3K13|TNIK|MAPK8IP3|DBNL|MDFIC|TAOK3|TAOK1|SH3RF1|MAP3K21|DAB2IP,-1.5263628051,0,13,0,0,-11.1203923417,2.66499643848,
1,-3.03738694758,GO:0032872,M1,1,0,GO Biological Processes,19,regulation of stress-activated MAPK cascade,-3.03738694758,1.58855350284,3.4083923636,23250,226,2979,46,1.54414232964,0.225906742122,207|1739|1845|1956|2081|2185|2305|3146|3480|4294|4616|5058|5187|5345|5585|5605|5859|6386|6850|7164|7186|7422|7786|7855|8312|8322|8767|9175|9344|9618|10494|23043|23162|23239|28988|28996|29969|50488|51347|57551|57630|84451|114609|153090|171392|260425,AKT1|DLG1|DUSP3|EGFR|ERN1|PTK2B|FOXM1|HMGB1|IGF1R|MAP3K10|GADD45B|PAK1|PER1|SERPINF2|PKN1|MAP2K2|QARS|SDCBP|SYK|TPD52L1|TRAF2|VEGFA|MAP3K12|FZD5|AXIN1|FZD4|RIPK2|MAP3K13|TAOK2|TRAF4|STK25|TNIK|MAPK8IP3|PHLPP1|DBNL|HIPK2|MDFIC|MINK1|TAOK3|TAOK1|SH3RF1|MAP3K21|TIRAP|DAB2IP|ZNF675|MAGI3,-1.40038516452,0,13,0,0,-11.1203923417,2.66499643848,
1,-2.99546167819,GO:0070302,M1,1,0,GO Biological Processes,19,regulation of stress-activated protein kinase signaling cascade,-2.99546167819,1.58155546979,3.3753819232,23250,227,2979,46,1.54414232964,0.225906742122,207|1739|1845|1956|2081|2185|2305|3146|3480|4294|4616|5058|5187|5345|5585|5605|5859|6386|6850|7164|7186|7422|7786|7855|8312|8322|8767|9175|9344|9618|10494|23043|23162|23239|28988|28996|29969|50488|51347|57551|57630|84451|114609|153090|171392|260425,AKT1|DLG1|DUSP3|EGFR|ERN1|PTK2B|FOXM1|HMGB1|IGF1R|MAP3K10|GADD45B|PAK1|PER1|SERPINF2|PKN1|MAP2K2|QARS|SDCBP|SYK|TPD52L1|TRAF2|VEGFA|MAP3K12|FZD5|AXIN1|FZD4|RIPK2|MAP3K13|TAOK2|TRAF4|STK25|TNIK|MAPK8IP3|PHLPP1|DBNL|HIPK2|MDFIC|MINK1|TAOK3|TAOK1|SH3RF1|MAP3K21|TIRAP|DAB2IP|ZNF675|MAGI3,-1.37392198778,0,13,0,0,-11.1203923417,2.66499643848,
1,-2.7192363605,GO:0032874,M1,1,0,GO Biological Processes,19,positive regulation of stress-activated MAPK cascade,-2.7192363605,1.65848439074,3.20400594278,23250,160,2979,34,1.14132259147,0.194615019126,2081|2185|3146|4294|4616|5058|5345|5585|6386|6850|7164|7186|7422|7786|7855|8312|8322|8767|9175|9344|9618|10494|23043|23162|28988|28996|29969|50488|51347|57551|57630|84451|114609|153090,ERN1|PTK2B|HMGB1|MAP3K10|GADD45B|PAK1|SERPINF2|PKN1|SDCBP|SYK|TPD52L1|TRAF2|VEGFA|MAP3K12|FZD5|AXIN1|FZD4|RIPK2|MAP3K13|TAOK2|TRAF4|STK25|TNIK|MAPK8IP3|DBNL|HIPK2|MDFIC|MINK1|TAOK3|TAOK1|SH3RF1|MAP3K21|TIRAP|DAB2IP,-1.17804371665,0,13,0,0,-11.1203923417,2.66499643848,
1,-2.67205588273,GO:0070304,M1,1,0,GO Biological Processes,19,positive regulation of stress-activated protein kinase signaling cascade,-2.67205588273,1.64818324545,3.16379241608,23250,161,2979,34,1.14132259147,0.194615019126,2081|2185|3146|4294|4616|5058|5345|5585|6386|6850|7164|7186|7422|7786|7855|8312|8322|8767|9175|9344|9618|10494|23043|23162|28988|28996|29969|50488|51347|57551|57630|84451|114609|153090,ERN1|PTK2B|HMGB1|MAP3K10|GADD45B|PAK1|SERPINF2|PKN1|SDCBP|SYK|TPD52L1|TRAF2|VEGFA|MAP3K12|FZD5|AXIN1|FZD4|RIPK2|MAP3K13|TAOK2|TRAF4|STK25|TNIK|MAPK8IP3|DBNL|HIPK2|MDFIC|MINK1|TAOK3|TAOK1|SH3RF1|MAP3K21|TIRAP|DAB2IP,-1.1596491129,0,13,0,0,-11.1203923417,2.66499643848,
1,-2.59860290683,GO:0043506,M1,1,0,GO Biological Processes,19,regulation of JUN kinase activity,-2.59860290683,1.86632514558,3.1917150589,23250,92,2979,22,0.738502853306,0.156866876065,2081|2185|4294|5058|5585|6850|7186|7786|7855|8322|8767|9175|23043|23162|28988|29969|51347|57551|57630|84451|153090|171392,ERN1|PTK2B|MAP3K10|PAK1|PKN1|SYK|TRAF2|MAP3K12|FZD5|FZD4|RIPK2|MAP3K13|TNIK|MAPK8IP3|DBNL|MDFIC|TAOK3|TAOK1|SH3RF1|MAP3K21|DAB2IP|ZNF675,-1.1018982892,0,13,0,0,-11.1203923417,2.66499643848,
1,-2.3965096574,GO:0043408,M1,1,0,GO Biological Processes,19,regulation of MAPK cascade,-2.3965096574,1.25684989733,2.77860241691,23250,770,2979,124,4.16247062773,0.365938534125,101|207|467|634|983|1739|1844|1845|1846|1847|1848|1942|1956|2041|2048|2050|2051|2064|2065|2081|2185|2263|2305|2621|2852|2873|3146|3397|3480|3656|3976|4233|4294|4486|4616|4771|5058|5062|5154|5155|5187|5291|5296|5345|5578|5580|5585|5590|5600|5605|5777|5859|5906|5998|6376|6386|6653|6714|6850|7039|7164|7186|7335|7422|7786|7855|8312|8322|8482|8558|8567|8661|8682|8767|8844|9146|9175|9344|9368|9475|9618|10220|10221|10253|10347|10494|10519|10636|11267|11329|23043|23162|23239|23624|23636|25865|27347|28988|28996|29969|50488|50507|51347|51755|51765|55294|55333|57447|57551|57630|57761|64762|81848|84451|84962|114609|150290|153090|171389|171392|260425|284996|285315|374403,ADAM8|AKT1|ATF3|CEACAM1|CDK1|DLG1|DUSP2|DUSP3|DUSP4|DUSP5|DUSP6|EFNA1|EGFR|EPHA1|EPHB2|EPHB4|EPHB6|ERBB2|ERBB3|ERN1|PTK2B|FGFR2|FOXM1|GAS6|GPER1|GPS1|HMGB1|ID1|IGF1R|IRAK2|LIF|MET|MAP3K10|MST1R|GADD45B|NF2|PAK1|PAK2|PDGFA|PDGFB|PER1|PIK3CB|PIK3R2|SERPINF2|PRKCA|PRKCD|PKN1|PRKCZ|MAPK11|MAP2K2|PTPN6|QARS|RAP1A|RGS3|CX3CL1|SDCBP|SORL1|SRC|SYK|TGFA|TPD52L1|TRAF2|UBE2V1|VEGFA|MAP3K12|FZD5|AXIN1|FZD4|SEMA7A|CDK10|MADD|EIF3A|PEA15|RIPK2|KSR1|HGS|MAP3K13|TAOK2|SLC9A3R1|ROCK2|TRAF4|GDF11|TRIB1|SPRY2|ABCA7|STK25|CIB1|RGS14|SNF8|STK38|TNIK|MAPK8IP3|PHLPP1|CBLC|NUP62|PRKD2|STK39|DBNL|HIPK2|MDFIC|MINK1|NOX4|TAOK3|CDK12|STK26|FBXW7|SYNJ2BP|NDRG2|TAOK1|SH3RF1|TRIB3|GAREM1|SPRY4|MAP3K21|AJUBA|TIRAP|DUSP18|DAB2IP|NLRP6|ZNF675|MAGI3|RNF149|C3orf33|TBC1D10C,-0.972470493355,0,13,0,0,-11.1203923417,2.66499643848,
1,-2.23272514796,GO:0043406,M1,1,0,GO Biological Processes,19,positive regulation of MAP kinase activity,-2.23272514796,1.43231081993,2.72363045016,23250,267,2979,49,1.64484726418,0.23303765174,101|983|1847|1848|1956|2064|2081|2185|3656|4294|4486|4616|5058|5154|5155|5291|5585|5600|5605|6714|6850|7039|7164|7186|7335|7422|7786|7855|8322|8567|8682|8767|9175|9344|10494|23043|23162|27347|28988|29969|50488|50507|51347|51765|57551|57630|84451|84962|153090,ADAM8|CDK1|DUSP5|DUSP6|EGFR|ERBB2|ERN1|PTK2B|IRAK2|MAP3K10|MST1R|GADD45B|PAK1|PDGFA|PDGFB|PIK3CB|PKN1|MAPK11|MAP2K2|SRC|SYK|TGFA|TPD52L1|TRAF2|UBE2V1|VEGFA|MAP3K12|FZD5|FZD4|MADD|PEA15|RIPK2|MAP3K13|TAOK2|STK25|TNIK|MAPK8IP3|STK39|DBNL|MDFIC|MINK1|NOX4|TAOK3|STK26|TAOK1|SH3RF1|MAP3K21|AJUBA|DAB2IP,-0.864304298743,0,13,0,0,-11.1203923417,2.66499643848,
1,-10.4251718204,GO:0090407,M1,1,0,GO Biological Processes,19,organophosphate biosynthetic process,-10.4251718204,1.71438162375,7.08722076745,23250,651,2979,143,4.80026854649,0.391665553139,43|47|109|112|113|132|133|142|205|226|271|521|1040|1119|1120|1737|1841|1854|2026|2171|2185|2203|2263|2549|2618|2631|2710|2852|2982|2983|3098|3269|3418|3614|3636|3667|3706|4337|4597|4843|4881|5130|5154|5155|5164|5165|5198|5208|5214|5283|5287|5291|5296|5305|5315|5336|5338|5465|5471|5635|5783|5833|6305|7114|7167|7378|7784|8395|8398|8566|8822|8871|9091|9110|9487|9600|9605|9677|9926|9942|10243|10327|10809|10900|11284|23171|23175|23205|23396|23475|23498|51144|51205|51422|51447|51548|51703|54541|54675|54965|55034|55229|55697|55739|55902|56894|56994|57546|57605|60481|64802|64900|65220|66036|79071|79849|79888|79993|80201|80235|80339|80347|84875|84879|84947|84962|93100|93183|122481|122622|126969|132001|154141|166929|171586|200879|201164|254531|256356|267020|283209|400916|790955,ACHE|ACLY|ADCY3|ADCY6|ADCY7|ADK|ADM|PARP1|AK4|ALDOA|AMPD2|ATP5ME|CDS1|CHKA|CHKB|DLAT|DTYMK|DUT|ENO2|FABP5|PTK2B|FBP1|FGFR2|GAB1|GART|NIPSNAP2|GK|GPER1|GUCY1A1|GUCY1B1|HK1|HRH1|IDH2|IMPDH1|INPPL1|IRS1|ITPKA|MOCS1|MVD|NOS2|NPR1|PCYT1A|PDGFA|PDGFB|PDK2|PDK3|PFAS|PFKFB2|PFKP|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PKM|PLCG2|PLD2|PPARA|PPAT|PRPSAP1|PTPN13|PCYT2|SBF1|TMSB4X|TPI1|UPP1|ZP3|PIP5K1B|PLA2G6|PDXK|FGF17|SYNJ2|PIGQ|MTMR4|PIGL|PITPNM1|VPS9D1|PPIP5K1|LPGAT1|XYLB|GPHN|AKR1A1|STARD10|RUNDC3A|PNKP|GPD1L|LPIN1|ACSBG1|PIP5K1C|QPRT|HAAO|HSD17B12|ACP6|PRKAG2|IP6K2|SIRT6|ACSL5|DDIT4|CRLS1|PIGX|MOCOS|PANK4|VAC14|NAXD|ACSS2|AGPAT3|CHPT1|PDP2|PITPNM2|ELOVL5|NMNAT1|LPIN3|NADK|MTMR9|ELOVL6|PDZD3|LPCAT1|ELOVL7|HKDC1|PIGZ|PNPLA3|COASY|PARP10|MFSD2A|SERAC1|AJUBA|NAPRT|PIGM|AK7|ADSSL1|SLC44A3|TAMM41|MBOAT1|SGMS2|ABHD3|LIPH|PLD6|LPCAT4|GK5|ATP5MGL|PGM2L1|CHCHD10|UQCC3,-7.46457421381,0,14,1,1,-10.4251718204,3.34484246871,
1,-6.96800681387,R-HSA-556833,M1,1,0,Reactome Gene Sets,6,Metabolism of lipids,-6.96800681387,1.52492139686,5.55151014306,23250,737,2979,144,4.83383685801,0.392963327698,34|35|43|47|51|123|221|224|410|622|706|1040|1119|1120|1374|1375|1455|1580|1892|1962|2171|2531|2581|2678|2710|2820|2879|3033|3636|3638|3991|4363|4597|4802|5130|5287|5291|5296|5305|5338|5465|5783|5833|6305|6604|6610|7108|7329|7376|7421|8395|8398|8560|8714|8800|8871|8877|9110|9415|9441|9600|9862|9885|9926|10025|10449|10498|10682|10802|10809|10825|10908|10965|10998|23171|23175|23205|23396|25816|25865|26031|26063|29079|29841|29923|50487|51144|51171|51205|51422|51586|51588|51703|54675|54797|54979|55697|56894|56994|57104|57605|57761|60481|64900|66036|79071|79152|79603|79642|79718|79777|79887|79888|79993|80168|80221|80339|80765|81537|81857|84649|84879|84895|85441|114881|122970|126282|126969|127281|130367|145482|151742|154141|165679|166929|171586|200879|201164|219541|253782|254531|284161|390916|403313,ACADM|ACADS|ACHE|ACLY|ACOX1|PLIN2|ALDH3B1|ALDH3A2|ARSA|BDH1|TSPO|CDS1|CHKA|CHKB|CPT1A|CPT1B|CSNK1G2|CYP4B1|ECHS1|EHHADH|FABP5|KDSR|GALC|GGT1|GK|GPD2|GPX4|HADH|INPPL1|INSIG1|LIPE|ABCC1|MVD|NFYC|PCYT1A|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLD2|PPARA|PTPN13|PCYT2|SBF1|SMARCD3|SMPD2|TM7SF2|UBE2I|NR1H2|VDR|PIP5K1B|PLA2G6|DEGS1|ABCC3|PEX11A|SYNJ2|SPHK1|MTMR4|FADS2|MED26|PITPNM1|MED24|OSBPL2|LPGAT1|MED16|ACAA2|CARM1|EBP|SEC24A|STARD10|NEU3|PNPLA6|ACOT2|SLC27A5|GPD1L|LPIN1|ACSBG1|PIP5K1C|TNFAIP8|PRKD2|OSBPL3|DECR2|MED4|GRHL1|HILPDA|PLA2G3|HSD17B12|HSD17B14|ACP6|PRKAG2|MED15|PIAS4|ACSL5|CRLS1|MED18|HRASLS2|VAC14|AGPAT3|CHPT1|PNPLA2|PITPNM2|TRIB3|ELOVL5|LPIN3|MTMR9|ELOVL6|FA2H|CERS4|ARSJ|TBL1XR1|ACBD4|PLBD1|LPCAT1|ELOVL7|MOGAT2|ACSF2|PNPLA3|STARD5|SGPP1|MED25|DGAT2|MFSD2A|MIGA2|HELZ2|OSBPL7|ACOT4|TNFAIP8L1|SLC44A3|PRXL2B|SGPP2|PTGR2|PPM1L|MBOAT1|SPTSSB|SGMS2|ABHD3|LIPH|PLD6|MED19|CERS6|LPCAT4|GDPD1|NUDT19|PLPP6,-4.53460932632,0,14,0,0,-10.4251718204,3.34484246871,
1,-6.07839402063,GO:0046486,M1,1,0,GO Biological Processes,19,glycerolipid metabolic process,-6.07839402063,1.63393195576,5.19982432509,23250,449,2979,94,3.15542128231,0.320280929871,43|1040|1119|1120|1374|1839|1956|2064|2065|2171|2263|2549|2710|3613|3636|3638|3667|3991|4233|5130|5154|5155|5283|5287|5291|5296|5305|5336|5338|5783|5833|6305|6714|7376|7784|7915|8395|8398|8525|8822|8835|8871|9021|9091|9110|9487|9600|9651|9926|10809|10908|10998|23171|23175|23396|26090|50487|51205|51447|54675|54965|54979|55294|55697|56894|56994|57104|57217|57406|57605|64788|64900|66036|79718|79887|79888|80168|80235|80339|84649|84879|84947|84962|93183|126969|132001|154141|160851|171586|200879|201164|254531|256356|283871,ACHE|CDS1|CHKA|CHKB|CPT1A|HBEGF|EGFR|ERBB2|ERBB3|FABP5|FGFR2|GAB1|GK|IMPA2|INPPL1|INSIG1|IRS1|LIPE|MET|PCYT1A|PDGFA|PDGFB|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLCG2|PLD2|PTPN13|PCYT2|SBF1|SRC|NR1H2|ZP3|ALDH5A1|PIP5K1B|PLA2G6|DGKZ|FGF17|SOCS2|SYNJ2|SOCS3|PIGQ|MTMR4|PIGL|PITPNM1|PLCH2|LPGAT1|STARD10|PNPLA6|SLC27A5|GPD1L|LPIN1|PIP5K1C|ABHD12|PLA2G3|ACP6|IP6K2|CRLS1|PIGX|HRASLS2|FBXW7|VAC14|AGPAT3|CHPT1|PNPLA2|TTC7A|ABHD6|PITPNM2|LMF1|LPIN3|MTMR9|TBL1XR1|PLBD1|LPCAT1|MOGAT2|PIGZ|PNPLA3|DGAT2|MFSD2A|SERAC1|AJUBA|PIGM|SLC44A3|TAMM41|MBOAT1|DGKH|ABHD3|LIPH|PLD6|LPCAT4|GK5|PGP,-3.81676641835,0,14,0,0,-10.4251718204,3.34484246871,
1,-6.03761895679,GO:0006650,M1,1,0,GO Biological Processes,19,glycerophospholipid metabolic process,-6.03761895679,1.71268322703,5.22425894997,23250,360,2979,79,2.6518966096,0.294378975664,43|1040|1119|1120|1839|1956|2064|2065|2171|2263|2549|3613|3636|3667|4233|5130|5154|5155|5283|5287|5291|5296|5305|5336|5338|5783|5833|6305|6714|7784|7915|8395|8398|8822|8835|8871|9021|9091|9110|9487|9600|9651|9926|10809|10908|23171|23175|23396|26090|50487|51205|51447|54675|54965|54979|55697|56894|56994|57217|57605|64900|66036|79887|79888|80235|80339|84879|84947|84962|93183|126969|132001|154141|160851|171586|200879|201164|254531|283871,ACHE|CDS1|CHKA|CHKB|HBEGF|EGFR|ERBB2|ERBB3|FABP5|FGFR2|GAB1|IMPA2|INPPL1|IRS1|MET|PCYT1A|PDGFA|PDGFB|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLCG2|PLD2|PTPN13|PCYT2|SBF1|SRC|ZP3|ALDH5A1|PIP5K1B|PLA2G6|FGF17|SOCS2|SYNJ2|SOCS3|PIGQ|MTMR4|PIGL|PITPNM1|PLCH2|LPGAT1|STARD10|PNPLA6|GPD1L|LPIN1|PIP5K1C|ABHD12|PLA2G3|ACP6|IP6K2|CRLS1|PIGX|HRASLS2|VAC14|AGPAT3|CHPT1|TTC7A|PITPNM2|LPIN3|MTMR9|PLBD1|LPCAT1|PIGZ|PNPLA3|MFSD2A|SERAC1|AJUBA|PIGM|SLC44A3|TAMM41|MBOAT1|DGKH|ABHD3|LIPH|PLD6|LPCAT4|PGP,-3.7874208163,0,14,0,0,-10.4251718204,3.34484246871,
1,-5.86866232603,GO:0006644,M1,1,0,GO Biological Processes,19,phospholipid metabolic process,-5.86866232603,1.60782127251,5.08105237192,23250,466,2979,96,3.22255790534,0.323558030271,43|1040|1119|1120|1839|1956|2055|2064|2065|2171|2185|2263|2549|2879|3613|3636|3667|4233|4597|5130|5154|5155|5283|5287|5291|5296|5305|5336|5338|5580|5747|5783|5833|6305|6610|6714|7410|7784|7915|8395|8398|8822|8835|8871|9021|9091|9110|9487|9600|9651|9926|10809|10908|23171|23175|23396|26090|29062|50487|51205|51447|54675|54965|54979|55697|56894|56994|57217|57406|57605|64900|66036|79887|79888|79948|80235|80339|81537|84513|84879|84947|84962|93183|124997|126969|132001|153090|154141|160851|166929|171586|200879|201164|254531|283871|284161,ACHE|CDS1|CHKA|CHKB|HBEGF|EGFR|CLN8|ERBB2|ERBB3|FABP5|PTK2B|FGFR2|GAB1|GPX4|IMPA2|INPPL1|IRS1|MET|MVD|PCYT1A|PDGFA|PDGFB|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLCG2|PLD2|PRKCD|PTK2|PTPN13|PCYT2|SBF1|SMPD2|SRC|VAV2|ZP3|ALDH5A1|PIP5K1B|PLA2G6|FGF17|SOCS2|SYNJ2|SOCS3|PIGQ|MTMR4|PIGL|PITPNM1|PLCH2|LPGAT1|STARD10|PNPLA6|GPD1L|LPIN1|PIP5K1C|ABHD12|WDR91|PLA2G3|ACP6|IP6K2|CRLS1|PIGX|HRASLS2|VAC14|AGPAT3|CHPT1|TTC7A|ABHD6|PITPNM2|LPIN3|MTMR9|PLBD1|LPCAT1|PLPPR3|PIGZ|PNPLA3|SGPP1|PLPP5|MFSD2A|SERAC1|AJUBA|PIGM|WDR81|SLC44A3|TAMM41|DAB2IP|MBOAT1|DGKH|SGMS2|ABHD3|LIPH|PLD6|LPCAT4|PGP|GDPD1,-3.64842740891,0,14,0,0,-10.4251718204,3.34484246871,
1,-5.63826449059,R-HSA-1483257,M1,1,0,Reactome Gene Sets,6,Phospholipid metabolism,-5.63826449059,1.91434380285,5.12690030841,23250,212,2979,52,1.74555219872,0.239942554523,43|1040|1119|1120|2820|3636|5130|5287|5291|5296|5305|5338|5783|5833|6305|8395|8398|8871|9110|9600|9926|10809|10908|23171|23175|23396|25816|50487|51205|54675|54979|55697|56894|56994|57104|57605|64900|66036|79887|79888|80339|84649|84879|84895|126282|126969|154141|171586|200879|201164|254531|284161,ACHE|CDS1|CHKA|CHKB|GPD2|INPPL1|PCYT1A|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLD2|PTPN13|PCYT2|SBF1|PIP5K1B|PLA2G6|SYNJ2|MTMR4|PITPNM1|LPGAT1|STARD10|PNPLA6|GPD1L|LPIN1|PIP5K1C|TNFAIP8|PLA2G3|ACP6|CRLS1|HRASLS2|VAC14|AGPAT3|CHPT1|PNPLA2|PITPNM2|LPIN3|MTMR9|PLBD1|LPCAT1|PNPLA3|DGAT2|MFSD2A|MIGA2|TNFAIP8L1|SLC44A3|MBOAT1|ABHD3|LIPH|PLD6|LPCAT4|GDPD1,-3.46536345226,0,14,0,0,-10.4251718204,3.34484246871,
1,-5.53753655073,GO:0046474,M1,1,0,GO Biological Processes,19,glycerophospholipid biosynthetic process,-5.53753655073,1.85194667759,5.04280487786,23250,236,2979,56,1.87982544478,0.24882995806,43|1040|1119|1120|2171|2263|2549|3636|3667|5130|5154|5155|5283|5287|5291|5296|5305|5336|5338|5783|5833|6305|7784|8395|8398|8822|8871|9091|9110|9487|9600|10809|23171|23175|23396|51205|54675|54965|55697|56894|56994|57605|64900|66036|79888|80235|80339|84879|84962|93183|126969|132001|171586|200879|201164|254531,ACHE|CDS1|CHKA|CHKB|FABP5|FGFR2|GAB1|INPPL1|IRS1|PCYT1A|PDGFA|PDGFB|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLCG2|PLD2|PTPN13|PCYT2|SBF1|ZP3|PIP5K1B|PLA2G6|FGF17|SYNJ2|PIGQ|MTMR4|PIGL|PITPNM1|STARD10|GPD1L|LPIN1|PIP5K1C|ACP6|CRLS1|PIGX|VAC14|AGPAT3|CHPT1|PITPNM2|LPIN3|MTMR9|LPCAT1|PIGZ|PNPLA3|MFSD2A|AJUBA|PIGM|SLC44A3|TAMM41|ABHD3|LIPH|PLD6|LPCAT4,-3.38985230075,0,14,0,0,-10.4251718204,3.34484246871,
1,-5.39689426165,GO:0045017,M1,1,0,GO Biological Processes,19,glycerolipid biosynthetic process,-5.39689426165,1.78308081665,4.93354008002,23250,267,2979,61,2.04766700235,0.259478755585,43|1040|1119|1120|2171|2263|2549|2710|3636|3667|5130|5154|5155|5283|5287|5291|5296|5305|5336|5338|5783|5833|6305|7376|7784|8395|8398|8822|8871|9091|9110|9487|9600|10809|23171|23175|23396|51205|54675|54965|55294|55697|56894|56994|57605|64900|66036|79888|80168|80235|80339|84649|84879|84962|93183|126969|132001|171586|200879|201164|254531,ACHE|CDS1|CHKA|CHKB|FABP5|FGFR2|GAB1|GK|INPPL1|IRS1|PCYT1A|PDGFA|PDGFB|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLCG2|PLD2|PTPN13|PCYT2|SBF1|NR1H2|ZP3|PIP5K1B|PLA2G6|FGF17|SYNJ2|PIGQ|MTMR4|PIGL|PITPNM1|STARD10|GPD1L|LPIN1|PIP5K1C|ACP6|CRLS1|PIGX|FBXW7|VAC14|AGPAT3|CHPT1|PITPNM2|LPIN3|MTMR9|LPCAT1|MOGAT2|PIGZ|PNPLA3|DGAT2|MFSD2A|AJUBA|PIGM|SLC44A3|TAMM41|ABHD3|LIPH|PLD6|LPCAT4,-3.27514574577,0,14,0,0,-10.4251718204,3.34484246871,
1,-5.37161689603,GO:0008610,M1,1,0,GO Biological Processes,19,lipid biosynthetic process,-5.37161689603,1.46058121134,4.74331282984,23250,700,2979,131,4.39744880832,0.375664265561,43|47|133|207|221|222|224|634|672|706|1040|1119|1120|1455|1907|1958|2055|2171|2263|2475|2531|2549|2710|2852|2879|3636|3638|3667|4597|4802|5087|5130|5154|5155|5283|5287|5291|5296|5305|5336|5338|5580|5783|5833|5947|5978|6305|6483|6610|6794|7108|7376|7421|7784|8395|8398|8560|8822|8871|8877|9091|9110|9331|9415|9487|9600|9885|9926|10449|10682|10809|10998|23171|23175|23396|25865|26031|26063|51144|51171|51205|51422|51700|53947|54675|54965|55294|55697|55809|55902|56894|56994|57406|57605|57761|60481|64900|66036|79071|79152|79603|79888|79993|80168|80235|80339|81537|84002|84649|84879|84947|84962|85414|93183|114881|126969|127281|130367|132001|151742|154141|165679|166929|171586|200879|201164|253782|254531|403313|653308|729920,ACHE|ACLY|ADM|AKT1|ALDH3B1|ALDH3B2|ALDH3A2|CEACAM1|BRCA1|TSPO|CDS1|CHKA|CHKB|CSNK1G2|EDN2|EGR1|CLN8|FABP5|FGFR2|MTOR|KDSR|GAB1|GK|GPER1|GPX4|INPPL1|INSIG1|IRS1|MVD|NFYC|PBX1|PCYT1A|PDGFA|PDGFB|PIGH|PIK3C2B|PIK3CB|PIK3R2|PIP4K2A|PLCG2|PLD2|PRKCD|PTPN13|PCYT2|RBP1|REST|SBF1|ST3GAL2|SMPD2|STK11|TM7SF2|NR1H2|VDR|ZP3|PIP5K1B|PLA2G6|DEGS1|FGF17|SYNJ2|SPHK1|PIGQ|MTMR4|B4GALT6|FADS2|PIGL|PITPNM1|OSBPL2|LPGAT1|ACAA2|EBP|STARD10|SLC27A5|GPD1L|LPIN1|PIP5K1C|PRKD2|OSBPL3|DECR2|HSD17B12|HSD17B14|ACP6|PRKAG2|CYB5R2|A4GALT|CRLS1|PIGX|FBXW7|VAC14|TRERF1|ACSS2|AGPAT3|CHPT1|ABHD6|PITPNM2|TRIB3|ELOVL5|LPIN3|MTMR9|ELOVL6|FA2H|CERS4|LPCAT1|ELOVL7|MOGAT2|PIGZ|PNPLA3|SGPP1|B3GNT5|DGAT2|MFSD2A|SERAC1|AJUBA|SLC45A3|PIGM|OSBPL7|SLC44A3|PRXL2B|SGPP2|TAMM41|PPM1L|MBOAT1|SPTSSB|SGMS2|ABHD3|LIPH|PLD6|CERS6|LPCAT4|PLPP6|ASAH2B|ISPD,-3.2540443208,0,14,0,0,-10.4251718204,3.34484246871,
1,-5.00738860573,R-HSA-1483206,M1,1,0,Reactome Gene Sets,6,Glycerophospholipid biosynthesis,-5.00738860573,2.1175359298,4.87924748371,23250,129,2979,35,1.17489090299,0.197422737757,43|1040|1119|1120|2820|5130|5338|5833|8398|9600|9926|10809|23171|23175|50487|51205|54675|54979|56894|56994|57104|57605|64900|79887|79888|80339|84649|84879|84895|126969|154141|171586|200879|201164|254531,ACHE|CDS1|CHKA|CHKB|GPD2|PCYT1A|PLD2|PCYT2|PLA2G6|PITPNM1|LPGAT1|STARD10|GPD1L|LPIN1|PLA2G3|ACP6|CRLS1|HRASLS2|AGPAT3|CHPT1|PNPLA2|PITPNM2|LPIN3|PLBD1|LPCAT1|PNPLA3|DGAT2|MFSD2A|MIGA2|SLC44A3|MBOAT1|ABHD3|LIPH|PLD6|LPCAT4,-2.94148449715,0,14,0,0,-10.4251718204,3.34484246871,
